position,ecr,exp_pts
QB,1.0,27.1
QB,1.02,26.040740740740738
QB,1.03,26.040740740740738
QB,1.07,26.040740740740738
QB,1.09,26.040740740740738
QB,1.14,26.040740740740738
QB,1.17,26.040740740740738
QB,1.19,26.040740740740738
QB,1.29,26.040740740740738
QB,1.32,26.040740740740738
QB,1.35,26.040740740740738
QB,1.46,26.040740740740738
QB,1.53,26.040740740740738
QB,1.57,26.040740740740738
QB,1.6,26.040740740740738
QB,1.63,26.040740740740738
QB,1.71,26.040740740740738
QB,1.85,26.040740740740738
QB,1.89,26.040740740740734
QB,1.91,26.040740740740738
QB,1.93,26.040740740740738
QB,1.97,26.040740740740738
QB,1.99,24.923333333333336
QB,2.03,24.923333333333336
QB,2.05,24.923333333333336
QB,2.07,24.923333333333336
QB,2.1,24.923333333333336
QB,2.12,24.923333333333336
QB,2.16,24.096666666666668
QB,2.2,24.096666666666668
QB,2.21,24.096666666666668
QB,2.23,24.096666666666668
QB,2.25,24.096666666666668
QB,2.29,24.096666666666668
QB,2.39,24.096666666666668
QB,2.45,24.096666666666668
QB,2.52,24.096666666666668
QB,2.53,24.096666666666668
QB,2.59,24.096666666666668
QB,2.6,24.096666666666668
QB,2.67,23.54
QB,2.69,22.777346938775512
QB,2.73,22.777346938775512
QB,2.83,22.777346938775512
QB,2.84,22.777346938775512
QB,2.93,22.777346938775512
QB,2.94,22.777346938775512
QB,2.95,22.777346938775512
QB,3.0,22.777346938775512
QB,3.05,22.777346938775512
QB,3.08,22.777346938775512
QB,3.11,22.777346938775512
QB,3.16,22.777346938775512
QB,3.19,22.777346938775512
QB,3.25,22.777346938775512
QB,3.27,22.777346938775512
QB,3.28,22.777346938775512
QB,3.34,22.777346938775512
QB,3.39,22.777346938775512
QB,3.62,22.777346938775512
QB,3.79,22.777346938775512
QB,3.82,22.777346938775512
QB,3.85,22.777346938775512
QB,3.86,22.777346938775512
QB,3.91,22.777346938775512
QB,3.93,22.777346938775512
QB,3.97,22.777346938775512
QB,4.0,22.777346938775512
QB,4.03,22.777346938775512
QB,4.05,22.777346938775512
QB,4.12,22.777346938775512
QB,4.14,22.777346938775512
QB,4.16,22.777346938775512
QB,4.18,22.777346938775512
QB,4.23,22.777346938775512
QB,4.3,22.777346938775512
QB,4.34,22.777346938775512
QB,4.42,22.777346938775512
QB,4.43,22.777346938775512
QB,4.44,22.777346938775512
QB,4.46,22.777346938775512
QB,4.5,22.777346938775512
QB,4.62,22.777346938775512
QB,4.68,22.777346938775512
QB,4.69,22.777346938775512
QB,4.76,22.777346938775512
QB,4.87,22.777346938775512
QB,4.88,22.777346938775512
QB,4.96,22.777346938775512
QB,4.98,22.777346938775512
QB,5.06,22.777346938775512
QB,5.09,22.777346938775512
QB,5.13,22.777346938775512
QB,5.14,22.777346938775512
QB,5.15,22.777346938775512
QB,5.23,22.777346938775512
QB,5.27,22.777346938775512
QB,5.29,22.777346938775512
QB,5.35,22.777346938775512
QB,5.36,22.777346938775512
QB,5.37,22.777346938775512
QB,5.43,22.777346938775512
QB,5.45,22.777346938775512
QB,5.47,22.777346938775512
QB,5.48,22.777346938775512
QB,5.51,22.777346938775512
QB,5.57,22.777346938775512
QB,5.76,22.777346938775512
QB,5.8,22.777346938775512
QB,5.88,22.777346938775512
QB,5.91,22.777346938775512
QB,5.97,22.777346938775512
QB,6.0,22.777346938775512
QB,6.15,22.777346938775512
QB,6.17,22.777346938775512
QB,6.18,22.777346938775512
QB,6.19,22.777346938775512
QB,6.21,22.777346938775512
QB,6.23,22.777346938775512
QB,6.26,22.777346938775512
QB,6.28,22.777346938775512
QB,6.3,22.777346938775512
QB,6.34,22.777346938775512
QB,6.36,22.777346938775512
QB,6.42,22.777346938775512
QB,6.51,22.777346938775512
QB,6.53,22.328421052631583
QB,6.54,22.328421052631583
QB,6.56,22.328421052631583
QB,6.61,22.328421052631583
QB,6.68,22.328421052631583
QB,6.7,22.328421052631583
QB,6.74,22.328421052631583
QB,6.78,22.328421052631583
QB,6.85,22.328421052631583
QB,6.86,22.328421052631583
QB,6.87,22.328421052631583
QB,6.93,22.328421052631583
QB,7.14,22.328421052631583
QB,7.21,22.328421052631583
QB,7.29,22.328421052631583
QB,7.3,22.328421052631583
QB,7.38,22.328421052631583
QB,7.44,22.328421052631583
QB,7.51,22.328421052631583
QB,7.53,22.328421052631583
QB,7.56,22.328421052631583
QB,7.66,22.328421052631583
QB,7.67,22.328421052631583
QB,7.68,22.328421052631583
QB,7.71,22.328421052631583
QB,7.72,22.328421052631583
QB,7.74,22.328421052631583
QB,7.76,22.328421052631583
QB,7.77,22.328421052631583
QB,7.78,22.328421052631583
QB,7.8,22.328421052631583
QB,7.86,22.328421052631583
QB,7.91,22.328421052631583
QB,8.03,22.328421052631583
QB,8.04,22.328421052631583
QB,8.12,22.328421052631583
QB,8.13,22.328421052631583
QB,8.15,22.328421052631583
