arm,pop,train,test,pos,score,w,n,cells,spearman,topN,hit,bias,MAE,RMSE,pearson,dsp,dtn,dMAE,weeks
baseline,all,2020,2021,WR,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",2074,16,0.6847590162079136,14.19361111111111,0.5920138888888888,,,,,"+0.014 [+0.007,+0.020]","-0.027 [-0.137,+0.092]",,16.0
baseline,all,2020,2021,TE,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1181,16,0.6788213045497394,11.820833333333333,0.5208333333333334,,,,,"+0.030 [+0.020,+0.039]","+0.111 [-0.174,+0.412]",,16.0
baseline,all,2020,2021,skill,pts,0.7,5146,64,0.6456701254373206,15.714926215277778,0.5963541666666666,0.23217817683565142,4.442235155584621,6.225976067543036,0.6837630488622433,"+0.017 [+0.008,+0.024]","+0.104 [+0.003,+0.210]","-0.148 [-0.211,-0.085]",16.0
baseline,all,2020,2021,QB,pts,0.7,474,16,0.48933900219969595,21.4534375,0.6302083333333333,0.7610150069840288,6.437362423577632,8.046007275826634,0.5215362127651774,"-0.008 [-0.028,+0.009]","+0.039 [-0.192,+0.265]","+0.082 [-0.145,+0.318]",16.0
baseline,all,2020,2021,RB,pts,0.7,1417,16,0.7289824070021694,15.498072916666668,0.65625,-0.16234373976912406,4.450931927390603,6.350126744451854,0.6689720667470729,"+0.031 [+0.015,+0.045]","+0.397 [+0.129,+0.677]","-0.285 [-0.372,-0.184]",16.0
baseline,all,2020,2021,WR,pts,0.7,2074,16,0.6840524933464722,14.089965277777779,0.5833333333333333,0.39752796494884635,4.679645102182585,6.39427129843967,0.625959283978275,"+0.013 [+0.006,+0.020]","-0.130 [-0.228,-0.023]","-0.076 [-0.145,-0.007]",16.0
baseline,all,2020,2021,TE,pts,0.7,1181,16,0.6803065992009446,11.818229166666667,0.515625,0.2029092841954055,3.214121794092713,4.76803520211312,0.6138927846330862,"+0.031 [+0.020,+0.042]","+0.108 [-0.090,+0.325]","-0.202 [-0.269,-0.130]",16.0
baseline,all,2020,2021,skill,pts_pp,"{'QB': 0.2, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",5146,64,0.6468396744130417,15.749674479166668,0.5967881944444444,0.1534022595463367,4.43259549269386,6.260049974159512,0.6797726401758135,"+0.018 [+0.009,+0.025]","+0.138 [+0.009,+0.270]","-0.158 [-0.225,-0.086]",16.0
baseline,all,2020,2021,QB,pts_pp,"{'QB': 0.2, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",474,16,0.49640654612172047,21.444166666666668,0.6197916666666666,0.3050776053350231,6.3263457239516105,7.9581053782696465,0.5306253962055689,"-0.001 [-0.013,+0.010]","+0.030 [+0.000,+0.089]","-0.029 [-0.086,+0.031]",16.0
baseline,all,2020,2021,RB,pts_pp,"{'QB': 0.2, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",1417,16,0.7289824070021694,15.498072916666668,0.65625,-0.16234373976912406,4.450931927390603,6.350126744451854,0.6689720667470729,"+0.031 [+0.015,+0.045]","+0.397 [+0.129,+0.677]","-0.285 [-0.372,-0.184]",16.0
baseline,all,2020,2021,WR,pts_pp,"{'QB': 0.2, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",2074,16,0.6803503955243395,14.129375,0.5850694444444444,0.38416167135370394,4.6997237804116745,6.4544123112297385,0.6196310725381502,"+0.009 [-0.001,+0.019]","-0.091 [-0.203,+0.020]","-0.056 [-0.152,+0.041]",16.0
baseline,all,2020,2021,TE,pts_pp,"{'QB': 0.2, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",1181,16,0.6816193490039375,11.927083333333334,0.5260416666666667,0.0661227904842628,3.1814147930256063,4.878070283670872,0.5945773777039913,"+0.033 [+0.019,+0.047]","+0.217 [-0.125,+0.569]","-0.235 [-0.325,-0.139]",16.0
baseline,all,2020,2021,skill,z,0.4,5146,64,0.6453317444390168,15.710520833333334,0.5909288194444444,,,,,"+0.016 [+0.010,+0.021]","+0.099 [+0.025,+0.182]",,16.0
baseline,all,2020,2021,QB,z,0.4,474,16,0.4935432329852338,21.482083333333335,0.625,,,,,"-0.004 [-0.015,+0.006]","+0.068 [-0.168,+0.298]",,16.0
baseline,all,2020,2021,RB,z,0.4,1417,16,0.7263492717818938,15.476458333333332,0.6432291666666667,,,,,"+0.028 [+0.017,+0.038]","+0.376 [+0.083,+0.645]",,16.0
baseline,all,2020,2021,WR,z,0.4,2074,16,0.684854126032666,14.204895833333332,0.5902777777777778,,,,,"+0.014 [+0.010,+0.018]","-0.015 [-0.116,+0.086]",,16.0
baseline,all,2020,2021,TE,z,0.4,1181,16,0.6765803469562733,11.678645833333333,0.5052083333333333,,,,,"+0.028 [+0.019,+0.036]","-0.031 [-0.117,+0.056]",,16.0
baseline,all,2020,2021,skill,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",5146,64,0.6492270508017075,15.73693576388889,0.5941840277777778,,,,,"+0.020 [+0.013,+0.026]","+0.126 [+0.026,+0.231]",,16.0
baseline,all,2020,2021,QB,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",474,16,0.49743695520290077,21.414479166666666,0.6145833333333333,,,,,"+0.000 [+0.000,+0.000]","+0.000 [+0.000,+0.000]",,16.0
baseline,all,2020,2021,RB,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1417,16,0.7311490237314606,15.604062500000001,0.65625,,,,,"+0.033 [+0.016,+0.048]","+0.503 [+0.174,+0.817]",,16.0
baseline,all,2020,2021,WR,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",2074,16,0.6858650894763705,14.187013888888888,0.5902777777777777,,,,,"+0.015 [+0.007,+0.022]","-0.033 [-0.155,+0.095]",,16.0
baseline,all,2020,2021,TE,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1181,16,0.6824571347960979,11.7421875,0.515625,,,,,"+0.033 [+0.022,+0.044]","+0.032 [-0.101,+0.204]",,16.0
baseline,all,2021,2020,skill,ours,,3564,44,0.6424160671645901,15.679804292929289,0.5520833333333333,0.053693134992652394,4.686929743607009,6.421120968931886,0.682915688700433,,,,
baseline,all,2021,2020,QB,ours,,340,11,0.5858534445867497,22.501818181818184,0.5530303030303032,-0.6938681257588587,6.57972608572339,8.1581061830615,0.5940809338790314,,,,
baseline,all,2021,2020,RB,ours,,977,11,0.6947831110780643,14.109469696969695,0.6022727272727274,0.2560692312140687,4.541820634807211,6.409782155775219,0.6270501691255332,,,,
baseline,all,2021,2020,WR,ours,,1426,11,0.6486251667829372,15.121868686868687,0.5984848484848485,-0.04250121843902948,5.04233940094978,6.81181192782428,0.6116017080251807,,,,
baseline,all,2021,2020,TE,ours,,821,11,0.640402546210609,10.986060606060605,0.45454545454545453,0.28953056573658464,3.4584360427629695,4.683671431649386,0.6354535299999974,,,,
baseline,all,2021,2020,skill,ecr_only,,3564,44,0.6459892459357981,15.739646464646462,0.5596590909090909,,,,,"+0.004 [-0.006,+0.016]","+0.060 [-0.214,+0.316]",,11.0
baseline,all,2021,2020,QB,ecr_only,,340,11,0.5375499231185146,22.44757575757576,0.5606060606060607,,,,,"-0.048 [-0.079,-0.016]","-0.054 [-0.859,+0.765]",,11.0
baseline,all,2021,2020,RB,ecr_only,,977,11,0.7206699319819856,14.317424242424245,0.6174242424242424,,,,,"+0.026 [+0.007,+0.042]","+0.208 [-0.137,+0.531]",,11.0
baseline,all,2021,2020,WR,ecr_only,,1426,11,0.6627257984318717,14.836313131313132,0.5833333333333333,,,,,"+0.014 [+0.003,+0.025]","-0.286 [-0.689,+0.080]",,11.0
baseline,all,2021,2020,TE,ecr_only,,821,11,0.6630113302108204,11.357272727272727,0.4772727272727273,,,,,"+0.023 [+0.005,+0.041]","+0.371 [-0.028,+0.746]",,11.0
baseline,all,2021,2020,skill,ecr_pts_only,,3564,44,0.641032796382341,15.624753787878786,0.5549242424242424,-0.20705219022427176,4.592464532586778,6.462953466354448,0.6779592964612052,"-0.001 [-0.011,+0.011]","-0.055 [-0.260,+0.164]","-0.094 [-0.190,-0.012]",11.0
baseline,all,2021,2020,QB,ecr_pts_only,,340,11,0.5210994142314598,22.021818181818183,0.537878787878788,-1.1436708362463273,6.9966657005865285,8.646328175378999,0.5283078754777994,"-0.065 [-0.092,-0.035]","-0.480 [-0.996,+0.000]","+0.417 [+0.150,+0.656]",11.0
baseline,all,2021,2020,RB,ecr_pts_only,,977,11,0.7181342136318768,14.293560606060607,0.6136363636363635,0.2869395819915711,4.442898169869964,6.338416160310391,0.641122766665568,"+0.023 [+0.004,+0.040]","+0.184 [-0.150,+0.502]","-0.099 [-0.259,+0.058]",11.0
baseline,all,2021,2020,WR,ecr_pts_only,,1426,11,0.6610533885745766,14.771060606060605,0.5757575757575758,-0.40461043291456866,4.87889360068838,6.787257620637718,0.6173219958990779,"+0.012 [+0.000,+0.024]","-0.351 [-0.661,-0.028]","-0.163 [-0.252,-0.091]",11.0
baseline,all,2021,2020,TE,ecr_pts_only,,821,11,0.6638441690914516,11.412575757575757,0.49242424242424243,-0.06388723009152651,3.277300206327981,4.74778762306821,0.620011438912995,"+0.023 [+0.008,+0.041]","+0.427 [+0.089,+0.764]","-0.181 [-0.243,-0.120]",11.0
baseline,all,2021,2020,skill,rank,0.7,3564,44,0.6509146545786687,15.751685606060603,0.555239898989899,,,,,"+0.008 [+0.002,+0.017]","+0.072 [-0.253,+0.348]",,11.0
baseline,all,2021,2020,QB,rank,0.7,340,11,0.5521139662417955,22.437121212121212,0.5454545454545455,,,,,"-0.034 [-0.056,-0.012]","-0.065 [-0.856,+0.672]",,11.0
baseline,all,2021,2020,RB,rank,0.7,977,11,0.7240917020326518,14.363257575757576,0.6174242424242423,,,,,"+0.029 [+0.015,+0.042]","+0.254 [-0.178,+0.653]",,11.0
baseline,all,2021,2020,WR,rank,0.7,1426,11,0.6640548700651835,14.971818181818184,0.5883838383838385,,,,,"+0.015 [+0.007,+0.023]","-0.150 [-0.496,+0.156]",,11.0
baseline,all,2021,2020,TE,rank,0.7,821,11,0.663398079975044,11.234545454545456,0.4696969696969697,,,,,"+0.023 [+0.009,+0.038]","+0.248 [-0.125,+0.641]",,11.0
baseline,all,2021,2020,skill,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",3564,44,0.6592528367238514,15.798541666666665,0.5590277777777778,,,,,"+0.017 [+0.011,+0.022]","+0.119 [-0.035,+0.269]",,11.0
baseline,all,2021,2020,QB,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",340,11,0.5858534445867497,22.501818181818184,0.5530303030303032,,,,,"+0.000 [+0.000,+0.000]","+0.000 [+0.000,+0.000]",,11.0
baseline,all,2021,2020,RB,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",977,11,0.7240917020326518,14.363257575757576,0.6174242424242423,,,,,"+0.029 [+0.015,+0.042]","+0.254 [-0.178,+0.653]",,11.0
baseline,all,2021,2020,WR,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",1426,11,0.6640548700651835,14.971818181818184,0.5883838383838385,,,,,"+0.015 [+0.007,+0.023]","-0.150 [-0.496,+0.156]",,11.0
baseline,all,2021,2020,TE,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",821,11,0.6630113302108204,11.357272727272727,0.4772727272727273,,,,,"+0.023 [+0.005,+0.041]","+0.371 [-0.028,+0.746]",,11.0
baseline,all,2021,2020,skill,pts,1.0,3564,44,0.641032796382341,15.624753787878786,0.5549242424242424,-0.20705219022427176,4.592464532586778,6.462953466354448,0.6779592964612052,"-0.001 [-0.011,+0.011]","-0.055 [-0.260,+0.164]","-0.094 [-0.190,-0.012]",11.0
baseline,all,2021,2020,QB,pts,1.0,340,11,0.5210994142314598,22.021818181818183,0.537878787878788,-1.1436708362463273,6.9966657005865285,8.646328175378999,0.5283078754777994,"-0.065 [-0.092,-0.035]","-0.480 [-0.996,+0.000]","+0.417 [+0.150,+0.656]",11.0
baseline,all,2021,2020,RB,pts,1.0,977,11,0.7181342136318768,14.293560606060607,0.6136363636363635,0.2869395819915711,4.442898169869964,6.338416160310391,0.641122766665568,"+0.023 [+0.004,+0.040]","+0.184 [-0.150,+0.502]","-0.099 [-0.259,+0.058]",11.0
baseline,all,2021,2020,WR,pts,1.0,1426,11,0.6610533885745766,14.771060606060605,0.5757575757575758,-0.40461043291456866,4.87889360068838,6.787257620637718,0.6173219958990779,"+0.012 [+0.000,+0.024]","-0.351 [-0.661,-0.028]","-0.163 [-0.252,-0.091]",11.0
baseline,all,2021,2020,TE,pts,1.0,821,11,0.6638441690914516,11.412575757575757,0.49242424242424243,-0.06388723009152651,3.277300206327981,4.74778762306821,0.620011438912995,"+0.023 [+0.008,+0.041]","+0.427 [+0.089,+0.764]","-0.181 [-0.243,-0.120]",11.0
baseline,all,2021,2020,skill,pts_pp,"{'QB': 1.0, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",3564,44,0.6415122458665315,15.645397727272725,0.5549242424242424,-0.20959093876885249,4.584878228987587,6.446762664641749,0.680032105424311,"-0.001 [-0.011,+0.011]","-0.034 [-0.220,+0.177]","-0.102 [-0.189,-0.029]",11.0
baseline,all,2021,2020,QB,pts_pp,"{'QB': 1.0, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",340,11,0.5210994142314598,22.021818181818183,0.537878787878788,-1.1436708362463273,6.9966657005865285,8.646328175378999,0.5283078754777994,"-0.065 [-0.092,-0.035]","-0.480 [-0.996,+0.000]","+0.417 [+0.150,+0.656]",11.0
baseline,all,2021,2020,RB,pts_pp,"{'QB': 1.0, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",977,11,0.7200520115686385,14.376136363636364,0.6136363636363635,0.27767847675832047,4.415224079770152,6.2779805598217155,0.6471183768267958,"+0.025 [+0.012,+0.037]","+0.267 [+0.024,+0.532]","-0.127 [-0.249,-0.009]",11.0
baseline,all,2021,2020,WR,pts_pp,"{'QB': 1.0, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",1426,11,0.6610533885745766,14.771060606060605,0.5757575757575758,-0.40461043291456866,4.87889360068838,6.787257620637718,0.6173219958990779,"+0.012 [+0.000,+0.024]","-0.351 [-0.661,-0.028]","-0.163 [-0.252,-0.091]",11.0
baseline,all,2021,2020,TE,pts_pp,"{'QB': 1.0, 'RB': 0.7, 'WR': 1.0, 'TE': 1.0}",821,11,0.6638441690914516,11.412575757575757,0.49242424242424243,-0.06388723009152651,3.277300206327981,4.74778762306821,0.620011438912995,"+0.023 [+0.008,+0.041]","+0.427 [+0.089,+0.764]","-0.181 [-0.243,-0.120]",11.0
baseline,all,2021,2020,skill,z,0.7,3564,44,0.6490043820507331,15.769936868686868,0.5583964646464646,,,,,"+0.007 [-0.001,+0.016]","+0.090 [-0.180,+0.315]",,11.0
baseline,all,2021,2020,QB,z,0.7,340,11,0.5439691812489188,22.362272727272728,0.5454545454545455,,,,,"-0.042 [-0.067,-0.017]","-0.140 [-0.965,+0.579]",,11.0
baseline,all,2021,2020,RB,z,0.7,977,11,0.7222248446114664,14.375757575757577,0.6174242424242424,,,,,"+0.027 [+0.012,+0.041]","+0.266 [-0.164,+0.673]",,11.0
baseline,all,2021,2020,WR,z,0.7,1426,11,0.6647607560943146,15.004141414141413,0.5934343434343435,,,,,"+0.016 [+0.007,+0.024]","-0.118 [-0.351,+0.125]",,11.0
baseline,all,2021,2020,TE,z,0.7,821,11,0.6650627462482323,11.337575757575758,0.4772727272727273,,,,,"+0.025 [+0.009,+0.041]","+0.352 [-0.032,+0.793]",,11.0
baseline,all,2021,2020,skill,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",3564,44,0.6594754478851909,15.80482323232323,0.5602904040404041,,,,,"+0.017 [+0.012,+0.022]","+0.125 [-0.031,+0.298]",,11.0
baseline,all,2021,2020,QB,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",340,11,0.5858534445867497,22.501818181818184,0.5530303030303032,,,,,"+0.000 [+0.000,+0.000]","+0.000 [+0.000,+0.000]",,11.0
baseline,all,2021,2020,RB,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",977,11,0.7222248446114664,14.375757575757577,0.6174242424242424,,,,,"+0.027 [+0.012,+0.041]","+0.266 [-0.164,+0.673]",,11.0
baseline,all,2021,2020,WR,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1426,11,0.6647607560943146,15.004141414141413,0.5934343434343435,,,,,"+0.016 [+0.007,+0.024]","-0.118 [-0.351,+0.125]",,11.0
baseline,all,2021,2020,TE,z_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",821,11,0.6650627462482323,11.337575757575758,0.4772727272727273,,,,,"+0.025 [+0.009,+0.041]","+0.352 [-0.032,+0.793]",,11.0
no_stack,played,2020,2021,skill,ours,,4505,64,0.5759104480258965,15.265572916666667,0.572265625,0.05403293529639533,4.928461547075243,6.8142758145998075,0.6287739537542947,,,,
no_stack,played,2020,2021,QB,ours,,469,16,0.4610691798647425,20.772083333333335,0.5833333333333334,1.0641781371678953,6.793306599964894,8.60095734477035,0.4897299188611514,,,,
no_stack,played,2020,2021,RB,ours,,1244,16,0.6524570484089569,14.978020833333334,0.6171875,-0.3111434611359442,4.975451407354287,6.928362466865239,0.6019987567862717,,,,
no_stack,played,2020,2021,WR,ours,,1875,16,0.6251296405557705,14.039270833333333,0.5833333333333334,0.09515033921464143,4.979852665970178,6.828384307417175,0.5809817547358466,,,,
no_stack,played,2020,2021,TE,ours,,917,16,0.5649859232741165,11.272916666666667,0.5052083333333334,-0.05128199912303168,3.8058595144466936,5.461449137245979,0.5315380193566084,,,,
no_stack,played,2020,2021,skill,ecr_only,,4505,64,0.5918300831235086,15.714288194444444,0.5959201388888888,,,,,"+0.016 [+0.003,+0.028]","+0.449 [+0.106,+0.782]",,16.0
no_stack,played,2020,2021,QB,ecr_only,,469,16,0.46009466901901974,21.219375,0.6145833333333333,,,,,"-0.001 [-0.043,+0.036]","+0.447 [-0.091,+1.052]",,16.0
no_stack,played,2020,2021,RB,ecr_only,,1244,16,0.6768243329383214,15.6728125,0.65625,,,,,"+0.024 [+0.012,+0.036]","+0.695 [+0.083,+1.199]",,16.0
no_stack,played,2020,2021,WR,ecr_only,,1875,16,0.6402549114952732,14.158715277777777,0.5920138888888888,,,,,"+0.015 [+0.002,+0.027]","+0.119 [-0.181,+0.384]",,16.0
no_stack,played,2020,2021,TE,ecr_only,,917,16,0.5901464190414201,11.80625,0.5208333333333334,,,,,"+0.025 [+0.011,+0.042]","+0.533 [-0.018,+1.046]",,16.0
no_stack,played,2020,2021,skill,ecr_pts_only,,4505,64,0.5888821918541953,15.700967881944445,0.5970052083333334,0.24657314570809022,4.868175507682461,6.6578607134138315,0.6351005046633631,"+0.013 [-0.001,+0.025]","+0.435 [+0.140,+0.715]","-0.060 [-0.142,+0.040]",16.0
no_stack,played,2020,2021,QB,ecr_pts_only,,469,16,0.4609991355490144,21.28875,0.6145833333333334,1.03180865402427,6.624611143221568,8.244555158508087,0.48347198947987263,"-0.000 [-0.045,+0.038]","+0.517 [-0.049,+1.100]","-0.169 [-0.456,+0.174]",16.0
no_stack,played,2020,2021,RB,ecr_pts_only,,1244,16,0.6725352118042077,15.428802083333334,0.6536458333333334,-0.3118150275367569,4.832724870528816,6.769902300564149,0.6182692877250751,"+0.020 [+0.004,+0.034]","+0.451 [-0.154,+0.982]","-0.143 [-0.281,+0.006]",16.0
no_stack,played,2020,2021,WR,ecr_pts_only,,1875,16,0.6377220257531933,14.177465277777777,0.5885416666666667,0.43107537221610936,4.9986790709796365,6.6926846202488575,0.5880535772096417,"+0.013 [+0.000,+0.024]","+0.138 [-0.123,+0.379]","+0.019 [-0.088,+0.134]",16.0
no_stack,played,2020,2021,TE,ecr_pts_only,,917,16,0.584272394310366,11.908854166666666,0.53125,0.22521846676999369,3.751096007539702,5.40758609217035,0.516545187931825,"+0.019 [+0.002,+0.038]","+0.636 [+0.154,+1.096]","-0.055 [-0.239,+0.109]",16.0
no_stack,played,2020,2021,skill,rank,0.5,4505,64,0.596060554875161,15.593645833333333,0.5852864583333334,,,,,"+0.020 [+0.015,+0.025]","+0.328 [+0.074,+0.580]",,16.0
no_stack,played,2020,2021,QB,rank,0.5,469,16,0.470374653306862,21.1421875,0.5989583333333333,,,,,"+0.009 [-0.012,+0.027]","+0.370 [-0.126,+0.866]",,16.0
no_stack,played,2020,2021,RB,rank,0.5,1244,16,0.6822173897955275,15.511875,0.6484375,,,,,"+0.030 [+0.022,+0.037]","+0.534 [+0.043,+0.997]",,16.0
no_stack,played,2020,2021,WR,rank,0.5,1875,16,0.6438451800102447,14.175729166666667,0.5833333333333334,,,,,"+0.019 [+0.012,+0.025]","+0.136 [-0.068,+0.362]",,16.0
no_stack,played,2020,2021,TE,rank,0.5,917,16,0.5878049963880098,11.544791666666665,0.5104166666666667,,,,,"+0.023 [+0.014,+0.033]","+0.272 [-0.052,+0.641]",,16.0
no_stack,played,2020,2021,skill,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",4505,64,0.595689653307945,15.560342881944443,0.5870225694444444,,,,,"+0.020 [+0.015,+0.024]","+0.295 [+0.062,+0.506]",,16.0
no_stack,played,2020,2021,QB,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",469,16,0.4610691798647425,20.772083333333335,0.5833333333333334,,,,,"+0.000 [+0.000,+0.000]","+0.000 [+0.000,+0.000]",,16.0
no_stack,played,2020,2021,RB,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1244,16,0.6849055738217199,15.427760416666668,0.6484375,,,,,"+0.032 [+0.022,+0.042]","+0.450 [-0.124,+0.951]",,16.0
no_stack,played,2020,2021,WR,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",1875,16,0.6441309722193419,14.175902777777777,0.5902777777777778,,,,,"+0.019 [+0.010,+0.027]","+0.137 [-0.096,+0.367]",,16.0
no_stack,played,2020,2021,TE,rank_pp,"{'QB': 0, 'RB': 0.7, 'WR': 0.7, 'TE': 0.7}",917,16,0.5926528873259755,11.865625000000001,0.5260416666666667,,,,,"+0.028 [+0.017,+0.040]","+0.593 [+0.188,+1.014]",,16.0
no_stack,played,2020,2021,skill,pts,0.7,4505,64,0.5974413105742165,15.739071180555557,0.5980902777777777,0.1888110825845817,4.7966400814918915,6.576703428389196,0.6461787578497412,"+0.022 [+0.012,+0.029]","+0.473 [+0.181,+0.751]","-0.132 [-0.188,-0.066]",16.0
no_stack,played,2020,2021,QB,pts,0.7,469,16,0.4736439370799648,21.3365625,0.6145833333333333,1.0415194989673575,6.521419995185451,8.140768964899154,0.5048792809281982,"+0.013 [-0.018,+0.039]","+0.564 [+0.086,+1.056]","-0.272 [-0.471,-0.044]",16.0
no_stack,played,2020,2021,RB,pts,0.7,1244,16,0.6817185856325674,15.469166666666666,0.6510416666666667,-0.31161355761651305,4.775381102399436,6.674052931250015,0.6323061879269554,"+0.029 [+0.018,+0.040]","+0.491 [-0.127,+1.012]","-0.200 [-0.298,-0.098]",16.0
no_stack,played,2020,2021,WR,pts,0.7,1875,16,0.64232175105261,14.185972222222222,0.5902777777777779,0.330297862315669,4.922280735941358,6.637562394996375,0.5966279380529811,"+0.017 [+0.010,+0.025]","+0.147 [-0.054,+0.362]","-0.058 [-0.131,+0.022]",16.0
no_stack,played,2020,2021,TE,pts,0.7,917,16,0.5920809685317234,11.964583333333334,0.5364583333333334,0.142268327002086,3.686441786373007,5.299583537394332,0.540816404032707,"+0.027 [+0.016,+0.040]","+0.692 [+0.309,+1.142]","-0.119 [-0.263,+0.011]",16.0
no_stack,played,2020,2021,skill,pts_pp,"{'QB': 0.4, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",4505,64,0.594826630490785,15.703836805555557,0.5941840277777778,0.20670667957580907,4.812757184470149,6.604835089562336,0.6431459946138662,"+0.019 [+0.011,+0.026]","+0.438 [+0.128,+0.743]","-0.116 [-0.176,-0.049]",16.0
no_stack,played,2020,2021,QB,pts_pp,"{'QB': 0.4, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",469,16,0.4709937909675966,21.25135416666667,0.6041666666666666,1.0512303439104451,6.5498200551155,8.220280360443205,0.5067043136826249,"+0.010 [-0.012,+0.030]","+0.479 [+0.130,+0.896]","-0.243 [-0.366,-0.112]",16.0
no_stack,played,2020,2021,RB,pts_pp,"{'QB': 0.4, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",1244,16,0.6817185856325674,15.469166666666666,0.6510416666666667,-0.31161355761651305,4.775381102399436,6.674052931250015,0.6323061879269554,"+0.029 [+0.018,+0.040]","+0.491 [-0.127,+1.012]","-0.200 [-0.298,-0.098]",16.0
no_stack,played,2020,2021,WR,pts_pp,"{'QB': 0.4, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",1875,16,0.64232175105261,14.185972222222222,0.5902777777777779,0.330297862315669,4.922280735941358,6.637562394996375,0.5966279380529811,"+0.017 [+0.010,+0.025]","+0.147 [-0.054,+0.362]","-0.058 [-0.131,+0.022]",16.0
no_stack,played,2020,2021,TE,pts_pp,"{'QB': 0.4, 'RB': 0.7, 'WR': 0.7, 'TE': 1.0}",917,16,0.584272394310366,11.908854166666666,0.53125,0.22521846676999369,3.751096007539702,5.40758609217035,0.516545187931825,"+0.019 [+0.002,+0.038]","+0.636 [+0.154,+1.096]","-0.055 [-0.239,+0.109]",16.0
no_stack,played,2020,2021,skill,z,0.5,4505,64,0.597643037876381,15.673333333333332,0.5926649305555555,,,,,"+0.022 [+0.015,+0.028]","+0.408 [+0.119,+0.694]",,16.0
no_stack,played,2020,2021,QB,z,0.5,469,16,0.4776075198751929,21.418229166666666,0.6197916666666667,,,,,"+0.017 [-0.006,+0.036]","+0.646 [+0.067,+1.292]",,16.0
no_stack,played,2020,2021,RB,z,0.5,1244,16,0.6830144791118012,15.5821875,0.6536458333333334,,,,,"+0.031 [+0.021,+0.039]","+0.604 [+0.075,+1.079]",,16.0
no_stack,played,2020,2021,WR,z,0.5,1875,16,0.6426613298126314,14.171041666666667,0.5868055555555556,,,,,"+0.018 [+0.011,+0.025]","+0.132 [-0.082,+0.359]",,16.0
no_stack,played,2020,2021,TE,z,0.5,917,16,0.5872888227058983,11.521875000000001,0.5104166666666667,,,,,"+0.022 [+0.013,+0.034]","+0.249 [-0.075,+0.638]",,16.0
no_stack,played,2020,2021,skill,z_pp,"{'QB': 0, 'RB': 1.0, 'WR': 0.7, 'TE': 1.0}",4505,64,0.5927591872275062,15.615225694444444,0.5876736111111112,,,,,"+0.017 [+0.011,+0.022]","+0.350 [+0.057,+0.614]",,16.0
no_stack,played,2020,2021,QB,z_pp,"{'QB': 0, 'RB': 1.0, 'WR': 0.7, 'TE': 1.0}",469,16,0.4610691798647425,20.772083333333335,0.5833333333333334,,,,,"+0.000 [+0.000,+0.000]","+0.000 [+0.000,+0.000]",,16.0
no_stack,played,2020,2021,RB,z_pp,"{'QB': 0, 'RB': 1.0, 'WR': 0.7, 'TE': 1.0}",1244,16,0.6768243329383214,15.6728125,0.65625,,,,,"+0.024 [+0.012,+0.036]","+0.695 [+0.083,+1.199]",,16.0
