player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0026143,Matt Ryan,QB,ATL,6400,1301,16.1315,16.1315,1.0,1.2083981337480558,19.493275934132537,ARI,27.75,52.5,5.0,1.0,8.1335,statline_mc+recal_10_4b,6.559884197943008,35.2022343065304,32.1555,288.0725893055502,1.8375,2.739,14.20359505894471,0.1435,0.0,0.0,0.0,0.0,21.304013078116476,-1.810737143983939,26.14,76.97671538270994,5.376255151514374,5.81898834938038,,classic,True
00-0033856,Leonard Fournette,RB,JAX,6700,5534,19.7669,19.7669,1.0,0.9797822706065319,19.36726704614491,NO,22.5,42.5,5.0,1.0,9.8156,statline_mc+recal_10_4b,3.135732979088244,41.84359562326098,0.0,0.0,0.0,19.89625,100.14304126063755,0.43375,6.0615,4.334,32.238306155654186,0.1405,22.048884741629177,-2.6816176954842668,19.3,72.87480131698456,15.469732058395348,6.056482796302331,,classic,True
00-0033906,Alvin Kamara,RB,NO,8000,5562,22.0932,22.0932,1.0,0.8709175738724727,19.24133510652431,JAX,20.0,42.5,5.0,1.0,8.6453,statline_mc+recal_10_4b,7.236858096514995,36.561503396624495,0.0,0.0,0.0,14.77675,55.30582405147038,0.283,6.06575,4.78725,32.65996071264761,0.15675,16.7933284764118,2.448006630112509,19.364,64.99276226158038,8.620776854725213,2.958197795089386,,classic,True
00-0031544,Amari Cooper,WR,DAL,7000,5376,17.2196,17.2196,1.0,1.0995334370139969,18.933551943557884,NYJ,25.25,43.5,5.0,1.0,10.7742,statline_mc+recal_10_4b,0.2126478079670937,46.514742363976524,0.0,0.0,0.0,0.0,0.0,0.0,10.953,7.49425,118.754758046976,0.80075,25.2219758046976,-6.288423861139716,23.84,83.10087844157957,18.112194310160653,10.695100150379108,,classic,True
00-0023459,Aaron Rodgers,QB,GB,6300,1252,17.0954,17.0954,1.0,1.0995334370139969,18.796950256481693,DET,25.25,47.0,5.0,1.0,8.0539,statline_mc+recal_10_4b,6.541896646303389,33.6139150341034,36.1345,288.0888817407598,1.5665,3.18775,14.579625951706223,0.12825,0.0,0.0,0.0,0.0,20.333017864801015,-1.5360676083193212,16.296,64.57228965403353,3.4139418831911525,2.3991056313872794,,classic,True
00-0033293,Aaron Jones,RB,GB,6500,5543,16.9405,16.9405,1.0,1.0995334370139969,18.626660093419943,DET,25.25,47.0,5.0,1.0,9.8073,statline_mc+recal_10_4b,1.1387202172165445,43.26139762951516,0.0,0.0,0.0,15.6425,68.48100928186427,0.98675,6.319,4.92875,40.92380373294545,0.168,23.657731301480975,-5.031071208061032,23.64,84.12721389645776,18.180660031583926,16.845369856443345,,classic,True
00-0033699,Austin Ekeler,RB,LAC,6400,5575,17.6113,17.6113,1.0,1.0559875583203733,18.59731377640913,PIT,24.25,42.5,5.0,1.0,9.9831,statline_mc+recal_10_4b,1.2126701371076916,41.81233458630538,0.0,0.0,0.0,12.61175,52.800763158252586,0.5015,8.5405,7.2745,65.02476290051736,0.366,25.148802605877,-6.551488829467868,26.26,75.9003178928247,15.9498877934667,7.973919841105719,,classic,True
00-0033921,Chris Godwin,WR,TB,6700,5579,17.9724,17.9724,1.0,1.0124416796267495,18.19603249884515,CAR,23.25,48.5,5.0,1.0,10.4055,statline_mc+recal_10_4b,1.867510374720701,41.447496979508955,0.0,0.0,0.0,0.0,0.0,0.0,9.995,6.88425,99.35028641835191,0.714,21.965278641835194,-3.7692461429900455,25.820000000000004,82.31556793688235,20.044266263087696,10.212280545519576,,classic,True
00-0031503,Jameis Winston,QB,TB,5900,1465,17.9408,17.9408,1.0,1.0124416796267495,18.16402567128519,CAR,23.25,48.5,5.0,1.0,8.1117,statline_mc+recal_10_4b,5.197463729401655,33.51954303198924,34.90825,284.20056017863186,2.0605,2.78025,10.114817793467784,0.1025,0.0,0.0,0.0,0.0,21.310004186492055,-3.1459785152068633,20.708,63.55482619106597,3.908567227299885,2.230933377136453,,classic,True
00-0030496,Le'Veon Bell,RB,NYJ,6400,2888,22.3974,22.3974,1.0,0.7947122861586314,17.799492665179038,DAL,18.25,43.5,4.0,1.0,8.8159,statline_mc+recal_10_4b,5.129349262023466,34.8109491491217,0.0,0.0,0.0,18.11275,48.84107104839569,0.265,8.46625,6.73925,38.33475647479322,0.19975,18.785332752318894,-0.9858400871398558,17.8,67.10263396911898,9.573966810799716,3.5836676125094127,,classic,True
00-0030564,DeAndre Hopkins,WR,HOU,7400,5206,15.6493,15.6493,1.0,1.1104199066874028,17.377327914714357,KC,25.5,54.5,5.0,1.0,9.516,statline_mc+recal_10_4b,4.231467711097219,37.130326435681035,0.0,0.0,0.0,0.0,0.0,0.0,9.42575,6.2245,83.07886489171122,0.48325,18.15363648917112,-0.7763085744567633,15.94,88.95319045101468,9.907790907257096,15.090106860951547,,classic,True
00-0033127,Will Fuller,WR,HOU,6000,5454,15.4473,15.4473,1.0,1.1104199066874028,17.152961724089586,KC,25.5,54.5,5.0,1.0,10.487,statline_mc+recal_10_4b,0.0,42.58009161568316,0.0,0.0,0.0,0.0,0.0,0.0,11.0885,7.388,112.69404349535776,0.67025,23.668154349535776,-6.51519262544619,17.8,90.96811582414901,17.073186858420183,16.988971126844874,,classic,True
00-0031345,Jimmy Garoppolo,QB,SF,5700,1452,16.9171,16.9171,1.0,1.0124416796267495,17.127549295309507,LA,23.25,49.5,4.0,1.0,8.0702,statline_mc+recal_10_4b,4.842331349573996,31.74847097708632,34.048,273.71680671280546,1.86475,3.13625,10.304830908574688,0.12275,0.0,0.0,0.0,0.0,20.172405359369684,-3.044856064060177,15.61,57.10304681694326,2.7701776136697784,1.4071672891226281,,classic,True
00-0027944,Julio Jones,WR,ATL,8000,5089,14.0726,14.0726,1.0,1.2083981337480558,17.00529658110476,ARI,27.75,52.5,5.0,1.0,8.9695,statline_mc+recal_10_4b,5.352492789901406,34.74142072929951,0.0,0.0,0.0,0.27975,1.883805509457894,0.0135,6.95175,4.20425,66.99014490994742,0.504,14.786895041940532,2.218401539164226,18.4,84.7548700638497,5.500256856220983,11.78796777965393,,classic,True
00-0030506,Travis Kelce,TE,KC,7000,4582,13.396,13.396,1.0,1.2628304821150855,16.916875773967078,HOU,29.0,54.5,5.0,1.0,8.4815,statline_mc+recal_10_4b,2.5961585540144885,36.27197587571118,0.0,0.0,0.0,0.0,0.0,0.0,8.982,5.8915,99.60797058577407,0.5225,19.90679705857741,-2.9899212846103325,16.18,96.48895740714183,15.546526920281611,13.342559490814919,,classic,True
00-0030279,Keenan Allen,WR,LAC,7000,5198,15.8433,15.8433,1.0,1.0559875583203733,16.73031769343129,PIT,24.25,42.5,5.0,1.0,9.0842,statline_mc+recal_10_4b,4.651047179685362,34.8088774232136,0.0,0.0,0.0,0.247,1.611497418793957,0.0085,8.18625,5.4985,71.81165083872945,0.4485,16.21281482575234,0.5175028676789495,21.86,75.0358900321282,12.0184740551967,6.655041074513009,,classic,True
00-0022942,Philip Rivers,QB,LAC,5800,1231,15.7944,15.7944,1.0,1.0559875583203733,16.67874182428957,PIT,24.25,42.5,5.0,1.0,7.9958,statline_mc+recal_10_4b,5.299763773832446,30.662485813973003,35.71375,283.5364890575739,1.50525,1.42425,6.185029326777483,0.064,0.0,0.0,0.0,0.0,18.557212494980703,-1.878470670691133,18.6,48.21092395343076,2.7022075673943053,0.7455948190739426,,classic,True
00-0027150,Julian Edelman,WR,NE,6900,3826,12.7284,12.7284,1.0,1.2954898911353032,16.48954822682164,NYG,29.75,43.0,5.0,1.0,10.0408,statline_mc+recal_10_4b,1.723579187786509,37.54234794124788,0.0,0.0,0.0,0.22975,1.8986882877138815,0.0105,8.7375,5.79625,90.92386382725157,0.586,19.43500521149655,-2.945456984674909,15.956,82.93139208589207,10.330726534370875,10.58900206102042,,classic,True
00-0027966,Mark Ingram,RB,BAL,6600,2793,13.0665,13.0665,1.0,1.2519440124416796,16.35849741212234,CIN,28.75,47.0,5.0,1.0,9.5059,statline_mc+recal_10_4b,1.3923525758251993,37.69307919228757,0.0,0.0,0.0,13.4245,79.56275583021046,0.83375,2.467,1.973,18.964076329694727,0.0855,18.107433215990522,-1.7489358038681821,19.18,84.28644414168937,11.095324706728743,17.090988049001155,,classic,True
00-0031408,Mike Evans,WR,TB,6900,5253,16.0135,16.0135,1.0,1.0124416796267495,16.21273846730426,CAR,23.25,48.5,5.0,1.0,9.3084,statline_mc+recal_10_4b,4.469662369450152,33.39658987703528,0.0,0.0,0.0,0.0,0.0,0.0,7.7595,4.22625,71.05277577221115,0.51175,14.995777577221114,1.2169608900831452,16.36,77.98720972792711,5.316936251387092,7.916757098654927,,classic,True
00-0034577,Kyle Allen,QB,CAR,5300,1536,14.6151,14.6151,1.0,1.0995334370139969,16.069747198342604,TB,25.25,48.5,3.0,0.7952977185414216,8.0599,statline_mc+recal_10_4b,3.908539198621016,30.838690939290444,35.11625,286.50315109802153,1.92975,0.9515,3.937150759664269,0.039,0.0,0.0,0.0,0.0,20.18984111988729,-4.120093921544687,14.420000000000002,51.54004620891569,0.6989463129565572,0.9457485794727738,,classic,True
00-0030035,Adam Thielen,WR,MIN,6700,5333,15.2542,15.2542,1.0,1.0342146189735615,15.776071254271315,PHI,23.75,44.0,5.0,1.0,8.9117,statline_mc+recal_10_4b,4.093571322741609,33.4999046171582,0.0,0.0,0.0,0.193,1.1823482556802827,0.00975,7.55825,4.77,65.83312136605726,0.5025,15.117796962173754,0.6582742920975608,16.8,74.73260400992314,2.374768216859073,6.537365591477034,,classic,True
00-0026498,Matthew Stafford,QB,DET,5300,1340,16.6152,16.6152,1.0,0.9471228615863141,15.736639397472882,GB,21.75,47.0,4.0,1.0,8.047,statline_mc+recal_10_4b,3.7582754604251427,30.202264654359546,34.94225,259.3267520617473,1.84475,2.63225,10.757247440129326,0.096,0.0,0.0,0.0,0.0,19.437544826482824,-3.700905429009943,21.32,45.23697465114358,0.8726327872399755,0.6029036288790363,,classic,True
00-0031235,Odell Beckham Jr.,WR,CLE,6800,5323,15.4079,15.4079,1.0,1.0124416796267495,15.599608566826195,SEA,23.25,45.5,5.0,1.0,8.83,statline_mc+recal_10_4b,4.443535631069945,31.88783097438428,0.0,0.0,0.0,0.76325,4.722519933242947,0.02875,8.4475,4.88175,67.91099295498276,0.35625,15.052351288822571,0.5472572780036238,13.36,71.89495302777664,2.008072625658134,5.532355219727085,,classic,True
00-0033009,Tyler Boyd,WR,CIN,6300,5455,19.5011,19.5011,1.0,0.7947122861586314,15.49778082744174,BAL,18.25,47.0,5.0,1.0,8.6518,statline_mc+recal_10_4b,4.487246442486025,30.862045261428108,0.0,0.0,0.0,0.08775,0.29965859849851645,0.002,10.9025,7.20625,64.89669360170673,0.32925,16.253635220020527,-0.7558543925787866,17.96,69.91845947374841,8.651516016835506,4.925123235967299,,classic,True
00-0035289,Gardner Minshew,QB,JAX,5000,1540,15.6074,15.6074,1.0,0.9797822706065319,15.291850857650356,NO,22.5,42.5,5.0,1.0,8.0759,statline_mc+recal_10_4b,3.0930138636658295,30.009738437190368,34.73025,259.3390793030912,1.729,4.0655,19.847591256653196,0.14625,0.0,0.0,0.0,0.0,20.237822297788966,-4.94597144013861,19.512,51.41173313516637,1.923179378923797,0.9371201870544882,,classic,True
00-0032950,Carson Wentz,QB,PHI,6000,1514,17.0645,17.0645,1.0,0.8818040435458786,15.04756619561728,MIN,20.25,44.0,5.0,1.0,7.7606,statline_mc+recal_10_4b,5.891577963979402,26.30026320714572,28.79025,170.99540107303469,1.34575,3.49725,11.73824857324608,0.1295,0.0,0.0,0.0,0.0,13.670140900245997,1.3774252953712836,20.196,39.317975394269666,0.7541187970678122,0.39503394713082585,,classic,True
00-0033594,Chris Carson,RB,SEA,6000,5565,15.4617,15.4617,1.0,0.9688958009331259,14.98075648404424,CLE,22.25,45.5,5.0,1.0,8.6914,statline_mc+recal_10_4b,2.9556449531169116,33.39834489598995,0.0,0.0,0.0,18.5035,73.51206429371439,0.39925,2.874,2.271,16.541427309500246,0.11225,15.006349160321465,-0.025592676277224058,16.94,70.66828451407811,8.07925498964707,4.955691917563084,,classic,True
00-0032211,Tyler Lockett,WR,SEA,6400,5386,15.4015,15.4015,1.0,0.9688958009331259,14.92248732738045,CLE,22.25,45.5,5.0,1.0,8.7613,statline_mc+recal_10_4b,4.3222759840015,30.6341073375237,0.0,0.0,0.0,0.305,1.6938273629046325,0.00925,6.972,4.9865,62.0950410270353,0.36175,14.108136838993994,0.8143504883864559,17.619999999999997,69.6849200862174,7.051219833701439,4.857926427270332,,classic,True
00-0031285,Devonta Freeman,RB,ATL,5800,2930,12.3098,12.3098,1.0,1.2083981337480558,14.875127670162165,ARI,27.75,52.5,5.0,1.0,9.1281,statline_mc+recal_10_4b,1.479103867531439,34.250002832780936,0.0,0.0,0.0,14.29475,64.30908234197126,0.34825,4.9505,3.8945,36.78845579648655,0.19225,17.982003813845783,-3.1068761436836176,12.6,86.44641235240691,9.914809194241226,20.799148665744866,,classic,True
00-0029664,Josh Gordon,WR,NE,6300,5165,11.4491,11.4491,1.0,1.2954898911353032,14.832251282998602,NYG,29.75,43.0,5.0,1.0,9.4531,statline_mc+recal_10_4b,2.0403635997208664,34.07899572709678,0.0,0.0,0.0,0.22525,1.6908432906509474,0.01,8.08875,4.69225,82.35216473475515,0.46,16.658050802540608,-1.8257995195420058,10.62,80.02094432469804,4.145487249547379,8.922829560604356,,classic,True
00-0029604,Kirk Cousins,QB,MIN,5200,1415,14.3248,14.3248,1.0,1.0342146189735615,14.814944102148687,PHI,23.75,44.0,5.0,1.0,7.9924,statline_mc+recal_10_4b,3.4808301574376808,28.781844526980464,32.068,267.5672928817947,1.39025,2.27025,8.921293402665714,0.107,0.0,0.0,0.0,0.0,17.957571055538356,-3.1426269533896694,14.128,45.67335480142019,2.0369575681278107,0.6219920897726456,,classic,True
00-0033932,Kenny Golladay,WR,DET,6000,5554,15.5867,15.5867,1.0,0.9471228615863141,14.762473001827733,GB,21.75,47.0,4.0,1.0,8.8887,statline_mc+recal_10_4b,3.700461374339317,31.45001994464215,0.0,0.0,0.0,0.0,0.0,0.0,8.78775,5.02775,61.106987045324075,0.50825,14.690448704532406,0.07202429729532689,17.575,73.4199235430477,7.24881945745557,6.051570175480284,,classic,True
00-0022921,Larry Fitzgerald,WR,ARI,6100,3501,13.6024,13.6024,1.0,1.077760497667185,14.660138212833383,ATL,24.75,52.5,5.0,1.0,9.1249,statline_mc+recal_10_4b,2.37836350161737,33.843682158189026,0.0,0.0,0.0,0.0,0.0,0.0,8.758,5.5735,76.14739849180998,0.45,16.547739849181,-1.8876016363476165,16.56,82.79037374435724,6.990810648177527,10.501527518398445,,classic,True
00-0034855,Baker Mayfield,QB,CLE,5500,1528,14.2358,14.2358,1.0,1.0124416796267495,14.412887481153513,SEA,23.25,45.5,5.0,1.0,7.8547,statline_mc+recal_10_4b,4.5814160188965065,27.18533405965609,33.467,257.0781271481657,1.13075,1.03775,3.9413905916517016,0.0415,0.0,0.0,0.0,0.0,15.244764145091802,-0.8318766639382886,12.576,45.083787465940055,0.5744563176393701,0.5963426528295943,,classic,True
00-0034777,D.J. Chark,WR,JAX,5500,5659,14.6841,14.6841,1.0,0.9797822706065319,14.387183497269355,NO,22.5,42.5,5.0,1.0,9.96,statline_mc+recal_10_4b,0.0,35.517377652232476,0.0,0.0,0.0,0.0,0.0,0.0,8.478,5.6585,88.85676676947283,0.579,18.78542667694728,-4.398243179677927,22.3,67.1184269388751,10.288279204940087,4.177201399571723,,classic,True
00-0032764,Derrick Henry,RB,TEN,6100,5445,16.5009,16.5009,1.0,0.8709175738724727,14.37093860258522,DEN,20.0,41.0,5.0,1.0,8.4787,statline_mc+recal_10_4b,3.5713843675455417,30.109171963055623,0.0,0.0,0.0,18.8335,65.38163754915955,0.57975,1.35875,1.00375,8.2780018315466,0.038,12.606963938070615,1.7639746645146044,17.28,62.33229734332426,4.879267661649434,2.3226755669172703,,classic,True
00-0028986,Case Keenum,QB,WAS,5000,1435,13.4326,13.4326,1.0,1.0451010886469674,14.03839405586253,MIA,24.0,42.0,4.0,0.8,7.957,statline_mc+recal_10_4b,3.0296152240526846,27.578621722853235,33.37025,250.14240331831672,1.694,1.0855,4.355481164018725,0.045,0.0,0.0,0.0,0.0,17.40699424913454,-3.3686001932720107,16.75,36.631626207579885,0.5875125966655387,0.3260626753452106,,classic,True
00-0030061,Zach Ertz,TE,PHI,5400,4569,15.8522,15.8522,1.0,0.8818040435458786,13.97849533289584,MIN,20.25,44.0,5.0,1.0,7.1098,statline_mc+recal_10_4b,4.609281523208261,26.623590008950792,0.0,0.0,0.0,0.0,0.0,0.0,8.897,5.83125,53.716868068462645,0.35325,13.718186806846264,0.26030852604957566,13.639999999999995,75.84110139107989,8.558813112348405,3.9605350204358922,,classic,True
00-0034753,Mark Andrews,TE,BAL,4800,4721,11.0067,11.0067,1.0,1.2519440124416796,13.779813402067262,CIN,28.75,47.0,5.0,1.0,8.3075,statline_mc+recal_10_4b,0.0,33.887482862299876,0.0,0.0,0.0,0.0,0.0,0.0,9.2765,6.4365,88.28104742237034,0.6985,20.268354742237033,-6.488541340169771,16.619999999999997,90.64044170371433,17.26101368497331,9.45863946039108,,classic,True
00-0031237,Teddy Bridgewater,QB,NO,5300,1439,15.6949,15.6949,1.0,0.8709175738724727,13.668949608605155,JAX,20.0,42.5,4.0,0.8,7.8413,statline_mc+recal_10_4b,3.977729242371712,25.577195034665948,33.5395,204.07935841937882,1.386,2.75175,9.146648868544387,0.10175,0.0,0.0,0.0,0.0,14.767839223629592,-1.0988896150244365,15.54,24.837311122120386,0.5064311612467931,0.14042008557565133,,classic,True
00-0031382,Jarvis Landry,WR,CLE,5200,5335,13.4775,13.4775,1.0,1.0124416796267495,13.645197575741301,SEA,23.25,45.5,5.0,1.0,9.1307,statline_mc+recal_10_4b,1.8120851635126938,31.43814406155275,0.0,0.0,0.0,0.091,0.4612602151413764,0.00325,8.7325,5.17375,79.41130070671724,0.3305,15.857756092185864,-2.212558516444563,13.26,71.85763959494082,10.999670587748023,5.520225526674912,,classic,True
00-0034764,Michael Gallup,WR,DAL,5600,5634,12.3912,12.3912,1.0,1.0995334370139969,13.62453062650589,NYJ,25.25,43.5,3.0,0.6,9.3029,statline_mc+recal_10_4b,2.0880525762472466,30.62314234381693,0.0,0.0,0.0,0.02925,0.1175050693970488,0.00075,7.101,4.595,75.39887300320403,0.3605,14.968137807260108,-1.3436071807542174,21.96666666666667,55.116291837813655,8.54963083623332,2.0619116822195402,,classic,True
00-0034845,Sony Michel,RB,NE,5500,5615,10.4087,10.4087,1.0,1.2954898911353032,13.484388536942678,NYG,29.75,43.0,5.0,1.0,9.3874,statline_mc+recal_10_4b,0.0,34.67383577902886,0.0,0.0,0.0,18.36575,84.30049280850498,0.79725,1.28775,0.972,10.261861426502252,0.05175,16.276985423500726,-2.792596886558048,9.92,76.6036557674841,4.083186682968577,8.500423647727217,,classic,True
00-0034349,Kerryon Johnson,RB,DET,5400,5621,14.1423,14.1423,1.0,0.9471228615863141,13.394486857654222,GB,21.75,47.0,4.0,1.0,8.5382,statline_mc+recal_10_4b,2.531334097302862,29.144239812342317,0.0,0.0,0.0,18.67975,65.4730359555242,0.41275,2.2995,1.7435,14.857531112352074,0.07575,13.25030670678763,0.14418015086659253,14.0,68.39038374205268,4.658112191323155,4.028744987411375,,classic,True
00-0033040,Tyreek Hill,WR,KC,6900,5485,10.582,10.582,1.0,1.2628304821150855,13.363316927970107,HOU,29.0,54.5,1.0,0.2,7.2636,statline_mc+recal_10_4b,6.894434590684265,23.74633739825439,0.0,0.0,0.0,0.145,1.1258350777099453,0.0065,3.669,2.33275,36.38505334986595,0.21475,7.669838842757589,5.693478085212518,4.1,38.35114888771401,0.8411428905520765,0.7690868893053097,,classic,True
00-0033288,George Kittle,TE,SF,5200,4703,13.1881,13.1881,1.0,1.0124416796267495,13.352192713892407,LA,23.25,49.5,4.0,1.0,7.4042,statline_mc+recal_10_4b,3.018600183092814,28.435714172696656,0.0,0.0,0.0,0.0,0.0,0.0,7.78225,5.609,58.5102569153901,0.416,14.423525691539009,-1.0713329776466018,13.575,84.34586978345045,8.508549530932196,6.531650161142492,,classic,True
