player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0033921,Chris Godwin,WR,TB,6700,5579,17.662,17.662,1.0,1.0124416796267495,17.881772311098313,CAR,23.25,48.5,5.0,1.0,9.9453,statline_mc+recal_10_4b,2.454098492810341,40.638019752363824,0.0,0.0,0.0,0.0,0.0,0.0,9.3865,6.55,93.61471728249009,0.6695,20.75822172824901,-2.8764494171506954,25.820000000000004,82.0543739070316,19.332608014940647,10.004433949148753,,classic,True
00-0030496,Le'Veon Bell,RB,NYJ,6400,2888,22.3074,22.3074,1.0,0.7947122861586314,17.727994495297892,DAL,18.25,43.5,4.0,1.0,8.6167,statline_mc+recal_10_4b,5.421997016245227,34.46491933312966,0.0,0.0,0.0,18.12075,48.56098282155187,0.29075,8.46425,6.73125,35.8083161667116,0.1895,18.564929898826346,-0.8369354035284537,17.8,67.10263396911898,9.11590502170423,3.569683796680903,,classic,True
00-0030564,DeAndre Hopkins,WR,HOU,7400,5206,15.6934,15.6934,1.0,1.1104199066874028,17.42626834275025,KC,25.5,54.5,5.0,1.0,9.5503,statline_mc+recal_10_4b,4.039423053823767,36.6363136690547,0.0,0.0,0.0,0.0,0.0,0.0,9.411,6.288,84.45364108729417,0.47925,18.341614108729416,-0.9153457659791648,15.94,89.73677254056692,10.03629130505227,15.720006360471237,,classic,True
00-0033127,Will Fuller,WR,HOU,6000,5454,15.4607,15.4607,1.0,1.1104199066874028,17.16786268513524,KC,25.5,54.5,5.0,1.0,10.6378,statline_mc+recal_10_4b,0.0,43.431775636080744,0.0,0.0,0.0,0.0,0.0,0.0,11.03875,7.27,113.44138160086818,0.6935,23.72538816008682,-6.557525474951579,17.8,90.96811582414901,18.169903250311243,16.900887738738632,,classic,True
00-0027944,Julio Jones,WR,ATL,8000,5089,14.0685,14.0685,1.0,1.2083981337480558,17.000387149985556,ARI,27.75,52.5,5.0,1.0,8.9728,statline_mc+recal_10_4b,5.346057204636539,35.490747167053925,0.0,0.0,0.0,0.31375,2.331702279139235,0.014,6.9675,4.19375,68.0986794635687,0.475,14.768038174270794,2.2323489757147623,18.4,85.01606409370044,5.522033114088373,11.908416981269477,,classic,True
00-0030506,Travis Kelce,TE,KC,7000,4582,13.3216,13.3216,1.0,1.2628304821150855,16.82296957799361,HOU,29.0,54.5,5.0,1.0,8.4545,statline_mc+recal_10_4b,2.5270491714968335,37.47671870700481,0.0,0.0,0.0,0.0,0.0,0.0,8.80025,5.80875,96.37912151627266,0.52425,19.480412151627267,-2.6574425736336558,16.18,96.02843109135236,15.404275707637433,12.819519457049825,,classic,True
00-0027966,Mark Ingram,RB,BAL,6600,2793,13.2185,13.2185,1.0,1.2519440124416796,16.54879560249669,CIN,28.75,47.0,5.0,1.0,9.6505,statline_mc+recal_10_4b,0.9987844245217667,39.01236246735451,0.0,0.0,0.0,13.9225,83.56818535598045,0.84975,2.46525,1.95725,19.619847888889108,0.082,18.694053324486955,-2.1452577219902658,19.18,85.38019414168937,11.335653175715617,18.804071185933413,,classic,True
00-0030279,Keenan Allen,WR,LAC,7000,5198,15.5679,15.5679,1.0,1.0559875583203733,16.439465729008944,PIT,24.25,42.5,5.0,1.0,8.9677,statline_mc+recal_10_4b,4.935564341102307,32.88682588563266,0.0,0.0,0.0,0.22275,1.4220716493254297,0.006,7.56,5.0765,68.18960506408571,0.403,15.095667671341115,1.3437980576678292,21.86,73.46872585302371,10.962370009839752,6.037501508383576,,classic,True
00-0027150,Julian Edelman,WR,NE,6900,3826,12.5195,12.5195,1.0,1.2954898911353032,16.21883505386898,NYG,29.75,43.0,5.0,1.0,9.6175,statline_mc+recal_10_4b,2.22252700277509,36.85493590178052,0.0,0.0,0.0,0.24575,1.6504739989732802,0.01,8.53825,5.60425,86.78412699930158,0.51925,18.395210099827484,-2.1763750459585047,15.956,81.88661596648907,9.335003231094065,9.906194568854804,,classic,True
00-0031408,Mike Evans,WR,TB,6900,5253,15.974,15.974,1.0,1.0124416796267495,16.172722684735586,CAR,23.25,48.5,5.0,1.0,9.0752,statline_mc+recal_10_4b,4.534887094716843,33.1814912305744,0.0,0.0,0.0,0.0,0.0,0.0,7.883,4.296,70.0832905324203,0.486,14.84207905324203,1.3306436314935564,16.36,77.20362763837487,5.246702855539292,7.520934311803964,,classic,True
00-0030035,Adam Thielen,WR,MIN,6700,5333,15.3375,15.3375,1.0,1.0342146189735615,15.8622360934063,PHI,23.75,44.0,5.0,1.0,9.0602,statline_mc+recal_10_4b,4.005255178766626,33.58118385483488,0.0,0.0,0.0,0.181,1.075602331287822,0.00675,7.50725,4.78375,69.1169136103836,0.50175,15.448751594167142,0.41348449923915886,16.8,75.25499206962463,2.3944084134903103,6.706416483026302,,classic,True
00-0026498,Matthew Stafford,QB,DET,5300,1340,16.5277,16.5277,1.0,0.9471228615863141,15.653779414445943,GB,21.75,47.0,4.0,1.0,8.0407,statline_mc+recal_10_4b,3.7874386852256334,29.888774927149235,34.99475,258.96967341601965,1.80025,2.74975,11.111255022486814,0.09725,0.0,0.0,0.0,0.0,19.25041243888947,-3.596633024443527,21.32,54.32788374205267,2.376065514398926,1.2270172253061171,,classic,True
00-0031235,Odell Beckham Jr.,WR,CLE,6800,5323,15.4011,15.4011,1.0,1.0124416796267495,15.59276203387007,SEA,23.25,45.5,5.0,1.0,8.8095,statline_mc+recal_10_4b,4.455882884922182,32.41896960303968,0.0,0.0,0.0,0.76325,4.771155571515721,0.02525,8.32875,4.8025,68.20688557351724,0.359,15.026054114503298,0.5667079193667721,13.36,71.6337589979259,1.998518300529551,5.419757333563537,,classic,True
00-0033009,Tyler Boyd,WR,CIN,6300,5455,19.5522,19.5522,1.0,0.7947122861586314,15.538363436002328,BAL,18.25,47.0,5.0,1.0,8.7312,statline_mc+recal_10_4b,4.383335558977832,31.69894103515573,0.0,0.0,0.0,0.091,0.4966083982242807,0.0015,10.802,7.165,66.54850053109872,0.3295,16.4095108929323,-0.8711474569299718,17.96,69.91845947374841,8.648882258629328,4.899587755435503,,classic,True
00-0033594,Chris Carson,RB,SEA,6000,5565,15.448,15.448,1.0,0.9688958009331259,14.967458415204659,CLE,22.25,45.5,5.0,1.0,8.8783,statline_mc+recal_10_4b,2.8958364186590178,31.715038206048806,0.0,0.0,0.0,18.31875,75.31939136612606,0.402,2.8005,2.2095,15.311669140522616,0.1055,14.965356050664868,0.0021023645397910684,16.94,70.30370118074477,7.476780681393093,4.7754257375679225,,classic,True
00-0032211,Tyler Lockett,WR,SEA,6400,5386,15.4102,15.4102,1.0,0.9688958009331259,14.930903817544031,CLE,22.25,45.5,5.0,1.0,8.7942,statline_mc+recal_10_4b,4.015645876151665,31.115672584174927,0.0,0.0,0.0,0.3225,1.6142952954224983,0.0095,6.946,4.94825,61.362846071375216,0.389,14.140464136679771,0.7904396808642602,17.619999999999997,69.6849200862174,7.86582084021277,4.832739344680693,,classic,True
00-0029604,Kirk Cousins,QB,MIN,5200,1415,14.4198,14.4198,1.0,1.0342146189735615,14.913197556795472,PHI,23.75,44.0,5.0,1.0,7.9806,statline_mc+recal_10_4b,3.4716113867245655,28.60938711055463,32.119,268.2929526474397,1.41725,2.369,9.362502139857387,0.11525,0.0,0.0,0.0,0.0,18.179468319883327,-3.2662707630878547,14.128,56.73396086202626,2.6751943080467386,1.457101014977659,,classic,True
00-0029664,Josh Gordon,WR,NE,6300,5165,11.4646,11.4646,1.0,1.2954898911353032,14.852251235259796,NYG,29.75,43.0,5.0,1.0,9.5076,statline_mc+recal_10_4b,1.7473870694321323,34.36541488522438,0.0,0.0,0.0,0.24375,1.6896188832687988,0.0125,7.87275,4.59125,83.72907682831395,0.46025,16.734869571158278,-1.8826183358984814,10.62,80.54333238439952,5.428635864825352,9.153566586284677,,classic,True
00-0031285,Devonta Freeman,RB,ATL,5800,2930,12.1915,12.1915,1.0,1.2083981337480558,14.732134091275988,ARI,27.75,52.5,5.0,1.0,9.0666,statline_mc+recal_10_4b,1.6157703731842572,32.73731158955637,0.0,0.0,0.0,14.0215,61.33220699590744,0.33575,4.81125,3.81125,37.31235918046864,0.1875,17.54120661763761,-2.8090725263616214,12.6,86.44641235240691,9.840066474683331,20.717988386449903,,classic,True
00-0033932,Kenny Golladay,WR,DET,6000,5554,15.5452,15.5452,1.0,0.9471228615863141,14.723240958591362,GB,21.75,47.0,4.0,1.0,8.5956,statline_mc+recal_10_4b,3.7738345147285615,31.085496711581634,0.0,0.0,0.0,0.0,0.0,0.0,8.68375,4.9825,60.18760482259965,0.507,14.539760482259965,0.18348047633139686,17.575,72.8975354833462,7.18672500401094,5.8380149620664,,classic,True
00-0032764,Derrick Henry,RB,TEN,6100,5445,16.6278,16.6278,1.0,0.8709175738724727,14.48140483535678,DEN,20.0,41.0,5.0,1.0,8.5415,statline_mc+recal_10_4b,3.486421275088041,31.210838239675528,0.0,0.0,0.0,19.0635,66.0396965435393,0.566,1.61575,1.162,9.500215022160827,0.04925,12.947491156570013,1.5339136787867673,17.28,62.00417234332425,5.873189139032882,2.245617430435223,,classic,True
00-0022921,Larry Fitzgerald,WR,ARI,6100,3501,13.4273,13.4273,1.0,1.077760497667185,14.471454089708077,ATL,24.75,52.5,5.0,1.0,8.9769,statline_mc+recal_10_4b,2.7590714763390363,32.742177364255426,0.0,0.0,0.0,0.0,0.0,0.0,8.59075,5.4885,71.46764019494233,0.42425,15.823014019494234,-1.3515599297861574,16.56,82.5291797145065,5.382855629797074,10.287793990254102,,classic,True
00-0034855,Baker Mayfield,QB,CLE,5500,1528,14.2476,14.2476,1.0,1.0124416796267495,14.424836862241783,SEA,23.25,45.5,5.0,1.0,7.8573,statline_mc+recal_10_4b,4.657155352662994,26.776119710293017,33.50425,255.99219202531404,1.1215,1.28575,4.963131485030555,0.05575,0.0,0.0,0.0,0.0,15.271750829515616,-0.8469139672738333,12.576,56.59893898109157,1.6528553529675634,1.443115669386889,,classic,True
00-0034777,D.J. Chark,WR,JAX,5500,5659,14.5467,14.5467,1.0,0.9797822706065319,14.252617155418525,NO,22.5,42.5,5.0,1.0,9.942,statline_mc+recal_10_4b,0.3197893291800611,36.02299681834188,0.0,0.0,0.0,0.0,0.0,0.0,8.3085,5.54375,86.07564409309684,0.562,18.268564409309686,-4.015947253891161,22.3,67.1184269388751,9.585628248585131,4.155543698859346,,classic,True
00-0035659,Terry McLaurin,WR,WAS,6000,5757,13.1237,13.1237,1.0,1.0451010886469674,13.715552326630771,MIA,24.0,42.0,4.0,1.0,9.179,statline_mc+recal_10_4b,1.4551927644335692,32.799463332808436,0.0,0.0,0.0,0.0,0.0,0.0,8.05825,4.93225,74.27031852066806,0.50325,16.034531852066806,-2.318979525436035,17.7,64.92191630403839,5.489708401673552,3.6518605079513593,,classic,True
00-0034753,Mark Andrews,TE,BAL,4800,4721,10.9373,10.9373,1.0,1.2519440124416796,13.69290347140327,CIN,28.75,47.0,5.0,1.0,8.3873,statline_mc+recal_10_4b,0.0,33.99797527807702,0.0,0.0,0.0,0.0,0.0,0.0,9.04025,6.251,86.3323666283277,0.7025,19.873736662832773,-6.180833191429503,16.619999999999997,90.8259680195038,16.283691928666045,9.439865455117825,,classic,True
00-0034845,Sony Michel,RB,NE,5500,5615,10.4517,10.4517,1.0,1.2954898911353032,13.540120566023662,NYG,29.75,43.0,5.0,1.0,9.4806,statline_mc+recal_10_4b,0.0,33.702443704486726,0.0,0.0,0.0,18.4125,86.31057258680521,0.787,1.29375,0.982,10.55229740452103,0.0465,16.448786999132626,-2.908666433108964,9.92,76.96823910081744,4.780619890681051,8.752594872840387,,classic,True
00-0031382,Jarvis Landry,WR,CLE,5200,5335,13.3621,13.3621,1.0,1.0124416796267495,13.528340467481641,SEA,23.25,45.5,5.0,1.0,9.1336,statline_mc+recal_10_4b,1.9262754949942642,30.625520577129826,0.0,0.0,0.0,0.08125,0.46029211561384215,0.002,8.42375,4.95175,78.89884851228948,0.30275,15.408914062790332,-1.8805735953086913,13.26,71.74569929643336,11.711357596075484,5.455562691543361,,classic,True
00-0034764,Michael Gallup,WR,DAL,5600,5634,12.2948,12.2948,1.0,1.0995334370139969,13.518492486839019,NYJ,25.25,43.5,3.0,0.6,8.9629,statline_mc+recal_10_4b,2.351960023410465,30.09904732745381,0.0,0.0,0.0,0.02625,0.20363019533535817,0.0015,6.95075,4.46825,73.03737849771115,0.35225,14.56085086930465,-1.0423583824656308,21.96666666666667,55.03345601691813,7.940553713398076,2.0412505431643186,,classic,True
00-0033040,Tyreek Hill,WR,KC,6900,5485,10.5902,10.5902,1.0,1.2628304821150855,13.373634592015623,HOU,29.0,54.5,1.0,0.2,7.3581,statline_mc+recal_10_4b,6.84083750785034,23.707233928085692,0.0,0.0,0.0,0.16025,1.1060815361702359,0.00525,3.67525,2.34,36.46110296083437,0.22275,7.709468449700461,5.664166142315162,4.1,38.422790678758794,0.8418021244979151,0.768330477096183,,classic,True
00-0033553,James Conner,RB,PIT,5600,5537,16.8014,16.8014,1.0,0.7947122861586314,13.352242498674466,LAC,18.25,42.5,5.0,1.0,8.6147,statline_mc+recal_10_4b,1.598502368070248,30.349678123430305,0.0,0.0,0.0,18.5565,54.23443474588933,0.45325,4.33975,3.55475,23.324272589441236,0.1315,15.294870733533058,-1.9426282348585922,14.14,57.15031789282471,4.450296221479168,1.4444390024370661,,classic,True
00-0030431,Robert Woods,WR,LA,5600,5217,11.6695,11.6695,1.0,1.1430793157076204,13.339166555642242,SF,26.25,49.5,5.0,1.0,9.3067,statline_mc+recal_10_4b,0.44042933192027256,32.122408588444316,0.0,0.0,0.0,1.70175,12.227665982184062,0.06075,8.82375,5.61575,76.16987726457795,0.35475,17.6870043246762,-4.347837769033957,14.76,82.4743787872626,9.47421073426275,10.254683817991431,,classic,True
00-0034349,Kerryon Johnson,RB,DET,5400,5621,14.0187,14.0187,1.0,0.9471228615863141,13.277398820963183,GB,21.75,47.0,4.0,1.0,8.3465,statline_mc+recal_10_4b,2.795708197345318,28.94540246879782,0.0,0.0,0.0,18.26,61.800547209521774,0.41525,2.2965,1.7435,14.978121542363484,0.07825,12.889366875188527,0.3880319457746566,14.0,67.50496707538602,4.527508661470089,3.702664725238401,,classic,True
00-0033288,George Kittle,TE,SF,5200,4703,13.0139,13.0139,1.0,1.0124416796267495,13.175773631968562,LA,23.25,49.5,4.0,1.0,7.3463,statline_mc+recal_10_4b,3.3892605432164564,27.88622100068295,0.0,0.0,0.0,0.0,0.0,0.0,7.3185,5.27275,55.97737665767197,0.3865,13.622487665767196,-0.4467140337986333,13.575,85.00376452029256,8.577867407330686,6.702356417331619,,classic,True
00-0030061,Zach Ertz,TE,PHI,5400,4569,14.65,14.65,1.0,0.8818040435458786,12.918397644448001,MIN,20.25,44.0,5.0,1.0,6.472,statline_mc+recal_10_4b,6.144153478716106,22.3891436701944,0.0,0.0,0.0,0.0,0.0,0.0,5.616,3.695,35.77020082196882,0.23825,8.904770082196883,4.013627562251118,13.639999999999995,73.14373297002726,7.276800712223247,3.336126001180931,,classic,True
00-0032775,Demarcus Robinson,WR,KC,5900,5515,10.1257,10.1257,1.0,1.2628304821150855,12.787003918794698,HOU,29.0,54.5,5.0,1.0,8.8042,statline_mc+recal_10_4b,1.768827044452593,30.05073949557903,0.0,0.0,0.0,0.0,0.0,0.0,6.07375,3.75475,65.66289242018492,0.45625,13.634289242018491,-0.8472853232237938,13.220000000000002,82.24897311806093,5.9519974136631655,10.119612797916815,,classic,True
00-0033857,JuJu Smith-Schuster,WR,PIT,5600,5553,16.0061,16.0061,1.0,0.7947122861586314,12.72023875503514,LAC,18.25,42.5,5.0,1.0,8.2354,statline_mc+recal_10_4b,3.371638216960083,26.98469259754377,0.0,0.0,0.0,0.0,0.0,0.0,7.72,5.08,53.491120591253846,0.29725,12.637612059125386,0.08262669590975413,13.660000000000002,54.588128838098335,3.8296146587450544,1.988472816057922,,classic,True
00-0034109,Phillip Lindsay,RB,DEN,5300,5630,13.7393,13.7393,1.0,0.9144634525660964,12.564078811350063,TEN,21.0,41.0,5.0,1.0,8.5099,statline_mc+recal_10_4b,1.8233831782213068,27.621231780225067,0.0,0.0,0.0,12.7045,53.683419882370835,0.41675,3.97,2.9535,22.10540068353012,0.08725,14.018882056590098,-1.4548032452400346,16.98,55.72419959128065,3.9349767417388697,1.2688029466061983,,classic,True
00-0029137,Alshon Jeffery,WR,PHI,5800,5153,14.2378,14.2378,1.0,0.8818040435458786,12.55497780463723,MIN,20.25,44.0,3.0,0.698387484033005,7.6251,statline_mc+recal_10_4b,4.848674221351816,23.459077773353897,0.0,0.0,0.0,0.1715,0.9076366094336051,0.004,6.30425,3.81925,40.08302370860846,0.29875,10.004316031804207,2.550661772833024,11.525,48.22967363054265,2.4602280995892007,1.3679867562918244,,classic,True
00-0031588,Stefon Diggs,WR,MIN,5900,5424,12.0665,12.0665,1.0,1.0342146189735615,12.479350773320354,PHI,23.75,44.0,5.0,1.0,8.1486,statline_mc+recal_10_4b,3.793542566782615,26.132480847364302,0.0,0.0,0.0,0.0,0.0,0.0,5.58425,3.58875,52.08802686544385,0.27775,10.886802686544387,1.5925480867759667,9.66,64.65797714425149,3.8636473645672713,3.595600205981902,,classic,True
00-0032144,Melvin Gordon,RB,LAC,6300,2991,11.7792,11.7792,1.0,1.0559875583203733,12.438654790792684,PIT,24.25,42.5,1.0,0.41785696130309935,7.4552,statline_mc+recal_10_4b,4.818323514278575,23.690947555373228,0.0,0.0,0.0,9.785,39.041452804634346,0.27425,2.4045,1.7875,13.241131963269408,0.07075,9.324008476790375,3.114646314002309,7.8,40.02521493138523,0.5966367247710029,0.3044931982943647,,classic,True
00-0033839,Dede Westbrook,WR,JAX,5100,5603,12.6685,12.6685,1.0,0.9797822706065319,12.412363121130287,NO,22.5,42.5,5.0,1.0,8.3253,statline_mc+recal_10_4b,2.437846073624294,27.046134982176117,0.0,0.0,0.0,0.265,1.788304697482244,0.00875,8.331,5.1605,56.91789466292786,0.34275,13.61861993604101,-1.2062568149107236,10.46,62.752755297084065,6.273484866712811,3.214394678767698,,classic,True
