slate,arm1_pts,arm1_rank,arm1_pct,arm1_cash,arm2_pts,arm2_rank,arm2_pct,arm2_cash,arm2b_pts,arm2b_rank,arm2b_pct,arm2b_cash
wk1_main,119.94,12403,0.21655085281111808,False,167.54,2913,0.8160454832596336,True,167.54,2913,0.8160454832596336,True
wk1_early,119.94,4726,0.14355628058727565,False,168.84,1459,0.7357259380097879,False,168.84,1459,0.7357259380097879,False
wk1_afternoon,117.06,2486,0.4751847940865892,False,126.26,1755,0.6295670538542766,False,126.26,1755,0.6295670538542766,False
wk2_main,119.28,6541,0.587069074378078,False,121.28,6120,0.6136507134739235,False,121.28,6120,0.6136507134739235,False
wk2_early,96.82,2741,0.42157483639434246,False,98.9,2564,0.45894025754697065,False,98.9,2564,0.45894025754697065,False
wk2_afternoon,115.78,3032,0.3594674556213018,False,124.48,2278,0.5188081149619611,False,124.48,2278,0.5188081149619611,False
