slate,n_swappable_alts,n_pivots,anchor_cash,anchor_pct,anchor_total_own,anchor_n_sub10,best_cash,best_pct,best_worst25,best_is_anchor,best_total_own,best_n_sub10,runtime_s,arm1_cash,arm1_pct
wk1_main,7,8,True,0.9015792798483891,110.24965707554277,4,True,0.9015792798483891,0.7375,True,110.24965707554277,4,216,False,0.21655085281111808
wk1_early,7,20,False,0.563168388617002,172.22870816129426,2,False,0.563168388617002,0.7275,True,172.22870816129426,2,174,False,0.14355628058727565
wk1_afternoon,7,27,True,0.9239704329461458,282.4129133441805,0,True,0.9239704329461458,0.715,True,282.4129133441805,0,51,False,0.4751847940865892
wk2_main,7,5,False,0.6564591488824347,73.11247268499412,6,False,0.6564591488824347,0.6875,True,73.11247268499412,6,131,False,0.587069074378078
wk2_early,7,9,False,0.2594469073253114,119.59384877378197,4,False,0.2594469073253114,0.69,True,119.59384877378197,4,68,False,0.42157483639434246
wk2_afternoon,7,5,True,0.915257819103973,188.00500336395586,2,True,0.915257819103973,0.5775,True,188.00500336395586,2,64,False,0.3594674556213018
