slate,lineup_id,cash,pct,total_projection,salary,own_sum,dst_own,dst_opp_total,flex_pos,stack_team,stack_team_implied_total,stack_is_favorite,total_projection_z,salary_z,own_sum_z,dst_own_z,dst_opp_total_z,stack_team_implied_total_z
wk1_main,1,True,0.8963992419456728,117.29729203154075,49600,95.99418118810797,4.859017383250087,19.17,TE,LAC,28.19,True,-0.3942227946211407,-0.23083276855423684,-0.3056634171631801,-0.6820328317580285,0.17511363904384303,0.48183694518443987
wk1_main,2,False,0.47416298168035376,129.09589092963094,49900,119.37472186905063,4.368913686469869,20.06,TE,DET,28.39,True,1.4682240068999186,0.5743978194256592,1.1974016987822416,-0.7665145135413954,0.5014351188365987,0.6716610864258448
wk1_main,3,False,0.6953885028427037,124.7060282326023,49500,115.56651708114629,16.21305976605737,15.69,TE,LAC,28.19,True,0.7752700545012996,-0.49924296454753553,0.9525835891762077,1.2751215456539269,-1.100840012280645,0.48183694518443987
wk1_main,4,True,0.8186355022109918,128.28825472763384,49700,107.86401278418624,4.368913686469869,20.06,TE,DET,28.39,True,1.340736033607972,0.03757742743906181,0.4574125975311343,-0.7665145135413954,0.5014351188365987,0.6716610864258448
wk1_main,5,False,0.1973468098547062,120.59100307627213,49400,101.9764864560298,4.368913686469869,20.06,WR,LAC,28.19,True,0.1257000922724464,-0.7676531605408342,0.0789211176366927,-0.7665145135413954,0.5014351188365987,0.48183694518443987
wk1_main,6,False,0.7034744156664561,122.6201113719298,49900,86.69574511508726,4.368913686469869,20.06,TE,DET,28.39,True,0.44600136599395407,0.5743978194256592,-0.9034320951817276,-0.7665145135413954,0.5014351188365987,0.6716610864258448
wk1_main,7,True,0.7902716361339229,120.86180837030804,50000,99.04462479499786,16.21305976605737,15.69,WR,DET,28.39,True,0.16844757933159116,0.8428080154189578,-0.10955951023291242,1.2751215456539269,-1.100840012280645,0.6716610864258448
wk1_main,8,False,0.6923562855337966,128.2658074420169,49700,123.07123343924852,16.21305976605737,15.69,TE,DET,28.39,True,1.3371926573426018,0.03757742743906181,1.4350393850818495,1.2751215456539269,-1.100840012280645,0.6716610864258448
wk1_main,9,False,0.711054958938724,124.38036540092764,49300,106.29022416470015,4.753140614741878,23.83,TE,DET,28.39,True,0.7238631286056372,-1.0360633565341328,0.35623842854583093,-0.7002833520542933,1.883718241104793,0.6716610864258448
wk1_main,10,True,0.8160454832596336,130.79980508410932,49600,129.4886983014043,16.21305976605737,15.69,TE,DET,28.39,True,1.737192339028609,-0.23083276855423684,1.8475990302475467,1.2751215456539269,-1.100840012280645,0.6716610864258448
