slate,n_pool,n_real_stack,n_pivots,anchor_cash,anchor_pct,anchor_worst25_repro,anchor_worst25_pool,anchor_total_own,best_cash,best_pct,best_worst25,best_is_anchor,best_total_own,runtime_s,arm1_cash,arm1_pct
wk1_main,130,81,14,True,0.9015792798483891,0.7375,0.7375,110.24965707554277,True,0.9015792798483891,0.7375,True,110.24965707554277,216,False,0.21655085281111808
wk1_early,130,89,17,False,0.563168388617002,0.7275,0.7275,172.22870816129426,False,0.563168388617002,0.7275,True,172.22870816129426,179,False,0.14355628058727565
wk1_afternoon,114,89,14,True,0.9239704329461458,0.715,0.715,282.4129133441805,True,0.9239704329461458,0.715,True,282.4129133441805,56,False,0.4751847940865892
wk2_main,130,66,14,False,0.6564591488824347,0.6875,0.6875,73.11247268499412,False,0.6564591488824347,0.6875,True,73.11247268499412,137,False,0.587069074378078
wk2_early,129,81,9,False,0.2594469073253114,0.69,0.69,119.59384877378197,False,0.2594469073253114,0.69,True,119.59384877378197,68,False,0.42157483639434246
wk2_afternoon,129,87,13,True,0.915257819103973,0.5775,0.5775,188.00500336395586,True,0.915257819103973,0.5775,True,188.00500336395586,63,False,0.3594674556213018
