slate,proj_cash,proj_pct,proj_n_pool,proj_n_real_stack,implied_total_cash,implied_total_pct,implied_total_n_pool,implied_total_n_real_stack,runtime_s,arm1_cash,arm1_pct
wk1_main,True,0.9015792798483891,130,81,True,0.9015792798483891,130,81,259,False,0.21655085281111808
wk1_early,False,0.563168388617002,130,89,False,0.563168388617002,130,89,218,False,0.14355628058727565
wk1_afternoon,True,0.9239704329461458,114,89,True,0.9239704329461458,114,89,74,False,0.4751847940865892
wk2_main,False,0.6564591488824347,130,66,False,0.6564591488824347,130,66,180,False,0.587069074378078
wk2_early,False,0.2594469073253114,129,81,False,0.2594469073253114,129,81,102,False,0.42157483639434246
wk2_afternoon,True,0.915257819103973,129,87,True,0.915257819103973,128,86,89,False,0.3594674556213018
