slate,rank,pts,pct,cash,stack,bb,split,dst_own,dst_opp_total,dst_sal,own_sum,n_low,n_chalk,sal,flex_pos,entry,mine,stack_bin,bb_bin,dst_tier,dst_opp_tier,own_q,sal_bin
wk1_main,15766,70.659996,0.004106127605811749,False,1,1,2-4,4.5,19.17,3100,81.1,6,2,50000,RB,tnich,False,1,1,<5%,mid,Q1 low,>49.9k
wk1_main,15769,70.5,0.003916614024005005,False,1,1,2-4,4.96,19.14,3200,101.18,2,2,49700,WR,TeddyKGB23,False,1,1,<5%,mid,Q2,49.6-49.9k
wk1_main,15770,70.420006,0.003853442830069498,False,1,0,2-4,4.96,19.14,3200,71.69,4,0,50000,WR,jalgie,False,1,0,<5%,mid,Q1 low,>49.9k
wk1_main,15771,70.14,0.0037902716361338795,False,2,1,3-3,4.54,22.81,2900,93.65,3,2,50000,RB,thekinglives33,False,2,1,<5%,high O/U,Q2,>49.9k
wk1_main,15772,70.06,0.0037271004421983722,False,1,2,2-4,4.86,18.97,3500,115.59,4,3,49800,TE,thundernation44,False,1,2,<5%,mid,Q3,49.6-49.9k
wk1_main,15773,69.52,0.003663929248262754,False,2,0,3-3,3.75,22.22,2800,82.49,3,1,50000,WR,arturo9683,False,2,0,<5%,high O/U,Q1 low,>49.9k
wk1_main,15774,69.50001,0.0036007580543272466,False,0,1,1-5,4.86,18.97,3500,81.03,5,1,49700,RB,JonRod2424,False,0,1,<5%,mid,Q1 low,49.6-49.9k
wk1_main,15775,69.26,0.0035375868603916283,False,1,0,2-4,4.54,22.81,2900,74.97,5,1,50000,TE,sugarnvice,False,1,0,<5%,high O/U,Q1 low,>49.9k
wk1_main,15776,69.16,0.003474415666456121,False,2,1,3-3,4.5,19.17,3100,81.03,4,1,49800,WR,Kittens3000,False,2,1,<5%,mid,Q1 low,49.6-49.9k
wk1_main,15776,69.159996,0.003474415666456121,False,2,2,3-3,4.86,18.97,3500,118.23,3,3,50000,RB,FFrablet,False,2,2,<5%,mid,Q3,>49.9k
wk1_main,15778,68.96,0.0033480732785849954,False,2,1,3-3,4.5,19.17,3100,81.8,4,1,49900,WR,bison,False,2,1,<5%,mid,Q1 low,49.6-49.9k
wk1_main,15779,68.94,0.003284902084649377,False,1,1,2-4,7.73,24.42,2100,108.03,1,1,49500,WR,iamme1979,False,1,1,5-12%,high O/U,Q2,49-49.6k
wk1_main,15780,68.86,0.0032217308907138698,False,2,0,3-3,7.73,24.42,2100,85.33,4,1,50000,RB,Byrt84,False,2,0,5-12%,high O/U,Q1 low,>49.9k
wk1_main,15781,68.76,0.0031585596967782514,False,1,0,2-4,4.54,22.81,2900,76.74000000000001,6,1,50000,TE,bobbycorn,False,1,0,<5%,high O/U,Q1 low,>49.9k
wk1_main,15781,68.76,0.0031585596967782514,False,2,0,3-3,4.86,18.97,3500,97.13,1,1,48200,WR,toy_gunn,False,2,0,<5%,mid,Q2,<49k
wk1_main,15783,68.46,0.003032217308907126,False,2,0,3-3,4.54,22.81,2900,74.5,5,1,50000,WR,chicodusty,False,2,0,<5%,high O/U,Q1 low,>49.9k
wk1_main,15784,68.36,0.0029690461149716185,False,2,0,3-3,7.73,24.42,2100,101.66,3,1,50000,RB,pankwicz,False,2,0,5-12%,high O/U,Q2,>49.9k
wk1_main,15785,68.259995,0.002905874921036,False,2,1,3-3,1.66,22.61,3000,85.64,3,1,49300,TE,samiam66,False,2,1,<5%,high O/U,Q1 low,49-49.6k
wk1_main,15786,68.24,0.002842703727100493,False,2,0,3-3,1.37,25.56,2400,65.07000000000001,7,1,49900,WR,matthollabak1,False,2,0,<5%,high O/U,Q1 low,49.6-49.9k
wk1_main,15787,68.16,0.0027795325331648746,False,1,1,2-4,7.73,24.42,2100,83.29,4,1,50000,WR,Uncle1953,False,1,1,5-12%,high O/U,Q1 low,>49.9k
wk1_main,15788,67.96001,0.0027163613392292563,False,1,0,2-4,18.06,15.69,3400,97.92,4,1,49900,WR,mahoram,False,1,0,12-25%,low O/U,Q2,49.6-49.9k
wk1_main,15788,67.96,0.0027163613392292563,False,1,1,2-4,0.7,25.03,2300,91.10000000000001,4,2,50000,RB,Jonsonju,False,1,1,<5%,high O/U,Q2,>49.9k
wk1_main,15790,67.86,0.0025900189513581306,False,3,1,4-2,4.5,19.17,3100,79.72,5,1,50000,RB,sslaughter1969,False,3,1,<5%,mid,Q1 low,>49.9k
wk1_main,15790,67.86,0.0025900189513581306,False,1,1,2-4,4.96,19.14,3200,123.0,2,2,49900,RB,droeber23,False,1,1,<5%,mid,Q3,49.6-49.9k
wk1_main,15792,67.8,0.002463676563487005,False,1,1,2-4,7.73,24.42,2100,101.95,3,2,49900,RB,Saintslo,False,1,1,5-12%,high O/U,Q2,49.6-49.9k
wk1_main,15793,67.759995,0.0024005053695514977,False,1,1,2-4,2.2,21.69,2700,120.31,3,3,50000,WR,DustinMyJohnson,False,1,1,<5%,high O/U,Q3,>49.9k
wk1_main,15794,67.66,0.0023373341756158794,False,1,0,2-4,4.86,18.97,3500,87.57000000000001,5,1,50000,TE,WILDERS,False,1,0,<5%,mid,Q2,>49.9k
wk1_main,15795,67.159996,0.002274162981680372,False,1,1,2-4,7.73,24.42,2100,109.99000000000001,2,2,50000,RB,jlavigna2,False,1,1,5-12%,high O/U,Q3,>49.9k
wk1_main,15796,67.06,0.002210991787744754,False,2,2,3-3,2.63,21.44,3200,83.47,4,1,49600,TE,badnews3123,False,2,2,<5%,mid,Q1 low,49-49.6k
wk1_main,15797,66.94,0.0021478205938092465,False,1,1,2-4,0.73,21.69,3100,111.72,2,2,50000,TE,AlbatrossBOS,False,1,1,<5%,high O/U,Q3,>49.9k
wk1_main,15798,66.82,0.002084649399873628,False,0,1,1-5,4.96,19.14,3200,119.09,2,3,49800,WR,monstar24,False,0,1,<5%,mid,Q3,49.6-49.9k
wk1_main,15799,66.76,0.002021478205938121,False,1,0,2-4,2.63,21.44,3200,70.32000000000001,5,1,50000,TE,jbgiants,False,1,0,<5%,mid,Q1 low,>49.9k
wk1_main,15800,66.56,0.0019583070120025026,False,1,1,2-4,4.54,22.81,2900,80.81,3,0,50000,WR,DraftkangNshieee,False,1,1,<5%,high O/U,Q1 low,>49.9k
wk1_main,15801,66.46,0.0018951358180669953,False,2,1,3-3,4.86,18.97,3500,90.74,3,0,50000,RB,1hour1way,False,2,1,<5%,mid,Q2,>49.9k
wk1_main,15802,65.86,0.001831964624131377,False,2,1,3-3,4.86,18.97,3500,87.84,4,2,49900,WR,splashgp,False,2,1,<5%,mid,Q2,49.6-49.9k
wk1_main,15803,65.84,0.0017687934301958697,False,2,2,3-3,4.54,22.81,2900,93.25,3,1,50000,WR,gelbgelb,False,2,2,<5%,high O/U,Q2,>49.9k
wk1_main,15804,65.659996,0.0017056222362602513,False,2,0,3-3,4.5,19.17,3100,96.3,2,1,50000,TE,btterman,False,2,0,<5%,mid,Q2,>49.9k
wk1_main,15805,65.64,0.001642451042324744,False,1,0,2-4,1.26,23.83,3000,70.86,5,1,49200,WR,bxr0017,False,1,0,<5%,high O/U,Q1 low,49-49.6k
wk1_main,15806,65.46,0.0015792798483891257,False,2,1,3-3,4.5,19.17,3100,112.12,3,2,50000,WR,dawsonkitch,False,2,1,<5%,mid,Q3,>49.9k
wk1_main,15807,65.14,0.0015161086544536184,False,3,1,4-2,3.75,22.22,2800,74.04,5,1,50000,RB,vikesfan218,False,3,1,<5%,high O/U,Q1 low,>49.9k
wk1_main,15807,65.14,0.0015161086544536184,False,1,2,2-4,2.2,21.69,2700,76.26,4,1,49500,WR,danijaxjohnny,False,1,2,<5%,high O/U,Q1 low,49-49.6k
wk1_main,15809,64.96,0.0013897662665824928,False,2,0,3-3,4.54,22.81,2900,73.09,5,1,49900,RB,ThMoShow,False,2,0,<5%,high O/U,Q1 low,49.6-49.9k
wk1_main,15810,64.86,0.0013265950726468745,False,1,1,2-4,0.5,28.39,2200,109.59,3,2,50000,RB,69who,False,1,1,<5%,high O/U,Q3,>49.9k
wk1_main,15811,64.36,0.0012634238787112562,False,2,0,3-3,2.63,21.44,3200,55.33,7,1,46900,RB,gakennedy,False,2,0,<5%,mid,Q1 low,<49k
wk1_main,15812,64.119995,0.0012002526847757489,False,0,0,1-5,18.06,15.69,3400,104.53999999999999,2,1,49500,RB,coreygear,False,0,0,12-25%,low O/U,Q2,49-49.6k
wk1_main,15813,64.06,0.0011370814908401305,False,1,2,2-4,4.5,19.17,3100,94.05,4,2,49900,TE,Mrock1,False,1,2,<5%,mid,Q2,49.6-49.9k
wk1_main,15813,64.06,0.0011370814908401305,False,2,1,3-3,4.86,18.97,3500,106.13,1,2,49700,WR,Mackdawg44,False,2,1,<5%,mid,Q2,49.6-49.9k
wk1_main,15815,63.54,0.001010739102969005,False,0,0,1-5,15.21,20.06,2500,101.28,3,2,50000,WR,Grammyof8,False,0,0,12-25%,mid,Q2,>49.9k
wk1_main,15816,63.500004,0.0009475679090334976,False,1,0,2-4,4.86,18.97,3500,103.94,3,2,49800,WR,primetime708,False,1,0,<5%,mid,Q2,49.6-49.9k
wk1_main,15817,63.3,0.0008843967150978793,False,0,0,2-4,4.96,19.14,3200,91.26,5,2,50000,RB,donnywho,False,0,0,<5%,mid,Q2,>49.9k
wk1_main,15818,62.76,0.000821225521162372,False,1,2,3-3,4.86,18.97,3500,81.61,4,1,50000,WR,Aoteoroa,False,1,2,<5%,mid,Q1 low,>49.9k
wk1_main,15819,62.440002,0.0007580543272267537,False,1,1,2-4,7.73,24.42,2100,103.51,3,2,49500,RB,kcley,False,1,1,5-12%,high O/U,Q2,49-49.6k
wk1_main,15820,61.36,0.0006948831332912464,False,1,0,2-4,18.06,15.69,3400,70.18,5,1,40600,WR,Dannistud,False,1,0,12-25%,low O/U,Q1 low,<49k
wk1_main,15821,61.1,0.0006317119393556281,False,1,0,2-4,4.5,19.17,3100,87.16,4,1,49900,WR,jsmaldone,False,1,0,<5%,mid,Q2,49.6-49.9k
wk1_main,15822,60.260002,0.0005685407454201208,False,0,0,2-4,4.5,19.17,3100,53.26,6,0,49300,RB,aconrad5,False,0,0,<5%,mid,Q1 low,49-49.6k
wk1_main,15823,59.539997,0.0005053695514845025,False,2,1,3-3,4.5,19.17,3100,84.33,4,1,50000,TE,n00dleHair,False,2,1,<5%,mid,Q1 low,>49.9k
wk1_main,15824,58.86,0.00044219835754899517,False,1,1,2-4,7.73,24.42,2100,106.71000000000001,2,1,50000,WR,JABuckeye,False,1,1,5-12%,high O/U,Q2,>49.9k
wk1_main,15825,58.76,0.00037902716361337685,False,2,1,3-3,7.73,24.42,2100,92.72,4,2,50000,WR,Lhaux,False,2,1,5-12%,high O/U,Q2,>49.9k
wk1_main,15826,57.659996,0.00031585596967786955,False,2,1,3-3,4.86,18.97,3500,55.25,5,0,49100,WR,Liunas,False,2,1,<5%,mid,Q1 low,49-49.6k
wk1_main,15827,57.620003,0.00025268477574225123,False,0,0,2-4,4.54,22.81,2900,91.43,3,1,50000,RB,bigreddaddy,False,0,0,<5%,high O/U,Q2,>49.9k
wk1_main,15828,57.26,0.00018951358180674394,False,2,0,3-3,4.54,22.81,2900,81.99,4,1,49600,WR,Kelz33,False,2,0,<5%,high O/U,Q1 low,49-49.6k
wk1_main,15829,52.859997,0.00012634238787112562,False,1,2,2-4,7.73,24.42,2100,101.93,3,2,49700,RB,lamb1228,False,1,2,5-12%,high O/U,Q2,49.6-49.9k
wk1_main,15830,49.26,6.317119393561832e-05,False,1,0,2-4,4.96,19.14,3200,37.67,7,0,50000,RB,tmac47,False,1,0,<5%,mid,Q1 low,>49.9k
wk1_early,1,235.1,1.0,True,1,1,2-4,17.77,17.17,3300,153.11,1,2,50000,RB,box12,False,1,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,1,235.09999,1.0,True,2,2,3-3,16.66,20.06,2500,160.05,1,2,49900,WR,Mattman2015,False,2,2,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,3,234.59999,0.9996374841399311,True,3,2,4-2,17.77,17.17,3300,181.42,0,3,50000,WR,joelbad,False,3,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,4,234.5,0.9994562262098967,True,1,2,2-4,17.77,17.17,3300,149.19,1,2,50000,TE,BeachNut2892,False,1,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,5,234.4,0.9992749682798623,True,3,2,4-2,16.66,20.06,2500,185.0,0,3,50000,WR,dukeluke,False,3,2,12-25%,mid,Q4 chalk,>49.9k
wk1_early,6,233.70001,0.9990937103498279,True,2,1,3-3,23.2,15.69,3400,134.09,1,2,49600,WR,nmaslowski78,False,2,1,12-25%,low O/U,Q3,49-49.6k
wk1_early,7,233.5,0.9989124524197933,True,2,1,3-3,23.2,15.69,3400,172.06,1,4,49900,RB,Blasters,False,2,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,8,232.74,0.9987311944897589,True,1,1,2-4,2.06,23.61,2600,101.42999999999999,2,1,49900,RB,Beachnutt78,False,1,1,<5%,high O/U,Q1 low,49.6-49.9k
wk1_early,9,232.3,0.9985499365597245,True,3,1,4-2,17.77,17.17,3300,175.57,0,3,49900,RB,jebjr,False,3,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,10,231.70001,0.99836867862969,True,1,1,2-4,6.1,22.81,2900,146.91,0,2,50000,RB,phillyfan73,False,1,1,5-12%,high O/U,Q3,>49.9k
wk1_early,11,231.5,0.9981874206996556,True,2,0,3-3,17.77,17.17,3300,145.96,0,2,49400,RB,Spoof7,False,2,0,12-25%,low O/U,Q3,49-49.6k
wk1_early,12,230.76001,0.9980061627696212,True,0,1,3-3,17.77,17.17,3300,143.19,0,1,49900,RB,IanT,False,0,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,13,230.2,0.9978249048395867,True,2,1,3-3,23.2,15.69,3400,170.28,1,4,50000,RB,Highlander72,False,2,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,14,229.59999,0.9976436469095523,True,3,2,4-2,0.74,27.06,2600,169.14,1,3,50000,RB,AdamShulman,False,3,2,<5%,high O/U,Q4 chalk,>49.9k
wk1_early,15,229.5,0.9974623889795179,True,2,1,3-3,17.77,17.17,3300,170.13,0,3,50000,WR,wutryalldoindwnthere,False,2,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,16,229.36,0.9972811310494835,True,1,1,2-4,23.2,15.69,3400,153.02,1,3,49900,WR,MichaelFrachon,False,1,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,17,228.34,0.9970998731194489,True,2,2,3-3,17.77,17.17,3300,162.92,1,2,50000,WR,luis_vargas239,False,2,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,17,228.34,0.9970998731194489,True,2,2,3-3,17.77,17.17,3300,162.92,1,2,50000,WR,ElSlappo,False,2,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,19,228.06,0.9967373572593801,True,1,1,2-4,16.66,20.06,2500,160.83,1,3,50000,WR,wphsu99,False,1,1,12-25%,mid,Q4 chalk,>49.9k
wk1_early,20,228.04,0.9965560993293456,True,1,0,3-3,16.66,20.06,2500,130.02,1,2,50000,RB,chemicalsofdemocracy,False,1,0,12-25%,mid,Q3,>49.9k
wk1_early,21,227.76,0.9963748413993112,True,1,2,2-4,6.1,22.81,2900,141.75,1,3,49900,RB,cliff00,False,1,2,5-12%,high O/U,Q3,49.6-49.9k
wk1_early,22,227.7,0.9961935834692768,True,1,0,2-4,23.2,15.69,3400,177.92,0,4,49700,WR,james2417,False,1,0,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,23,227.5,0.9960123255392423,True,2,2,3-3,16.66,20.06,2500,181.98,0,3,49900,WR,markmoran,False,2,2,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,24,227.09999,0.9958310676092079,True,3,3,4-2,17.77,17.17,3300,180.21,0,3,49400,TE,paintgirl,False,3,2,12-25%,low O/U,Q4 chalk,49-49.6k
wk1_early,25,226.76001,0.9956498096791735,True,1,0,2-4,23.2,15.69,3400,153.38,0,3,50000,RB,cnomar5050,False,1,0,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,25,226.76,0.9956498096791735,True,0,0,1-5,23.2,15.69,3400,145.95,1,3,49400,RB,ItsSwils,False,0,0,12-25%,low O/U,Q3,49-49.6k
wk1_early,27,226.2,0.9952872938191046,True,2,0,3-3,17.77,17.17,3300,143.26,0,2,49800,RB,AKEELER77,False,2,0,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,28,225.93999,0.9951060358890701,True,2,0,3-3,17.77,17.17,3300,129.84,2,1,49800,RB,gtefend,False,2,0,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,29,225.3,0.9949247779590357,True,2,1,3-3,23.2,15.69,3400,163.09,1,3,50000,RB,JHOOPER436,False,2,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,30,225.2,0.9947435200290012,True,2,2,3-3,8.36,24.42,2100,158.57,1,3,49700,WR,zdub2020,False,2,2,5-12%,high O/U,Q4 chalk,49.6-49.9k
wk1_early,30,225.2,0.9947435200290012,True,1,1,2-4,17.77,17.17,3300,147.81,0,1,49900,RB,tiger1978,False,1,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,32,225.16,0.9943810041689324,True,1,1,2-4,4.63,22.0,2800,120.77,2,1,50000,RB,Lukev,False,1,1,<5%,high O/U,Q2,>49.9k
wk1_early,33,224.56,0.994199746238898,True,2,1,3-3,17.77,17.17,3300,172.09,0,3,49800,TE,eaglesnation83,False,2,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,34,224.09999,0.9940184883088635,True,3,1,4-2,23.2,15.69,3400,170.74,1,4,50000,RB,Freshca,False,3,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,35,224.04,0.9938372303788291,True,2,2,3-3,16.66,20.06,2500,116.13,1,0,50000,RB,asilletta13,False,2,2,12-25%,mid,Q2,>49.9k
wk1_early,36,223.46,0.9936559724487947,True,0,1,1-5,17.77,17.17,3300,129.28,1,1,49800,RB,djp1033,False,0,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,37,222.54,0.9934747145187602,True,2,2,3-3,23.2,15.69,3400,173.69,1,4,50000,WR,tzofosho,False,2,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,38,222.3,0.9932934565887258,True,2,2,3-3,16.66,20.06,2500,181.87,0,3,50000,TE,Lizard401,False,2,2,12-25%,mid,Q4 chalk,>49.9k
wk1_early,39,221.90001,0.9931121986586913,True,2,0,3-3,23.2,15.69,3400,141.14,0,3,50000,RB,blazer1sd,False,2,0,12-25%,low O/U,Q3,>49.9k
wk1_early,40,221.8,0.9929309407286568,True,1,1,3-3,23.2,15.69,3400,134.16,1,2,49900,WR,gra123,False,1,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,41,221.56,0.9927496827986224,True,0,1,2-4,23.2,15.69,3400,170.88,1,4,50000,TE,richy437,False,0,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,42,221.15999,0.992568424868588,True,1,1,2-4,17.77,17.17,3300,129.28,2,2,49600,WR,Halladurg,False,1,1,12-25%,low O/U,Q3,49-49.6k
wk1_early,43,220.76001,0.9923871669385536,True,1,0,2-4,17.77,17.17,3300,134.75,2,2,49900,WR,averagejoe_3,False,1,0,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,44,220.5,0.9922059090085191,True,3,3,4-2,17.77,17.17,3300,176.25,0,3,49700,TE,mgo14,False,3,2,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,45,220.29999,0.9920246510784847,True,3,2,4-2,0.74,27.06,2600,171.18,1,3,49700,WR,Hunter4ever89,False,3,2,<5%,high O/U,Q4 chalk,49.6-49.9k
wk1_early,46,220.1,0.9918433931484503,True,2,2,3-3,6.1,22.81,2900,166.1,0,3,50000,WR,BSMITTYFIREMAN,False,2,2,5-12%,high O/U,Q4 chalk,>49.9k
wk1_early,46,220.09999,0.9918433931484503,True,3,2,4-2,6.51,19.17,3100,164.2,1,3,49700,RB,maccat33,False,3,2,5-12%,mid,Q4 chalk,49.6-49.9k
wk1_early,48,219.9,0.9914808772883814,True,3,2,4-2,23.2,15.69,3400,192.05,0,4,50000,WR,Chuckbang,False,3,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,49,219.73999,0.991299619358347,True,1,0,2-4,23.2,15.69,3400,129.61,2,2,50000,RB,dlangmead,False,1,0,12-25%,low O/U,Q3,>49.9k
wk1_early,50,219.54001,0.9911183614283124,True,2,1,3-3,23.2,15.69,3400,143.69,2,2,50000,RB,MikeKingOfDraftsCA,False,2,1,12-25%,low O/U,Q3,>49.9k
wk1_early,51,219.36002,0.990937103498278,True,2,1,3-3,17.77,17.17,3300,117.5,1,1,49900,RB,CrucialConflict74,False,2,1,12-25%,low O/U,Q2,49.6-49.9k
wk1_early,52,219.3,0.9907558455682436,True,2,1,3-3,16.66,20.06,2500,172.1,0,3,49900,WR,ufxgatorbox,False,2,1,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,53,218.7,0.9905745876382092,True,2,2,3-3,16.66,20.06,2500,185.04,0,3,49800,WR,smittywrldwd,False,2,2,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,54,218.45999,0.9903933297081747,True,1,0,2-4,23.2,15.69,3400,154.19,0,3,50000,WR,KenJ351,False,1,0,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,55,218.40001,0.9902120717781403,True,3,1,4-2,16.66,20.06,2500,167.44,0,3,49900,RB,sntrace,False,3,1,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,55,218.4,0.9902120717781403,True,2,1,3-3,8.36,24.42,2100,162.88,0,3,49800,WR,bachm511,False,2,1,5-12%,high O/U,Q4 chalk,49.6-49.9k
wk1_early,55,218.4,0.9902120717781403,True,2,1,3-3,23.2,15.69,3400,179.39,0,4,49900,RB,Whiskers423,False,2,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,58,218.06,0.989668297988037,True,2,1,3-3,16.66,20.06,2500,147.47,0,1,49900,WR,Gippo,False,2,1,12-25%,mid,Q3,49.6-49.9k
wk1_early,59,217.70001,0.9894870400580026,True,1,1,2-4,0.74,27.06,2600,129.44,3,2,49900,RB,ccmbuff22,False,1,1,<5%,high O/U,Q3,49.6-49.9k
wk1_early,60,217.54,0.989305782127968,True,1,2,2-4,6.1,22.81,2900,160.8,1,3,50000,TE,EdTheMundo,False,1,2,5-12%,high O/U,Q4 chalk,>49.9k
wk1_early,61,217.36,0.9891245241979336,True,2,1,3-3,17.77,17.17,3300,154.5,0,2,50000,TE,BardoftheRenaissance,False,2,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,62,217.0,0.9889432662678992,True,3,0,4-2,23.2,15.69,3400,155.75,0,3,49800,RB,DemonHunterLvl6,False,3,0,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,63,216.8,0.9887620083378648,True,2,1,3-3,8.36,24.42,2100,163.89,0,3,50000,RB,cbrisbon,False,2,1,5-12%,high O/U,Q4 chalk,>49.9k
wk1_early,64,216.29999,0.9885807504078303,True,3,2,4-2,1.18,21.69,3100,173.47,1,3,50000,WR,skeeter1114,False,3,2,<5%,high O/U,Q4 chalk,>49.9k
wk1_early,65,216.1,0.9883994924777959,True,2,1,3-3,4.63,22.0,2800,165.96,1,3,50000,RB,NO87,False,2,1,<5%,high O/U,Q4 chalk,>49.9k
wk1_early,65,216.1,0.9883994924777959,True,1,1,2-4,23.2,15.69,3400,162.1,0,3,50000,RB,steveb12,False,1,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,67,215.9,0.988036976617727,True,2,1,3-3,8.36,24.42,2100,166.03,0,3,50000,RB,OldroadKing,False,2,1,5-12%,high O/U,Q4 chalk,>49.9k
wk1_early,68,215.8,0.9878557186876926,True,1,1,2-4,23.2,15.69,3400,133.91,1,2,49800,RB,troystro,False,1,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,68,215.8,0.9878557186876926,True,2,2,3-3,16.66,20.06,2500,175.53,0,3,49900,TE,dshelby15,False,2,2,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,70,215.73997,0.9874932028276238,True,1,0,2-4,16.66,20.06,2500,151.26,1,2,49800,RB,kduds11,False,1,0,12-25%,mid,Q4 chalk,49.6-49.9k
wk1_early,71,215.7,0.9873119448975892,True,4,1,5-1,17.77,17.17,3300,171.84,0,3,50000,RB,Julius88,False,3,1,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,72,215.54001,0.9871306869675548,True,1,1,2-4,17.77,17.17,3300,142.53,2,2,49800,RB,skinsfan4ever88,False,1,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,73,215.09999,0.9869494290375204,True,4,2,5-1,17.77,17.17,3300,184.78,0,3,49900,RB,thermezi15,False,3,2,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,73,215.09999,0.9869494290375204,True,4,2,5-1,17.77,17.17,3300,184.78,0,3,49900,RB,mrsthermezi,False,3,2,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,75,214.9,0.9865869131774515,True,3,3,4-2,17.77,17.17,3300,182.98,0,3,50000,TE,FuegoSteve,False,3,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,76,214.8,0.9864056552474171,True,2,1,3-3,8.36,24.42,2100,165.63,0,3,49900,WR,jdhf,False,2,1,5-12%,high O/U,Q4 chalk,49.6-49.9k
wk1_early,76,214.8,0.9864056552474171,True,2,1,3-3,17.77,17.17,3300,186.55,1,4,49800,WR,mcitro22,False,2,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,78,214.74002,0.9860431393873482,True,2,0,3-3,1.41,23.39,2700,126.87,1,1,50000,RB,xkingxjamesx,False,2,0,<5%,high O/U,Q2,>49.9k
wk1_early,79,214.54,0.9858618814573138,True,3,1,4-2,23.2,15.69,3400,146.28,2,2,49700,RB,Skybolt2,False,3,1,12-25%,low O/U,Q3,49.6-49.9k
wk1_early,80,214.43999,0.9856806235272794,True,0,0,2-4,23.2,15.69,3400,156.82,2,3,49900,TE,texzoutlaw,False,0,0,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,81,214.36,0.9854993655972448,True,1,1,2-4,16.66,20.06,2500,147.99,1,2,50000,RB,dillmaak2022,False,1,1,12-25%,mid,Q3,>49.9k
wk1_early,82,214.19998,0.9853181076672104,True,3,2,4-2,16.66,20.06,2500,169.32,0,3,50000,RB,rebiii,False,3,2,12-25%,mid,Q4 chalk,>49.9k
wk1_early,82,214.19998,0.9853181076672104,True,3,2,4-2,17.77,17.17,3300,192.16,0,3,49800,WR,LSC4,False,3,2,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,82,214.19998,0.9853181076672104,True,2,2,3-3,16.66,20.06,2500,176.58,0,2,50000,RB,kev4454,False,2,2,12-25%,mid,Q4 chalk,>49.9k
wk1_early,85,213.9,0.9847743338771071,True,2,1,3-3,23.2,15.69,3400,180.0,0,4,49700,TE,mariettajeff,False,2,1,12-25%,low O/U,Q4 chalk,49.6-49.9k
wk1_early,86,213.54001,0.9845930759470727,True,1,1,2-4,16.66,20.06,2500,118.55,1,1,50000,RB,michelle1324,False,1,1,12-25%,mid,Q2,>49.9k
wk1_early,87,213.43999,0.9844118180170383,True,1,2,2-4,23.2,15.69,3400,172.46,0,4,50000,TE,Lucc_Vaton,False,1,2,12-25%,low O/U,Q4 chalk,>49.9k
wk1_early,88,213.09999,0.9842305600870038,True,2,2,3-3,2.12,25.56,2400,173.94,1,3,50000,WR,Marcsurfs,False,2,2,<5%,high O/U,Q4 chalk,>49.9k
