Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,ARI,8700,1537,Kyler Murray,Kyler,Murray,MIN,34.56,rotoguru_gid,Kyler Murray,fd,8700,kyler murray,ARI,QB,00-0035228,auto_exact,high
QB,BAL,8300,1527,Lamar Jackson,Lamar,Jackson,KC,18.0,rotoguru_gid,Lamar Jackson,fd,8300,lamar jackson,BAL,QB,00-0034796,auto_exact,high
QB,TB,8200,1131,Tom Brady,Tom,Brady,ATL,29.16,rotoguru_gid,Tom Brady,fd,8200,tom brady,TB,QB,00-0019596,auto_exact,high
QB,NYG,6900,1539,Daniel Jones,Daniel,Jones,WAS,21.38,rotoguru_gid,Daniel Jones,fd,6900,daniel jones,NYG,QB,00-0035710,auto_exact,high
QB,GB,8000,1252,Aaron Rodgers,Aaron,Rodgers,DET,3.32,rotoguru_gid,Aaron Rodgers,fd,8000,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,MIN,7400,1415,Kirk Cousins,Kirk,Cousins,ARI,22.04,rotoguru_gid,Kirk Cousins,fd,7400,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,KC,8600,1523,Patrick Mahomes II,Patrick,Mahomes II,BAL,33.28,rotoguru_gid,Patrick Mahomes II,fd,8600,patrick mahomes,KC,QB,00-0033873,auto_exact,high
QB,LV,6500,1441,Derek Carr,Derek,Carr,PIT,25.0,rotoguru_gid,Derek Carr,fd,6500,derek carr,LV,QB,00-0031280,auto_exact,high
QB,SEA,8500,1412,Russell Wilson,Russell,Wilson,TEN,27.06,rotoguru_gid,Russell Wilson,fd,8500,russell wilson,SEA,QB,00-0029263,auto_exact,high
QB,PHI,7800,1554,Jalen Hurts,Jalen,Hurts,SF,28.76,rotoguru_gid,Jalen Hurts,fd,7800,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,DEN,7000,1439,Teddy Bridgewater,Teddy,Bridgewater,JAX,20.46,rotoguru_gid,Teddy Bridgewater,fd,7000,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
QB,WAS,6700,1487,Taylor Heinicke,Taylor,Heinicke,NYG,10.58,rotoguru_gid,Taylor Heinicke,fd,6700,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
QB,CAR,6600,1524,Sam Darnold,Sam,Darnold,NO,19.06,rotoguru_gid,Sam Darnold,fd,6600,sam darnold,CAR,QB,00-0034869,auto_exact,high
QB,SF,6600,1452,Jimmy Garoppolo,Jimmy,Garoppolo,PHI,14.76,rotoguru_gid,Jimmy Garoppolo,fd,6600,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
QB,DET,6800,1490,Jared Goff,Jared,Goff,GB,29.92,rotoguru_gid,Jared Goff,fd,6800,jared goff,DET,QB,00-0033106,auto_exact,high
QB,ATL,6700,1301,Matt Ryan,Matt,Ryan,TB,7.36,rotoguru_gid,Matt Ryan,fd,6700,matt ryan,ATL,QB,00-0026143,auto_exact,high
QB,IND,6700,1514,Carson Wentz,Carson,Wentz,LA,18.34,rotoguru_gid,Carson Wentz,fd,6700,carson wentz,IND,QB,00-0032950,auto_exact,high
QB,CLE,7100,1528,Baker Mayfield,Baker,Mayfield,HOU,13.64,rotoguru_gid,Baker Mayfield,fd,7100,baker mayfield,CLE,QB,00-0034855,auto_exact,high
QB,LA,7500,1340,Matthew Stafford,Matthew,Stafford,IND,24.34,rotoguru_gid,Matthew Stafford,fd,7500,matthew stafford,LA,QB,00-0026498,auto_exact,high
QB,BUF,8100,1529,Josh Allen,Josh,Allen,MIA,17.2,rotoguru_gid,Josh Allen,fd,8100,josh allen,BUF,QB,00-0034857,auto_exact,high
QB,LAC,7600,1552,Justin Herbert,Justin,Herbert,DAL,14.38,rotoguru_gid,Justin Herbert,fd,7600,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,HOU,6800,1400,Tyrod Taylor,Tyrod,Taylor,CLE,23.64,rotoguru_gid,Tyrod Taylor,fd,6800,tyrod taylor,HOU,QB,00-0028118,auto_exact,high
QB,PIT,7200,1232,Ben Roethlisberger,Ben,Roethlisberger,LV,12.02,rotoguru_gid,Ben Roethlisberger,fd,7200,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,TEN,7300,1410,Ryan Tannehill,Ryan,Tannehill,SEA,15.18,rotoguru_gid,Ryan Tannehill,fd,7300,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,CHI,18.64,rotoguru_gid,Joe Burrow,fd,7100,joe burrow,CIN,QB,00-0036442,auto_exact,high
QB,NO,7700,1465,Jameis Winston,Jameis,Winston,CAR,29.62,rotoguru_gid,Jameis Winston,fd,7700,jameis winston,NO,QB,00-0031503,auto_exact,high
QB,JAX,6900,1565,Trevor Lawrence,Trevor,Lawrence,DEN,22.08,rotoguru_gid,Trevor Lawrence,fd,6900,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
QB,CHI,6500,1403,Andy Dalton,Andy,Dalton,CIN,6.54,rotoguru_gid,Andy Dalton,fd,6500,andy dalton,CHI,QB,00-0027973,auto_exact,high
QB,DAL,8000,1501,Dak Prescott,Dak,Prescott,LAC,28.42,rotoguru_gid,Dak Prescott,fd,8000,dak prescott,DAL,QB,00-0033077,auto_exact,high
QB,NE,6800,1572,Mac Jones,Mac,Jones,NYJ,15.24,rotoguru_gid,Mac Jones,fd,6800,mac jones,NE,QB,00-0036972,auto_exact,high
QB,HOU,6000,1574,Davis Mills,Davis,Mills,CLE,,rotoguru_gid,Davis Mills,fd,6000,davis mills,HOU,QB,00-0036898,auto_exact,high
QB,MIA,6300,1496,Jacoby Brissett,Jacoby,Brissett,BUF,0.4,rotoguru_gid,Jacoby Brissett,fd,6300,jacoby brissett,MIA,QB,00-0033119,auto_exact,high
QB,NYJ,6500,1566,Zach Wilson,Zach,Wilson,NE,19.32,rotoguru_gid,Zach Wilson,fd,6500,zach wilson,NYJ,QB,00-0037013,auto_exact,high
QB,CHI,6400,1567,Justin Fields,Justin,Fields,CIN,6.7,rotoguru_gid,Justin Fields,fd,6400,justin fields,CHI,QB,00-0036945,auto_exact,high
QB,NO,6400,1530,Taysom Hill,Taysom,Hill,CAR,0.22,rotoguru_gid,Taysom Hill,fd,6400,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
QB,MIA,6600,1551,Tua Tagovailoa,Tua,Tagovailoa,BUF,17.18,rotoguru_gid,Tua Tagovailoa,fd,6600,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
QB,CAR,6100,1558,P.J. Walker,P.J.,Walker,NO,,rotoguru_gid,P.J. Walker,fd,6100,pj walker,CAR,QB,00-0033275,auto_exact,high
QB,IND,6200,1568,Jacob Eason,Jacob,Eason,LA,,rotoguru_gid,Jacob Eason,fd,6200,jacob eason,IND,QB,00-0036226,auto_exact,high
QB,ATL,6000,1525,Josh Rosen,Josh,Rosen,TB,0.0,rotoguru_gid,Josh Rosen,fd,6000,josh rosen,ATL,QB,00-0034343,auto_exact,high
QB,BUF,6300,1519,Mitchell Trubisky,Mitchell,Trubisky,MIA,,rotoguru_gid,Mitchell Trubisky,fd,6300,mitchell trubisky,BUF,QB,00-0033869,auto_exact,high
QB,TB,6000,1381,Blaine Gabbert,Blaine,Gabbert,ATL,,rotoguru_gid,Blaine Gabbert,fd,6000,blaine gabbert,TB,QB,00-0027948,auto_exact,high
QB,GB,6200,1571,Jordan Love,Jordan,Love,DET,0.72,rotoguru_gid,Jordan Love,fd,6200,jordan love,GB,QB,00-0036264,auto_exact,high
RB,TEN,8000,5445,Derrick Henry,Derrick,Henry,SEA,9.2,rotoguru_gid,Derrick Henry,fd,8000,derrick henry,TEN,RB,00-0032764,auto_exact,high
RB,GB,7000,5543,Aaron Jones,Aaron,Jones,DET,3.2,rotoguru_gid,Aaron Jones,fd,7000,aaron jones,GB,RB,00-0033293,auto_exact,high
RB,CAR,10000,5536,Christian McCaffrey,Christian,McCaffrey,NO,23.2,rotoguru_gid,Christian McCaffrey,fd,10000,christian mccaffrey,CAR,RB,00-0033280,auto_exact,high
RB,DAL,4800,5718,Tony Pollard,Tony,Pollard,LAC,6.3,rotoguru_gid,Tony Pollard,fd,4800,tony pollard,DAL,RB,00-0035261,auto_exact,high
RB,ATL,5200,5208,Cordarrelle Patterson,Cordarrelle,Patterson,TB,7.7,rotoguru_gid,Cordarrelle Patterson,fd,5200,cordarrelle patterson,ATL,RB,00-0030578,auto_exact,high
