Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Jahmyr Gibbs (44220302),Jahmyr Gibbs,44220302,RB/FLEX,8800,NYJ@DET 09/27/2026 01:00PM ET,DET,30.5,,Jahmyr Gibbs,dk,8800,jahmyr gibbs,DET,RB,classic,00-0039139,auto_exact,high
WR,Jaxon Smith-Njigba (44220610),Jaxon Smith-Njigba,44220610,WR/FLEX,8600,SEA@WAS 09/27/2026 01:00PM ET,SEA,37.4,,Jaxon Smith-Njigba,dk,8600,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
RB,Christian McCaffrey (44220304),Christian McCaffrey,44220304,RB/FLEX,8300,ARI@SF 09/27/2026 04:05PM ET,SF,18.2,,Christian McCaffrey,dk,8300,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
WR,Ja'Marr Chase (44220612),Ja'Marr Chase,44220612,WR/FLEX,8100,CIN@PIT 09/27/2026 01:00PM ET,CIN,14.9,,Ja'Marr Chase,dk,8100,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
QB,Josh Allen (44220217),Josh Allen,44220217,QB,8000,LAC@BUF 09/27/2026 01:00PM ET,BUF,39.7,,Josh Allen,dk,8000,josh allen,BUF,QB,classic,00-0034857,auto_exact,high
WR,Amon-Ra St. Brown (44220614),Amon-Ra St. Brown,44220614,WR/FLEX,7900,NYJ@DET 09/27/2026 01:00PM ET,DET,33.5,,Amon-Ra St. Brown,dk,7900,amon ra st brown,DET,WR,classic,00-0036963,auto_exact,high
WR,CeeDee Lamb (44220616),CeeDee Lamb,44220616,WR/FLEX,7800,BAL@DAL 09/27/2026 04:25PM ET,DAL,26.9,,CeeDee Lamb,dk,7800,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
RB,Derrick Henry (44220306),Derrick Henry,44220306,RB/FLEX,7700,BAL@DAL 09/27/2026 04:25PM ET,BAL,28.0,,Derrick Henry,dk,7700,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
RB,Jonathan Taylor (44220308),Jonathan Taylor,44220308,RB/FLEX,7600,HOU@IND 09/27/2026 01:00PM ET,IND,27.7,,Jonathan Taylor,dk,7600,jonathan taylor,IND,RB,classic,00-0036223,auto_exact,high
QB,Lamar Jackson (44220218),Lamar Jackson,44220218,QB,7500,BAL@DAL 09/27/2026 04:25PM ET,BAL,22.4,,Lamar Jackson,dk,7500,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
WR,Justin Jefferson (44220618),Justin Jefferson,44220618,WR/FLEX,7500,MIN@TB 09/27/2026 04:05PM ET,MIN,19.9,,Justin Jefferson,dk,7500,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
