Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Tom Brady,QB,TB,7200,1131,QB,TB@ATL,24.674545454545456,rotoguru_gid,Tom Brady,dk,7200,tom brady,TB,QB,00-0019596,auto_exact,high
Kyler Murray,QB,ARI,7500,1537,QB,ARI@CHI,23.8425,rotoguru_gid,Kyler Murray,dk,7500,kyler murray,ARI,QB,00-0035228,auto_exact,high
Justin Herbert,QB,LAC,6700,1552,QB,LAC@CIN,24.954545454545453,rotoguru_gid,Justin Herbert,dk,6700,justin herbert,LAC,QB,00-0036355,auto_exact,high
Taysom Hill,QB,NO,5000,1530,QB,NO@DAL,5.548571428571429,rotoguru_gid,Taysom Hill,dk,5000,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
Kirk Cousins,QB,MIN,6500,1415,QB,MIN@DET,21.22,rotoguru_gid,Kirk Cousins,dk,6500,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Matthew Stafford,QB,LA,7300,1340,QB,LA@JAX,23.30363636363636,rotoguru_gid,Matthew Stafford,dk,7300,matthew stafford,LA,QB,00-0026498,auto_exact,high
Joe Burrow,QB,CIN,6300,1550,QB,CIN@LAC,18.972727272727276,rotoguru_gid,Joe Burrow,dk,6300,joe burrow,CIN,QB,00-0036442,auto_exact,high
Zach Wilson,QB,NYJ,5200,1566,QB,NYJ@PHI,10.145714285714286,rotoguru_gid,Zach Wilson,dk,5200,zach wilson,NYJ,QB,00-0037013,auto_exact,high
Jared Goff,QB,DET,5200,1490,QB,DET@MIN,13.88,rotoguru_gid,Jared Goff,dk,5200,jared goff,DET,QB,00-0033106,auto_exact,high
Ben Roethlisberger,QB,PIT,5000,1232,QB,PIT@BAL,15.047999999999998,rotoguru_gid,Ben Roethlisberger,dk,5000,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Gardner Minshew,QB,PHI,4000,1540,QB,PHI@NYJ,0.44,rotoguru_gid,Gardner Minshew,dk,4000,gardner minshew,PHI,QB,00-0035289,auto_exact,high
Lamar Jackson,QB,BAL,7800,1527,QB,BAL@PIT,24.818,rotoguru_gid,Lamar Jackson,dk,7800,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Jimmy Garoppolo,QB,SF,5700,1452,QB,SF@SEA,16.968,rotoguru_gid,Jimmy Garoppolo,dk,5700,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Tua Tagovailoa,QB,MIA,5500,1551,QB,MIA@NYG,16.48,rotoguru_gid,Tua Tagovailoa,dk,5500,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
Russell Wilson,QB,SEA,6400,1412,QB,SEA@SF,17.28,rotoguru_gid,Russell Wilson,dk,6400,russell wilson,SEA,QB,00-0029263,auto_exact,high
Taylor Heinicke,QB,WAS,5600,1487,QB,WAS@LV,17.747272727272726,rotoguru_gid,Taylor Heinicke,dk,5600,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
Andy Dalton,QB,CHI,5300,1403,QB,CHI@ARI,10.484,rotoguru_gid,Andy Dalton,dk,5300,andy dalton,CHI,QB,00-0027973,auto_exact,high
Teddy Bridgewater,QB,DEN,5400,1439,QB,DEN@KC,16.60181818181818,rotoguru_gid,Teddy Bridgewater,dk,5400,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
