Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Tyler Huntley,QB,BAL,5400,1562,QB,BAL@GB,7.905,rotoguru_gid,Tyler Huntley,dk,5400,tyler huntley,BAL,QB,00-0035993,auto_exact,high
Patrick Mahomes II,QB,KC,7800,1523,QB,KC@LAC,22.283076923076923,rotoguru_gid,Patrick Mahomes II,dk,7800,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Jalen Hurts,QB,PHI,6600,1554,QB,PHI@WAS,22.475,rotoguru_gid,Jalen Hurts,dk,6600,jalen hurts,PHI,QB,00-0036389,auto_exact,high
Cam Newton,QB,CAR,5400,1378,QB,CAR@BUF,15.47,rotoguru_gid,Cam Newton,dk,5400,cam newton,CAR,QB,00-0027939,auto_exact,high
Justin Herbert,QB,LAC,7100,1552,QB,LAC@KC,25.283076923076923,rotoguru_gid,Justin Herbert,dk,7100,justin herbert,LAC,QB,00-0036355,auto_exact,high
Aaron Rodgers,QB,GB,7500,1252,QB,GB@BAL,22.58,rotoguru_gid,Aaron Rodgers,dk,7500,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Josh Allen,QB,BUF,8100,1529,QB,BUF@CAR,26.004615384615384,rotoguru_gid,Josh Allen,dk,8100,josh allen,BUF,QB,00-0034857,auto_exact,high
Jared Goff,QB,DET,5100,1490,QB,DET@ARI,14.445,rotoguru_gid,Jared Goff,dk,5100,jared goff,DET,QB,00-0033106,auto_exact,high
Mac Jones,QB,NE,5400,1572,QB,NE@IND,14.276923076923076,rotoguru_gid,Mac Jones,dk,5400,mac jones,NE,QB,00-0036972,auto_exact,high
Justin Fields,QB,CHI,5500,1567,QB,CHI@MIN,11.536363636363635,rotoguru_gid,Justin Fields,dk,5500,justin fields,CHI,QB,00-0036945,auto_exact,high
Matthew Stafford,QB,LA,7000,1340,QB,LA@SEA,23.37076923076923,rotoguru_gid,Matthew Stafford,dk,7000,matthew stafford,LA,QB,00-0026498,auto_exact,high
Tua Tagovailoa,QB,MIA,5700,1551,QB,MIA@NYJ,16.633333333333333,rotoguru_gid,Tua Tagovailoa,dk,5700,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
Davis Mills,QB,HOU,5400,1574,QB,HOU@JAX,11.797777777777778,rotoguru_gid,Davis Mills,dk,5400,davis mills,HOU,QB,00-0036898,auto_exact,high
Matt Ryan,QB,ATL,5300,1301,QB,ATL@SF,15.68923076923077,rotoguru_gid,Matt Ryan,dk,5300,matt ryan,ATL,QB,00-0026143,auto_exact,high
Jimmy Garoppolo,QB,SF,5800,1452,QB,SF@ATL,17.315,rotoguru_gid,Jimmy Garoppolo,dk,5800,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Kyler Murray,QB,ARI,7900,1537,QB,ARI@DET,24.398000000000003,rotoguru_gid,Kyler Murray,dk,7900,kyler murray,ARI,QB,00-0035228,auto_exact,high
Zach Wilson,QB,NYJ,5200,1566,QB,NYJ@MIA,11.604444444444445,rotoguru_gid,Zach Wilson,dk,5200,zach wilson,NYJ,QB,00-0037013,auto_exact,high
