Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,BAL,18.235714285714288,rotoguru_gid,Joe Burrow,fd,7100,joe burrow,CIN,QB,00-0036442,auto_exact,high
QB,DAL,7400,1501,Dak Prescott,Dak,Prescott,WAS,18.801538461538463,rotoguru_gid,Dak Prescott,fd,7400,dak prescott,DAL,QB,00-0033077,auto_exact,high
QB,BUF,8500,1529,Josh Allen,Josh,Allen,NE,24.204285714285717,rotoguru_gid,Josh Allen,fd,8500,josh allen,BUF,QB,00-0034857,auto_exact,high
QB,NYJ,6600,1566,Zach Wilson,Zach,Wilson,JAX,11.644,rotoguru_gid,Zach Wilson,fd,6600,zach wilson,NYJ,QB,00-0037013,auto_exact,high
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,PIT,21.805714285714288,rotoguru_gid,Patrick Mahomes II,fd,8700,patrick mahomes,KC,QB,00-0033873,auto_exact,high
QB,ARI,8700,1537,Kyler Murray,Kyler,Murray,IND,22.59636363636364,rotoguru_gid,Kyler Murray,fd,8700,kyler murray,ARI,QB,00-0035228,auto_exact,high
QB,BAL,6100,1320,Josh Johnson,Josh,Johnson,CIN,9.386666666666668,rotoguru_gid,Josh Johnson,fd,6100,josh johnson,BAL,QB,00-0026300,auto_exact,high
QB,GB,8300,1252,Aaron Rodgers,Aaron,Rodgers,CLE,21.71384615384616,rotoguru_gid,Aaron Rodgers,fd,8300,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,LAC,8400,1552,Justin Herbert,Justin,Herbert,HOU,23.622857142857143,rotoguru_gid,Justin Herbert,fd,8400,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,HOU,6600,1574,Davis Mills,Davis,Mills,LAC,11.174,rotoguru_gid,Davis Mills,fd,6600,davis mills,HOU,QB,00-0036898,auto_exact,high
QB,IND,7200,1514,Carson Wentz,Carson,Wentz,ARI,16.04285714285714,rotoguru_gid,Carson Wentz,fd,7200,carson wentz,IND,QB,00-0032950,auto_exact,high
QB,MIN,7300,1415,Kirk Cousins,Kirk,Cousins,LA,19.15285714285714,rotoguru_gid,Kirk Cousins,fd,7300,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,CHI,6100,1413,Nick Foles,Nick,Foles,SEA,,rotoguru_gid,Nick Foles,fd,6100,nick foles,CHI,QB,00-0029567,auto_exact,high
QB,PHI,7700,1554,Jalen Hurts,Jalen,Hurts,NYG,22.410769230769237,rotoguru_gid,Jalen Hurts,fd,7700,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,SEA,7500,1412,Russell Wilson,Russell,Wilson,CHI,16.31090909090909,rotoguru_gid,Russell Wilson,fd,7500,russell wilson,SEA,QB,00-0029263,auto_exact,high
QB,SF,6900,1452,Jimmy Garoppolo,Jimmy,Garoppolo,TEN,16.121538461538464,rotoguru_gid,Jimmy Garoppolo,fd,6900,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
QB,TEN,7100,1410,Ryan Tannehill,Ryan,Tannehill,SF,16.215714285714288,rotoguru_gid,Ryan Tannehill,fd,7100,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
QB,TB,8400,1131,Tom Brady,Tom,Brady,CAR,22.85142857142857,rotoguru_gid,Tom Brady,fd,8400,tom brady,TB,QB,00-0019596,auto_exact,high
QB,CLE,6700,1528,Baker Mayfield,Baker,Mayfield,GB,13.743333333333334,rotoguru_gid,Baker Mayfield,fd,6700,baker mayfield,CLE,QB,00-0034855,auto_exact,high
QB,ATL,6800,1301,Matt Ryan,Matt,Ryan,DET,14.528571428571428,rotoguru_gid,Matt Ryan,fd,6800,matt ryan,ATL,QB,00-0026143,auto_exact,high
QB,JAX,6500,1565,Trevor Lawrence,Trevor,Lawrence,NYJ,12.44285714285714,rotoguru_gid,Trevor Lawrence,fd,6500,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
QB,MIA,6800,1551,Tua Tagovailoa,Tua,Tagovailoa,NO,16.244,rotoguru_gid,Tua Tagovailoa,fd,6800,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
QB,DET,6000,1544,Tim Boyle,Tim,Boyle,ATL,0.54,rotoguru_gid,Tim Boyle,fd,6000,tim boyle,DET,QB,00-0034177,auto_exact,high
QB,LA,7900,1340,Matthew Stafford,Matthew,Stafford,MIN,21.52,rotoguru_gid,Matthew Stafford,fd,7900,matthew stafford,LA,QB,00-0026498,auto_exact,high
QB,LV,7000,1441,Derek Carr,Derek,Carr,DEN,16.705714285714286,rotoguru_gid,Derek Carr,fd,7000,derek carr,LV,QB,00-0031280,auto_exact,high
QB,CAR,6200,1524,Sam Darnold,Sam,Darnold,TB,15.877777777777778,rotoguru_gid,Sam Darnold,fd,6200,sam darnold,CAR,QB,00-0034869,auto_exact,high
QB,NYG,6400,1420,Mike Glennon,Mike,Glennon,PHI,9.205,rotoguru_gid,Mike Glennon,fd,6400,mike glennon,NYG,QB,00-0030520,auto_exact,high
QB,PIT,6800,1232,Ben Roethlisberger,Ben,Roethlisberger,KC,15.427692307692308,rotoguru_gid,Ben Roethlisberger,fd,6800,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,DEN,6600,1547,Drew Lock,Drew,Lock,LV,2.9600000000000004,rotoguru_gid,Drew Lock,fd,6600,drew lock,DEN,QB,00-0035704,auto_exact,high
QB,NE,6700,1572,Mac Jones,Mac,Jones,BUF,14.054285714285712,rotoguru_gid,Mac Jones,fd,6700,mac jones,NE,QB,00-0036972,auto_exact,high
QB,DAL,6100,1521,Cooper Rush,Cooper,Rush,WAS,6.093333333333333,rotoguru_gid,Cooper Rush,fd,6100,cooper rush,DAL,QB,00-0033662,auto_exact,high
