Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Josh Allen,QB,BUF,8200,1529,QB,BUF@TEN,27.32,rotoguru_gid,Josh Allen,dk,8200,josh allen,BUF,QB,00-0034857,auto_exact,high
Dak Prescott,QB,DAL,7100,1501,QB,DAL@NE,22.744,rotoguru_gid,Dak Prescott,dk,7100,dak prescott,DAL,QB,00-0033077,auto_exact,high
Kirk Cousins,QB,MIN,6200,1415,QB,MIN@CAR,20.788,rotoguru_gid,Kirk Cousins,dk,6200,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Patrick Mahomes II,QB,KC,8300,1523,QB,KC@WAS,28.78,rotoguru_gid,Patrick Mahomes II,dk,8300,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Matthew Stafford,QB,LA,6700,1340,QB,LA@NYG,23.776,rotoguru_gid,Matthew Stafford,dk,6700,matthew stafford,LA,QB,00-0026498,auto_exact,high
Jalen Hurts,QB,PHI,7000,1554,QB,PHI@TB,26.24,rotoguru_gid,Jalen Hurts,dk,7000,jalen hurts,PHI,QB,00-0036389,auto_exact,high
Kyler Murray,QB,ARI,7900,1537,QB,ARI@CLE,26.296000000000003,rotoguru_gid,Kyler Murray,dk,7900,kyler murray,ARI,QB,00-0035228,auto_exact,high
Tua Tagovailoa,QB,MIA,4000,1551,QB,MIA@JAX,8.85,rotoguru_gid,Tua Tagovailoa,dk,4000,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
Teddy Bridgewater,QB,DEN,5700,1439,QB,DEN@LV,16.580000000000002,rotoguru_gid,Teddy Bridgewater,dk,5700,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
Derek Carr,QB,LV,5600,1441,QB,LV@DEN,20.82,rotoguru_gid,Derek Carr,dk,5600,derek carr,LV,QB,00-0031280,auto_exact,high
Joe Burrow,QB,CIN,6300,1550,QB,CIN@DET,19.232,rotoguru_gid,Joe Burrow,dk,6300,joe burrow,CIN,QB,00-0036442,auto_exact,high
Aaron Rodgers,QB,GB,7200,1252,QB,GB@CHI,19.408,rotoguru_gid,Aaron Rodgers,dk,7200,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Trevor Lawrence,QB,JAX,5700,1565,QB,JAX@MIA,17.168,rotoguru_gid,Trevor Lawrence,dk,5700,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
Tom Brady,QB,TB,7800,1131,QB,TB@PHI,29.256,rotoguru_gid,Tom Brady,dk,7800,tom brady,TB,QB,00-0019596,auto_exact,high
Sam Darnold,QB,CAR,6100,1524,QB,CAR@MIN,23.368,rotoguru_gid,Sam Darnold,dk,6100,sam darnold,CAR,QB,00-0034869,auto_exact,high
Carson Wentz,QB,IND,5400,1514,QB,IND@HOU,18.036,rotoguru_gid,Carson Wentz,dk,5400,carson wentz,IND,QB,00-0032950,auto_exact,high
Mac Jones,QB,NE,5200,1572,QB,NE@DAL,13.544,rotoguru_gid,Mac Jones,dk,5200,mac jones,NE,QB,00-0036972,auto_exact,high
Baker Mayfield,QB,CLE,5900,1528,QB,CLE@ARI,17.48,rotoguru_gid,Baker Mayfield,dk,5900,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Justin Fields,QB,CHI,5100,1567,QB,CHI@GB,6.444,rotoguru_gid,Justin Fields,dk,5100,justin fields,CHI,QB,00-0036945,auto_exact,high
Ryan Tannehill,QB,TEN,5900,1410,QB,TEN@BUF,18.408,rotoguru_gid,Ryan Tannehill,dk,5900,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
