Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134304-55050,RB,Christian,Christian McCaffrey,McCaffrey,11.300000190734863,1,9000,MIA@SF,SF,MIA,,,,,,RB/FLEX,Christian McCaffrey,fd,9000,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
134304-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,25.200000762939453,1,9000,SEA@ARI,SEA,ARI,,,,,,WR/FLEX,Jaxon Smith-Njigba,fd,9000,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
134304-86631,WR,CeeDee,CeeDee Lamb,Lamb,12.899999618530272,1,8500,WAS@DAL,DAL,WAS,,,,,,WR/FLEX,CeeDee Lamb,fd,8500,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
134304-138820,RB,De'Von,De'Von Achane,Achane,8.600000381469727,1,8200,MIA@SF,MIA,SF,,,,,,RB/FLEX,De'Von Achane,fd,8200,devon achane,MIA,RB,classic,00-0039040,auto_exact,high
134304-32384,WR,Mike,Mike Evans,Evans,13.899999618530272,1,8200,MIA@SF,SF,MIA,,,,,,WR/FLEX,Mike Evans,fd,8200,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
134304-85607,QB,Brock,Brock Purdy,Purdy,22.100000381469727,1,8100,MIA@SF,SF,MIA,,,,,,QB,Brock Purdy,fd,8100,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
134304-110246,WR,George,George Pickens,Pickens,4.300000190734863,1,8000,WAS@DAL,DAL,WAS,,,,,,WR/FLEX,George Pickens,fd,8000,george pickens,DAL,WR,classic,00-0037247,auto_exact,high
134304-31716,QB,Dak,Dak Prescott,Prescott,15.399999618530272,1,8000,WAS@DAL,DAL,WAS,,,,,,QB,Dak Prescott,fd,8000,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
134304-102785,QB,Jayden,Jayden Daniels,Daniels,17.65999984741211,1,7900,WAS@DAL,WAS,DAL,,,,,,QB,Jayden Daniels,fd,7900,jayden daniels,WAS,QB,classic,00-0039910,auto_exact,high
134304-89951,QB,Trevor,Trevor Lawrence,Lawrence,26.100000381469727,1,7800,JAC@DEN,JAC,DEN,,,,,,QB,Trevor Lawrence,fd,7800,trevor lawrence,JAX,QB,classic,00-0036971,auto_exact,high
