site,season,week,slate_id,slate_type,contest_id,contest_type,field_size,player_id,player_name,roster_role,slate_format,actual_ownership_pct,estimated_ownership_pct_at_lock,source,logged_at
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039146,Jayden Reed,,classic,2.51,1.8289661597483784,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037248,James Cook III,,classic,2.45,4.234248095918502,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036139,Rico Dowdle,,classic,2.27,3.1526405644027937,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0035659,Terry McLaurin,,classic,2.25,2.174802784990212,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_MIA,Dolphins,,classic,2.2,1.8582391325749643,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041523,Caleb Douglas,,classic,2.11,0.103245030432415,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0030565,Geno Smith,,classic,2.06,0.627973542052202,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0034857,Josh Allen,,classic,2.02,3.488147347284781,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038935,Brenton Strange,,classic,1.97,3.37149631153361,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0035229,T.J. Hockenson,,classic,1.96,3.1918105497571423,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039880,Malik Washington,,classic,1.86,1.426850638433497,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038393,Dontayvion Wicks,,classic,1.75,1.0297593785494683,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038994,Jordan Addison,,classic,1.74,4.270588667231548,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_BAL,Ravens,,classic,1.66,3.515147346331925,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0031588,Stefon Diggs,,classic,1.61,2.4590038895023563,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_ARI,Cardinals,,classic,1.6,1.658848337946618,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0034383,Dalton Schultz,,classic,1.58,2.1727856369229093,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040784,Quinshon Judkins,,classic,1.5499999999999998,0.599386023126221,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039919,Rome Odunze,,classic,1.5399999999999998,7.739736542974818,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041438,Carnell Tate,,classic,1.52,0.161399461214799,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0029604,Kirk Cousins,,classic,1.5,1.119956477081492,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039893,Brian Thomas Jr.,,classic,1.49,4.113833918901877,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038933,Dalton Kincaid,,classic,1.46,3.031535027942198,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037291,Jalen Nailor,,classic,1.45,1.799768473593269,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040870,Ja'Kobi Lane,,classic,1.4,0.2208540910807365,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0035710,Daniel Jones,,classic,1.4,3.633119984595127,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_ATL,Falcons,,classic,1.37,0.3981844207676897,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_IND,Colts,,classic,1.37,2.146387989628144,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039890,Adonai Mitchell,,classic,1.3299999999999998,1.6650056062492589,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040667,Matthew Golden,,classic,1.32,2.358722896871233,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041525,Chris Bell,,classic,1.3,0.1241972855090251,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036555,Chuba Hubbard,,classic,1.3,2.744438462291833,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041547,KC Concepcion,,classic,1.27,0.1410107774958104,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_GB,Packers,,classic,1.26,4.753140614741878,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0030279,Keenan Allen,,classic,1.24,6.297376756518741,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037525,Jordan Mason,,classic,1.21,0.90584611212649,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036264,Jordan Love,,classic,1.12,1.96575996029732,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040189,Oronde Gadsden II,,classic,1.09,6.396615155113385,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040867,Makai Lemon,,classic,1.09,0.252019322159231,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037261,Khalil Shakir,,classic,1.08,2.176035195479813,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038608,Kayshon Boutte,,classic,1.08,1.5037570673760243,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_CIN,Bengals,,classic,1.0,6.904195956396694,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037263,Tyler Allgeier,,classic,0.99,1.1206008375170775,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0033119,Jacoby Brissett,,classic,0.98,1.1855720461118229,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_CAR,Panthers,,classic,0.91,0.6002557892295489,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040676,Cam Ward,,classic,0.9,0.8036775841659377,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036259,Jauan Jennings,,classic,0.8400000000000001,4.981909760490058,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037252,Greg Dulcich,,classic,0.83,1.3040127937713013,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0034829,Mike Gesicki,,classic,0.75,6.335780529684528,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040878,Mike Washington Jr.,,classic,0.75,0.0230417080361522,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_BUF,Bills,,classic,0.73,1.1038410963931524,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0033885,David Njoku,,classic,0.7200000000000001,0.1419889675516827,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_TB,Buccaneers,,classic,0.71,0.8377244376786154,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_WAS,Commanders,,classic,0.7,0.7899902714065583,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038046,Charlie Kolar,,classic,0.6900000000000001,2.8981020489734908,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039910,Jayden Daniels,,classic,0.68,1.0764163820412096,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0033662,Cooper Rush,,classic,0.65,0.0,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0034960,Jakobi Meyers,,classic,0.6299999999999999,4.484126616277632,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0031610,Darren Waller,,classic,0.62,1.42238823829986,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036407,Jerry Jeudy,,classic,0.5900000000000001,1.266997071962723,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037809,Chig Okonkwo,,classic,0.5700000000000001,1.7154280864362617,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039163,C.J. Stroud,,classic,0.57,1.485982025539657,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040584,Gunnar Helm,,classic,0.56,1.1140191953844842,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038611,Chris Rodriguez Jr.,,classic,0.54,0.3676158090232201,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0023459,Aaron Rodgers,,classic,0.54,2.9385148029514228,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040583,Woody Marks,,classic,0.54,0.6193449425434611,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0033293,Aaron Jones Sr.,,classic,0.53,5.949806943201188,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,DST_NO,Saints,,classic,0.5,0.9199501476930246,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036550,Rashod Bateman,,classic,0.49,1.1421451444576805,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036894,Pat Freiermuth,,classic,0.49,3.184349960566062,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0034837,Calvin Ridley,,classic,0.4599999999999999,0.0,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040736,Mason Taylor,,classic,0.3999999999999999,1.1880562729738384,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040236,Kyle Monangai,,classic,0.39,5.634828087020072,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039344,Jonathon Brooks,,classic,0.38,0.0357749883353345,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041048,Ted Hurst III,,classic,0.37,0.2140436434204011,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040242,Jacory Croskey-Merritt,,classic,0.34,1.0785836190982911,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041027,Jeremiyah Love,,classic,0.3299999999999999,0.029280704449346,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039338,Brock Bowers,,classic,0.28,0.643118142193579,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041067,Bryce Lance,,classic,0.2799999999999999,0.1378616845762836,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040718,Travis Hunter,,classic,0.26,0.177154334300769,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038619,Andrei Iosivas,,classic,0.26,6.584420705284577,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041032,Kenyon Sadiq,,classic,0.26,0.1127610899610994,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0041051,Zavion Thomas,,classic,0.25,0.2175792488198231,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0040669,Isaac TeSlaa,,classic,0.24,8.17784491812763,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038618,Xavier Hutchinson,,classic,0.23,2.389720178576897,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039032,Tyjae Spears,,classic,0.21,0.9499819597794846,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0033537,Deshaun Watson,,classic,0.18,0.0331026362254911,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0036290,Cole Kmet,,classic,0.15,3.4865757594753446,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0039901,Keon Coleman,,classic,0.15,0.3870662167451775,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0038454,Keaton Mitchell,,classic,0.15,5.344951245767558,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0032464,Kalif Raymond,,classic,0.14,1.8572878941780555,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
dk,2026,1,dk_classic_wk1_main_13Sep2026,regular_season,,single_entry_gpp,15854,00-0037746,Brian Robinson Jr.,,classic,0.14,0.0790171272032397,"DK contest results export (dk_classic_wk1_main_final_results_13Sep2026.csv), 15854-entry single-entry GPP, 2026-09-14",2026-09-14T12:14:40+00:00
