Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134503-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,27.200000762939453,2,9200,NYJ@DET,DET,NYJ,,,,,,RB/FLEX,Jahmyr Gibbs,fd,9200,jahmyr gibbs,DET,RB,classic,00-0039139,auto_exact,high
134503-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,33.099998474121094,2,9200,SEA@WAS,SEA,WAS,,,,,,WR/FLEX,Jaxon Smith-Njigba,fd,9200,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
134503-62239,QB,Josh,Josh Allen,Allen,39.7400016784668,2,9100,LAC@BUF,BUF,LAC,,,,,,QB,Josh Allen,fd,9100,josh allen,BUF,QB,classic,00-0034857,auto_exact,high
134503-39280,RB,Derrick,Derrick Henry,Henry,27.0,2,9000,BAL@DAL,BAL,DAL,,,,,,RB/FLEX,Derrick Henry,fd,9000,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
134503-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,28.700000762939453,2,9000,NYJ@DET,DET,NYJ,,,,,,WR/FLEX,Amon-Ra St. Brown,fd,9000,amon ra st brown,DET,WR,classic,00-0036963,auto_exact,high
134503-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,12.600000381469728,2,8900,CIN@PIT,CIN,PIT,,,,,,WR/FLEX,Ja'Marr Chase,fd,8900,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
134503-55050,RB,Christian,Christian McCaffrey,McCaffrey,15.949999809265137,2,8900,ARI@SF,SF,ARI,,,,,,RB/FLEX,Christian McCaffrey,fd,8900,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
134503-86631,WR,CeeDee,CeeDee Lamb,Lamb,23.600000381469727,2,8600,BAL@DAL,DAL,BAL,,,,,,WR/FLEX,CeeDee Lamb,fd,8600,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
134503-63115,QB,Lamar,Lamar Jackson,Jackson,21.8799991607666,2,8600,BAL@DAL,BAL,DAL,,,,,,QB,Lamar Jackson,fd,8600,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
134503-89675,RB,Jonathan,Jonathan Taylor,Taylor,25.399999618530277,2,8500,HOU@IND,IND,HOU,,,,,,RB/FLEX,Jonathan Taylor,fd,8500,jonathan taylor,IND,RB,classic,00-0036223,auto_exact,high
134503-85671,WR,Justin,Justin Jefferson,Jefferson,17.100000381469727,2,8400,MIN@TB,MIN,TB,,,,,,WR/FLEX,Justin Jefferson,fd,8400,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
134503-103342,RB,Kenneth,Kenneth Walker III,Walker III,29.700000762939453,2,8300,KC@MIA,KC,MIA,,,,,,RB/FLEX,Kenneth Walker III,fd,8300,kenneth walker,KC,RB,classic,00-0038134,auto_fallback_team_mismatch,medium
134503-31716,QB,Dak,Dak Prescott,Prescott,22.57999992370605,2,8300,BAL@DAL,DAL,BAL,,,,,,QB,Dak Prescott,fd,8300,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
134503-85607,QB,Brock,Brock Purdy,Purdy,25.290000915527344,2,8200,ARI@SF,SF,ARI,,,,,,QB,Brock Purdy,fd,8200,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
134503-57439,QB,Patrick,Patrick Mahomes,Mahomes,27.31999969482422,2,8100,KC@MIA,KC,MIA,,,,,,QB,Patrick Mahomes,fd,8100,patrick mahomes,KC,QB,classic,00-0033873,auto_exact,high
134503-91626,RB,James,James Cook III,Cook III,15.899999618530272,2,8100,LAC@BUF,BUF,LAC,,,,,,RB/FLEX,James Cook III,fd,8100,james cook,BUF,RB,classic,00-0037248,auto_exact,high
134503-87770,WR,Chris,Chris Olave,Olave,22.399999618530277,2,8100,LV@NO,NO,LV,,,,,,WR/FLEX,Chris Olave,fd,8100,chris olave,NO,WR,classic,00-0037239,auto_exact,high
134503-63336,QB,Joe,Joe Burrow,Burrow,15.670000076293944,2,8000,CIN@PIT,CIN,PIT,,,,,,QB,Joe Burrow,fd,8000,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
134503-151761,WR,Malik,Malik Nabers,Nabers,5.25,2,7900,TEN@NYG,NYG,TEN,Q,Shoulder,,,,WR/FLEX,Malik Nabers,fd,7900,malik nabers,NYG,WR,classic,00-0039337,auto_exact,high
134503-38435,QB,Jared,Jared Goff,Goff,24.61000061035156,2,7900,NYJ@DET,DET,NYJ,,,,,,QB,Jared Goff,fd,7900,jared goff,DET,QB,classic,00-0033106,auto_exact,high
134503-138820,RB,De'Von,De'Von Achane,Achane,9.699999809265137,2,7900,KC@MIA,MIA,KC,,,,,,RB/FLEX,De'Von Achane,fd,7900,devon achane,MIA,RB,classic,00-0039040,auto_exact,high
134503-102785,QB,Jayden,Jayden Daniels,Daniels,16.200000762939453,2,7800,SEA@WAS,WAS,SEA,D,Elbow,,,,QB,Jayden Daniels,fd,7800,jayden daniels,WAS,QB,classic,00-0039910,auto_exact,high
134503-151966,QB,Jaxson,Jaxson Dart,Dart,13.699999809265137,2,7800,TEN@NYG,NYG,TEN,D,Knee - mcl,,,,QB,Jaxson Dart,fd,7800,jaxson dart,NYG,QB,classic,00-0040691,auto_exact,high
134503-32384,WR,Mike,Mike Evans,Evans,10.399999618530272,2,7800,ARI@SF,SF,ARI,Q,Hip,,,,WR/FLEX,Mike Evans,fd,7800,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
134503-167031,RB,Ashton,Ashton Jeanty,Jeanty,20.5,2,7700,LV@NO,LV,NO,,,,,,RB/FLEX,Ashton Jeanty,fd,7700,ashton jeanty,LV,RB,classic,00-0040122,auto_exact,high
134503-110246,WR,George,George Pickens,Pickens,5.650000095367432,2,7700,BAL@DAL,DAL,BAL,,,,,,WR/FLEX,George Pickens,fd,7700,george pickens,DAL,WR,classic,00-0037247,auto_exact,high
134503-89951,QB,Trevor,Trevor Lawrence,Lawrence,16.6299991607666,2,7700,NE@JAC,JAC,NE,,,,,,QB,Trevor Lawrence,fd,7700,trevor lawrence,JAX,QB,classic,00-0036971,auto_exact,high
