Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Jameis Winston,QB,TB,5800,1465,QB,TB@ATL,8.5,rotoguru_gid,Jameis Winston,dk,5800,jameis winston,TB,QB,00-0031503,auto_exact,high
Patrick Mahomes II,QB,KC,6900,1523,QB,KC@NE,29.024,rotoguru_gid,Patrick Mahomes II,dk,6900,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Aaron Rodgers,QB,GB,6600,1252,QB,GB@SF,22.316,rotoguru_gid,Aaron Rodgers,dk,6600,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Mitchell Trubisky,QB,CHI,5300,1519,QB,CHI@MIA,21.375,rotoguru_gid,Mitchell Trubisky,dk,5300,mitchell trubisky,CHI,QB,00-0033869,auto_exact,high
Brock Osweiler,QB,MIA,4300,1414,QB,MIA@CHI,6.1,rotoguru_gid,Brock Osweiler,dk,4300,brock osweiler,MIA,QB,00-0029682,auto_exact,high
Matt Ryan,QB,ATL,6800,1301,QB,ATL@TB,26.468,rotoguru_gid,Matt Ryan,dk,6800,matt ryan,ATL,QB,00-0026143,auto_exact,high
Dak Prescott,QB,DAL,4700,1501,QB,DAL@JAX,13.508,rotoguru_gid,Dak Prescott,dk,4700,dak prescott,DAL,QB,00-0033077,auto_exact,high
Andrew Luck,QB,IND,6200,1409,QB,IND@NYJ,23.588,rotoguru_gid,Andrew Luck,dk,6200,andrew luck,IND,QB,00-0029668,auto_exact,high
Tom Brady,QB,NE,6600,1131,QB,NE@KC,20.332,rotoguru_gid,Tom Brady,dk,6600,tom brady,NE,QB,00-0019596,auto_exact,high
Ben Roethlisberger,QB,PIT,6500,1232,QB,PIT@CIN,25.092,rotoguru_gid,Ben Roethlisberger,dk,6500,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Carson Wentz,QB,PHI,6100,1514,QB,PHI@NYG,20.986666666666665,rotoguru_gid,Carson Wentz,dk,6100,carson wentz,PHI,QB,00-0032950,auto_exact,high
Cam Newton,QB,CAR,6100,1378,QB,CAR@WAS,24.455,rotoguru_gid,Cam Newton,dk,6100,cam newton,CAR,QB,00-0027939,auto_exact,high
Case Keenum,QB,DEN,5500,1435,QB,DEN@LA,16.240000000000002,rotoguru_gid,Case Keenum,dk,5500,case keenum,DEN,QB,00-0028986,auto_exact,high
Russell Wilson,QB,SEA,5700,1412,QB,SEA@LV,16.728,rotoguru_gid,Russell Wilson,dk,5700,russell wilson,SEA,QB,00-0029263,auto_exact,high
Kirk Cousins,QB,MIN,6700,1415,QB,MIN@ARI,24.944,rotoguru_gid,Kirk Cousins,dk,6700,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Sam Darnold,QB,NYJ,5300,1524,QB,NYJ@IND,13.788,rotoguru_gid,Sam Darnold,dk,5300,sam darnold,NYJ,QB,00-0034869,auto_exact,high
C.J. Beathard,QB,SF,5200,1520,QB,SF@GB,15.826666666666668,rotoguru_gid,C.J. Beathard,dk,5200,cj beathard,SF,QB,00-0033936,auto_exact,high
Andy Dalton,QB,CIN,6300,1403,QB,CIN@PIT,21.58,rotoguru_gid,Andy Dalton,dk,6300,andy dalton,CIN,QB,00-0027973,auto_exact,high
Alex Smith,QB,WAS,5400,1254,QB,WAS@CAR,16.545,rotoguru_gid,Alex Smith,dk,5400,alex smith,WAS,QB,00-0023436,auto_exact,high
Philip Rivers,QB,LAC,5900,1231,QB,LAC@CLE,23.96,rotoguru_gid,Philip Rivers,dk,5900,philip rivers,LAC,QB,00-0022942,auto_exact,high
Baker Mayfield,QB,CLE,5500,1528,QB,CLE@LAC,16.206666666666667,rotoguru_gid,Baker Mayfield,dk,5500,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Joe Flacco,QB,BAL,5200,1302,QB,BAL@TEN,19.66,rotoguru_gid,Joe Flacco,dk,5200,joe flacco,BAL,QB,00-0026158,auto_exact,high
Blake Bortles,QB,JAX,5600,1442,QB,JAX@DAL,23.328,rotoguru_gid,Blake Bortles,dk,5600,blake bortles,JAX,QB,00-0031407,auto_exact,high
Eli Manning,QB,NYG,5300,1225,QB,NYG@PHI,16.488,rotoguru_gid,Eli Manning,dk,5300,eli manning,NYG,QB,00-0022803,auto_exact,high
Josh Rosen,QB,ARI,4700,1525,QB,ARI@MIN,8.213333333333333,rotoguru_gid,Josh Rosen,dk,4700,josh rosen,ARI,QB,00-0034343,auto_exact,high
Jared Goff,QB,LA,6000,1490,QB,LA@DEN,26.156,rotoguru_gid,Jared Goff,dk,6000,jared goff,LA,QB,00-0033106,auto_exact,high
Deshaun Watson,QB,HOU,6400,1518,QB,HOU@BUF,25.788,rotoguru_gid,Deshaun Watson,dk,6400,deshaun watson,HOU,QB,00-0033537,auto_exact,high
Marcus Mariota,QB,TEN,5400,1466,QB,TEN@BAL,13.06,rotoguru_gid,Marcus Mariota,dk,5400,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Derek Carr,QB,LV,5100,1441,QB,LV@SEA,19.428,rotoguru_gid,Derek Carr,dk,5100,derek carr,LV,QB,00-0031280,auto_exact,high
Josh Allen,QB,BUF,4700,1529,QB,BUF@HOU,12.684,rotoguru_gid,Josh Allen,dk,4700,josh allen,BUF,QB,00-0034857,auto_exact,high
Nathan Peterman,QB,BUF,4000,1522,QB,BUF@HOU,-0.94,rotoguru_gid,Nathan Peterman,dk,4000,nathan peterman,BUF,QB,00-0033958,auto_exact,high
Lamar Jackson,QB,BAL,4500,1527,QB,BAL@TEN,1.632,rotoguru_gid,Lamar Jackson,dk,4500,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Geno Smith,QB,LAC,4300,1426,QB,LAC@CLE,-0.1,rotoguru_gid,Geno Smith,dk,4300,geno smith,LAC,QB,00-0030565,auto_exact,high
Cooper Rush,QB,DAL,4200,1521,QB,DAL@JAX,,rotoguru_gid,Cooper Rush,dk,4200,cooper rush,DAL,QB,,,
Joe Webb,QB,HOU,4000,5071,QB,HOU@BUF,0.0,rotoguru_gid,Joe Webb,dk,4000,joe webb,HOU,QB,00-0027796,auto_exact,high
Chad Kelly,QB,DEN,4500,1533,QB,DEN@LA,,rotoguru_gid,Chad Kelly,dk,4500,chad kelly,DEN,QB,00-0033597,auto_exact,high
Saquon Barkley,RB,NYG,7400,5614,RB,NYG@PHI,24.44,rotoguru_gid,Saquon Barkley,dk,7400,saquon barkley,NYG,RB,00-0034844,auto_exact,high
Todd Gurley,RB,LA,10000,2992,RB,LA@DEN,29.3,rotoguru_gid,Todd Gurley,dk,10000,todd gurley,LA,RB,00-0032241,auto_exact,high
Melvin Gordon,RB,LAC,8200,2991,RB,LAC@CLE,26.7,rotoguru_gid,Melvin Gordon,dk,8200,melvin gordon,LAC,RB,00-0032144,auto_exact,high
Kareem Hunt,RB,KC,6600,5560,RB,KC@NE,16.439999999999998,rotoguru_gid,Kareem Hunt,dk,6600,kareem hunt,KC,RB,00-0033923,auto_exact,high
James Conner,RB,PIT,7700,5537,RB,PIT@CIN,23.82,rotoguru_gid,James Conner,dk,7700,james conner,PIT,RB,00-0033553,auto_exact,high
Latavius Murray,RB,MIN,4700,2899,RB,MIN@ARI,5.52,rotoguru_gid,Latavius Murray,dk,4700,latavius murray,MIN,RB,00-0030513,auto_exact,high
Sony Michel,RB,NE,5800,5615,RB,NE@KC,12.3,rotoguru_gid,Sony Michel,dk,5800,sony michel,NE,RB,00-0034845,auto_exact,high
Tarik Cohen,RB,CHI,4600,5564,RB,CHI@MIA,13.45,rotoguru_gid,Tarik Cohen,dk,4600,tarik cohen,CHI,RB,00-0033556,auto_exact,high
Ezekiel Elliott,RB,DAL,7000,5444,RB,DAL@JAX,21.7,rotoguru_gid,Ezekiel Elliott,dk,7000,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
Peyton Barber,RB,TB,3500,5507,RB,TB@ATL,4.525,rotoguru_gid,Peyton Barber,dk,3500,peyton barber,TB,RB,00-0032741,auto_exact,high
Joe Mixon,RB,CIN,7500,5535,RB,CIN@PIT,18.7,rotoguru_gid,Joe Mixon,dk,7500,joe mixon,CIN,RB,00-0033897,auto_exact,high
Alex Collins,RB,BAL,4600,5450,RB,BAL@TEN,10.88,rotoguru_gid,Alex Collins,dk,4600,alex collins,BAL,RB,00-0032426,auto_exact,high
Frank Gore,RB,MIA,3700,2467,RB,MIA@CHI,6.539999999999999,rotoguru_gid,Frank Gore,dk,3700,frank gore,MIA,RB,00-0023500,auto_exact,high
Corey Clement,RB,PHI,4400,5583,RB,PHI@NYG,10.866666666666667,rotoguru_gid,Corey Clement,dk,4400,corey clement,PHI,RB,00-0033725,auto_exact,high
Duke Johnson,RB,CLE,3700,2997,RB,CLE@LAC,6.119999999999999,rotoguru_gid,Duke Johnson,dk,3700,duke johnson,CLE,RB,00-0032257,auto_exact,high
James White,RB,NE,6900,2954,RB,NE@KC,20.0,rotoguru_gid,James White,dk,6900,james white,NE,RB,00-0031062,auto_exact,high
David Johnson,RB,ARI,5900,5395,RB,ARI@MIN,16.04,rotoguru_gid,David Johnson,dk,5900,david johnson,ARI,RB,00-0032187,auto_exact,high
Christian McCaffrey,RB,CAR,8300,5536,RB,CAR@WAS,22.525,rotoguru_gid,Christian McCaffrey,dk,8300,christian mccaffrey,CAR,RB,00-0033280,auto_exact,high
Phillip Lindsay,RB,DEN,4500,5630,RB,DEN@LA,12.46,rotoguru_gid,Phillip Lindsay,dk,4500,phillip lindsay,DEN,RB,00-0034109,auto_exact,high
LeSean McCoy,RB,BUF,5500,2707,RB,BUF@HOU,8.350000000000001,rotoguru_gid,LeSean McCoy,dk,5500,lesean mccoy,BUF,RB,00-0027029,auto_exact,high
Jalen Richard,RB,LV,3400,5490,RB,LV@SEA,9.48,rotoguru_gid,Jalen Richard,dk,3400,jalen richard,LV,RB,00-0033025,auto_exact,high
Matt Breida,RB,SF,5500,5567,RB,SF@GB,14.38,rotoguru_gid,Matt Breida,dk,5500,matt breida,SF,RB,00-0033308,auto_exact,high
Tevin Coleman,RB,ATL,5400,2994,RB,ATL@TB,11.88,rotoguru_gid,Tevin Coleman,dk,5400,tevin coleman,ATL,RB,00-0032058,auto_exact,high
Kenyan Drake,RB,MIA,4600,5446,RB,MIA@CHI,11.34,rotoguru_gid,Kenyan Drake,dk,4600,kenyan drake,MIA,RB,00-0033118,auto_exact,high
Marlon Mack,RB,IND,3800,5548,RB,IND@NYJ,2.3,rotoguru_gid,Marlon Mack,dk,3800,marlon mack,IND,RB,00-0033951,auto_exact,high
Ty Montgomery,RB,GB,3600,5392,RB,GB@SF,7.279999999999999,rotoguru_gid,Ty Montgomery,dk,3600,ty montgomery,GB,RB,00-0032200,auto_fallback_name_only_position_mismatch,low
Ito Smith,RB,ATL,3100,5658,RB,ATL@TB,8.675,rotoguru_gid,Ito Smith,dk,3100,ito smith,ATL,RB,00-0034378,auto_exact,high
T.J. Yeldon,RB,JAX,6400,2993,RB,JAX@DAL,18.04,rotoguru_gid,T.J. Yeldon,dk,6400,tj yeldon,JAX,RB,00-0032209,auto_exact,high
Adrian Peterson,RB,WAS,4800,2553,RB,WAS@CAR,16.2,rotoguru_gid,Adrian Peterson,dk,4800,adrian peterson,WAS,RB,00-0025394,auto_exact,high
Lamar Miller,RB,HOU,4700,2859,RB,HOU@BUF,10.225,rotoguru_gid,Lamar Miller,dk,4700,lamar miller,HOU,RB,00-0029615,auto_exact,high
Rashaad Penny,RB,SEA,3600,5618,RB,SEA@LV,3.3400000000000007,rotoguru_gid,Rashaad Penny,dk,3600,rashaad penny,SEA,RB,00-0034750,auto_exact,high
Marshawn Lynch,RB,LV,5300,2552,RB,LV@SEA,14.62,rotoguru_gid,Marshawn Lynch,dk,5300,marshawn lynch,LV,RB,00-0025399,auto_exact,high
Raheem Mostert,RB,SF,3300,5414,RB,SF@GB,0.54,rotoguru_gid,Raheem Mostert,dk,3300,raheem mostert,SF,RB,00-0031687,auto_exact,high
Isaiah Crowell,RB,NYJ,5000,2969,RB,NYJ@IND,16.919999999999998,rotoguru_gid,Isaiah Crowell,dk,5000,isaiah crowell,NYJ,RB,00-0030656,auto_exact,high
Alfred Blue,RB,HOU,4400,2960,RB,HOU@BUF,7.779999999999999,rotoguru_gid,Alfred Blue,dk,4400,alfred blue,HOU,RB,00-0031075,auto_exact,high
