Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Cam Newton,QB,CAR,7800,1378,QB,CAR@NYG,24.49846153846154,rotoguru_gid,Cam Newton,dk,7800,cam newton,CAR,QB,00-0027939,auto_exact,high
Kirk Cousins,QB,WAS,5200,1415,QB,WAS@BUF,18.103076923076923,rotoguru_gid,Kirk Cousins,dk,5200,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Teddy Bridgewater,QB,MIN,5100,1439,QB,MIN@CHI,13.10923076923077,rotoguru_gid,Teddy Bridgewater,dk,5100,teddy bridgewater,MIN,QB,00-0031237,auto_exact,high
Brock Osweiler,QB,DEN,5100,1414,QB,DEN@PIT,13.86,rotoguru_gid,Brock Osweiler,dk,5100,brock osweiler,DEN,QB,00-0029682,auto_exact,high
Drew Brees,QB,NO,6600,1151,QB,NO@DET,22.238333333333333,rotoguru_gid,Drew Brees,dk,6600,drew brees,NO,QB,00-0020531,auto_exact,high
Ben Roethlisberger,QB,PIT,6400,1232,QB,PIT@DEN,22.773333333333333,rotoguru_gid,Ben Roethlisberger,dk,6400,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Tyrod Taylor,QB,BUF,5600,1400,QB,BUF@WAS,20.005454545454544,rotoguru_gid,Tyrod Taylor,dk,5600,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Russell Wilson,QB,SEA,7000,1412,QB,SEA@CLE,21.62769230769231,rotoguru_gid,Russell Wilson,dk,7000,russell wilson,SEA,QB,00-0029263,auto_exact,high
Philip Rivers,QB,SDG,5500,1231,QB,SDG@MIA,20.49076923076923,rotoguru_gid,Philip Rivers,dk,5500,philip rivers,SDG,QB,00-0022942,auto_fallback_team_mismatch,medium
Blake Bortles,QB,JAX,6100,1442,QB,JAX@ATL,22.38923076923077,rotoguru_gid,Blake Bortles,dk,6100,blake bortles,JAX,QB,00-0031407,auto_exact,high
Eli Manning,QB,NYG,5600,1225,QB,NYG@CAR,20.45384615384615,rotoguru_gid,Eli Manning,dk,5600,eli manning,NYG,QB,00-0022803,auto_exact,high
Jameis Winston,QB,TB,5500,1465,QB,TB@LA,17.91076923076923,rotoguru_gid,Jameis Winston,dk,5500,jameis winston,TB,QB,00-0031503,auto_exact,high
Sam Bradford,QB,PHI,5100,1344,QB,PHI@ARI,14.532727272727271,rotoguru_gid,Sam Bradford,dk,5100,sam bradford,PHI,QB,00-0027854,auto_exact,high
Matthew Stafford,QB,DET,6100,1340,QB,DET@NO,18.743076923076924,rotoguru_gid,Matthew Stafford,dk,6100,matthew stafford,DET,QB,00-0026498,auto_exact,high
Derek Carr,QB,LV,5600,1441,QB,LV@GB,19.763076923076923,rotoguru_gid,Derek Carr,dk,5600,derek carr,LV,QB,00-0031280,auto_exact,high
Jimmy Clausen,QB,BAL,5000,1350,QB,BAL@KC,4.23,rotoguru_gid,Jimmy Clausen,dk,5000,jimmy clausen,BAL,QB,00-0027659,auto_exact,high
Tom Brady,QB,NE,7800,1131,QB,NE@TEN,26.04769230769231,rotoguru_gid,Tom Brady,dk,7800,tom brady,NE,QB,00-0019596,auto_exact,high
Case Keenum,QB,LA,5000,1435,QB,LA@TB,3.866666666666667,rotoguru_gid,Case Keenum,dk,5000,case keenum,LA,QB,00-0028986,auto_exact,high
Ryan Fitzpatrick,QB,NYJ,5400,1242,QB,NYJ@DAL,19.335384615384616,rotoguru_gid,Ryan Fitzpatrick,dk,5400,ryan fitzpatrick,NYJ,QB,00-0023682,auto_exact,high
Zach Mettenberger,QB,TEN,5000,1440,QB,TEN@NE,4.1850000000000005,rotoguru_gid,Zach Mettenberger,dk,5000,zach mettenberger,TEN,QB,00-0031266,auto_exact,high
Jay Cutler,QB,CHI,5300,1263,QB,CHI@MIN,17.323333333333334,rotoguru_gid,Jay Cutler,dk,5300,jay cutler,CHI,QB,00-0024226,auto_exact,high
Ryan Tannehill,QB,MIA,5100,1410,QB,MIA@SDG,17.823076923076922,rotoguru_gid,Ryan Tannehill,dk,5100,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Carson Palmer,QB,ARI,7000,1207,QB,ARI@PHI,23.732307692307693,rotoguru_gid,Carson Palmer,dk,7000,carson palmer,ARI,QB,00-0021429,auto_exact,high
Blaine Gabbert,QB,SF,5100,1381,QB,SF@CIN,18.436,rotoguru_gid,Blaine Gabbert,dk,5100,blaine gabbert,SF,QB,00-0027948,auto_exact,high
Matt Ryan,QB,ATL,5700,1301,QB,ATL@JAX,16.56923076923077,rotoguru_gid,Matt Ryan,dk,5700,matt ryan,ATL,QB,00-0026143,auto_exact,high
Alex Smith,QB,KC,5100,1254,QB,KC@BAL,17.92,rotoguru_gid,Alex Smith,dk,5100,alex smith,KC,QB,00-0023436,auto_exact,high
A.J. McCarron,QB,CIN,5400,1467,QB,CIN@SF,4.67,rotoguru_gid,A.J. McCarron,dk,5400,aj mccarron,CIN,QB,00-0031288,auto_exact,high
Johnny Manziel,QB,CLE,5100,1438,QB,CLE@SEA,9.9525,rotoguru_gid,Johnny Manziel,dk,5100,johnny manziel,CLE,QB,00-0031409,auto_exact,high
Aaron Rodgers,QB,GB,7400,1252,QB,GB@LV,21.95384615384615,rotoguru_gid,Aaron Rodgers,dk,7400,aaron rodgers,GB,QB,00-0023459,auto_exact,high
