Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,BUF,8800,1529,Josh Allen,Josh,Allen,TEN,25.92,rotoguru_gid,Josh Allen,fd,8800,josh allen,BUF,QB,00-0034857,auto_exact,high
QB,MIN,7100,1415,Kirk Cousins,Kirk,Cousins,CAR,19.588,rotoguru_gid,Kirk Cousins,fd,7100,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,DAL,8100,1501,Dak Prescott,Dak,Prescott,NE,21.144,rotoguru_gid,Dak Prescott,fd,8100,dak prescott,DAL,QB,00-0033077,auto_exact,high
QB,LA,7900,1340,Matthew Stafford,Matthew,Stafford,NYG,21.976,rotoguru_gid,Matthew Stafford,fd,7900,matthew stafford,LA,QB,00-0026498,auto_exact,high
QB,PHI,8300,1554,Jalen Hurts,Jalen,Hurts,TB,25.04,rotoguru_gid,Jalen Hurts,fd,8300,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,ARI,8400,1537,Kyler Murray,Kyler,Murray,CLE,25.096,rotoguru_gid,Kyler Murray,fd,8400,kyler murray,ARI,QB,00-0035228,auto_exact,high
QB,KC,9000,1523,Patrick Mahomes II,Patrick,Mahomes II,WAS,27.380000000000003,rotoguru_gid,Patrick Mahomes II,fd,9000,patrick mahomes,KC,QB,00-0033873,auto_exact,high
QB,CIN,7400,1550,Joe Burrow,Joe,Burrow,DET,18.632,rotoguru_gid,Joe Burrow,fd,7400,joe burrow,CIN,QB,00-0036442,auto_exact,high
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,CHI,18.708,rotoguru_gid,Aaron Rodgers,fd,7700,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,MIA,6600,1551,Tua Tagovailoa,Tua,Tagovailoa,JAX,8.85,rotoguru_gid,Tua Tagovailoa,fd,6600,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
QB,LV,7000,1441,Derek Carr,Derek,Carr,DEN,19.02,rotoguru_gid,Derek Carr,fd,7000,derek carr,LV,QB,00-0031280,auto_exact,high
QB,DEN,6600,1439,Teddy Bridgewater,Teddy,Bridgewater,LV,15.98,rotoguru_gid,Teddy Bridgewater,fd,6600,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
QB,TB,8700,1131,Tom Brady,Tom,Brady,PHI,27.256,rotoguru_gid,Tom Brady,fd,8700,tom brady,TB,QB,00-0019596,auto_exact,high
QB,IND,6700,1514,Carson Wentz,Carson,Wentz,HOU,17.036,rotoguru_gid,Carson Wentz,fd,6700,carson wentz,IND,QB,00-0032950,auto_exact,high
QB,CAR,7500,1524,Sam Darnold,Sam,Darnold,MIN,21.368,rotoguru_gid,Sam Darnold,fd,7500,sam darnold,CAR,QB,00-0034869,auto_exact,high
QB,JAX,6800,1565,Trevor Lawrence,Trevor,Lawrence,MIA,16.168,rotoguru_gid,Trevor Lawrence,fd,6800,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
QB,NE,6500,1572,Mac Jones,Mac,Jones,DAL,13.544,rotoguru_gid,Mac Jones,fd,6500,mac jones,NE,QB,00-0036972,auto_exact,high
QB,CHI,6400,1567,Justin Fields,Justin,Fields,GB,6.444,rotoguru_gid,Justin Fields,fd,6400,justin fields,CHI,QB,00-0036945,auto_exact,high
QB,TEN,7000,1410,Ryan Tannehill,Ryan,Tannehill,BUF,17.208000000000002,rotoguru_gid,Ryan Tannehill,fd,7000,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
QB,BAL,8200,1527,Lamar Jackson,Lamar,Jackson,LAC,26.772,rotoguru_gid,Lamar Jackson,fd,8200,lamar jackson,BAL,QB,00-0034796,auto_exact,high
QB,CLE,6800,1528,Baker Mayfield,Baker,Mayfield,ARI,16.28,rotoguru_gid,Baker Mayfield,fd,6800,baker mayfield,CLE,QB,00-0034855,auto_exact,high
QB,LAC,8000,1552,Justin Herbert,Justin,Herbert,BAL,25.208,rotoguru_gid,Justin Herbert,fd,8000,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,PIT,7100,1232,Ben Roethlisberger,Ben,Roethlisberger,SEA,13.668,rotoguru_gid,Ben Roethlisberger,fd,7100,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,WAS,7300,1487,Taylor Heinicke,Taylor,Heinicke,KC,18.864,rotoguru_gid,Taylor Heinicke,fd,7300,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
QB,SEA,6500,1426,Geno Smith,Geno,Smith,PIT,5.27,rotoguru_gid,Geno Smith,fd,6500,geno smith,SEA,QB,00-0030565,auto_exact,high
QB,DET,6900,1490,Jared Goff,Jared,Goff,CIN,16.464000000000002,rotoguru_gid,Jared Goff,fd,6900,jared goff,DET,QB,00-0033106,auto_exact,high
QB,HOU,6700,1574,Davis Mills,Davis,Mills,IND,10.515,rotoguru_gid,Davis Mills,fd,6700,davis mills,HOU,QB,00-0036898,auto_exact,high
QB,NYG,7200,1539,Daniel Jones,Daniel,Jones,LA,19.996,rotoguru_gid,Daniel Jones,fd,7200,daniel jones,NYG,QB,00-0035710,auto_exact,high
QB,CIN,6400,1504,Brandon Allen,Brandon,Allen,DET,,rotoguru_gid,Brandon Allen,fd,6400,brandon allen,CIN,QB,00-0032434,auto_exact,high
QB,MIA,6600,1496,Jacoby Brissett,Jacoby,Brissett,JAX,11.604,rotoguru_gid,Jacoby Brissett,fd,6600,jacoby brissett,MIA,QB,00-0033119,auto_exact,high
QB,BAL,6100,1562,Tyler Huntley,Tyler,Huntley,LAC,,rotoguru_gid,Tyler Huntley,fd,6100,tyler huntley,BAL,QB,00-0035993,auto_exact,high
QB,CLE,6000,1435,Case Keenum,Case,Keenum,ARI,0.0,rotoguru_gid,Case Keenum,fd,6000,case keenum,CLE,QB,00-0028986,auto_exact,high
QB,ARI,6000,1361,Colt McCoy,Colt,McCoy,CLE,-0.2,rotoguru_gid,Colt McCoy,fd,6000,colt mccoy,ARI,QB,00-0027688,auto_exact,high
QB,LA,6100,1563,John Wolford,John,Wolford,NYG,,rotoguru_gid,John Wolford,fd,6100,john wolford,LA,QB,00-0034899,auto_exact,high
RB,TEN,10500,5445,Derrick Henry,Derrick,Henry,BUF,25.5,rotoguru_gid,Derrick Henry,fd,10500,derrick henry,TEN,RB,00-0032764,auto_exact,high
RB,IND,7500,5820,Jonathan Taylor,Jonathan,Taylor,HOU,15.48,rotoguru_gid,Jonathan Taylor,fd,7500,jonathan taylor,IND,RB,00-0036223,auto_exact,high
RB,TB,6600,5534,Leonard Fournette,Leonard,Fournette,PHI,11.44,rotoguru_gid,Leonard Fournette,fd,6600,leonard fournette,TB,RB,00-0033856,auto_exact,high
RB,CIN,7000,5535,Joe Mixon,Joe,Mixon,DET,12.74,rotoguru_gid,Joe Mixon,fd,7000,joe mixon,CIN,RB,00-0033897,auto_exact,high
RB,LA,7300,5716,Darrell Henderson,Darrell,Henderson,NYG,15.35,rotoguru_gid,Darrell Henderson,fd,7300,darrell henderson,LA,RB,00-0035664,auto_exact,high
RB,KC,5200,5708,Darrel Williams,Darrel,Williams,WAS,5.98,rotoguru_gid,Darrel Williams,fd,5200,darrel williams,KC,RB,00-0034301,auto_exact,high
RB,PIT,8500,5904,Najee Harris,Najee,Harris,SEA,16.5,rotoguru_gid,Najee Harris,fd,8500,najee harris,PIT,RB,00-0036893,auto_exact,high
RB,MIN,8800,5559,Dalvin Cook,Dalvin,Cook,CAR,12.866666666666667,rotoguru_gid,Dalvin Cook,fd,8800,dalvin cook,MIN,RB,00-0033893,auto_exact,high
RB,LV,5300,5446,Kenyan Drake,Kenyan,Drake,DEN,5.2,rotoguru_gid,Kenyan Drake,fd,5300,kenyan drake,LV,RB,00-0033118,auto_exact,high
RB,GB,8000,5543,Aaron Jones,Aaron,Jones,CHI,16.12,rotoguru_gid,Aaron Jones,fd,8000,aaron jones,GB,RB,00-0033293,auto_exact,high
RB,CHI,5500,5912,Khalil Herbert,Khalil,Herbert,GB,1.64,rotoguru_gid,Khalil Herbert,fd,5500,khalil herbert,CHI,RB,00-0036906,auto_exact,high
RB,JAX,8200,5849,James Robinson,James,Robinson,MIA,15.7,rotoguru_gid,James Robinson,fd,8200,james robinson,JAX,RB,00-0035831,auto_exact,high
RB,NE,6200,5715,Damien Harris,Damien,Harris,DAL,7.82,rotoguru_gid,Damien Harris,fd,6200,damien harris,NE,RB,00-0035657,auto_exact,high
RB,SEA,5800,5450,Alex Collins,Alex,Collins,PIT,6.575,rotoguru_gid,Alex Collins,fd,5800,alex collins,SEA,RB,00-0032426,auto_exact,high
RB,DAL,8300,5444,Ezekiel Elliott,Ezekiel,Elliott,NE,18.24,rotoguru_gid,Ezekiel Elliott,fd,8300,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
RB,DET,7100,5822,D'Andre Swift,D'Andre,Swift,CIN,15.339999999999998,rotoguru_gid,D'Andre Swift,fd,7100,dandre swift,DET,RB,00-0036275,auto_exact,high
RB,WAS,5200,5586,J.D. McKissic,J.D.,McKissic,KC,7.8,rotoguru_gid,J.D. McKissic,fd,5200,jd mckissic,WAS,RB,00-0032602,auto_exact,high
