Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Marcus Mariota,QB,TEN,5900,1466,QB,TEN@SDG,18.7575,rotoguru_gid,Marcus Mariota,dk,5900,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Matt Ryan,QB,ATL,7100,1301,QB,ATL@TB,24.9175,rotoguru_gid,Matt Ryan,dk,7100,matt ryan,ATL,QB,00-0026143,auto_exact,high
Drew Brees,QB,NO,7200,1151,QB,NO@SF,25.677142857142854,rotoguru_gid,Drew Brees,dk,7200,drew brees,NO,QB,00-0020531,auto_exact,high
Colin Kaepernick,QB,SF,5600,1404,QB,SF@NO,11.4,rotoguru_gid,Colin Kaepernick,dk,5600,colin kaepernick,SF,QB,00-0027974,auto_exact,high
Aaron Rodgers,QB,GB,7800,1252,QB,GB@IND,23.325714285714287,rotoguru_gid,Aaron Rodgers,dk,7800,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Tyrod Taylor,QB,BUF,5000,1400,QB,BUF@SEA,18.0125,rotoguru_gid,Tyrod Taylor,dk,5000,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Russell Wilson,QB,SEA,6400,1412,QB,SEA@BUF,13.968571428571428,rotoguru_gid,Russell Wilson,dk,6400,russell wilson,SEA,QB,00-0029263,auto_exact,high
Eli Manning,QB,NYG,5700,1225,QB,NYG@PHI,15.98,rotoguru_gid,Eli Manning,dk,5700,eli manning,NYG,QB,00-0022803,auto_exact,high
Dak Prescott,QB,DAL,6100,1501,QB,DAL@CLE,19.63142857142857,rotoguru_gid,Dak Prescott,dk,6100,dak prescott,DAL,QB,00-0033077,auto_exact,high
Jameis Winston,QB,TB,6100,1465,QB,TB@ATL,19.36285714285714,rotoguru_gid,Jameis Winston,dk,6100,jameis winston,TB,QB,00-0031503,auto_exact,high
Blake Bortles,QB,JAX,5800,1442,QB,JAX@KC,20.665714285714284,rotoguru_gid,Blake Bortles,dk,5800,blake bortles,JAX,QB,00-0031407,auto_exact,high
Ben Roethlisberger,QB,PIT,6600,1232,QB,PIT@BAL,23.03333333333333,rotoguru_gid,Ben Roethlisberger,dk,6600,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Philip Rivers,QB,SDG,6500,1231,QB,SDG@TEN,19.4325,rotoguru_gid,Philip Rivers,dk,6500,philip rivers,SDG,QB,00-0022942,auto_fallback_team_mismatch,medium
Trevor Siemian,QB,DEN,5100,1488,QB,DEN@LV,13.497142857142856,rotoguru_gid,Trevor Siemian,dk,5100,trevor siemian,DEN,QB,00-0032156,auto_exact,high
Sam Bradford,QB,MIN,5000,1344,QB,MIN@DET,14.413333333333334,rotoguru_gid,Sam Bradford,dk,5000,sam bradford,MIN,QB,00-0027854,auto_exact,high
Joe Flacco,QB,BAL,5500,1302,QB,BAL@PIT,15.254285714285714,rotoguru_gid,Joe Flacco,dk,5500,joe flacco,BAL,QB,00-0026158,auto_exact,high
Matthew Stafford,QB,DET,5600,1340,QB,DET@MIN,20.72,rotoguru_gid,Matthew Stafford,dk,5600,matthew stafford,DET,QB,00-0026498,auto_exact,high
Carson Wentz,QB,PHI,5100,1514,QB,PHI@NYG,14.577142857142858,rotoguru_gid,Carson Wentz,dk,5100,carson wentz,PHI,QB,00-0032950,auto_exact,high
Case Keenum,QB,LA,5000,1435,QB,LA@CAR,14.617142857142856,rotoguru_gid,Case Keenum,dk,5000,case keenum,LA,QB,00-0028986,auto_exact,high
Andrew Luck,QB,IND,6700,1409,QB,IND@GB,23.5325,rotoguru_gid,Andrew Luck,dk,6700,andrew luck,IND,QB,00-0029668,auto_exact,high
Cam Newton,QB,CAR,7000,1378,QB,CAR@LA,22.07,rotoguru_gid,Cam Newton,dk,7000,cam newton,CAR,QB,00-0027939,auto_exact,high
Cody Kessler,QB,CLE,5000,1492,QB,CLE@DAL,11.416,rotoguru_gid,Cody Kessler,dk,5000,cody kessler,CLE,QB,00-0033104,auto_exact,high
Ryan Fitzpatrick,QB,NYJ,5700,1242,QB,NYJ@MIA,12.52,rotoguru_gid,Ryan Fitzpatrick,dk,5700,ryan fitzpatrick,NYJ,QB,00-0023682,auto_exact,high
Nick Foles,QB,KC,5200,1413,QB,KC@JAX,16.82,rotoguru_gid,Nick Foles,dk,5200,nick foles,KC,QB,00-0029567,auto_exact,high
Ryan Tannehill,QB,MIA,5600,1410,QB,MIA@NYJ,15.714285714285714,rotoguru_gid,Ryan Tannehill,dk,5600,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Mike Glennon,QB,TB,5000,1420,QB,TB@ATL,,rotoguru_gid,Mike Glennon,dk,5000,mike glennon,TB,QB,00-0030520,auto_exact,high
