Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
QB,Joe Burrow (43778065),Joe Burrow,43778065,QB,5500,DET@CIN 08/13/2026 07:00PM ET,CIN,18.2,,Joe Burrow,dk,5500,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
QB,Drake Maye (43778066),Drake Maye,43778066,QB,5500,IND@NE 08/13/2026 07:30PM ET,NE,20.9,,Drake Maye,dk,5500,drake maye,NE,QB,classic,00-0039851,auto_exact,high
QB,Jared Goff (43778067),Jared Goff,43778067,QB,5500,DET@CIN 08/13/2026 07:00PM ET,DET,19.3,,Jared Goff,dk,5500,jared goff,DET,QB,classic,00-0033106,auto_exact,high
QB,Jordan Love (43778068),Jordan Love,43778068,QB,5500,GB@PIT 08/13/2026 07:00PM ET,GB,17.6,,Jordan Love,dk,5500,jordan love,GB,QB,classic,00-0036264,auto_exact,high
QB,Jacoby Brissett (43778069),Jacoby Brissett,43778069,QB,5500,ARI@LV 08/13/2026 08:00PM ET,ARI,18.0,,Jacoby Brissett,dk,5500,jacoby brissett,ARI,QB,classic,00-0033119,auto_exact,high
QB,Brock Purdy (43778070),Brock Purdy,43778070,QB,5500,TEN@SF 08/13/2026 09:00PM ET,SF,20.1,,Brock Purdy,dk,5500,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
QB,Justin Herbert (43778071),Justin Herbert,43778071,QB,5500,LAC@HOU 08/13/2026 08:00PM ET,LAC,19.1,,Justin Herbert,dk,5500,justin herbert,LAC,QB,classic,00-0036355,auto_exact,high
QB,Kirk Cousins (43778072),Kirk Cousins,43778072,QB,5500,ARI@LV 08/13/2026 08:00PM ET,LV,11.3,,Kirk Cousins,dk,5500,kirk cousins,LV,QB,classic,00-0029604,auto_fallback_team_mismatch,medium
QB,C.J. Stroud (43778073),C.J. Stroud,43778073,QB,5500,LAC@HOU 08/13/2026 08:00PM ET,HOU,15.0,,C.J. Stroud,dk,5500,cj stroud,HOU,QB,classic,00-0039163,auto_exact,high
QB,Cam Ward (43778074),Cam Ward,43778074,QB,5500,TEN@SF 08/13/2026 09:00PM ET,TEN,11.8,,Cam Ward,dk,5500,cam ward,TEN,QB,classic,00-0040676,auto_exact,high
QB,Aaron Rodgers (43778075),Aaron Rodgers,43778075,QB,5500,GB@PIT 08/13/2026 07:00PM ET,PIT,14.1,,Aaron Rodgers,dk,5500,aaron rodgers,PIT,QB,classic,00-0023459,auto_exact,high
QB,Daniel Jones (43778076),Daniel Jones,43778076,QB,5500,IND@NE 08/13/2026 07:30PM ET,IND,18.7,,Daniel Jones,dk,5500,daniel jones,IND,QB,classic,00-0035710,auto_exact,high
RB,Christian McCaffrey (43778077),Christian McCaffrey,43778077,RB/FLEX,5500,TEN@SF 08/13/2026 09:00PM ET,SF,24.8,,Christian McCaffrey,dk,5500,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
RB,Jahmyr Gibbs (43778079),Jahmyr Gibbs,43778079,RB/FLEX,5500,DET@CIN 08/13/2026 07:00PM ET,DET,22.3,Q,Jahmyr Gibbs,dk,5500,jahmyr gibbs,DET,RB,classic,00-0039139,auto_exact,high
RB,Chase Brown (43778081),Chase Brown,43778081,RB/FLEX,5500,DET@CIN 08/13/2026 07:00PM ET,CIN,17.2,,Chase Brown,dk,5500,chase brown,CIN,RB,classic,00-0038597,auto_exact,high
RB,Jonathan Taylor (43778083),Jonathan Taylor,43778083,RB/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,IND,22.3,,Jonathan Taylor,dk,5500,jonathan taylor,IND,RB,classic,00-0036223,auto_exact,high
RB,Ashton Jeanty (43778085),Ashton Jeanty,43778085,RB/FLEX,5500,ARI@LV 08/13/2026 08:00PM ET,LV,14.8,,Ashton Jeanty,dk,5500,ashton jeanty,LV,RB,classic,00-0040122,auto_exact,high
RB,Josh Jacobs (43778087),Josh Jacobs,43778087,RB/FLEX,5500,GB@PIT 08/13/2026 07:00PM ET,GB,15.4,Q,Josh Jacobs,dk,5500,josh jacobs,GB,RB,classic,00-0035700,auto_exact,high
RB,Rhamondre Stevenson (43778089),Rhamondre Stevenson,43778089,RB/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,NE,13.2,,Rhamondre Stevenson,dk,5500,rhamondre stevenson,NE,RB,classic,00-0036875,auto_exact,high
RB,Jaylen Warren (43778091),Jaylen Warren,43778091,RB/FLEX,5500,GB@PIT 08/13/2026 07:00PM ET,PIT,13.5,,Jaylen Warren,dk,5500,jaylen warren,PIT,RB,classic,00-0037228,auto_exact,high
RB,Tony Pollard (43778093),Tony Pollard,43778093,RB/FLEX,5500,TEN@SF 08/13/2026 09:00PM ET,TEN,11.6,,Tony Pollard,dk,5500,tony pollard,TEN,RB,classic,00-0035261,auto_exact,high
RB,Omarion Hampton (43778095),Omarion Hampton,43778095,RB/FLEX,5500,LAC@HOU 08/13/2026 08:00PM ET,LAC,13.9,,Omarion Hampton,dk,5500,omarion hampton,LAC,RB,classic,00-0040666,auto_exact,high
RB,David Montgomery (43778097),David Montgomery,43778097,RB/FLEX,5500,LAC@HOU 08/13/2026 08:00PM ET,HOU,10.1,,David Montgomery,dk,5500,david montgomery,HOU,RB,classic,00-0035685,auto_fallback_team_mismatch,medium
RB,Jeremiyah Love (43778099),Jeremiyah Love,43778099,RB/FLEX,5500,ARI@LV 08/13/2026 08:00PM ET,ARI,0.0,,Jeremiyah Love,dk,5500,jeremiyah love,ARI,RB,classic,00-0041027,auto_fallback_team_mismatch,medium
WR,Ja'Marr Chase (43778101),Ja'Marr Chase,43778101,WR/FLEX,5500,DET@CIN 08/13/2026 07:00PM ET,CIN,21.0,,Ja'Marr Chase,dk,5500,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
WR,Amon-Ra St. Brown (43778103),Amon-Ra St. Brown,43778103,WR/FLEX,5500,DET@CIN 08/13/2026 07:00PM ET,DET,19.9,,Amon-Ra St. Brown,dk,5500,amon ra st brown,DET,WR,classic,00-0036963,auto_exact,high
WR,A.J. Brown (43778105),A.J. Brown,43778105,WR/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,NE,15.1,,A.J. Brown,dk,5500,aj brown,NE,WR,classic,00-0035676,auto_fallback_team_mismatch,medium
WR,Nico Collins (43778107),Nico Collins,43778107,WR/FLEX,5500,LAC@HOU 08/13/2026 08:00PM ET,HOU,15.1,,Nico Collins,dk,5500,nico collins,HOU,WR,classic,00-0036554,auto_exact,high
WR,Mike Evans (43778109),Mike Evans,43778109,WR/FLEX,5500,TEN@SF 08/13/2026 09:00PM ET,SF,11.0,Q,Mike Evans,dk,5500,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
WR,DK Metcalf (43778111),DK Metcalf,43778111,WR/FLEX,5500,GB@PIT 08/13/2026 07:00PM ET,PIT,12.5,,DK Metcalf,dk,5500,dk metcalf,PIT,WR,classic,00-0035640,auto_exact,high
WR,Ladd McConkey (43778113),Ladd McConkey,43778113,WR/FLEX,5500,LAC@HOU 08/13/2026 08:00PM ET,LAC,11.4,,Ladd McConkey,dk,5500,ladd mcconkey,LAC,WR,classic,00-0039915,auto_exact,high
WR,Christian Watson (43778115),Christian Watson,43778115,WR/FLEX,5500,GB@PIT 08/13/2026 07:00PM ET,GB,13.5,,Christian Watson,dk,5500,christian watson,GB,WR,classic,00-0038124,auto_exact,high
WR,Marvin Harrison Jr. (43778117),Marvin Harrison Jr.,43778117,WR/FLEX,5500,ARI@LV 08/13/2026 08:00PM ET,ARI,10.7,,Marvin Harrison Jr.,dk,5500,marvin harrison,ARI,WR,classic,00-0039849,auto_exact,high
WR,Alec Pierce (43778119),Alec Pierce,43778119,WR/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,IND,12.6,OUT,Alec Pierce,dk,5500,alec pierce,IND,WR,classic,00-0037664,auto_exact,high
WR,Tre Tucker (43778121),Tre Tucker,43778121,WR/FLEX,5500,ARI@LV 08/13/2026 08:00PM ET,LV,9.7,,Tre Tucker,dk,5500,tre tucker,LV,WR,classic,00-0038563,auto_exact,high
WR,Carnell Tate (43778123),Carnell Tate,43778123,WR/FLEX,5500,TEN@SF 08/13/2026 09:00PM ET,TEN,0.0,,Carnell Tate,dk,5500,carnell tate,TEN,WR,classic,00-0041438,auto_exact,high
TE,Trey McBride (43778125),Trey McBride,43778125,TE/FLEX,5500,ARI@LV 08/13/2026 08:00PM ET,ARI,19.1,,Trey McBride,dk,5500,trey mcbride,ARI,TE,classic,00-0037744,auto_exact,high
TE,Hunter Henry (43778127),Hunter Henry,43778127,TE/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,NE,9.9,,Hunter Henry,dk,5500,hunter henry,NE,TE,classic,00-0033090,auto_exact,high
TE,Tyler Warren (43778129),Tyler Warren,43778129,TE/FLEX,5500,IND@NE 08/13/2026 07:30PM ET,IND,11.1,,Tyler Warren,dk,5500,tyler warren,IND,TE,classic,00-0040128,auto_exact,high
