Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Jahmyr Gibbs (44069774),Jahmyr Gibbs,44069774,RB/FLEX,8000,NO@DET 09/13/2026 01:00PM ET,DET,22.3,,Jahmyr Gibbs,dk,8000,jahmyr gibbs,DET,RB,classic,00-0039139,auto_exact,high
WR,Ja'Marr Chase (44069944),Ja'Marr Chase,44069944,WR/FLEX,7800,TB@CIN 09/13/2026 01:00PM ET,CIN,21.0,Q,Ja'Marr Chase,dk,7800,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
RB,Bijan Robinson (44069776),Bijan Robinson,44069776,RB/FLEX,7700,ATL@PIT 09/13/2026 01:00PM ET,ATL,23.2,,Bijan Robinson,dk,7700,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
WR,Amon-Ra St. Brown (44069946),Amon-Ra St. Brown,44069946,WR/FLEX,7500,NO@DET 09/13/2026 01:00PM ET,DET,19.9,,Amon-Ra St. Brown,dk,7500,amon ra st brown,DET,WR,classic,00-0036963,auto_exact,high
RB,Jonathan Taylor (44069778),Jonathan Taylor,44069778,RB/FLEX,7300,BAL@IND 09/13/2026 01:00PM ET,IND,22.3,,Jonathan Taylor,dk,7300,jonathan taylor,IND,RB,classic,00-0036223,auto_exact,high
RB,James Cook III (44069780),James Cook III,44069780,RB/FLEX,7200,BUF@HOU 09/13/2026 01:00PM ET,BUF,18.8,,James Cook III,dk,7200,james cook,BUF,RB,classic,00-0037248,auto_exact,high
RB,Chase Brown (44069782),Chase Brown,44069782,RB/FLEX,7100,TB@CIN 09/13/2026 01:00PM ET,CIN,17.2,,Chase Brown,dk,7100,chase brown,CIN,RB,classic,00-0038597,auto_exact,high
QB,Josh Allen (44069719),Josh Allen,44069719,QB,7000,BUF@HOU 09/13/2026 01:00PM ET,BUF,23.3,,Josh Allen,dk,7000,josh allen,BUF,QB,classic,00-0034857,auto_exact,high
WR,Nico Collins (44069948),Nico Collins,44069948,WR/FLEX,7000,BUF@HOU 09/13/2026 01:00PM ET,HOU,15.1,,Nico Collins,dk,7000,nico collins,HOU,WR,classic,00-0036554,auto_exact,high
QB,Joe Burrow (44069720),Joe Burrow,44069720,QB,6900,TB@CIN 09/13/2026 01:00PM ET,CIN,18.2,,Joe Burrow,dk,6900,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
QB,Lamar Jackson (44069721),Lamar Jackson,44069721,QB,6800,BAL@IND 09/13/2026 01:00PM ET,BAL,17.3,,Lamar Jackson,dk,6800,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
RB,Derrick Henry (44069784),Derrick Henry,44069784,RB/FLEX,6700,BAL@IND 09/13/2026 01:00PM ET,BAL,18.0,,Derrick Henry,dk,6700,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
WR,Chris Olave (44069950),Chris Olave,44069950,WR/FLEX,6700,NO@DET 09/13/2026 01:00PM ET,NO,17.4,,Chris Olave,dk,6700,chris olave,NO,WR,classic,00-0037239,auto_exact,high
WR,Drake London (44069952),Drake London,44069952,WR/FLEX,6500,ATL@PIT 09/13/2026 01:00PM ET,ATL,18.2,,Drake London,dk,6500,drake london,ATL,WR,classic,00-0037238,auto_exact,high
WR,Zay Flowers (44069954),Zay Flowers,44069954,WR/FLEX,6400,BAL@IND 09/13/2026 01:00PM ET,BAL,15.0,Q,Zay Flowers,dk,6400,zay flowers,BAL,WR,classic,00-0039064,auto_exact,high
QB,Caleb Williams (44069722),Caleb Williams,44069722,QB,6300,CHI@CAR 09/13/2026 01:00PM ET,CHI,19.8,,Caleb Williams,dk,6300,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
WR,Tee Higgins (44069956),Tee Higgins,44069956,WR/FLEX,6300,TB@CIN 09/13/2026 01:00PM ET,CIN,14.3,Q,Tee Higgins,dk,6300,tee higgins,CIN,WR,classic,00-0036410,auto_exact,high
RB,Breece Hall (44069786),Breece Hall,44069786,RB/FLEX,6200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,13.9,Q,Breece Hall,dk,6200,breece hall,NYJ,RB,classic,00-0038120,auto_exact,high
WR,Emeka Egbuka (44069958),Emeka Egbuka,44069958,WR/FLEX,6200,TB@CIN 09/13/2026 01:00PM ET,TB,12.0,Q,Emeka Egbuka,dk,6200,emeka egbuka,TB,WR,classic,00-0040129,auto_exact,high
RB,D'Andre Swift (44069788),D'Andre Swift,44069788,RB/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CHI,14.7,Q,D'Andre Swift,dk,6100,dandre swift,CHI,RB,classic,00-0036275,auto_exact,high
WR,Tetairoa McMillan (44069960),Tetairoa McMillan,44069960,WR/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CAR,12.9,,Tetairoa McMillan,dk,6100,tetairoa mcmillan,CAR,WR,classic,00-0040124,auto_exact,high
QB,Jared Goff (44069723),Jared Goff,44069723,QB,6000,NO@DET 09/13/2026 01:00PM ET,DET,19.3,,Jared Goff,dk,6000,jared goff,DET,QB,classic,00-0033106,auto_exact,high
RB,David Montgomery (44069790),David Montgomery,44069790,RB/FLEX,6000,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.1,,David Montgomery,dk,6000,david montgomery,HOU,RB,classic,00-0035685,auto_fallback_team_mismatch,medium
WR,Jameson Williams (44069962),Jameson Williams,44069962,WR/FLEX,6000,NO@DET 09/13/2026 01:00PM ET,DET,13.6,,Jameson Williams,dk,6000,jameson williams,DET,WR,classic,00-0037240,auto_exact,high
QB,Baker Mayfield (44069724),Baker Mayfield,44069724,QB,5900,TB@CIN 09/13/2026 01:00PM ET,TB,17.2,,Baker Mayfield,dk,5900,baker mayfield,TB,QB,classic,00-0034855,auto_exact,high
RB,Travis Etienne Jr. (44069792),Travis Etienne Jr.,44069792,RB/FLEX,5900,NO@DET 09/13/2026 01:00PM ET,NO,15.7,,Travis Etienne Jr.,dk,5900,travis etienne,NO,RB,classic,00-0036973,auto_fallback_team_mismatch,medium
QB,Trevor Lawrence (44069725),Trevor Lawrence,44069725,QB,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,21.0,,Trevor Lawrence,dk,5800,trevor lawrence,JAX,QB,classic,00-0036971,auto_exact,high
RB,Bhayshul Tuten (44069794),Bhayshul Tuten,44069794,RB/FLEX,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,5.9,Q,Bhayshul Tuten,dk,5800,bhayshul tuten,JAX,RB,classic,00-0040719,auto_exact,high
WR,Garrett Wilson (44069964),Garrett Wilson,44069964,WR/FLEX,5800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,14.2,,Garrett Wilson,dk,5800,garrett wilson,NYJ,WR,classic,00-0037740,auto_exact,high
RB,Bucky Irving (44069796),Bucky Irving,44069796,RB/FLEX,5700,TB@CIN 09/13/2026 01:00PM ET,TB,14.3,,Bucky Irving,dk,5700,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
WR,Alec Pierce (44069966),Alec Pierce,44069966,WR/FLEX,5700,BAL@IND 09/13/2026 01:00PM ET,IND,12.6,,Alec Pierce,dk,5700,alec pierce,IND,WR,classic,00-0037664,auto_exact,high
QB,Tyler Shough (44069726),Tyler Shough,44069726,QB,5600,NO@DET 09/13/2026 01:00PM ET,NO,15.6,,Tyler Shough,dk,5600,tyler shough,NO,QB,classic,00-0040743,auto_exact,high
RB,Tony Pollard (44069798),Tony Pollard,44069798,RB/FLEX,5600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,11.6,,Tony Pollard,dk,5600,tony pollard,TEN,RB,classic,00-0035261,auto_exact,high
WR,Parker Washington (44069968),Parker Washington,44069968,WR/FLEX,5600,CLE@JAX 09/13/2026 01:00PM ET,JAX,12.8,,Parker Washington,dk,5600,parker washington,JAX,WR,classic,00-0038606,auto_exact,high
