Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Tom Brady,QB,NE,7900,1131,QB,NE@NO,10.68,rotoguru_gid,Tom Brady,dk,7900,tom brady,NE,QB,00-0019596,auto_exact,high
Carson Wentz,QB,PHI,5900,1514,QB,PHI@KC,23.88,rotoguru_gid,Carson Wentz,dk,5900,carson wentz,PHI,QB,00-0032950,auto_exact,high
Drew Brees,QB,NO,7700,1151,QB,NO@NE,15.64,rotoguru_gid,Drew Brees,dk,7700,drew brees,NO,QB,00-0020531,auto_exact,high
Trevor Siemian,QB,DEN,4900,1488,QB,DEN@DAL,23.66,rotoguru_gid,Trevor Siemian,dk,4900,trevor siemian,DEN,QB,00-0032156,auto_exact,high
Aaron Rodgers,QB,GB,7400,1252,QB,GB@ATL,20.54,rotoguru_gid,Aaron Rodgers,dk,7400,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Derek Carr,QB,LV,7200,1441,QB,LV@NYJ,18.68,rotoguru_gid,Derek Carr,dk,7200,derek carr,LV,QB,00-0031280,auto_exact,high
Philip Rivers,QB,LAC,5800,1231,QB,LAC@MIA,18.68,rotoguru_gid,Philip Rivers,dk,5800,philip rivers,LAC,QB,00-0022942,auto_exact,high
Carson Palmer,QB,ARI,6000,1207,QB,ARI@IND,11.96,rotoguru_gid,Carson Palmer,dk,6000,carson palmer,ARI,QB,00-0021429,auto_exact,high
Dak Prescott,QB,DAL,5600,1501,QB,DAL@DEN,17.12,rotoguru_gid,Dak Prescott,dk,5600,dak prescott,DAL,QB,00-0033077,auto_exact,high
Deshaun Watson,QB,HOU,4400,1518,QB,HOU@CIN,7.68,rotoguru_gid,Deshaun Watson,dk,4400,deshaun watson,HOU,QB,00-0033537,auto_exact,high
Ben Roethlisberger,QB,PIT,6700,1232,QB,PIT@MIN,16.72,rotoguru_gid,Ben Roethlisberger,dk,6700,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Josh McCown,QB,NYJ,4500,1175,QB,NYJ@LV,11.48,rotoguru_gid,Josh McCown,dk,4500,josh mccown,NYJ,QB,00-0021206,auto_exact,high
Alex Smith,QB,KC,5700,1254,QB,KC@PHI,34.02,rotoguru_gid,Alex Smith,dk,5700,alex smith,KC,QB,00-0023436,auto_exact,high
Mike Glennon,QB,CHI,4600,1420,QB,CHI@TB,12.52,rotoguru_gid,Mike Glennon,dk,4600,mike glennon,CHI,QB,00-0030520,auto_exact,high
Joe Flacco,QB,BAL,5200,1302,QB,BAL@CLE,7.84,rotoguru_gid,Joe Flacco,dk,5200,joe flacco,BAL,QB,00-0026158,auto_exact,high
Russell Wilson,QB,SEA,6800,1412,QB,SEA@SF,9.32,rotoguru_gid,Russell Wilson,dk,6800,russell wilson,SEA,QB,00-0029263,auto_exact,high
Matt Ryan,QB,ATL,7500,1301,QB,ATL@GB,20.94,rotoguru_gid,Matt Ryan,dk,7500,matt ryan,ATL,QB,00-0026143,auto_exact,high
Matthew Stafford,QB,DET,5800,1340,QB,DET@NYG,28.08,rotoguru_gid,Matthew Stafford,dk,5800,matthew stafford,DET,QB,00-0026498,auto_exact,high
Marcus Mariota,QB,TEN,6400,1466,QB,TEN@JAX,18.84,rotoguru_gid,Marcus Mariota,dk,6400,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Jay Cutler,QB,MIA,5400,1263,QB,MIA@LAC,,rotoguru_gid,Jay Cutler,dk,5400,jay cutler,MIA,QB,00-0024226,auto_exact,high
Blake Bortles,QB,JAX,4400,1442,QB,JAX@TEN,10.3,rotoguru_gid,Blake Bortles,dk,4400,blake bortles,JAX,QB,00-0031407,auto_exact,high
Eli Manning,QB,NYG,5300,1225,QB,NYG@DET,7.7,rotoguru_gid,Eli Manning,dk,5300,eli manning,NYG,QB,00-0022803,auto_exact,high
Jameis Winston,QB,TB,6300,1465,QB,TB@CHI,,rotoguru_gid,Jameis Winston,dk,6300,jameis winston,TB,QB,00-0031503,auto_exact,high
Jared Goff,QB,LA,5100,1490,QB,LA@WAS,19.44,rotoguru_gid,Jared Goff,dk,5100,jared goff,LA,QB,00-0033106,auto_exact,high
Kirk Cousins,QB,WAS,6100,1415,QB,WAS@LA,13.6,rotoguru_gid,Kirk Cousins,dk,6100,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Cam Newton,QB,CAR,6500,1378,QB,CAR@BUF,14.14,rotoguru_gid,Cam Newton,dk,6500,cam newton,CAR,QB,00-0027939,auto_exact,high
Tyrod Taylor,QB,BUF,5300,1400,QB,BUF@CAR,19.76,rotoguru_gid,Tyrod Taylor,dk,5300,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Jacoby Brissett,QB,IND,4500,1496,QB,IND@ARI,2.04,rotoguru_gid,Jacoby Brissett,dk,4500,jacoby brissett,IND,QB,00-0033119,auto_exact,high
Andy Dalton,QB,CIN,5500,1403,QB,CIN@HOU,2.0,rotoguru_gid,Andy Dalton,dk,5500,andy dalton,CIN,QB,00-0027973,auto_exact,high
Kevin Hogan,QB,CLE,4000,1495,QB,CLE@BAL,,rotoguru_gid,Kevin Hogan,dk,4000,kevin hogan,CLE,QB,00-0032784,auto_exact,high
