Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
QB,Jacoby Brissett (43716743),Jacoby Brissett,43716743,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,18.0,,Jacoby Brissett,dk,11400,jacoby brissett,ARI,QB,classic,00-0033119,auto_exact,high
QB,Bryce Young (43716744),Bryce Young,43716744,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,15.4,,Bryce Young,dk,11400,bryce young,CAR,QB,classic,00-0039150,auto_exact,high
RB,Chuba Hubbard (43716745),Chuba Hubbard,43716745,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,9.1,,Chuba Hubbard,dk,11400,chuba hubbard,CAR,RB,classic,00-0036555,auto_exact,high
RB,Jeremiyah Love (43716746),Jeremiyah Love,43716746,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,Jeremiyah Love,dk,11400,jeremiyah love,ARI,RB,classic,,,
WR,Tetairoa McMillan (43716747),Tetairoa McMillan,43716747,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,12.9,,Tetairoa McMillan,dk,11400,tetairoa mcmillan,CAR,WR,classic,00-0040124,auto_exact,high
WR,Marvin Harrison Jr. (43716748),Marvin Harrison Jr.,43716748,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,10.7,,Marvin Harrison Jr.,dk,11400,marvin harrison,ARI,WR,classic,00-0039849,auto_exact,high
TE,Trey McBride (43716749),Trey McBride,43716749,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,19.1,,Trey McBride,dk,11400,trey mcbride,ARI,TE,classic,00-0037744,auto_exact,high
TE,Tommy Tremble (43716750),Tommy Tremble,43716750,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,3.8,,Tommy Tremble,dk,11400,tommy tremble,CAR,TE,classic,00-0037005,auto_exact,high
K,Ryan Fitzgerald (43716751),Ryan Fitzgerald,43716751,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,6.6,,Ryan Fitzgerald,dk,11400,ryan fitzgerald,CAR,K,classic,00-0040279,auto_exact,high
K,Chad Ryland (43716752),Chad Ryland,43716752,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,7.6,,Chad Ryland,dk,11400,chad ryland,ARI,K,classic,00-0038567,auto_exact,high
DST,Panthers (43716753),Panthers,43716753,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,5.9,,Panthers,dk,11400,panthers,CAR,DST,classic,DST_CAR,team_defense,high
DST,Cardinals (43716754),Cardinals,43716754,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,4.3,,Cardinals,dk,11400,cardinals,ARI,DST,classic,DST_ARI,team_defense,high
QB,Kenny Pickett (43716755),Kenny Pickett,43716755,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,1.8,,Kenny Pickett,dk,11400,kenny pickett,CAR,QB,classic,00-0038102,auto_fallback_team_mismatch,medium
QB,Gardner Minshew II (43716756),Gardner Minshew II,43716756,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.2,,Gardner Minshew II,dk,11400,gardner minshew,ARI,QB,classic,00-0035289,auto_fallback_team_mismatch,medium
RB,Tyler Allgeier (43716757),Tyler Allgeier,43716757,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,ARI,7.2,,Tyler Allgeier,dk,11400,tyler allgeier,ARI,RB,classic,00-0037263,auto_fallback_team_mismatch,medium
RB,Jonathon Brooks (43716758),Jonathon Brooks,43716758,CPT,11400,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,Jonathon Brooks,dk,11400,jonathon brooks,CAR,RB,classic,,,
