Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Eli Manning,QB,NYG,6600,1225,QB,NYG@WAS,14.453333333333331,rotoguru_gid,Eli Manning,dk,6600,eli manning,NYG,QB,00-0022803,auto_exact,high
Andrew Luck,QB,IND,9300,1409,QB,IND@TEN,28.96,rotoguru_gid,Andrew Luck,dk,9300,andrew luck,IND,QB,00-0029668,auto_exact,high
Aaron Rodgers,QB,GB,8200,1252,QB,GB@CHI,17.893333333333334,rotoguru_gid,Aaron Rodgers,dk,8200,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Philip Rivers,QB,SDG,7700,1231,QB,SDG@JAX,19.30666666666667,rotoguru_gid,Philip Rivers,dk,7700,philip rivers,SDG,QB,00-0022942,auto_fallback_team_mismatch,medium
Joe Flacco,QB,BAL,6400,1302,QB,BAL@CAR,15.906666666666666,rotoguru_gid,Joe Flacco,dk,6400,joe flacco,BAL,QB,00-0026158,auto_exact,high
Matthew Stafford,QB,DET,8000,1340,QB,DET@NYJ,18.706666666666667,rotoguru_gid,Matthew Stafford,dk,8000,matthew stafford,DET,QB,00-0026498,auto_exact,high
Teddy Bridgewater,QB,MIN,5700,1439,QB,MIN@ATL,8.7,rotoguru_gid,Teddy Bridgewater,dk,5700,teddy bridgewater,MIN,QB,00-0031237,auto_exact,high
Ben Roethlisberger,QB,PIT,6900,1232,QB,PIT@TB,15.006666666666666,rotoguru_gid,Ben Roethlisberger,dk,6900,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Tony Romo,QB,DAL,6700,1233,QB,DAL@NO,13.453333333333331,rotoguru_gid,Tony Romo,dk,6700,tony romo,DAL,QB,00-0021678,auto_exact,high
Drew Brees,QB,NO,9300,1151,QB,NO@DAL,18.606666666666666,rotoguru_gid,Drew Brees,dk,9300,drew brees,NO,QB,00-0020531,auto_exact,high
Alex Smith,QB,KC,6300,1254,QB,KC@NE,15.74,rotoguru_gid,Alex Smith,dk,6300,alex smith,KC,QB,00-0023436,auto_exact,high
Matt Ryan,QB,ATL,8300,1301,QB,ATL@MIN,23.7,rotoguru_gid,Matt Ryan,dk,8300,matt ryan,ATL,QB,00-0026143,auto_exact,high
Mike Glennon,QB,TB,5900,1420,QB,TB@PIT,10.74,rotoguru_gid,Mike Glennon,dk,5900,mike glennon,TB,QB,00-0030520,auto_exact,high
Ryan Tannehill,QB,MIA,6000,1410,QB,MIA@LV,13.586666666666666,rotoguru_gid,Ryan Tannehill,dk,6000,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Colin Kaepernick,QB,SF,7600,1404,QB,SF@PHI,17.62,rotoguru_gid,Colin Kaepernick,dk,7600,colin kaepernick,SF,QB,00-0027974,auto_exact,high
Jay Cutler,QB,CHI,8200,1263,QB,CHI@GB,21.96666666666667,rotoguru_gid,Jay Cutler,dk,8200,jay cutler,CHI,QB,00-0024226,auto_exact,high
E.J. Manuel,QB,BUF,5800,1421,QB,BUF@HOU,15.473333333333334,rotoguru_gid,E.J. Manuel,dk,5800,ej manuel,BUF,QB,00-0030526,auto_exact,high
Blake Bortles,QB,JAX,5800,1442,QB,JAX@SDG,17.92,rotoguru_gid,Blake Bortles,dk,5800,blake bortles,JAX,QB,00-0031407,auto_exact,high
Ryan Fitzpatrick,QB,HOU,5800,1242,QB,HOU@BUF,16.253333333333334,rotoguru_gid,Ryan Fitzpatrick,dk,5800,ryan fitzpatrick,HOU,QB,00-0023682,auto_exact,high
Charlie Whitehurst,QB,TEN,5000,1272,QB,TEN@IND,,rotoguru_gid,Charlie Whitehurst,dk,5000,charlie whitehurst,TEN,QB,00-0024296,auto_exact,high
Cam Newton,QB,CAR,7100,1378,QB,CAR@BAL,16.42,rotoguru_gid,Cam Newton,dk,7100,cam newton,CAR,QB,00-0027939,auto_exact,high
Geno Smith,QB,NYJ,6500,1426,QB,NYJ@DET,17.64,rotoguru_gid,Geno Smith,dk,6500,geno smith,NYJ,QB,00-0030565,auto_exact,high
Kirk Cousins,QB,WAS,8200,1415,QB,WAS@NYG,24.74,rotoguru_gid,Kirk Cousins,dk,8200,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Derek Carr,QB,LV,5200,1441,QB,LV@MIA,12.74,rotoguru_gid,Derek Carr,dk,5200,derek carr,LV,QB,00-0031280,auto_exact,high
Matt McGloin,QB,LV,5000,1437,QB,LV@MIA,,rotoguru_gid,Matt McGloin,dk,5000,matt mcgloin,LV,QB,00-0030419,auto_exact,high
Tom Brady,QB,NE,6300,1131,QB,NE@KC,11.626666666666669,rotoguru_gid,Tom Brady,dk,6300,tom brady,NE,QB,00-0019596,auto_exact,high
Jimmy Garoppolo,QB,NE,5000,1452,QB,NE@KC,,rotoguru_gid,Jimmy Garoppolo,dk,5000,jimmy garoppolo,NE,QB,00-0031345,auto_exact,high
Nick Foles,QB,PHI,8000,1413,QB,PHI@SF,23.84,rotoguru_gid,Nick Foles,dk,8000,nick foles,PHI,QB,00-0029567,auto_exact,high
Derek Anderson,QB,CAR,5000,1239,QB,CAR@BAL,12.7,rotoguru_gid,Derek Anderson,dk,5000,derek anderson,CAR,QB,00-0023645,auto_exact,high
Jimmy Clausen,QB,CHI,5000,1350,QB,CHI@GB,,rotoguru_gid,Jimmy Clausen,dk,5000,jimmy clausen,CHI,QB,00-0027659,auto_exact,high
Christian Ponder,QB,MIN,5000,1386,QB,MIN@ATL,,rotoguru_gid,Christian Ponder,dk,5000,christian ponder,MIN,QB,00-0027950,auto_exact,high
Luke McCown,QB,NO,5000,1227,QB,NO@DAL,0.0,rotoguru_gid,Luke McCown,dk,5000,luke mccown,NO,QB,00-0022864,manual_override,high
Ryan Nassib,QB,NYG,5000,1422,QB,NYG@WAS,,rotoguru_gid,Ryan Nassib,dk,5000,ryan nassib,NYG,QB,00-0030586,auto_exact,high
Matt Moore,QB,MIA,5000,1298,QB,MIA@LV,,rotoguru_gid,Matt Moore,dk,5000,matt moore,MIA,QB,00-0025708,auto_exact,high
Matt Hasselbeck,QB,IND,5000,1060,QB,IND@TEN,0.7,rotoguru_gid,Matt Hasselbeck,dk,5000,matt hasselbeck,IND,QB,00-0007091,auto_exact,high
Zach Mettenberger,QB,TEN,5000,1440,QB,TEN@IND,,rotoguru_gid,Zach Mettenberger,dk,5000,zach mettenberger,TEN,QB,00-0031266,auto_exact,high
Jamaal Charles,RB,KC,7400,2629,RB,KC@NE,4.800000000000001,rotoguru_gid,Jamaal Charles,dk,7400,jamaal charles,KC,RB,00-0026213,auto_exact,high
DeMarco Murray,RB,DAL,8300,2831,RB,DAL@NO,25.566666666666663,rotoguru_gid,DeMarco Murray,dk,8300,demarco murray,DAL,RB,00-0028009,auto_exact,high
Matt Asiata,RB,MIN,4500,2873,RB,MIN@ATL,10.666666666666666,rotoguru_gid,Matt Asiata,dk,4500,matt asiata,MIN,RB,00-0028198,auto_exact,high
Frank Gore,RB,SF,4500,2467,RB,SF@PHI,7.7,rotoguru_gid,Frank Gore,dk,4500,frank gore,SF,RB,00-0023500,auto_exact,high
Matt Forte,RB,CHI,7800,2613,RB,CHI@GB,15.699999999999998,rotoguru_gid,Matt Forte,dk,7800,matt forte,CHI,RB,00-0026184,auto_exact,high
Trent Richardson,RB,IND,4700,2865,RB,IND@TEN,9.533333333333331,rotoguru_gid,Trent Richardson,dk,4700,trent richardson,IND,RB,00-0029675,auto_exact,high
Lamar Miller,RB,MIA,6200,2859,RB,MIA@LV,14.766666666666666,rotoguru_gid,Lamar Miller,dk,6200,lamar miller,MIA,RB,00-0029615,auto_exact,high
Jerick McKinnon,RB,MIN,3000,2935,RB,MIN@ATL,2.033333333333333,rotoguru_gid,Jerick McKinnon,dk,3000,jerick mckinnon,MIN,RB,00-0031376,auto_exact,high
Justin Forsett,RB,BAL,5000,2642,RB,BAL@CAR,13.699999999999998,rotoguru_gid,Justin Forsett,dk,5000,justin forsett,BAL,RB,00-0026373,auto_exact,high
Alfred Morris,RB,WAS,5500,2871,RB,WAS@NYG,12.433333333333335,rotoguru_gid,Alfred Morris,dk,5500,alfred morris,WAS,RB,00-0029141,auto_exact,high
Le'Veon Bell,RB,PIT,7400,2888,RB,PIT@TB,23.7,rotoguru_gid,Le'Veon Bell,dk,7400,leveon bell,PIT,RB,00-0030496,auto_exact,high
Knile Davis,RB,KC,6200,2891,RB,KC@NE,17.099999999999998,rotoguru_gid,Knile Davis,dk,6200,knile davis,KC,RB,00-0030280,auto_exact,high
Fred Jackson,RB,BUF,4900,2520,RB,BUF@HOU,14.233333333333334,rotoguru_gid,Fred Jackson,dk,4900,fred jackson,BUF,RB,00-0024204,auto_exact,high
Chris Johnson,RB,NYJ,5000,2645,RB,NYJ@DET,8.866666666666667,rotoguru_gid,Chris Johnson,dk,5000,chris johnson,NYJ,RB,00-0026164,auto_exact,high
Bishop Sankey,RB,TEN,4100,2927,RB,TEN@IND,3.6,rotoguru_gid,Bishop Sankey,dk,4100,bishop sankey,TEN,RB,00-0031413,auto_exact,high
Doug Martin,RB,TB,5500,2858,RB,TB@PIT,2.6,rotoguru_gid,Doug Martin,dk,5500,doug martin,TB,RB,00-0029613,auto_exact,high
Roy Helu,RB,WAS,3400,2813,RB,WAS@NYG,8.766666666666666,rotoguru_gid,Roy Helu,dk,3400,roy helu,WAS,RB,00-0028043,auto_exact,high
Ahmad Bradshaw,RB,IND,5800,2535,RB,IND@TEN,18.8,rotoguru_gid,Ahmad Bradshaw,dk,5800,ahmad bradshaw,IND,RB,00-0025637,auto_exact,high
Arian Foster,RB,HOU,7500,2696,RB,HOU@BUF,21.0,rotoguru_gid,Arian Foster,dk,7500,arian foster,HOU,RB,00-0026796,auto_exact,high
Eddie Lacy,RB,GB,5600,2896,RB,GB@CHI,6.7,rotoguru_gid,Eddie Lacy,dk,5600,eddie lacy,GB,RB,00-0030485,auto_exact,high
Andre Williams,RB,NYG,3100,2934,RB,NYG@WAS,2.2,rotoguru_gid,Andre Williams,dk,3100,andre williams,NYG,RB,00-0031055,auto_exact,high
Khiry Robinson,RB,NO,4800,2920,RB,NO@DAL,5.933333333333334,rotoguru_gid,Khiry Robinson,dk,4800,khiry robinson,NO,RB,00-0030348,auto_exact,high
Antone Smith,RB,ATL,3400,2774,RB,ATL@MIN,9.0,rotoguru_gid,Antone Smith,dk,3400,antone smith,ATL,RB,00-0026855,auto_exact,high
Chris Ivory,RB,NYJ,5300,2741,RB,NYJ@DET,14.8,rotoguru_gid,Chris Ivory,dk,5300,chris ivory,NYJ,RB,00-0027531,auto_exact,high
Lorenzo Taliaferro,RB,BAL,4600,2975,RB,BAL@CAR,7.55,rotoguru_gid,Lorenzo Taliaferro,dk,4600,lorenzo taliaferro,BAL,RB,00-0031066,auto_exact,high
