Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,BUF,8000,1529,Josh Allen,Josh,Allen,WAS,17.43,rotoguru_gid,Josh Allen,fd,8000,josh allen,BUF,QB,00-0034857,auto_exact,high
QB,LAC,7500,1552,Justin Herbert,Justin,Herbert,KC,15.55,rotoguru_gid,Justin Herbert,fd,7500,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,LA,7600,1340,Matthew Stafford,Matthew,Stafford,TB,21.28,rotoguru_gid,Matthew Stafford,fd,7600,matthew stafford,LA,QB,00-0026498,auto_exact,high
QB,TB,7800,1131,Tom Brady,Tom,Brady,LA,29.4,rotoguru_gid,Tom Brady,fd,7800,tom brady,TB,QB,00-0019596,auto_exact,high
QB,CAR,7100,1524,Sam Darnold,Sam,Darnold,HOU,19.48,rotoguru_gid,Sam Darnold,fd,7100,sam darnold,CAR,QB,00-0034869,auto_exact,high
QB,MIN,7700,1415,Kirk Cousins,Kirk,Cousins,SEA,23.65,rotoguru_gid,Kirk Cousins,fd,7700,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,LAC,29.15,rotoguru_gid,Patrick Mahomes II,fd,8700,patrick mahomes,KC,QB,00-0033873,auto_exact,high
QB,TEN,7000,1410,Ryan Tannehill,Ryan,Tannehill,IND,14.88,rotoguru_gid,Ryan Tannehill,fd,7000,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
QB,WAS,6800,1487,Taylor Heinicke,Taylor,Heinicke,BUF,15.81,rotoguru_gid,Taylor Heinicke,fd,6800,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
QB,PHI,8200,1554,Jalen Hurts,Jalen,Hurts,DAL,25.28,rotoguru_gid,Jalen Hurts,fd,8200,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,LV,7200,1441,Derek Carr,Derek,Carr,MIA,24.59,rotoguru_gid,Derek Carr,fd,7200,derek carr,LV,QB,00-0031280,auto_exact,high
QB,MIA,6700,1496,Jacoby Brissett,Jacoby,Brissett,LV,3.48,rotoguru_gid,Jacoby Brissett,fd,6700,jacoby brissett,MIA,QB,00-0033119,auto_exact,high
QB,BAL,8400,1527,Lamar Jackson,Lamar,Jackson,DET,26.13,rotoguru_gid,Lamar Jackson,fd,8400,lamar jackson,BAL,QB,00-0034796,auto_exact,high
QB,DAL,8000,1501,Dak Prescott,Dak,Prescott,PHI,18.450000000000003,rotoguru_gid,Dak Prescott,fd,8000,dak prescott,DAL,QB,00-0033077,auto_exact,high
QB,ARI,9000,1537,Kyler Murray,Kyler,Murray,JAX,34.83,rotoguru_gid,Kyler Murray,fd,9000,kyler murray,ARI,QB,00-0035228,auto_exact,high
QB,CIN,6700,1550,Joe Burrow,Joe,Burrow,PIT,15.96,rotoguru_gid,Joe Burrow,fd,6700,joe burrow,CIN,QB,00-0036442,auto_exact,high
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,SF,15.06,rotoguru_gid,Aaron Rodgers,fd,7700,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,CLE,6800,1528,Baker Mayfield,Baker,Mayfield,CHI,16.08,rotoguru_gid,Baker Mayfield,fd,6800,baker mayfield,CLE,QB,00-0034855,auto_exact,high
QB,SEA,8400,1412,Russell Wilson,Russell,Wilson,MIN,25.19,rotoguru_gid,Russell Wilson,fd,8400,russell wilson,SEA,QB,00-0029263,auto_exact,high
QB,NYG,7400,1539,Daniel Jones,Daniel,Jones,ATL,25.42,rotoguru_gid,Daniel Jones,fd,7400,daniel jones,NYG,QB,00-0035710,auto_exact,high
QB,SF,6600,1452,Jimmy Garoppolo,Jimmy,Garoppolo,GB,17.16,rotoguru_gid,Jimmy Garoppolo,fd,6600,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
QB,ATL,7100,1301,Matt Ryan,Matt,Ryan,NYG,13.33,rotoguru_gid,Matt Ryan,fd,7100,matt ryan,ATL,QB,00-0026143,auto_exact,high
QB,PIT,6900,1232,Ben Roethlisberger,Ben,Roethlisberger,CIN,13.41,rotoguru_gid,Ben Roethlisberger,fd,6900,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,NE,6500,1572,Mac Jones,Mac,Jones,NO,11.34,rotoguru_gid,Mac Jones,fd,6500,mac jones,NE,QB,00-0036972,auto_exact,high
QB,NO,6800,1465,Jameis Winston,Jameis,Winston,NE,19.98,rotoguru_gid,Jameis Winston,fd,6800,jameis winston,NO,QB,00-0031503,auto_exact,high
QB,DEN,7300,1439,Teddy Bridgewater,Teddy,Bridgewater,NYJ,20.84,rotoguru_gid,Teddy Bridgewater,fd,7300,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
QB,HOU,6500,1574,Davis Mills,Davis,Mills,CAR,6.98,rotoguru_gid,Davis Mills,fd,6500,davis mills,HOU,QB,00-0036898,auto_exact,high
QB,JAX,6600,1565,Trevor Lawrence,Trevor,Lawrence,ARI,15.45,rotoguru_gid,Trevor Lawrence,fd,6600,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
QB,NO,6300,1530,Taysom Hill,Taysom,Hill,NE,0.91,rotoguru_gid,Taysom Hill,fd,6300,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
QB,DET,7100,1490,Jared Goff,Jared,Goff,BAL,24.68,rotoguru_gid,Jared Goff,fd,7100,jared goff,DET,QB,00-0033106,auto_exact,high
QB,IND,7000,1514,Carson Wentz,Carson,Wentz,TEN,18.46,rotoguru_gid,Carson Wentz,fd,7000,carson wentz,IND,QB,00-0032950,auto_exact,high
QB,SF,6400,1569,Trey Lance,Trey,Lance,GB,4.4,rotoguru_gid,Trey Lance,fd,6400,trey lance,SF,QB,00-0037012,auto_exact,high
QB,NYJ,6500,1566,Zach Wilson,Zach,Wilson,DEN,12.81,rotoguru_gid,Zach Wilson,fd,6500,zach wilson,NYJ,QB,00-0037013,auto_exact,high
QB,CHI,6500,1567,Justin Fields,Justin,Fields,CLE,5.6,rotoguru_gid,Justin Fields,fd,6500,justin fields,CHI,QB,00-0036945,auto_exact,high
QB,BUF,6400,1519,Mitchell Trubisky,Mitchell,Trubisky,WAS,-0.2,rotoguru_gid,Mitchell Trubisky,fd,6400,mitchell trubisky,BUF,QB,00-0033869,auto_exact,high
QB,DAL,6000,1521,Cooper Rush,Cooper,Rush,PHI,,rotoguru_gid,Cooper Rush,fd,6000,cooper rush,DAL,QB,00-0033662,auto_exact,high
QB,CLE,6200,1435,Case Keenum,Case,Keenum,CHI,,rotoguru_gid,Case Keenum,fd,6200,case keenum,CLE,QB,00-0028986,auto_exact,high
RB,DAL,7800,5444,Ezekiel Elliott,Ezekiel,Elliott,PHI,10.8,rotoguru_gid,Ezekiel Elliott,fd,7800,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
RB,CLE,5600,5560,Kareem Hunt,Kareem,Hunt,CHI,10.7,rotoguru_gid,Kareem Hunt,fd,5600,kareem hunt,CLE,RB,00-0033923,auto_exact,high
RB,JAX,5500,5849,James Robinson,James,Robinson,ARI,7.4,rotoguru_gid,James Robinson,fd,5500,james robinson,JAX,RB,00-0035831,auto_exact,high
RB,LV,5600,5507,Peyton Barber,Peyton,Barber,MIA,3.2,rotoguru_gid,Peyton Barber,fd,5600,peyton barber,LV,RB,00-0032741,auto_exact,high
RB,PIT,7500,5904,Najee Harris,Najee,Harris,CIN,11.0,rotoguru_gid,Najee Harris,fd,7500,najee harris,PIT,RB,00-0036893,auto_exact,high
RB,DET,7400,5822,D'Andre Swift,D'Andre,Swift,BAL,15.1,rotoguru_gid,D'Andre Swift,fd,7400,dandre swift,DET,RB,00-0036275,auto_exact,high
RB,MIN,5200,5720,Alexander Mattison,Alexander,Mattison,SEA,2.2,rotoguru_gid,Alexander Mattison,fd,5200,alexander mattison,MIN,RB,00-0034972,auto_exact,high
RB,LAC,7000,5575,Austin Ekeler,Austin,Ekeler,KC,14.85,rotoguru_gid,Austin Ekeler,fd,7000,austin ekeler,LAC,RB,00-0033699,auto_exact,high
RB,NO,8000,5562,Alvin Kamara,Alvin,Kamara,NE,10.8,rotoguru_gid,Alvin Kamara,fd,8000,alvin kamara,NO,RB,00-0033906,auto_exact,high
RB,NYG,6000,5614,Saquon Barkley,Saquon,Barkley,ATL,5.550000000000001,rotoguru_gid,Saquon Barkley,fd,6000,saquon barkley,NYG,RB,00-0034844,auto_exact,high
RB,TEN,9700,5445,Derrick Henry,Derrick,Henry,IND,26.950000000000003,rotoguru_gid,Derrick Henry,fd,9700,derrick henry,TEN,RB,00-0032764,auto_exact,high
RB,ARI,5300,5537,James Conner,James,Conner,JAX,3.95,rotoguru_gid,James Conner,fd,5300,james conner,ARI,RB,00-0033553,auto_exact,high
RB,WAS,6100,5827,Antonio Gibson,Antonio,Gibson,BUF,9.3,rotoguru_gid,Antonio Gibson,fd,6100,antonio gibson,WAS,RB,00-0036328,auto_exact,high
RB,GB,6900,5543,Aaron Jones,Aaron,Jones,SF,20.85,rotoguru_gid,Aaron Jones,fd,6900,aaron jones,GB,RB,00-0033293,auto_exact,high
RB,BUF,5400,5824,Zack Moss,Zack,Moss,WAS,14.4,rotoguru_gid,Zack Moss,fd,5400,zack moss,BUF,RB,00-0036251,auto_exact,high
RB,IND,5200,5623,Nyheim Hines,Nyheim,Hines,TEN,6.949999999999999,rotoguru_gid,Nyheim Hines,fd,5200,nyheim hines,IND,RB,00-0034367,auto_exact,high
RB,KC,6500,5818,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,LAC,5.65,rotoguru_gid,Clyde Edwards-Helaire,fd,6500,clyde edwards helaire,KC,RB,00-0036360,auto_exact,high
RB,TB,4600,2889,Giovani Bernard,Giovani,Bernard,LA,2.4000000000000004,rotoguru_gid,Giovani Bernard,fd,4600,giovani bernard,TB,RB,00-0030456,auto_exact,high
RB,SEA,7700,5565,Chris Carson,Chris,Carson,MIN,13.15,rotoguru_gid,Chris Carson,fd,7700,chris carson,SEA,RB,00-0033594,auto_exact,high
RB,DEN,6000,2991,Melvin Gordon,Melvin,Gordon,NYJ,13.6,rotoguru_gid,Melvin Gordon,fd,6000,melvin gordon,DEN,RB,00-0032144,auto_exact,high
RB,DET,5600,5541,Jamaal Williams,Jamaal,Williams,BAL,13.1,rotoguru_gid,Jamaal Williams,fd,5600,jamaal williams,DET,RB,00-0033948,auto_exact,high
RB,ATL,5900,5208,Cordarrelle Patterson,Cordarrelle,Patterson,NYG,14.55,rotoguru_gid,Cordarrelle Patterson,fd,5900,cordarrelle patterson,ATL,RB,00-0030578,auto_exact,high
RB,SF,4500,2908,Kyle Juszczyk,Kyle,Juszczyk,GB,1.95,rotoguru_gid,Kyle Juszczyk,fd,4500,kyle juszczyk,SF,RB,00-0029892,auto_exact,high
RB,DEN,5800,5905,Javonte Williams,Javonte,Williams,NYJ,6.25,rotoguru_gid,Javonte Williams,fd,5800,javonte williams,DEN,RB,00-0036997,auto_exact,high
RB,ARI,6600,5619,Chase Edmonds,Chase,Edmonds,JAX,11.3,rotoguru_gid,Chase Edmonds,fd,6600,chase edmonds,ARI,RB,00-0034681,auto_exact,high
RB,SF,5400,5908,Trey Sermon,Trey,Sermon,GB,0.8,rotoguru_gid,Trey Sermon,fd,5400,trey sermon,SF,RB,00-0036984,auto_exact,high
RB,CIN,6700,5535,Joe Mixon,Joe,Mixon,PIT,15.3,rotoguru_gid,Joe Mixon,fd,6700,joe mixon,CIN,RB,00-0033897,auto_exact,high
RB,CAR,4700,5911,Chuba Hubbard,Chuba,Hubbard,HOU,1.2,rotoguru_gid,Chuba Hubbard,fd,4700,chuba hubbard,CAR,RB,00-0036555,auto_exact,high
RB,LA,5700,5615,Sony Michel,Sony,Michel,TB,2.4,rotoguru_gid,Sony Michel,fd,5700,sony michel,LA,RB,00-0034845,auto_exact,high
RB,MIA,4800,5441,Malcolm Brown,Malcolm,Brown,LV,1.85,rotoguru_gid,Malcolm Brown,fd,4800,malcolm brown,MIA,RB,00-0031806,auto_exact,high
RB,ATL,5700,5320,Mike Davis,Mike,Davis,NYG,9.25,rotoguru_gid,Mike Davis,fd,5700,mike davis,ATL,RB,00-0032063,auto_exact,high
