Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Russell Wilson,QB,SEA,6000,1412,QB,SEA@PIT,17.662,rotoguru_gid,Russell Wilson,dk,6000,russell wilson,SEA,QB,00-0029263,auto_exact,high
Matthew Stafford,QB,DET,5800,1340,QB,DET@PHI,17.058,rotoguru_gid,Matthew Stafford,dk,5800,matthew stafford,DET,QB,00-0026498,auto_exact,high
Philip Rivers,QB,SDG,6700,1231,QB,SDG@JAX,21.748,rotoguru_gid,Philip Rivers,dk,6700,philip rivers,SDG,QB,00-0022942,auto_fallback_team_mismatch,medium
Ryan Fitzpatrick,QB,NYJ,5000,1242,QB,NYJ@MIA,16.856,rotoguru_gid,Ryan Fitzpatrick,dk,5000,ryan fitzpatrick,NYJ,QB,00-0023682,auto_exact,high
Derek Carr,QB,LV,6300,1441,QB,LV@TEN,19.99,rotoguru_gid,Derek Carr,dk,6300,derek carr,LV,QB,00-0031280,auto_exact,high
Tyrod Taylor,QB,BUF,5100,1400,QB,BUF@KC,18.07,rotoguru_gid,Tyrod Taylor,dk,5100,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Ryan Tannehill,QB,MIA,5200,1410,QB,MIA@NYJ,18.028,rotoguru_gid,Ryan Tannehill,dk,5200,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Ben Roethlisberger,QB,PIT,6700,1232,QB,PIT@SEA,21.69666666666667,rotoguru_gid,Ben Roethlisberger,dk,6700,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Blake Bortles,QB,JAX,5900,1442,QB,JAX@SDG,20.112,rotoguru_gid,Blake Bortles,dk,5900,blake bortles,JAX,QB,00-0031407,auto_exact,high
Kirk Cousins,QB,WAS,5400,1415,QB,WAS@NYG,17.15,rotoguru_gid,Kirk Cousins,dk,5400,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Matt Hasselbeck,QB,IND,5400,1060,QB,IND@TB,15.64,rotoguru_gid,Matt Hasselbeck,dk,5400,matt hasselbeck,IND,QB,00-0007091,auto_exact,high
Tom Brady,QB,NE,8000,1131,QB,NE@DEN,25.96,rotoguru_gid,Tom Brady,dk,8000,tom brady,NE,QB,00-0019596,auto_exact,high
Alex Smith,QB,KC,5000,1254,QB,KC@BUF,17.184,rotoguru_gid,Alex Smith,dk,5000,alex smith,KC,QB,00-0023436,auto_exact,high
Marcus Mariota,QB,TEN,5500,1466,QB,TEN@LV,18.755,rotoguru_gid,Marcus Mariota,dk,5500,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Eli Manning,QB,NYG,6500,1225,QB,NYG@WAS,19.87,rotoguru_gid,Eli Manning,dk,6500,eli manning,NYG,QB,00-0022803,auto_exact,high
Andy Dalton,QB,CIN,6100,1403,QB,CIN@LA,21.912,rotoguru_gid,Andy Dalton,dk,6100,andy dalton,CIN,QB,00-0027973,auto_exact,high
Blaine Gabbert,QB,SF,5000,1381,QB,SF@ARI,16.68,rotoguru_gid,Blaine Gabbert,dk,5000,blaine gabbert,SF,QB,00-0027948,auto_exact,high
Cam Newton,QB,CAR,7100,1378,QB,CAR@DAL,23.752,rotoguru_gid,Cam Newton,dk,7100,cam newton,CAR,QB,00-0027939,auto_exact,high
Carson Palmer,QB,ARI,7100,1207,QB,ARI@SF,24.214,rotoguru_gid,Carson Palmer,dk,7100,carson palmer,ARI,QB,00-0021429,auto_exact,high
Matt Schaub,QB,BAL,5300,1234,QB,BAL@CLE,,rotoguru_gid,Matt Schaub,dk,5300,matt schaub,BAL,QB,00-0022787,auto_exact,high
Jameis Winston,QB,TB,5500,1465,QB,TB@IND,18.408,rotoguru_gid,Jameis Winston,dk,5500,jameis winston,TB,QB,00-0031503,auto_exact,high
Mark Sanchez,QB,PHI,5200,1339,QB,PHI@DET,11.24,rotoguru_gid,Mark Sanchez,dk,5200,mark sanchez,PHI,QB,00-0026898,auto_exact,high
Brian Hoyer,QB,HOU,5000,1336,QB,HOU@NO,17.35142857142857,rotoguru_gid,Brian Hoyer,dk,5000,brian hoyer,HOU,QB,00-0026625,auto_exact,high
Aaron Rodgers,QB,GB,7400,1252,QB,GB@CHI,22.498,rotoguru_gid,Aaron Rodgers,dk,7400,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Brock Osweiler,QB,DEN,5300,1414,QB,DEN@NE,14.52,rotoguru_gid,Brock Osweiler,dk,5300,brock osweiler,DEN,QB,00-0029682,auto_exact,high
Josh McCown,QB,CLE,5000,1175,QB,CLE@BAL,19.64,rotoguru_gid,Josh McCown,dk,5000,josh mccown,CLE,QB,00-0021206,auto_exact,high
Jay Cutler,QB,CHI,5100,1263,QB,CHI@GB,18.200000000000003,rotoguru_gid,Jay Cutler,dk,5100,jay cutler,CHI,QB,00-0024226,auto_exact,high
Matt Ryan,QB,ATL,6900,1301,QB,ATL@MIN,18.328,rotoguru_gid,Matt Ryan,dk,6900,matt ryan,ATL,QB,00-0026143,auto_exact,high
Matt Cassel,QB,DAL,5000,1241,QB,DAL@CAR,9.992,rotoguru_gid,Matt Cassel,dk,5000,matt cassel,DAL,QB,00-0023662,auto_exact,high
Drew Brees,QB,NO,7300,1151,QB,NO@HOU,23.531111111111112,rotoguru_gid,Drew Brees,dk,7300,drew brees,NO,QB,00-0020531,auto_exact,high
Austin Davis,QB,CLE,5000,1445,QB,CLE@BAL,,rotoguru_gid,Austin Davis,dk,5000,austin davis,CLE,QB,00-0028957,auto_exact,high
Nick Foles,QB,LA,5000,1413,QB,LA@CIN,10.791111111111112,rotoguru_gid,Nick Foles,dk,5000,nick foles,LA,QB,00-0029567,auto_exact,high
Teddy Bridgewater,QB,MIN,5000,1439,QB,MIN@ATL,14.114,rotoguru_gid,Teddy Bridgewater,dk,5000,teddy bridgewater,MIN,QB,00-0031237,auto_exact,high
Tony Romo,QB,DAL,5800,1233,QB,DAL@CAR,16.80666666666667,rotoguru_gid,Tony Romo,dk,5800,tony romo,DAL,QB,00-0021678,auto_exact,high
Sean Mannion,QB,LA,5000,1484,QB,LA@CIN,,rotoguru_gid,Sean Mannion,dk,5000,sean mannion,LA,QB,00-0032245,auto_exact,high
A.J. McCarron,QB,CIN,5000,1467,QB,CIN@LA,-0.2,rotoguru_gid,A.J. McCarron,dk,5000,aj mccarron,CIN,QB,00-0031288,auto_exact,high
Johnny Manziel,QB,CLE,5100,1438,QB,CLE@BAL,10.72,rotoguru_gid,Johnny Manziel,dk,5100,johnny manziel,CLE,QB,00-0031409,auto_exact,high
Jimmy Clausen,QB,BAL,5000,1350,QB,BAL@CLE,3.58,rotoguru_gid,Jimmy Clausen,dk,5000,jimmy clausen,BAL,QB,00-0027659,auto_exact,high
Joe Webb,QB,CAR,5000,5071,QB,CAR@DAL,-0.01,rotoguru_gid,Joe Webb,dk,5000,joe webb,CAR,QB,00-0027796,auto_exact,high
Drew Stanton,QB,ARI,5000,1290,QB,ARI@SF,-0.0999999999999999,rotoguru_gid,Drew Stanton,dk,5000,drew stanton,ARI,QB,00-0025430,auto_exact,high
Matt McGloin,QB,LV,5000,1437,QB,LV@TEN,11.68,rotoguru_gid,Matt McGloin,dk,5000,matt mcgloin,LV,QB,00-0030419,auto_exact,high
Landry Jones,QB,PIT,5000,1430,QB,PIT@SEA,6.965,rotoguru_gid,Landry Jones,dk,5000,landry jones,PIT,QB,00-0030524,auto_exact,high
Adrian Peterson,RB,MIN,7300,2553,RB,MIN@ATL,18.6,rotoguru_gid,Adrian Peterson,dk,7300,adrian peterson,MIN,RB,00-0025394,auto_exact,high
C.J. Anderson,RB,DEN,3500,2924,RB,DEN@NE,7.65,rotoguru_gid,C.J. Anderson,dk,3500,cj anderson,DEN,RB,00-0029854,auto_exact,high
Eddie Lacy,RB,GB,4700,2896,RB,GB@CHI,8.399999999999999,rotoguru_gid,Eddie Lacy,dk,4700,eddie lacy,GB,RB,00-0030485,auto_exact,high
DeAngelo Williams,RB,PIT,5700,2500,RB,PIT@SEA,11.81,rotoguru_gid,DeAngelo Williams,dk,5700,deangelo williams,PIT,RB,00-0024242,auto_exact,high
Spencer Ware,RB,KC,3800,2914,RB,KC@BUF,7.875,rotoguru_gid,Spencer Ware,dk,3800,spencer ware,KC,RB,00-0030414,auto_exact,high
Brandon Bolden,RB,NE,3000,2874,RB,NE@DEN,1.9666666666666663,rotoguru_gid,Brandon Bolden,dk,3000,brandon bolden,NE,RB,00-0029239,auto_exact,high
Javorius Allen,RB,BAL,4600,5370,RB,BAL@CLE,4.85,rotoguru_gid,Javorius Allen,dk,4600,javorius allen,BAL,RB,00-0031577,auto_exact,high
Chris Ivory,RB,NYJ,5800,2741,RB,NYJ@MIA,16.48888888888889,rotoguru_gid,Chris Ivory,dk,5800,chris ivory,NYJ,RB,00-0027531,auto_exact,high
LeSean McCoy,RB,BUF,5300,2707,RB,BUF@KC,17.224999999999998,rotoguru_gid,LeSean McCoy,dk,5300,lesean mccoy,BUF,RB,00-0027029,auto_exact,high
Theo Riddick,RB,DET,3500,2907,RB,DET@PHI,11.33,rotoguru_gid,Theo Riddick,dk,3500,theo riddick,DET,RB,00-0030107,auto_exact,high
Joique Bell,RB,DET,3300,2719,RB,DET@PHI,5.557142857142857,rotoguru_gid,Joique Bell,dk,3300,joique bell,DET,RB,00-0027218,auto_exact,high
Mark Ingram,RB,NO,6400,2793,RB,NO@HOU,17.18,rotoguru_gid,Mark Ingram,dk,6400,mark ingram,NO,RB,00-0027966,auto_exact,high
