Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
WR,Jaxon Smith-Njigba (44174012),Jaxon Smith-Njigba,44174012,WR/FLEX,8100,SEA@ARI 09/20/2026 04:25PM ET,SEA,29.2,,Jaxon Smith-Njigba,dk,8100,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
RB,Christian McCaffrey (44173888),Christian McCaffrey,44173888,RB/FLEX,8000,MIA@SF 09/20/2026 04:25PM ET,SF,13.8,,Christian McCaffrey,dk,8000,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
WR,CeeDee Lamb (44174014),CeeDee Lamb,44174014,WR/FLEX,7300,WAS@DAL 09/20/2026 04:25PM ET,DAL,15.4,,CeeDee Lamb,dk,7300,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
TE,Trey McBride (44174200),Trey McBride,44174200,TE/FLEX,6900,SEA@ARI 09/20/2026 04:25PM ET,ARI,24.5,,Trey McBride,dk,6900,trey mcbride,ARI,TE,classic,00-0037744,auto_exact,high
RB,Ashton Jeanty (44173890),Ashton Jeanty,44173890,RB/FLEX,6800,LV@LAC 09/20/2026 04:05PM ET,LV,35.7,,Ashton Jeanty,dk,6800,ashton jeanty,LV,RB,classic,00-0040122,auto_exact,high
RB,De'Von Achane (44173892),De'Von Achane,44173892,RB/FLEX,6700,MIA@SF 09/20/2026 04:25PM ET,MIA,10.6,,De'Von Achane,dk,6700,devon achane,MIA,RB,classic,00-0039040,auto_exact,high
RB,Omarion Hampton (44173894),Omarion Hampton,44173894,RB/FLEX,6600,LV@LAC 09/20/2026 04:05PM ET,LAC,9.3,,Omarion Hampton,dk,6600,omarion hampton,LAC,RB,classic,00-0040666,auto_exact,high
WR,Mike Evans (44174016),Mike Evans,44174016,WR/FLEX,6600,MIA@SF 09/20/2026 04:25PM ET,SF,16.9,,Mike Evans,dk,6600,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
TE,Brock Bowers (44174202),Brock Bowers,44174202,TE/FLEX,6600,LV@LAC 09/20/2026 04:05PM ET,LV,0.0,Q,Brock Bowers,dk,6600,brock bowers,LV,TE,classic,00-0039338,auto_exact,high
WR,Jaylen Waddle (44174018),Jaylen Waddle,44174018,WR/FLEX,6500,JAX@DEN 09/20/2026 04:05PM ET,DEN,1.2,,Jaylen Waddle,dk,6500,jaylen waddle,DEN,WR,classic,00-0036613,auto_fallback_team_mismatch,medium
QB,Dak Prescott (44173856),Dak Prescott,44173856,QB,6400,WAS@DAL 09/20/2026 04:25PM ET,DAL,15.4,,Dak Prescott,dk,6400,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
RB,Javonte Williams (44173896),Javonte Williams,44173896,RB/FLEX,6400,WAS@DAL 09/20/2026 04:25PM ET,DAL,24.2,,Javonte Williams,dk,6400,javonte williams,DAL,RB,classic,00-0036997,auto_exact,high
QB,Jayden Daniels (44173857),Jayden Daniels,44173857,QB,6300,WAS@DAL 09/20/2026 04:25PM ET,WAS,17.7,,Jayden Daniels,dk,6300,jayden daniels,WAS,QB,classic,00-0039910,auto_exact,high
WR,George Pickens (44174020),George Pickens,44174020,WR/FLEX,6300,WAS@DAL 09/20/2026 04:25PM ET,DAL,5.8,,George Pickens,dk,6300,george pickens,DAL,WR,classic,00-0037247,auto_exact,high
QB,Brock Purdy (44173858),Brock Purdy,44173858,QB,6200,MIA@SF 09/20/2026 04:25PM ET,SF,22.1,,Brock Purdy,dk,6200,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
WR,Ladd McConkey (44174022),Ladd McConkey,44174022,WR/FLEX,6200,LV@LAC 09/20/2026 04:05PM ET,LAC,19.2,Q,Ladd McConkey,dk,6200,ladd mcconkey,LAC,WR,classic,00-0039915,auto_exact,high
QB,Justin Herbert (44173859),Justin Herbert,44173859,QB,6000,LV@LAC 09/20/2026 04:05PM ET,LAC,14.3,,Justin Herbert,dk,6000,justin herbert,LAC,QB,classic,00-0036355,auto_exact,high
RB,Jeremiyah Love (44173898),Jeremiyah Love,44173898,RB/FLEX,5900,SEA@ARI 09/20/2026 04:25PM ET,ARI,13.0,,Jeremiyah Love,dk,5900,jeremiyah love,ARI,RB,classic,00-0041027,auto_exact,high
WR,Parker Washington (44174024),Parker Washington,44174024,WR/FLEX,5900,JAX@DEN 09/20/2026 04:05PM ET,JAX,19.3,,Parker Washington,dk,5900,parker washington,JAX,WR,classic,00-0038606,auto_exact,high
QB,Trevor Lawrence (44173860),Trevor Lawrence,44173860,QB,5800,JAX@DEN 09/20/2026 04:05PM ET,JAX,26.1,,Trevor Lawrence,dk,5800,trevor lawrence,JAX,QB,classic,00-0036971,auto_exact,high
WR,Courtland Sutton (44174026),Courtland Sutton,44174026,WR/FLEX,5800,JAX@DEN 09/20/2026 04:05PM ET,DEN,3.1,,Courtland Sutton,dk,5800,courtland sutton,DEN,WR,classic,00-0034348,auto_exact,high
QB,Bo Nix (44173861),Bo Nix,44173861,QB,5700,JAX@DEN 09/20/2026 04:05PM ET,DEN,7.4,,Bo Nix,dk,5700,bo nix,DEN,QB,classic,00-0039732,auto_exact,high
