Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,MVP 1.5x Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 15,Unnamed: 16,Roster Position,roster_role,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
132913-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Ja'seem Reed,fd,12000,jaseem reed,CAR,WR,showdown,00-0040265,auto_exact,high
132913-114109,WR,Ainias,Ainias Smith,Smith,2.839999961853027,5,12000,12000,CAR@ARI,CAR,ARI,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Ainias Smith,fd,12000,ainias smith,CAR,WR,showdown,00-0039747,auto_exact,high
132913-90428,RB,Tyler,Tyler Allgeier,Allgeier,6.823529411764706,17,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Tyler Allgeier,fd,12000,tyler allgeier,ARI,RB,showdown,00-0037263,auto_fallback_team_mismatch,medium
132913-151740,RB,Corey,Corey Kiner,Kiner,2.075000047683716,4,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Corey Kiner,fd,12000,corey kiner,ARI,RB,showdown,00-0040556,auto_exact,high
132913-167620,WR,Tetairoa,Tetairoa McMillan,McMillan,10.72222222222222,18,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Tetairoa McMillan,fd,12000,tetairoa mcmillan,CAR,WR,showdown,00-0040124,auto_exact,high
132913-171332,WR,Reggie,Reggie Virgil,Virgil,,0,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Reggie Virgil,fd,12000,reggie virgil,ARI,WR,showdown,00-0041070,auto_exact,high
132913-201547,WR,Jalen,Jalen Coker,Coker,8.40000025431315,12,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jalen Coker,fd,12000,jalen coker,CAR,WR,showdown,00-0039491,auto_exact,high
132913-152651,WR,Marvin,Marvin Harrison Jr.,Harrison Jr.,8.941666920979818,12,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Marvin Harrison Jr.,fd,12000,marvin harrison,ARI,WR,showdown,00-0039849,auto_exact,high
132913-102986,TE,Elijah,Elijah Higgins,Higgins,2.873333231608073,15,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Elijah Higgins,fd,12000,elijah higgins,ARI,TE,showdown,00-0039041,auto_exact,high
132913-114252,WR,Xavier,Xavier Weaver,Weaver,1.4571428298950195,7,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Xavier Weaver,fd,12000,xavier weaver,ARI,WR,showdown,00-0039521,auto_exact,high
132913-103252,RB,Zonovan,Zonovan Knight,Knight,6.825000127156575,12,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Zonovan Knight,fd,12000,zonovan knight,ARI,RB,showdown,,,
132913-201685,WR,Gabriel,Gabriel Benyard,Benyard,,0,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Gabriel Benyard,fd,12000,gabriel benyard,CAR,WR,showdown,00-0041222,auto_fallback_team_mismatch,medium
132913-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.199999968210856,6,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Kenny Yeboah,fd,12000,kenny yeboah,ARI,TE,showdown,,,
132913-142042,RB,Trey,Trey Benson,Benson,7.224999904632568,4,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Trey Benson,fd,12000,trey benson,ARI,RB,showdown,00-0039921,auto_exact,high
132913-91101,TE,Tommy,Tommy Tremble,Tremble,3.3812499046325684,16,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Tommy Tremble,fd,12000,tommy tremble,CAR,TE,showdown,00-0037005,auto_exact,high
132913-152159,WR,Bryson,Bryson Green,Green,,0,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Bryson Green,fd,12000,bryson green,ARI,WR,showdown,00-0040383,auto_exact,high
132913-86750,K,Chad,Chad Ryland,Ryland,7.647058823529412,17,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Chad Ryland,fd,12000,chad ryland,ARI,K,showdown,00-0038567,auto_exact,high
132913-152669,TE,Jameson,Jameson Geers,Geers,,0,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jameson Geers,fd,12000,jameson geers,ARI,TE,showdown,00-0041366,auto_exact,high
132913-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0.4,15,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Ihmir Smith-Marsette,fd,12000,ihmir smith marsette,ARI,WR,showdown,00-0036635,auto_exact,high
132913-85986,TE,James,James Mitchell,Mitchell,1.433333396911621,3,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,James Mitchell,fd,12000,james mitchell,CAR,TE,showdown,00-0037282,auto_exact,high
132913-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,0.0,1,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Teagan Quitoriano,fd,12000,teagan quitoriano,ARI,TE,showdown,00-0037277,auto_fallback_team_mismatch,medium
132913-172646,RB,Trevor,Trevor Etienne,Etienne,0.4777777989705403,18,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Trevor Etienne,fd,12000,trevor etienne,CAR,RB,showdown,00-0040644,auto_exact,high
132913-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.1700000017881393,4,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Gardner Minshew II,fd,12000,gardner minshew,ARI,QB,showdown,00-0035289,auto_fallback_team_mismatch,medium
132913-91750,TE,Trey,Trey McBride,McBride,15.405881993910846,17,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Trey McBride,fd,12000,trey mcbride,ARI,TE,showdown,00-0037744,auto_exact,high
132913-40687,RB,James,James Conner,Conner,9.766666412353516,3,12000,12000,CAR@ARI,ARI,CAR,Q,Foot,,,,MVP - 1.5X Points/AnyFLEX,MVP,James Conner,fd,12000,james conner,ARI,RB,showdown,00-0033553,auto_exact,high
132913-79987,WR,David,David Moore,Moore,0.7333333492279053,3,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,David Moore,fd,12000,david moore,CAR,WR,showdown,00-0033589,auto_exact,high
132913-92020,QB,Kenny,Kenny Pickett,Pickett,1.6200000445048015,6,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Kenny Pickett,fd,12000,kenny pickett,CAR,QB,showdown,00-0038102,auto_fallback_team_mismatch,medium
132913-140407,RB,Miles,Miles Davis,Davis,,0,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Miles Davis,fd,12000,miles davis,CAR,RB,showdown,00-0041485,auto_exact,high
132913-119670,QB,Carson,Carson Beck,Beck,,0,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Carson Beck,fd,12000,carson beck,ARI,QB,showdown,00-0041561,auto_exact,high
132913-71032,WR,Devin,Devin Duvernay,Duvernay,0.1894736791911878,19,12000,12000,CAR@ARI,ARI,CAR,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Devin Duvernay,fd,12000,devin duvernay,ARI,WR,showdown,00-0036331,auto_fallback_team_mismatch,medium
132913-158968,RB,Jonathon,Jonathon Brooks,Brooks,2.0,3,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jonathon Brooks,fd,12000,jonathon brooks,CAR,RB,showdown,00-0039344,auto_exact,high
132913-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,2.109090978449041,11,12000,12000,CAR@ARI,CAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jimmy Horn Jr.,fd,12000,jimmy horn,CAR,WR,showdown,00-0040218,auto_exact,high
