Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Christian McCaffrey (44265615),Christian McCaffrey,44265615,RB/FLEX,8300,ARI@SF 09/27/2026 04:05PM ET,SF,18.2,,Christian McCaffrey,dk,8300,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
WR,CeeDee Lamb (44265709),CeeDee Lamb,44265709,WR/FLEX,7800,BAL@DAL 09/27/2026 04:25PM ET,DAL,26.9,,CeeDee Lamb,dk,7800,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
RB,Derrick Henry (44265617),Derrick Henry,44265617,RB/FLEX,7700,BAL@DAL 09/27/2026 04:25PM ET,BAL,28.0,,Derrick Henry,dk,7700,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
QB,Lamar Jackson (44265589),Lamar Jackson,44265589,QB,7500,BAL@DAL 09/27/2026 04:25PM ET,BAL,22.4,,Lamar Jackson,dk,7500,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
WR,Justin Jefferson (44265711),Justin Jefferson,44265711,WR/FLEX,7500,MIN@TB 09/27/2026 04:05PM ET,MIN,19.9,,Justin Jefferson,dk,7500,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
WR,Chris Olave (44265713),Chris Olave,44265713,WR/FLEX,7200,LV@NO 09/27/2026 04:25PM ET,NO,26.9,,Chris Olave,dk,7200,chris olave,NO,WR,classic,00-0037239,auto_exact,high
RB,Ashton Jeanty (44265619),Ashton Jeanty,44265619,RB/FLEX,7100,LV@NO 09/27/2026 04:25PM ET,LV,23.0,,Ashton Jeanty,dk,7100,ashton jeanty,LV,RB,classic,00-0040122,auto_exact,high
WR,Zay Flowers (44265715),Zay Flowers,44265715,WR/FLEX,6900,BAL@DAL 09/27/2026 04:25PM ET,BAL,29.0,Q,Zay Flowers,dk,6900,zay flowers,BAL,WR,classic,00-0039064,auto_exact,high
WR,Mike Evans (44265717),Mike Evans,44265717,WR/FLEX,6800,ARI@SF 09/27/2026 04:05PM ET,SF,12.7,Q,Mike Evans,dk,6800,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
QB,Dak Prescott (44265590),Dak Prescott,44265590,QB,6700,BAL@DAL 09/27/2026 04:25PM ET,DAL,22.6,,Dak Prescott,dk,6700,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
