Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Josh McCown,QB,CLE,5100,1175,QB,CLE@BAL,17.713333333333335,rotoguru_gid,Josh McCown,dk,5100,josh mccown,CLE,QB,00-0021206,auto_exact,high
Eli Manning,QB,NYG,6800,1225,QB,NYG@SF,16.985,rotoguru_gid,Eli Manning,dk,6800,eli manning,NYG,QB,00-0022803,auto_exact,high
Blake Bortles,QB,JAX,5100,1442,QB,JAX@TB,17.485,rotoguru_gid,Blake Bortles,dk,5100,blake bortles,JAX,QB,00-0031407,auto_exact,high
Andy Dalton,QB,CIN,5700,1403,QB,CIN@SEA,24.295,rotoguru_gid,Andy Dalton,dk,5700,andy dalton,CIN,QB,00-0027973,auto_exact,high
Tom Brady,QB,NE,7800,1131,QB,NE@DAL,28.52666666666667,rotoguru_gid,Tom Brady,dk,7800,tom brady,NE,QB,00-0019596,auto_exact,high
Philip Rivers,QB,SDG,6200,1231,QB,SDG@PIT,20.54,rotoguru_gid,Philip Rivers,dk,6200,philip rivers,SDG,QB,00-0022942,auto_fallback_team_mismatch,medium
Joe Flacco,QB,BAL,5600,1302,QB,BAL@CLE,15.57,rotoguru_gid,Joe Flacco,dk,5600,joe flacco,BAL,QB,00-0026158,auto_exact,high
Brian Hoyer,QB,HOU,5000,1336,QB,HOU@IND,14.36,rotoguru_gid,Brian Hoyer,dk,5000,brian hoyer,HOU,QB,00-0026625,auto_exact,high
Tyrod Taylor,QB,BUF,5800,1400,QB,BUF@TEN,21.155,rotoguru_gid,Tyrod Taylor,dk,5800,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Sam Bradford,QB,PHI,6000,1344,QB,PHI@NO,15.505,rotoguru_gid,Sam Bradford,dk,6000,sam bradford,PHI,QB,00-0027854,auto_exact,high
Drew Brees,QB,NO,7200,1151,QB,NO@PHI,19.65333333333333,rotoguru_gid,Drew Brees,dk,7200,drew brees,NO,QB,00-0020531,auto_exact,high
Colin Kaepernick,QB,SF,5200,1404,QB,SF@NYG,15.395,rotoguru_gid,Colin Kaepernick,dk,5200,colin kaepernick,SF,QB,00-0027974,auto_exact,high
Jay Cutler,QB,CHI,5300,1263,QB,CHI@KC,14.513333333333334,rotoguru_gid,Jay Cutler,dk,5300,jay cutler,CHI,QB,00-0024226,auto_exact,high
Aaron Rodgers,QB,GB,7900,1252,QB,GB@LA,24.875,rotoguru_gid,Aaron Rodgers,dk,7900,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Carson Palmer,QB,ARI,6600,1207,QB,ARI@DET,23.35,rotoguru_gid,Carson Palmer,dk,6600,carson palmer,ARI,QB,00-0021429,auto_exact,high
Matt Hasselbeck,QB,IND,5000,1060,QB,IND@HOU,15.38,rotoguru_gid,Matt Hasselbeck,dk,5000,matt hasselbeck,IND,QB,00-0007091,auto_exact,high
Jameis Winston,QB,TB,5100,1465,QB,TB@JAX,16.475,rotoguru_gid,Jameis Winston,dk,5100,jameis winston,TB,QB,00-0031503,auto_exact,high
Russell Wilson,QB,SEA,6900,1412,QB,SEA@CIN,18.215,rotoguru_gid,Russell Wilson,dk,6900,russell wilson,SEA,QB,00-0029263,auto_exact,high
Michael Vick,QB,PIT,5100,1155,QB,PIT@SDG,4.426666666666667,rotoguru_gid,Michael Vick,dk,5100,michael vick,PIT,QB,00-0020245,manual_override,high
Alex Smith,QB,KC,5500,1254,QB,KC@CHI,17.8,rotoguru_gid,Alex Smith,dk,5500,alex smith,KC,QB,00-0023436,auto_exact,high
Derek Carr,QB,LV,5500,1441,QB,LV@DEN,17.97,rotoguru_gid,Derek Carr,dk,5500,derek carr,LV,QB,00-0031280,auto_exact,high
Marcus Mariota,QB,TEN,6000,1466,QB,TEN@BUF,22.27333333333333,rotoguru_gid,Marcus Mariota,dk,6000,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Kirk Cousins,QB,WAS,5300,1415,QB,WAS@ATL,15.8,rotoguru_gid,Kirk Cousins,dk,5300,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Dan Orlovsky,QB,DET,5000,1249,QB,DET@ARI,0.0,rotoguru_gid,Dan Orlovsky,dk,5000,dan orlovsky,DET,QB,00-0023578,auto_exact,high
Matt Ryan,QB,ATL,6700,1301,QB,ATL@WAS,19.32,rotoguru_gid,Matt Ryan,dk,6700,matt ryan,ATL,QB,00-0026143,auto_exact,high
Matthew Stafford,QB,DET,5400,1340,QB,DET@ARI,14.22,rotoguru_gid,Matthew Stafford,dk,5400,matthew stafford,DET,QB,00-0026498,auto_exact,high
Peyton Manning,QB,DEN,7000,1081,QB,DEN@LV,15.079999999999998,rotoguru_gid,Peyton Manning,dk,7000,peyton manning,DEN,QB,00-0010346,auto_exact,high
Brandon Weeden,QB,DAL,5100,1411,QB,DAL@NE,10.08,rotoguru_gid,Brandon Weeden,dk,5100,brandon weeden,DAL,QB,00-0029677,auto_fallback_team_mismatch,medium
Nick Foles,QB,LA,5200,1413,QB,LA@GB,14.425,rotoguru_gid,Nick Foles,dk,5200,nick foles,LA,QB,00-0029567,auto_exact,high
Ryan Mallett,QB,HOU,5000,1401,QB,HOU@IND,11.725,rotoguru_gid,Ryan Mallett,dk,5000,ryan mallett,HOU,QB,00-0028012,auto_fallback_team_mismatch,medium
Drew Stanton,QB,ARI,5000,1290,QB,ARI@DET,-0.3,rotoguru_gid,Drew Stanton,dk,5000,drew stanton,ARI,QB,00-0025430,auto_exact,high
E.J. Manuel,QB,BUF,5000,1421,QB,BUF@TEN,-0.2,rotoguru_gid,E.J. Manuel,dk,5000,ej manuel,BUF,QB,00-0030526,auto_exact,high
B.J. Daniels,QB,SEA,3000,1468,QB,SEA@CIN,2.2,rotoguru_gid,B.J. Daniels,dk,3000,bj daniels,SEA,QB,00-0030120,auto_fallback_name_only_position_mismatch,low
Luke McCown,QB,NO,5000,1227,QB,NO@PHI,3.6,rotoguru_gid,Luke McCown,dk,5000,luke mccown,NO,QB,00-0022864,manual_override,high
