Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Bijan Robinson (44132656),Bijan Robinson,44132656,RB/FLEX,8200,CAR@ATL 09/20/2026 01:00PM ET,ATL,23.2,,Bijan Robinson,dk,8200,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
WR,Jaxon Smith-Njigba (44132962),Jaxon Smith-Njigba,44132962,WR/FLEX,8100,SEA@ARI 09/20/2026 04:25PM ET,SEA,22.0,,Jaxon Smith-Njigba,dk,8100,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
RB,Christian McCaffrey (44132658),Christian McCaffrey,44132658,RB/FLEX,8000,MIA@SF 09/20/2026 04:25PM ET,SF,24.8,,Christian McCaffrey,dk,8000,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
WR,Justin Jefferson (44132964),Justin Jefferson,44132964,WR/FLEX,7800,MIN@CHI 09/20/2026 01:00PM ET,MIN,12.4,,Justin Jefferson,dk,7800,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
WR,Ja'Marr Chase (44132966),Ja'Marr Chase,44132966,WR/FLEX,7600,CIN@HOU 09/20/2026 01:00PM ET,CIN,21.0,,Ja'Marr Chase,dk,7600,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
QB,Lamar Jackson (44132567),Lamar Jackson,44132567,QB,7300,NO@BAL 09/20/2026 01:00PM ET,BAL,17.3,,Lamar Jackson,dk,7300,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
WR,CeeDee Lamb (44132968),CeeDee Lamb,44132968,WR/FLEX,7300,WAS@DAL 09/20/2026 04:25PM ET,DAL,15.6,,CeeDee Lamb,dk,7300,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
RB,Derrick Henry (44132660),Derrick Henry,44132660,RB/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,BAL,18.0,,Derrick Henry,dk,7200,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
WR,Chris Olave (44132970),Chris Olave,44132970,WR/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,NO,17.4,,Chris Olave,dk,7200,chris olave,NO,WR,classic,00-0037239,auto_exact,high
RB,Saquon Barkley (44132662),Saquon Barkley,44132662,RB/FLEX,7000,PHI@TEN 09/20/2026 01:00PM ET,PHI,15.4,,Saquon Barkley,dk,7000,saquon barkley,PHI,RB,classic,00-0034844,auto_exact,high
WR,Nico Collins (44132972),Nico Collins,44132972,WR/FLEX,7000,CIN@HOU 09/20/2026 01:00PM ET,HOU,15.1,,Nico Collins,dk,7000,nico collins,HOU,WR,classic,00-0036554,auto_exact,high
RB,Chase Brown (44132664),Chase Brown,44132664,RB/FLEX,6900,CIN@HOU 09/20/2026 01:00PM ET,CIN,17.2,,Chase Brown,dk,6900,chase brown,CIN,RB,classic,00-0038597,auto_exact,high
TE,Trey McBride (44133442),Trey McBride,44133442,TE/FLEX,6900,SEA@ARI 09/20/2026 04:25PM ET,ARI,19.1,,Trey McBride,dk,6900,trey mcbride,ARI,TE,classic,00-0037744,auto_exact,high
QB,Caleb Williams (44132568),Caleb Williams,44132568,QB,6800,MIN@CHI 09/20/2026 01:00PM ET,CHI,19.8,,Caleb Williams,dk,6800,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
