Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Russell Wilson,QB,SEA,7000,1412,QB,SEA@ATL,24.08,rotoguru_gid,Russell Wilson,dk,7000,russell wilson,SEA,QB,00-0029263,auto_exact,high
Kirk Cousins,QB,WAS,6100,1415,QB,WAS@NO,20.995555555555555,rotoguru_gid,Kirk Cousins,dk,6100,kirk cousins,WAS,QB,00-0029604,auto_exact,high
Ben Roethlisberger,QB,PIT,6600,1232,QB,PIT@TEN,15.146666666666668,rotoguru_gid,Ben Roethlisberger,dk,6600,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Tom Brady,QB,NE,7400,1131,QB,NE@LV,22.67555555555556,rotoguru_gid,Tom Brady,dk,7400,tom brady,NE,QB,00-0019596,auto_exact,high
Drew Brees,QB,NO,6800,1151,QB,NO@WAS,18.09111111111111,rotoguru_gid,Drew Brees,dk,6800,drew brees,NO,QB,00-0020531,auto_exact,high
Marcus Mariota,QB,TEN,5600,1466,QB,TEN@PIT,16.5525,rotoguru_gid,Marcus Mariota,dk,5600,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Blaine Gabbert,QB,ARI,4900,1381,QB,ARI@HOU,,rotoguru_gid,Blaine Gabbert,dk,4900,blaine gabbert,ARI,QB,00-0027948,auto_exact,high
Carson Wentz,QB,PHI,7200,1514,QB,PHI@DAL,23.28666666666667,rotoguru_gid,Carson Wentz,dk,7200,carson wentz,PHI,QB,00-0032950,auto_exact,high
Ryan Fitzpatrick,QB,TB,5300,1242,QB,TB@-,10.875,rotoguru_gid,Ryan Fitzpatrick,dk,5300,ryan fitzpatrick,TB,QB,00-0023682,auto_exact,high
Matthew Stafford,QB,DET,6600,1340,QB,DET@CHI,19.66,rotoguru_gid,Matthew Stafford,dk,6600,matthew stafford,DET,QB,00-0026498,auto_exact,high
Tyrod Taylor,QB,BUF,5600,1400,QB,BUF@LAC,15.45111111111111,rotoguru_gid,Tyrod Taylor,dk,5600,tyrod taylor,BUF,QB,00-0028118,auto_exact,high
Andy Dalton,QB,CIN,4800,1403,QB,CIN@DEN,14.273333333333332,rotoguru_gid,Andy Dalton,dk,4800,andy dalton,CIN,QB,00-0027973,auto_exact,high
Philip Rivers,QB,LAC,5900,1231,QB,LAC@BUF,16.502222222222223,rotoguru_gid,Philip Rivers,dk,5900,philip rivers,LAC,QB,00-0022942,auto_exact,high
Case Keenum,QB,MIN,5100,1435,QB,MIN@LA,15.9825,rotoguru_gid,Case Keenum,dk,5100,case keenum,MIN,QB,00-0028986,auto_exact,high
Matt Ryan,QB,ATL,5800,1301,QB,ATL@SEA,16.642222222222223,rotoguru_gid,Matt Ryan,dk,5800,matt ryan,ATL,QB,00-0026143,auto_exact,high
Brock Osweiler,QB,DEN,4500,1414,QB,DEN@CIN,7.56,rotoguru_gid,Brock Osweiler,dk,4500,brock osweiler,DEN,QB,00-0029682,auto_exact,high
Tom Savage,QB,HOU,4400,1443,QB,HOU@ARI,5.27,rotoguru_gid,Tom Savage,dk,4400,tom savage,HOU,QB,00-0031064,auto_exact,high
Mitchell Trubisky,QB,CHI,4500,1519,QB,CHI@DET,8.893333333333333,rotoguru_gid,Mitchell Trubisky,dk,4500,mitchell trubisky,CHI,QB,00-0033869,auto_exact,high
Matt Moore,QB,MIA,4700,1298,QB,MIA@-,9.78,rotoguru_gid,Matt Moore,dk,4700,matt moore,MIA,QB,00-0025708,auto_exact,high
Derek Carr,QB,LV,6400,1441,QB,LV@NE,16.7575,rotoguru_gid,Derek Carr,dk,6400,derek carr,LV,QB,00-0031280,auto_exact,high
Joe Flacco,QB,BAL,4900,1302,QB,BAL@GB,9.704444444444444,rotoguru_gid,Joe Flacco,dk,4900,joe flacco,BAL,QB,00-0026158,auto_exact,high
Alex Smith,QB,KC,6700,1254,QB,KC@NYG,22.22888888888889,rotoguru_gid,Alex Smith,dk,6700,alex smith,KC,QB,00-0023436,auto_exact,high
Jared Goff,QB,LA,6500,1490,QB,LA@MIN,19.37777777777778,rotoguru_gid,Jared Goff,dk,6500,jared goff,LA,QB,00-0033106,auto_exact,high
Blake Bortles,QB,JAX,5200,1442,QB,JAX@CLE,15.144444444444446,rotoguru_gid,Blake Bortles,dk,5200,blake bortles,JAX,QB,00-0031407,auto_exact,high
DeShone Kizer,QB,CLE,4500,1517,QB,CLE@JAX,12.6425,rotoguru_gid,DeShone Kizer,dk,4500,deshone kizer,CLE,QB,00-0033899,auto_exact,high
Eli Manning,QB,NYG,5700,1225,QB,NYG@KC,15.646666666666668,rotoguru_gid,Eli Manning,dk,5700,eli manning,NYG,QB,00-0022803,auto_exact,high
Brett Hundley,QB,GB,4700,1470,QB,GB@BAL,10.508,rotoguru_gid,Brett Hundley,dk,4700,brett hundley,GB,QB,00-0031589,auto_exact,high
Jay Cutler,QB,MIA,5400,1263,QB,MIA@-,13.4575,rotoguru_gid,Jay Cutler,dk,5400,jay cutler,MIA,QB,00-0024226,auto_exact,high
Dak Prescott,QB,DAL,6900,1501,QB,DAL@PHI,21.273333333333333,rotoguru_gid,Dak Prescott,dk,6900,dak prescott,DAL,QB,00-0033077,auto_exact,high
Kellen Clemens,QB,LAC,4000,1262,QB,LAC@BUF,0.0,rotoguru_gid,Kellen Clemens,dk,4000,kellen clemens,LAC,QB,00-0024264,auto_exact,high
Brian Hoyer,QB,NE,4900,1336,QB,NE@LV,10.711428571428572,rotoguru_gid,Brian Hoyer,dk,4900,brian hoyer,NE,QB,00-0026625,auto_exact,high
Cooper Rush,QB,DAL,4500,1521,QB,DAL@PHI,1.38,rotoguru_gid,Cooper Rush,dk,4500,cooper rush,DAL,QB,00-0033662,auto_exact,high
Joe Webb,QB,BUF,4000,5071,QB,BUF@LAC,0.0,rotoguru_gid,Joe Webb,dk,4000,joe webb,BUF,QB,00-0027796,auto_exact,high
Landry Jones,QB,PIT,4500,1430,QB,PIT@TEN,,rotoguru_gid,Landry Jones,dk,4500,landry jones,PIT,QB,00-0030524,auto_exact,high
Nathan Peterman,QB,BUF,4700,1522,QB,BUF@LAC,7.16,rotoguru_gid,Nathan Peterman,dk,4700,nathan peterman,BUF,QB,00-0033958,auto_exact,high
