Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Ben Roethlisberger,QB,PIT,7500,1232,QB,PIT@BAL,20.45,rotoguru_gid,Ben Roethlisberger,dk,7500,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Andrew Luck,QB,IND,10000,1409,QB,IND@NYG,28.83,rotoguru_gid,Andrew Luck,dk,10000,andrew luck,IND,QB,00-0029668,auto_exact,high
Tom Brady,QB,NE,8400,1131,QB,NE@DEN,19.57,rotoguru_gid,Tom Brady,dk,8400,tom brady,NE,QB,00-0019596,auto_exact,high
Ryan Tannehill,QB,MIA,6300,1410,QB,MIA@SDG,17.50857142857143,rotoguru_gid,Ryan Tannehill,dk,6300,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Peyton Manning,QB,DEN,9800,1081,QB,DEN@NE,25.794285714285717,rotoguru_gid,Peyton Manning,dk,9800,peyton manning,DEN,QB,00-0010346,auto_exact,high
Eli Manning,QB,NYG,7300,1225,QB,NYG@IND,17.788571428571426,rotoguru_gid,Eli Manning,dk,7300,eli manning,NYG,QB,00-0022803,auto_exact,high
Joe Flacco,QB,BAL,6100,1302,QB,BAL@PIT,17.9325,rotoguru_gid,Joe Flacco,dk,6100,joe flacco,BAL,QB,00-0026158,auto_exact,high
Brian Hoyer,QB,CLE,5300,1336,QB,CLE@TB,14.045714285714284,rotoguru_gid,Brian Hoyer,dk,5300,brian hoyer,CLE,QB,00-0026625,auto_exact,high
Carson Palmer,QB,ARI,6800,1207,QB,ARI@DAL,21.01,rotoguru_gid,Carson Palmer,dk,6800,carson palmer,ARI,QB,00-0021429,auto_exact,high
Drew Brees,QB,NO,8300,1151,QB,NO@CAR,22.254285714285714,rotoguru_gid,Drew Brees,dk,8300,drew brees,NO,QB,00-0020531,auto_exact,high
Ryan Fitzpatrick,QB,HOU,5700,1242,QB,HOU@PHI,14.21,rotoguru_gid,Ryan Fitzpatrick,dk,5700,ryan fitzpatrick,HOU,QB,00-0023682,auto_exact,high
Mike Glennon,QB,TB,5700,1420,QB,TB@CLE,16.696,rotoguru_gid,Mike Glennon,dk,5700,mike glennon,TB,QB,00-0030520,auto_exact,high
Blake Bortles,QB,JAX,5400,1442,QB,JAX@CIN,14.736666666666666,rotoguru_gid,Blake Bortles,dk,5400,blake bortles,JAX,QB,00-0031407,auto_exact,high
Teddy Bridgewater,QB,MIN,5200,1439,QB,MIN@WAS,12.724,rotoguru_gid,Teddy Bridgewater,dk,5200,teddy bridgewater,MIN,QB,00-0031237,auto_exact,high
Andy Dalton,QB,CIN,6300,1403,QB,CIN@JAX,17.162857142857142,rotoguru_gid,Andy Dalton,dk,6300,andy dalton,CIN,QB,00-0027973,auto_exact,high
Alex Smith,QB,KC,5700,1254,QB,KC@NYJ,15.817142857142857,rotoguru_gid,Alex Smith,dk,5700,alex smith,KC,QB,00-0023436,auto_exact,high
Robert Griffin III,QB,WAS,6400,1408,QB,WAS@MIN,6.800000000000001,rotoguru_gid,Robert Griffin III,dk,6400,robert griffin,WAS,QB,00-0029665,auto_exact,high
