Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Bijan Robinson (44157285),Bijan Robinson,44157285,RB/FLEX,8200,CAR@ATL 09/20/2026 01:00PM ET,ATL,31.3,,Bijan Robinson,dk,8200,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
WR,Justin Jefferson (44157465),Justin Jefferson,44157465,WR/FLEX,7800,MIN@CHI 09/20/2026 01:00PM ET,MIN,31.2,,Justin Jefferson,dk,7800,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
WR,Ja'Marr Chase (44157467),Ja'Marr Chase,44157467,WR/FLEX,7600,CIN@HOU 09/20/2026 01:00PM ET,CIN,3.2,,Ja'Marr Chase,dk,7600,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
QB,Lamar Jackson (44157228),Lamar Jackson,44157228,QB,7300,NO@BAL 09/20/2026 01:00PM ET,BAL,29.0,,Lamar Jackson,dk,7300,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
RB,Derrick Henry (44157287),Derrick Henry,44157287,RB/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,BAL,38.3,,Derrick Henry,dk,7200,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
WR,Chris Olave (44157469),Chris Olave,44157469,WR/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,NO,31.2,,Chris Olave,dk,7200,chris olave,NO,WR,classic,00-0037239,auto_exact,high
RB,Saquon Barkley (44157289),Saquon Barkley,44157289,RB/FLEX,7000,PHI@TEN 09/20/2026 01:00PM ET,PHI,9.0,,Saquon Barkley,dk,7000,saquon barkley,PHI,RB,classic,00-0034844,auto_exact,high
WR,Nico Collins (44157471),Nico Collins,44157471,WR/FLEX,7000,CIN@HOU 09/20/2026 01:00PM ET,HOU,21.2,Q,Nico Collins,dk,7000,nico collins,HOU,WR,classic,00-0036554,auto_exact,high
RB,Chase Brown (44157291),Chase Brown,44157291,RB/FLEX,6900,CIN@HOU 09/20/2026 01:00PM ET,CIN,18.8,,Chase Brown,dk,6900,chase brown,CIN,RB,classic,00-0038597,auto_exact,high
QB,Caleb Williams (44157229),Caleb Williams,44157229,QB,6800,MIN@CHI 09/20/2026 01:00PM ET,CHI,37.3,,Caleb Williams,dk,6800,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
WR,DeVonta Smith (44157473),DeVonta Smith,44157473,WR/FLEX,6800,PHI@TEN 09/20/2026 01:00PM ET,PHI,8.3,,DeVonta Smith,dk,6800,devonta smith,PHI,WR,classic,00-0036912,auto_exact,high
QB,Jalen Hurts (44157230),Jalen Hurts,44157230,QB,6700,PHI@TEN 09/20/2026 01:00PM ET,PHI,24.7,,Jalen Hurts,dk,6700,jalen hurts,PHI,QB,classic,00-0036389,auto_exact,high
WR,Zay Flowers (44157475),Zay Flowers,44157475,WR/FLEX,6700,NO@BAL 09/20/2026 01:00PM ET,BAL,29.0,Q,Zay Flowers,dk,6700,zay flowers,BAL,WR,classic,00-0039064,auto_exact,high
QB,Joe Burrow (44157231),Joe Burrow,44157231,QB,6600,CIN@HOU 09/20/2026 01:00PM ET,CIN,15.2,Q,Joe Burrow,dk,6600,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
RB,David Montgomery (44157293),David Montgomery,44157293,RB/FLEX,6500,CIN@HOU 09/20/2026 01:00PM ET,HOU,28.9,,David Montgomery,dk,6500,david montgomery,HOU,RB,classic,00-0035685,auto_fallback_team_mismatch,medium
WR,Emeka Egbuka (44157477),Emeka Egbuka,44157477,WR/FLEX,6400,CLE@TB 09/20/2026 01:00PM ET,TB,11.3,,Emeka Egbuka,dk,6400,emeka egbuka,TB,WR,classic,00-0040129,auto_exact,high
RB,D'Andre Swift (44157295),D'Andre Swift,44157295,RB/FLEX,6300,MIN@CHI 09/20/2026 01:00PM ET,CHI,35.4,Q,D'Andre Swift,dk,6300,dandre swift,CHI,RB,classic,00-0036275,auto_exact,high
RB,Josh Jacobs (44157297),Josh Jacobs,44157297,RB/FLEX,6300,GB@NYJ 09/20/2026 01:00PM ET,GB,0.0,OUT,Josh Jacobs,dk,6300,josh jacobs,GB,RB,classic,00-0035700,auto_exact,high
RB,Breece Hall (44157299),Breece Hall,44157299,RB/FLEX,6200,GB@NYJ 09/20/2026 01:00PM ET,NYJ,22.8,,Breece Hall,dk,6200,breece hall,NYJ,RB,classic,00-0038120,auto_exact,high
WR,Christian Watson (44157479),Christian Watson,44157479,WR/FLEX,6200,GB@NYJ 09/20/2026 01:00PM ET,GB,35.7,,Christian Watson,dk,6200,christian watson,GB,WR,classic,00-0038124,auto_exact,high
QB,Drake Maye (44157232),Drake Maye,44157232,QB,6100,PIT@NE 09/20/2026 01:00PM ET,NE,12.8,,Drake Maye,dk,6100,drake maye,NE,QB,classic,00-0039851,auto_exact,high
RB,Bucky Irving (44157301),Bucky Irving,44157301,RB/FLEX,6100,CLE@TB 09/20/2026 01:00PM ET,TB,21.3,,Bucky Irving,dk,6100,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
WR,Tetairoa McMillan (44157481),Tetairoa McMillan,44157481,WR/FLEX,6100,CAR@ATL 09/20/2026 01:00PM ET,CAR,11.5,,Tetairoa McMillan,dk,6100,tetairoa mcmillan,CAR,WR,classic,00-0040124,auto_exact,high
WR,Tee Higgins (44157483),Tee Higgins,44157483,WR/FLEX,6100,CIN@HOU 09/20/2026 01:00PM ET,CIN,8.9,,Tee Higgins,dk,6100,tee higgins,CIN,WR,classic,00-0036410,auto_exact,high
