Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134303-160265,QB,Mark,Mark Gronowski,Gronowski,,0,6000,CIN@HOU,HOU,CIN,,,,,,QB,Mark Gronowski,fd,6000,mark gronowski,HOU,QB,classic,00-0041156,auto_exact,high
134303-102933,QB,Kedon,Kedon Slovis,Slovis,-0.0399999991059303,2,6000,GB@NYJ,GB,NYJ,,,,,,QB,Kedon Slovis,fd,6000,kedon slovis,GB,QB,classic,00-0039577,auto_fallback_team_mismatch,medium
134303-89628,QB,Davis,Davis Mills,Mills,11.59999974568685,6,6000,CIN@HOU,HOU,CIN,,,,,,QB,Davis Mills,fd,6000,davis mills,HOU,QB,classic,00-0036898,auto_exact,high
134303-94748,QB,Tommy,Tommy DeVito,DeVito,,0,6000,PIT@NE,NE,PIT,,,,,,QB,Tommy DeVito,fd,6000,tommy devito,NE,QB,classic,00-0038476,auto_exact,high
134303-160303,TE,Tucker,Tucker Kraft,Kraft,8.0,1,6000,GB@NYJ,GB,NYJ,,,,,,TE/FLEX,Tucker Kraft,fd,6000,tucker kraft,GB,TE,classic,00-0038996,auto_exact,high
134303-6714,QB,Joe,Joe Flacco,Flacco,12.512307974008412,13,6000,CIN@HOU,CIN,HOU,,,,,,QB,Joe Flacco,fd,6000,joe flacco,CIN,QB,classic,00-0026158,auto_exact,high
134303-208491,QB,Cole,Cole Payton,Payton,,0,6000,PHI@TEN,PHI,TEN,,,,,,QB,Cole Payton,fd,6000,cole payton,PHI,QB,classic,00-0040891,auto_exact,high
134303-135811,QB,Jalon,Jalon Daniels,Daniels,,0,6000,CLE@TB,TB,CLE,,,,,,QB,Jalon Daniels,fd,6000,jalon daniels,TB,QB,classic,00-0041251,auto_exact,high
134303-184983,QB,Joe,Joe Fagnano,Fagnano,,0,6000,NO@BAL,BAL,NO,,,,,,QB,Joe Fagnano,fd,6000,joe fagnano,BAL,QB,classic,00-0040981,auto_exact,high
134303-69294,QB,Skylar,Skylar Thompson,Thompson,,0,6000,NO@BAL,BAL,NO,IR,Undisclosed,,,,QB,Skylar Thompson,fd,6000,skylar thompson,BAL,QB,classic,00-0037327,auto_exact,high
134303-139985,QB,Bailey,Bailey Zappe,Zappe,,0,6000,GB@NYJ,NYJ,GB,,,,,,QB,Bailey Zappe,fd,6000,bailey zappe,NYJ,QB,classic,00-0038108,auto_exact,high
134303-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,7.78000020980835,4,6000,PHI@TEN,TEN,PHI,,,,,,QB,Mitchell Trubisky,fd,6000,mitchell trubisky,TEN,QB,classic,00-0033869,auto_fallback_team_mismatch,medium
134303-8023,QB,Josh,Josh Johnson,Johnson,8.793333053588867,3,6000,CIN@HOU,CIN,HOU,,,,,,QB,Josh Johnson,fd,6000,josh johnson,CIN,QB,classic,00-0026300,auto_fallback_team_mismatch,medium
134303-92020,QB,Kenny,Kenny Pickett,Pickett,2.400000095367432,1,6000,CAR@ATL,CAR,ATL,,,,,,QB,Kenny Pickett,fd,6000,kenny pickett,CAR,QB,classic,00-0038102,auto_fallback_team_mismatch,medium
134303-14225,QB,Andy,Andy Dalton,Dalton,2.630000114440918,4,6000,PHI@TEN,PHI,TEN,,,,,,QB,Andy Dalton,fd,6000,andy dalton,PHI,QB,classic,00-0027973,auto_fallback_team_mismatch,medium
134303-128944,QB,Haynes,Haynes King,King,,0,6000,CAR@ATL,CAR,ATL,,,,,,QB,Haynes King,fd,6000,haynes king,CAR,QB,classic,00-0041149,auto_exact,high
134303-111557,QB,Spencer,Spencer Rattler,Rattler,11.515555487738716,9,6000,NO@BAL,NO,BAL,,,,,,QB,Spencer Rattler,fd,6000,spencer rattler,NO,QB,classic,00-0039376,auto_exact,high
134303-200653,QB,Max,Max Brosmer,Brosmer,1.1742857524326868,7,6000,MIN@CHI,MIN,CHI,,,,,,QB,Max Brosmer,fd,6000,max brosmer,MIN,QB,classic,00-0040494,auto_exact,high
134303-85983,QB,Hendon,Hendon Hooker,Hooker,,0,6000,PHI@TEN,TEN,PHI,,,,,,QB,Hendon Hooker,fd,6000,hendon hooker,TEN,QB,classic,00-0038550,auto_exact,high
134303-166892,QB,Drew,Drew Allar,Allar,,0,6000,PIT@NE,PIT,NE,,,,,,QB,Drew Allar,fd,6000,drew allar,PIT,QB,classic,00-0041565,auto_exact,high
134303-166916,WR,Matthew,Matthew Golden,Golden,12.5,1,5900,GB@NYJ,GB,NYJ,,,,,,WR/FLEX,Matthew Golden,fd,5900,matthew golden,GB,WR,classic,00-0040667,auto_exact,high
134303-40442,RB,Aaron,Aaron Jones Sr.,Jones Sr.,10.0,1,5900,MIN@CHI,MIN,CHI,,,,,,RB/FLEX,Aaron Jones Sr.,fd,5900,aaron jones,MIN,RB,classic,00-0033293,auto_exact,high
134303-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,7.300000190734863,1,5900,PIT@NE,PIT,NE,Q,Foot,,,,WR/FLEX,Michael Pittman Jr.,fd,5900,michael pittman,PIT,WR,classic,00-0036252,auto_fallback_team_mismatch,medium
134303-144102,RB,Kyle,Kyle Monangai,Monangai,22.399999618530277,1,5900,MIN@CHI,CHI,MIN,Q,Hamstring,,,,RB/FLEX,Kyle Monangai,fd,5900,kyle monangai,CHI,RB,classic,00-0040236,auto_exact,high
134303-201547,WR,Jalen,Jalen Coker,Coker,32.79999923706055,1,5900,CAR@ATL,CAR,ATL,Q,Ankle,,,,WR/FLEX,Jalen Coker,fd,5900,jalen coker,CAR,WR,classic,00-0039491,auto_exact,high
134303-152647,RB,TreVeyon,TreVeyon Henderson,Henderson,9.909524100167411,21,5800,PIT@NE,NE,PIT,,,,,,RB/FLEX,TreVeyon Henderson,fd,5800,treveyon henderson,NE,RB,classic,00-0040734,auto_exact,high
134303-94370,WR,Romeo,Romeo Doubs,Doubs,0.0,1,5800,PIT@NE,NE,PIT,,,,,,WR/FLEX,Romeo Doubs,fd,5800,romeo doubs,NE,WR,classic,00-0037816,auto_fallback_team_mismatch,medium
134303-129210,WR,Jordan,Jordan Addison,Addison,0.0,1,5800,MIN@CHI,MIN,CHI,,,,,,WR/FLEX,Jordan Addison,fd,5800,jordan addison,MIN,WR,classic,00-0038994,auto_exact,high
134303-55635,WR,Chris,Chris Godwin Jr.,Godwin Jr.,6.300000190734863,1,5800,CLE@TB,TB,CLE,,,,,,WR/FLEX,Chris Godwin Jr.,fd,5800,chris godwin,TB,WR,classic,00-0033921,auto_exact,high
134303-166588,TE,Colston,Colston Loveland,Loveland,0.0,1,5800,MIN@CHI,CHI,MIN,,,,,,TE/FLEX,Colston Loveland,fd,5800,colston loveland,CHI,TE,classic,00-0040126,auto_exact,high
134303-83074,TE,Dallas,Dallas Goedert,Goedert,21.700000762939453,1,5700,PHI@TEN,PHI,TEN,,,,,,TE/FLEX,Dallas Goedert,fd,5700,dallas goedert,PHI,TE,classic,00-0034351,auto_exact,high
134303-63759,RB,Tony,Tony Pollard,Pollard,3.900000095367432,1,5700,PHI@TEN,TEN,PHI,,,,,,RB/FLEX,Tony Pollard,fd,5700,tony pollard,TEN,RB,classic,00-0035261,auto_exact,high
134303-25267,WR,Mack,Mack Hollins,Hollins,7.099999904632568,1,5700,PIT@NE,NE,PIT,,,,,,WR/FLEX,Mack Hollins,fd,5700,mack hollins,NE,WR,classic,00-0033555,auto_exact,high
134303-61593,WR,Jauan,Jauan Jennings,Jennings,0.0,1,5600,MIN@CHI,MIN,CHI,,,,,,WR/FLEX,Jauan Jennings,fd,5600,jauan jennings,MIN,WR,classic,00-0036259,auto_fallback_team_mismatch,medium
134303-64808,TE,Juwan,Juwan Johnson,Johnson,12.899999618530272,1,5600,NO@BAL,NO,BAL,Q,Illness,,,,TE/FLEX,Juwan Johnson,fd,5600,juwan johnson,NO,TE,classic,00-0036040,auto_exact,high
134303-89455,WR,Jayden,Jayden Reed,Reed,3.5,1,5600,GB@NYJ,GB,NYJ,,,,,,WR/FLEX,Jayden Reed,fd,5600,jayden reed,GB,WR,classic,00-0039146,auto_exact,high
134303-138774,RB,Woody,Woody Marks,Marks,4.5,1,5600,CIN@HOU,HOU,CIN,,,,,,RB/FLEX,Woody Marks,fd,5600,woody marks,HOU,RB,classic,00-0040583,auto_exact,high
134303-72297,RB,Rico,Rico Dowdle,Dowdle,3.0999999046325684,1,5600,PIT@NE,PIT,NE,,,,,,RB/FLEX,Rico Dowdle,fd,5600,rico dowdle,PIT,RB,classic,00-0036139,auto_fallback_team_mismatch,medium
134303-110457,WR,Dontayvion,Dontayvion Wicks,Wicks,14.300000190734863,1,5600,PHI@TEN,PHI,TEN,,,,,,WR/FLEX,Dontayvion Wicks,fd,5600,dontayvion wicks,PHI,WR,classic,00-0038393,auto_fallback_team_mismatch,medium
134303-103511,WR,Devaughn,Devaughn Vele,Vele,16.399999618530273,1,5500,NO@BAL,NO,BAL,,,,,,WR/FLEX,Devaughn Vele,fd,5500,devaughn vele,NO,WR,classic,00-0039424,auto_exact,high
134303-183756,WR,Carnell,Carnell Tate,Tate,5.800000190734863,1,5500,PHI@TEN,TEN,PHI,,,,,,WR/FLEX,Carnell Tate,fd,5500,carnell tate,TEN,WR,classic,00-0041438,auto_exact,high
134303-172699,TE,Harold,Harold Fannin Jr.,Fannin Jr.,3.0999999046325684,1,5500,CLE@TB,CLE,TB,,,,,,TE/FLEX,Harold Fannin Jr.,fd,5500,harold fannin,CLE,TE,classic,00-0040663,auto_exact,high
134303-86875,RB,Jordan,Jordan Mason,Mason,11.899999618530272,1,5500,MIN@CHI,MIN,CHI,IR,Thumb,,,,RB/FLEX,Jordan Mason,fd,5500,jordan mason,MIN,RB,classic,00-0037525,auto_exact,high
134303-151789,WR,Adonai,Adonai Mitchell,Mitchell,7.5,1,5400,GB@NYJ,NYJ,GB,,,,,,WR/FLEX,Adonai Mitchell,fd,5400,adonai mitchell,NYJ,WR,classic,00-0039890,auto_exact,high
134303-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,4.699999809265137,1,5400,CIN@HOU,HOU,CIN,,,,,,WR/FLEX,Xavier Hutchinson,fd,5400,xavier hutchinson,HOU,WR,classic,00-0038618,auto_exact,high
134303-183380,WR,Makai,Makai Lemon,Lemon,1.0,1,5300,PHI@TEN,PHI,TEN,,,,,,WR/FLEX,Makai Lemon,fd,5300,makai lemon,PHI,WR,classic,00-0040867,auto_exact,high
134303-103539,WR,Wan'Dale,Wan'Dale Robinson,Robinson,6.300000190734863,1,5300,PHI@TEN,TEN,PHI,,,,,,WR/FLEX,Wan'Dale Robinson,fd,5300,wandale robinson,TEN,WR,classic,00-0038117,auto_fallback_team_mismatch,medium
134303-158968,RB,Jonathon,Jonathon Brooks,Brooks,6.699999809265137,1,5300,CAR@ATL,CAR,ATL,,,,,,RB/FLEX,Jonathon Brooks,fd,5300,jonathon brooks,CAR,RB,classic,00-0039344,auto_exact,high
134303-183649,WR,KC,KC Concepcion Jr.,Concepcion Jr.,5.800000190734863,1,5300,CLE@TB,CLE,TB,,,,,,WR/FLEX,KC Concepcion Jr.,fd,5300,kc concepcion,CLE,WR,classic,00-0041547,auto_exact,high
134303-90561,WR,Jerry,Jerry Jeudy,Jeudy,3.5999999046325684,1,5300,CLE@TB,CLE,TB,,,,,,WR/FLEX,Jerry Jeudy,fd,5300,jerry jeudy,CLE,WR,classic,00-0036407,auto_exact,high
134303-70422,WR,Kalif,Kalif Raymond,Raymond,12.399999618530272,1,5300,MIN@CHI,CHI,MIN,,,,,,WR/FLEX,Kalif Raymond,fd,5300,kalif raymond,CHI,WR,classic,00-0032464,auto_fallback_team_mismatch,medium
134303-56265,TE,Mike,Mike Gesicki,Gesicki,16.299999237060547,1,5300,CIN@HOU,CIN,HOU,,,,,,TE/FLEX,Mike Gesicki,fd,5300,mike gesicki,CIN,TE,classic,00-0034829,auto_exact,high
134303-64555,WR,Calvin,Calvin Ridley,Ridley,5.971428462437221,7,5200,PHI@TEN,TEN,PHI,,,,,,WR/FLEX,Calvin Ridley,fd,5200,calvin ridley,TEN,WR,classic,00-0034837,auto_exact,high
134303-86080,TE,Kyle,Kyle Pitts Sr.,Pitts Sr.,0.0,1,5200,CAR@ATL,ATL,CAR,,,,,,TE/FLEX,Kyle Pitts Sr.,fd,5200,kyle pitts,ATL,TE,classic,00-0036970,auto_exact,high
134303-52436,TE,Mark,Mark Andrews,Andrews,6.900000095367432,1,5200,NO@BAL,BAL,NO,,,,,,TE/FLEX,Mark Andrews,fd,5200,mark andrews,BAL,TE,classic,00-0034753,auto_exact,high
