Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134303-136855,RB,Bijan,Bijan Robinson,Robinson,27.299999237060547,1,8900,CAR@ATL,ATL,CAR,,,,,,RB/FLEX,Bijan Robinson,fd,8900,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
134303-63115,QB,Lamar,Lamar Jackson,Jackson,27.959999084472656,1,8800,NO@BAL,BAL,NO,,,,,,QB,Lamar Jackson,fd,8800,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
134303-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,2.200000047683716,1,8800,CIN@HOU,CIN,HOU,,,,,,WR/FLEX,Ja'Marr Chase,fd,8800,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
134303-39280,RB,Derrick,Derrick Henry,Henry,37.79999923706055,1,8700,NO@BAL,BAL,NO,,,,,,RB/FLEX,Derrick Henry,fd,8700,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
134303-85671,WR,Justin,Justin Jefferson,Jefferson,27.200000762939453,1,8600,MIN@CHI,MIN,CHI,,,,,,WR/FLEX,Justin Jefferson,fd,8600,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
134303-69531,QB,Jalen,Jalen Hurts,Hurts,24.71999931335449,1,8600,PHI@TEN,PHI,TEN,,,,,,QB,Jalen Hurts,fd,8600,jalen hurts,PHI,QB,classic,00-0036389,auto_exact,high
134303-152113,QB,Caleb,Caleb Williams,Williams,37.2599983215332,1,8400,MIN@CHI,CHI,MIN,,,,,,QB,Caleb Williams,fd,8400,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
134303-64401,RB,Saquon,Saquon Barkley,Barkley,8.5,1,8300,PHI@TEN,PHI,TEN,,,,,,RB/FLEX,Saquon Barkley,fd,8300,saquon barkley,PHI,RB,classic,00-0034844,auto_exact,high
134303-63336,QB,Joe,Joe Burrow,Burrow,15.15999984741211,1,8200,CIN@HOU,CIN,HOU,Q,Back,,,,QB,Joe Burrow,fd,8200,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
134303-152664,RB,Bucky,Bucky Irving,Irving,16.799999237060547,1,7900,CLE@TB,TB,CLE,,,,,,RB/FLEX,Bucky Irving,fd,7900,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
134303-87770,WR,Chris,Chris Olave,Olave,26.200000762939453,1,7900,NO@BAL,NO,BAL,,,,,,WR/FLEX,Chris Olave,fd,7900,chris olave,NO,WR,classic,00-0037239,auto_exact,high
134303-91419,WR,Nico,Nico Collins,Collins,17.700000762939453,1,7800,CIN@HOU,HOU,CIN,Q,Hamstring,,,,WR/FLEX,Nico Collins,fd,7800,nico collins,HOU,WR,classic,00-0036554,auto_exact,high
134303-112745,WR,Drake,Drake London,London,4.5,1,7700,CAR@ATL,ATL,CAR,,,,,,WR/FLEX,Drake London,fd,7700,drake london,ATL,WR,classic,00-0037238,auto_exact,high
134303-69017,QB,Jordan,Jordan Love,Love,23.479999542236328,1,7700,GB@NYJ,GB,NYJ,,,,,,QB,Jordan Love,fd,7700,jordan love,GB,QB,classic,00-0036264,auto_exact,high
134303-89493,RB,Chase,Chase Brown,Brown,16.299999237060547,1,7600,CIN@HOU,CIN,HOU,,,,,,RB/FLEX,Chase Brown,fd,7600,chase brown,CIN,RB,classic,00-0038597,auto_exact,high
134303-41535,QB,Baker,Baker Mayfield,Mayfield,11.640000343322754,1,7600,CLE@TB,TB,CLE,,,,,,QB,Baker Mayfield,fd,7600,baker mayfield,TB,QB,classic,00-0034855,auto_exact,high
134303-112295,WR,Zay,Zay Flowers,Flowers,26.5,1,7600,NO@BAL,BAL,NO,Q,Hamstring,,,,WR/FLEX,Zay Flowers,fd,7600,zay flowers,BAL,WR,classic,00-0039064,auto_exact,high
134303-152316,QB,Drake,Drake Maye,Maye,12.81999969482422,1,7500,PIT@NE,NE,PIT,,,,,,QB,Drake Maye,fd,7500,drake maye,NE,QB,classic,00-0039851,auto_exact,high
134303-90576,WR,DeVonta,DeVonta Smith,Smith,6.800000190734863,1,7400,PHI@TEN,PHI,TEN,,,,,,WR/FLEX,DeVonta Smith,fd,7400,devonta smith,PHI,WR,classic,00-0036912,auto_exact,high
134303-103564,WR,Garrett,Garrett Wilson,Wilson,10.899999618530272,1,7200,GB@NYJ,NYJ,GB,,,,,,WR/FLEX,Garrett Wilson,fd,7200,garrett wilson,NYJ,WR,classic,00-0037740,auto_exact,high
134303-103064,RB,Breece,Breece Hall,Hall,21.799999237060547,1,7200,GB@NYJ,NYJ,GB,,,,,,RB/FLEX,Breece Hall,fd,7200,breece hall,NYJ,RB,classic,00-0038120,auto_exact,high
134303-119606,QB,Bryce,Bryce Young,Young,35.439998626708984,1,7200,CAR@ATL,CAR,ATL,,,,,,QB,Bryce Young,fd,7200,bryce young,CAR,QB,classic,00-0039150,auto_exact,high
134303-129471,QB,C.J.,C.J. Stroud,Stroud,16.459999084472656,1,7100,CIN@HOU,HOU,CIN,,,,,,QB,C.J. Stroud,fd,7100,cj stroud,HOU,QB,classic,00-0039163,auto_exact,high
134303-91598,RB,D'Andre,D'Andre Swift,Swift,34.900001525878906,1,7100,MIN@CHI,CHI,MIN,Q,Ankle,,,,RB/FLEX,D'Andre Swift,fd,7100,dandre swift,CHI,RB,classic,00-0036275,auto_exact,high
134303-6894,QB,Aaron,Aaron Rodgers,Rodgers,12.539999961853027,1,7100,PIT@NE,PIT,NE,,,,,,QB,Aaron Rodgers,fd,7100,aaron rodgers,PIT,QB,classic,00-0023459,auto_exact,high
134303-89981,WR,Tee,Tee Higgins,Higgins,7.400000095367432,1,7100,CIN@HOU,CIN,HOU,,,,,,WR/FLEX,Tee Higgins,fd,7100,tee higgins,CIN,WR,classic,00-0036410,auto_exact,high
134303-73048,WR,DK,DK Metcalf,Metcalf,6.0,1,7000,PIT@NE,PIT,NE,,,,,,WR/FLEX,DK Metcalf,fd,7000,dk metcalf,PIT,WR,classic,00-0035640,auto_exact,high
134303-88431,QB,Tyler,Tyler Shough,Shough,28.200000762939453,1,7000,NO@BAL,NO,BAL,,,,,,QB,Tyler Shough,fd,7000,tyler shough,NO,QB,classic,00-0040743,auto_exact,high
134303-73273,RB,David,David Montgomery,Montgomery,27.399999618530277,1,7000,CIN@HOU,HOU,CIN,,,,,,RB/FLEX,David Montgomery,fd,7000,david montgomery,HOU,RB,classic,00-0035685,auto_fallback_team_mismatch,medium
134303-70324,QB,Carson,Carson Wentz,Wentz,19.21999931335449,1,7000,MIN@CHI,MIN,CHI,,,,,,QB,Carson Wentz,fd,7000,carson wentz,MIN,QB,classic,00-0032950,auto_exact,high
134303-63484,QB,Kyler,Kyler Murray,Murray,0.6200000047683716,1,7000,MIN@CHI,MIN,CHI,Q,Concussion,,,,QB,Kyler Murray,fd,7000,kyler murray,MIN,QB,classic,00-0035228,auto_fallback_team_mismatch,medium
134303-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,12.764285496303014,14,6900,CAR@ATL,ATL,CAR,Q,Oblique,,,,QB,Tua Tagovailoa,fd,6900,tua tagovailoa,ATL,QB,classic,00-0036212,auto_fallback_team_mismatch,medium
134303-44715,QB,Cooper,Cooper Rush,Rush,7.71999979019165,1,6900,CAR@ATL,ATL,CAR,,,,,,QB,Cooper Rush,fd,6900,cooper rush,ATL,QB,classic,00-0033662,auto_fallback_team_mismatch,medium
134303-88797,QB,Michael,Michael Penix Jr.,Penix Jr.,14.03111097547743,9,6900,CAR@ATL,ATL,CAR,Q,Knee - acl,,,,QB,Michael Penix Jr.,fd,6900,michael penix,ATL,QB,classic,00-0039917,auto_exact,high
134303-169776,WR,Christian,Christian Watson,Watson,32.70000076293945,1,6900,GB@NYJ,GB,NYJ,,,,,,WR/FLEX,Christian Watson,fd,6900,christian watson,GB,WR,classic,00-0038124,auto_exact,high
134303-89956,RB,Travis,Travis Etienne Jr.,Etienne Jr.,11.300000190734863,1,6900,NO@BAL,NO,BAL,,,,,,RB/FLEX,Travis Etienne Jr.,fd,6900,travis etienne,NO,RB,classic,00-0036973,auto_fallback_team_mismatch,medium
134303-167620,WR,Tetairoa,Tetairoa McMillan,McMillan,8.0,1,6800,CAR@ATL,CAR,ATL,,,,,,WR/FLEX,Tetairoa McMillan,fd,6800,tetairoa mcmillan,CAR,WR,classic,00-0040124,auto_exact,high
134303-26483,QB,Geno,Geno Smith,Smith,9.300000190734863,1,6700,GB@NYJ,NYJ,GB,,,,,,QB,Geno Smith,fd,6700,geno smith,NYJ,QB,classic,00-0030565,auto_fallback_team_mismatch,medium
134303-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,12.0,1,6700,PIT@NE,NE,PIT,,,,,,RB/FLEX,Rhamondre Stevenson,fd,6700,rhamondre stevenson,NE,RB,classic,00-0036875,auto_exact,high
134303-54879,QB,Deshaun,Deshaun Watson,Watson,15.0,1,6600,CLE@TB,CLE,TB,,,,,,QB,Deshaun Watson,fd,6600,deshaun watson,CLE,QB,classic,00-0033537,auto_exact,high
134303-152655,WR,Emeka,Emeka Egbuka,Egbuka,8.800000190734863,1,6500,CLE@TB,TB,CLE,,,,,,WR/FLEX,Emeka Egbuka,fd,6500,emeka egbuka,TB,WR,classic,00-0040129,auto_exact,high
134303-168356,QB,Cam,Cam Ward,Ward,11.699999809265137,1,6500,PHI@TEN,TEN,PHI,,,,,,QB,Cam Ward,fd,6500,cam ward,TEN,QB,classic,00-0040676,auto_exact,high
134303-243753,QB,Jack,Jack Strand,Strand,,0,6300,CAR@ATL,ATL,CAR,,,,,,QB,Jack Strand,fd,6300,jack strand,ATL,QB,classic,00-0041194,auto_exact,high
134303-120033,WR,Rome,Rome Odunze,Odunze,6.199999809265137,1,6300,MIN@CHI,CHI,MIN,,,,,,WR/FLEX,Rome Odunze,fd,6300,rome odunze,CHI,WR,classic,00-0039919,auto_exact,high
134303-87467,RB,Chuba,Chuba Hubbard,Hubbard,22.200000762939453,1,6300,CAR@ATL,CAR,ATL,,,,,,RB/FLEX,Chuba Hubbard,fd,6300,chuba hubbard,CAR,RB,classic,00-0036555,auto_exact,high
134303-184183,QB,Shedeur,Shedeur Sanders,Sanders,12.237500190734863,8,6300,CLE@TB,CLE,TB,,,,,,QB,Shedeur Sanders,fd,6300,shedeur sanders,CLE,QB,classic,00-0040668,auto_exact,high
134303-152575,QB,J.J.,J.J. McCarthy,McCarthy,13.73800048828125,10,6200,MIN@CHI,MIN,CHI,,,,,,QB,J.J. McCarthy,fd,6200,jj mccarthy,MIN,QB,classic,00-0039923,auto_exact,high
134303-112057,RB,Jaylen,Jaylen Warren,Warren,7.800000190734863,1,6100,PIT@NE,PIT,NE,,,,,,RB/FLEX,Jaylen Warren,fd,6100,jaylen warren,PIT,RB,classic,00-0037228,auto_exact,high
134303-119697,RB,MarShawn,MarShawn Lloyd,Lloyd,3.700000047683716,1,6100,GB@NYJ,GB,NYJ,,,,,,RB/FLEX,MarShawn Lloyd,fd,6100,marshawn lloyd,GB,RB,classic,00-0039811,auto_exact,high
134303-14377,QB,Tyrod,Tyrod Taylor,Taylor,10.743333180745443,6,6000,GB@NYJ,GB,NYJ,,,,,,QB,Tyrod Taylor,fd,6000,tyrod taylor,GB,QB,classic,00-0028118,auto_fallback_team_mismatch,medium
134303-103591,QB,Graham,Graham Mertz,Mertz,,0,6000,CIN@HOU,HOU,CIN,IR,Knee - acl,,,,QB,Graham Mertz,fd,6000,graham mertz,HOU,QB,classic,00-0040211,auto_exact,high
134303-86200,QB,Sean,Sean Clifford,Clifford,,0,6000,CIN@HOU,CIN,HOU,,,,,,QB,Sean Clifford,fd,6000,sean clifford,CIN,QB,classic,00-0038391,auto_exact,high
134303-166092,WR,Luther,Luther Burden III,Burden III,7.0,1,6000,MIN@CHI,CHI,MIN,,,,,,WR/FLEX,Luther Burden III,fd,6000,luther burden,CHI,WR,classic,00-0040735,auto_exact,high
134303-152820,QB,Taylen,Taylen Green,Green,,0,6000,CLE@TB,CLE,TB,,,,,,QB,Taylen Green,fd,6000,taylen green,CLE,QB,classic,00-0041092,auto_exact,high
134303-103698,QB,Dillon,Dillon Gabriel,Gabriel,7.208000183105469,10,6000,CLE@TB,CLE,TB,IR,Back,,,,QB,Dillon Gabriel,fd,6000,dillon gabriel,CLE,QB,classic,00-0040704,auto_exact,high
134303-90406,QB,Zach,Zach Wilson,Wilson,0.3449999988079071,4,6000,NO@BAL,NO,BAL,,,,,,QB,Zach Wilson,fd,6000,zach wilson,NO,QB,classic,00-0037013,auto_fallback_team_mismatch,medium
134303-120105,QB,Will,Will Howard,Howard,,0,6000,PIT@NE,PIT,NE,,,,,,QB,Will Howard,fd,6000,will howard,PIT,QB,classic,00-0040203,auto_exact,high
134303-103824,QB,Easton,Easton Stick,Stick,,0,6000,CLE@TB,TB,CLE,,,,,,QB,Easton Stick,fd,6000,easton stick,TB,QB,classic,00-0035282,auto_exact,high
134303-70051,QB,Tyler,Tyler Huntley,Huntley,8.027999877929688,5,6000,NO@BAL,BAL,NO,,,,,,QB,Tyler Huntley,fd,6000,tyler huntley,BAL,QB,classic,00-0035993,auto_exact,high
134303-151969,QB,Miller,Miller Moss,Moss,,0,6000,MIN@CHI,CHI,MIN,,,,,,QB,Miller Moss,fd,6000,miller moss,CHI,QB,classic,00-0041172,auto_exact,high
134303-166314,QB,Cade,Cade Klubnik,Klubnik,,0,6000,GB@NYJ,NYJ,GB,,,,,,QB,Cade Klubnik,fd,6000,cade klubnik,NYJ,QB,classic,00-0041056,auto_exact,high
134303-185776,QB,Tyson,Tyson Bagent,Bagent,1.2899999618530271,2,6000,MIN@CHI,CHI,MIN,,,,,,QB,Tyson Bagent,fd,6000,tyson bagent,CHI,QB,classic,00-0038416,auto_exact,high
134303-169410,RB,Quinshon,Quinshon Judkins,Judkins,6.0,1,6000,CLE@TB,CLE,TB,,,,,,RB/FLEX,Quinshon Judkins,fd,6000,quinshon judkins,CLE,RB,classic,00-0040784,auto_exact,high
134303-22994,QB,Case,Case Keenum,Keenum,,0,6000,MIN@CHI,CHI,MIN,,,,,,QB,Case Keenum,fd,6000,case keenum,CHI,QB,classic,00-0028986,auto_exact,high
134303-53729,QB,Mason,Mason Rudolph,Rudolph,2.8466666539510093,6,6000,PIT@NE,PIT,NE,,,,,,QB,Mason Rudolph,fd,6000,mason rudolph,PIT,QB,classic,00-0034771,auto_exact,high
134303-152061,QB,Behren,Behren Morton,Morton,,0,6000,PIT@NE,NE,PIT,,,,,,QB,Behren Morton,fd,6000,behren morton,NE,QB,classic,00-0041123,auto_exact,high
134303-89607,QB,Tanner,Tanner McKee,McKee,3.690000057220459,4,6000,PHI@TEN,PHI,TEN,,,,,,QB,Tanner McKee,fd,6000,tanner mckee,PHI,QB,classic,00-0038400,auto_exact,high
