Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Drew Brees,QB,NO,5900,1151,QB,NO@SF,17.791428571428572,rotoguru_gid,Drew Brees,dk,5900,drew brees,NO,QB,00-0020531,auto_exact,high
Jameis Winston,QB,TB,6400,1465,QB,TB@IND,21.78,rotoguru_gid,Jameis Winston,dk,6400,jameis winston,TB,QB,00-0031503,auto_exact,high
Mitchell Trubisky,QB,CHI,5400,1519,QB,CHI@DAL,13.712727272727273,rotoguru_gid,Mitchell Trubisky,dk,5400,mitchell trubisky,CHI,QB,00-0033869,auto_exact,high
Jimmy Garoppolo,QB,SF,5600,1452,QB,SF@NO,17.12333333333333,rotoguru_gid,Jimmy Garoppolo,dk,5600,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Ryan Tannehill,QB,TEN,5800,1410,QB,TEN@LV,17.985,rotoguru_gid,Ryan Tannehill,dk,5800,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
Deshaun Watson,QB,HOU,6500,1518,QB,HOU@DEN,23.826666666666668,rotoguru_gid,Deshaun Watson,dk,6500,deshaun watson,HOU,QB,00-0033537,auto_exact,high
Drew Lock,QB,DEN,5100,1547,QB,DEN@HOU,13.86,rotoguru_gid,Drew Lock,dk,5100,drew lock,DEN,QB,00-0035704,auto_exact,high
Philip Rivers,QB,LAC,5600,1231,QB,LAC@JAX,17.563333333333333,rotoguru_gid,Philip Rivers,dk,5600,philip rivers,LAC,QB,00-0022942,auto_exact,high
Matt Ryan,QB,ATL,6600,1301,QB,ATL@CAR,21.494545454545456,rotoguru_gid,Matt Ryan,dk,6600,matt ryan,ATL,QB,00-0026143,auto_exact,high
Carson Wentz,QB,PHI,6100,1514,QB,PHI@NYG,18.28333333333333,rotoguru_gid,Carson Wentz,dk,6100,carson wentz,PHI,QB,00-0032950,auto_exact,high
Jacoby Brissett,QB,IND,6100,1496,QB,IND@TB,16.900000000000002,rotoguru_gid,Jacoby Brissett,dk,6100,jacoby brissett,IND,QB,00-0033119,auto_exact,high
Kyle Allen,QB,CAR,5700,1536,QB,CAR@ATL,15.948,rotoguru_gid,Kyle Allen,dk,5700,kyle allen,CAR,QB,00-0034577,auto_exact,high
Lamar Jackson,QB,BAL,7400,1527,QB,BAL@BUF,29.223333333333333,rotoguru_gid,Lamar Jackson,dk,7400,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Dak Prescott,QB,DAL,6100,1501,QB,DAL@CHI,24.05666666666667,rotoguru_gid,Dak Prescott,dk,6100,dak prescott,DAL,QB,00-0033077,auto_exact,high
Derek Carr,QB,LV,5000,1441,QB,LV@TEN,14.81,rotoguru_gid,Derek Carr,dk,5000,derek carr,LV,QB,00-0031280,auto_exact,high
Jared Goff,QB,LA,6000,1490,QB,LA@SEA,16.466666666666665,rotoguru_gid,Jared Goff,dk,6000,jared goff,LA,QB,00-0033106,auto_exact,high
Sam Darnold,QB,NYJ,6000,1524,QB,NYJ@MIA,17.095555555555556,rotoguru_gid,Sam Darnold,dk,6000,sam darnold,NYJ,QB,00-0034869,auto_exact,high
Eli Manning,QB,NYG,4700,1225,QB,NYG@PHI,15.52,rotoguru_gid,Eli Manning,dk,4700,eli manning,NYG,QB,00-0022803,auto_exact,high
Ryan Fitzpatrick,QB,MIA,6000,1242,QB,MIA@NYJ,15.340000000000002,rotoguru_gid,Ryan Fitzpatrick,dk,6000,ryan fitzpatrick,MIA,QB,00-0023682,auto_exact,high
Patrick Mahomes II,QB,KC,7000,1523,QB,KC@NE,23.592,rotoguru_gid,Patrick Mahomes II,dk,7000,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Kirk Cousins,QB,MIN,6700,1415,QB,MIN@DET,19.27,rotoguru_gid,Kirk Cousins,dk,6700,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Gardner Minshew,QB,JAX,5400,1540,QB,JAX@LAC,17.558,rotoguru_gid,Gardner Minshew,dk,5400,gardner minshew,JAX,QB,00-0035289,auto_exact,high
Devlin Hodges,QB,PIT,5900,1543,QB,PIT@ARI,8.575,rotoguru_gid,Devlin Hodges,dk,5900,devlin hodges,PIT,QB,00-0035577,auto_exact,high
Baker Mayfield,QB,CLE,6300,1528,QB,CLE@CIN,16.006666666666668,rotoguru_gid,Baker Mayfield,dk,6300,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Kyler Murray,QB,ARI,5800,1537,QB,ARI@PIT,20.936666666666667,rotoguru_gid,Kyler Murray,dk,5800,kyler murray,ARI,QB,00-0035228,auto_exact,high
Aaron Rodgers,QB,GB,6800,1252,QB,GB@WAS,19.933333333333334,rotoguru_gid,Aaron Rodgers,dk,6800,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Tom Brady,QB,NE,6100,1131,QB,NE@KC,19.16,rotoguru_gid,Tom Brady,dk,6100,tom brady,NE,QB,00-0019596,auto_exact,high
Josh Allen,QB,BUF,6200,1529,QB,BUF@BAL,20.97,rotoguru_gid,Josh Allen,dk,6200,josh allen,BUF,QB,00-0034857,auto_exact,high
Russell Wilson,QB,SEA,6900,1412,QB,SEA@LA,23.543333333333333,rotoguru_gid,Russell Wilson,dk,6900,russell wilson,SEA,QB,00-0029263,auto_exact,high
Andy Dalton,QB,CIN,5200,1403,QB,CIN@CLE,17.94,rotoguru_gid,Andy Dalton,dk,5200,andy dalton,CIN,QB,00-0027973,auto_exact,high
David Blough,QB,DET,5200,1546,QB,DET@MIN,18.3,rotoguru_gid,David Blough,dk,5200,david blough,DET,QB,00-0035040,auto_exact,high
Dwayne Haskins,QB,WAS,4600,1538,QB,WAS@GB,7.1066666666666665,rotoguru_gid,Dwayne Haskins,dk,4600,dwayne haskins,WAS,QB,00-0035232,auto_exact,high
Tyrod Taylor,QB,LAC,4300,1400,QB,LAC@JAX,0.03,rotoguru_gid,Tyrod Taylor,dk,4300,tyrod taylor,LAC,QB,00-0028118,auto_exact,high
Taysom Hill,QB,NO,4000,1530,QB,NO@SF,5.708333333333333,rotoguru_gid,Taysom Hill,dk,4000,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
Ryan Griffin,QB,TB,4500,1450,QB,TB@IND,,rotoguru_gid,Ryan Griffin,dk,4500,ryan griffin,TB,QB,00-0029857,auto_exact,high
Robert Griffin III,QB,BAL,4300,1408,QB,BAL@BUF,2.39,rotoguru_gid,Robert Griffin III,dk,4300,robert griffin,BAL,QB,00-0029665,auto_exact,high
Garrett Gilbert,QB,CLE,4700,1446,QB,CLE@CIN,-0.05,rotoguru_gid,Garrett Gilbert,dk,4700,garrett gilbert,CLE,QB,00-0031395,auto_exact,high
Matt Schaub,QB,ATL,4500,1234,QB,ATL@CAR,7.6,rotoguru_gid,Matt Schaub,dk,4500,matt schaub,ATL,QB,00-0022787,auto_exact,high
Austin Ekeler,RB,LAC,6300,5575,RB,LAC@JAX,20.23333333333333,rotoguru_gid,Austin Ekeler,dk,6300,austin ekeler,LAC,RB,00-0033699,auto_exact,high
Aaron Jones,RB,GB,6700,5543,RB,GB@WAS,19.35,rotoguru_gid,Aaron Jones,dk,6700,aaron jones,GB,RB,00-0033293,auto_exact,high
Joe Mixon,RB,CIN,5800,5535,RB,CIN@CLE,11.866666666666667,rotoguru_gid,Joe Mixon,dk,5800,joe mixon,CIN,RB,00-0033897,auto_exact,high
Derrick Henry,RB,TEN,8200,5445,RB,TEN@LV,19.825,rotoguru_gid,Derrick Henry,dk,8200,derrick henry,TEN,RB,00-0032764,auto_exact,high
Raheem Mostert,RB,SF,4600,5414,RB,SF@NO,8.483333333333333,rotoguru_gid,Raheem Mostert,dk,4600,raheem mostert,SF,RB,00-0031687,auto_exact,high
Boston Scott,RB,PHI,3000,5624,RB,PHI@NYG,2.271428571428572,rotoguru_gid,Boston Scott,dk,3000,boston scott,PHI,RB,00-0034414,auto_exact,high
Christian McCaffrey,RB,CAR,10300,5536,RB,CAR@ATL,31.258333333333336,rotoguru_gid,Christian McCaffrey,dk,10300,christian mccaffrey,CAR,RB,00-0033280,auto_exact,high
Ezekiel Elliott,RB,DAL,7900,5444,RB,DAL@CHI,19.291666666666668,rotoguru_gid,Ezekiel Elliott,dk,7900,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
DeAndre Washington,RB,LV,3000,5449,RB,LV@TEN,4.691666666666666,rotoguru_gid,DeAndre Washington,dk,3000,deandre washington,LV,RB,00-0032940,auto_exact,high
Todd Gurley,RB,LA,6200,2992,RB,LA@SEA,13.78181818181818,rotoguru_gid,Todd Gurley,dk,6200,todd gurley,LA,RB,00-0032241,auto_exact,high
Melvin Gordon,RB,LAC,6400,2991,RB,LAC@JAX,13.8875,rotoguru_gid,Melvin Gordon,dk,6400,melvin gordon,LAC,RB,00-0032144,auto_exact,high
Devonta Freeman,RB,ATL,5400,2930,RB,ATL@CAR,12.97,rotoguru_gid,Devonta Freeman,dk,5400,devonta freeman,ATL,RB,00-0031285,auto_exact,high
Devin Singletary,RB,BUF,5700,5717,RB,BUF@BAL,13.155555555555557,rotoguru_gid,Devin Singletary,dk,5700,devin singletary,BUF,RB,00-0035250,auto_exact,high
Nick Chubb,RB,CLE,8000,5622,RB,CLE@CIN,18.916666666666668,rotoguru_gid,Nick Chubb,dk,8000,nick chubb,CLE,RB,00-0034791,auto_exact,high
Dalvin Cook,RB,MIN,9500,5559,RB,MIN@DET,23.883333333333336,rotoguru_gid,Dalvin Cook,dk,9500,dalvin cook,MIN,RB,00-0033893,auto_exact,high
Kareem Hunt,RB,CLE,6600,5560,RB,CLE@CIN,14.075,rotoguru_gid,Kareem Hunt,dk,6600,kareem hunt,CLE,RB,00-0033923,auto_exact,high
Adrian Peterson,RB,WAS,4000,2553,RB,WAS@GB,9.272727272727272,rotoguru_gid,Adrian Peterson,dk,4000,adrian peterson,WAS,RB,00-0025394,auto_exact,high
Phillip Lindsay,RB,DEN,5300,5630,RB,DEN@HOU,13.241666666666667,rotoguru_gid,Phillip Lindsay,dk,5300,phillip lindsay,DEN,RB,00-0034109,auto_exact,high
David Johnson,RB,ARI,4200,5395,RB,ARI@PIT,12.69,rotoguru_gid,David Johnson,dk,4200,david johnson,ARI,RB,00-0032187,auto_exact,high
Patrick Laird,RB,MIA,4100,5788,RB,MIA@NYJ,8.625,rotoguru_gid,Patrick Laird,dk,4100,patrick laird,MIA,RB,00-0035342,auto_exact,high
James White,RB,NE,5500,2954,RB,NE@KC,14.090909090909092,rotoguru_gid,James White,dk,5500,james white,NE,RB,00-0031062,auto_exact,high
Brian Hill,RB,ATL,4000,5608,RB,ATL@CAR,5.5875,rotoguru_gid,Brian Hill,dk,4000,brian hill,ATL,RB,00-0033567,auto_exact,high
Chris Carson,RB,SEA,6500,5565,RB,SEA@LA,17.166666666666668,rotoguru_gid,Chris Carson,dk,6500,chris carson,SEA,RB,00-0033594,auto_exact,high
Latavius Murray,RB,NO,4500,2899,RB,NO@SF,10.991666666666667,rotoguru_gid,Latavius Murray,dk,4500,latavius murray,NO,RB,00-0030513,auto_exact,high
Chris Thompson,RB,WAS,3300,2915,RB,WAS@GB,9.485714285714286,rotoguru_gid,Chris Thompson,dk,3300,chris thompson,WAS,RB,00-0030404,auto_exact,high
Royce Freeman,RB,DEN,4000,5620,RB,DEN@HOU,9.275,rotoguru_gid,Royce Freeman,dk,4000,royce freeman,DEN,RB,00-0034838,auto_exact,high
Miles Sanders,RB,PHI,5900,5714,RB,PHI@NYG,11.575,rotoguru_gid,Miles Sanders,dk,5900,miles sanders,PHI,RB,00-0035243,auto_exact,high
Mark Ingram,RB,BAL,5900,2793,RB,BAL@BUF,17.075,rotoguru_gid,Mark Ingram,dk,5900,mark ingram,BAL,RB,00-0027966,auto_exact,high
Bilal Powell,RB,NYJ,3500,2819,RB,NYJ@MIA,1.7899999999999998,rotoguru_gid,Bilal Powell,dk,3500,bilal powell,NYJ,RB,00-0028064,auto_exact,high
Duke Johnson,RB,HOU,3900,2997,RB,HOU@DEN,10.158333333333331,rotoguru_gid,Duke Johnson,dk,3900,duke johnson,HOU,RB,00-0032257,auto_exact,high
Ronald Jones,RB,TB,4400,5617,RB,TB@IND,10.0,rotoguru_gid,Ronald Jones,dk,4400,ronald jones,TB,RB,00-0034816,auto_exact,high
Marlon Mack,RB,IND,6000,5548,RB,IND@TB,14.080000000000002,rotoguru_gid,Marlon Mack,dk,6000,marlon mack,IND,RB,00-0033951,auto_exact,high
Carlos Hyde,RB,HOU,4500,2933,RB,HOU@DEN,10.25,rotoguru_gid,Carlos Hyde,dk,4500,carlos hyde,HOU,RB,00-0031045,auto_exact,high
Kenyan Drake,RB,ARI,5200,5446,RB,ARI@PIT,11.82,rotoguru_gid,Kenyan Drake,dk,5200,kenyan drake,ARI,RB,00-0033118,auto_exact,high
Saquon Barkley,RB,NYG,7300,5614,RB,NYG@PHI,16.166666666666668,rotoguru_gid,Saquon Barkley,dk,7300,saquon barkley,NYG,RB,00-0034844,auto_exact,high
Leonard Fournette,RB,JAX,7800,5534,RB,JAX@LAC,19.525,rotoguru_gid,Leonard Fournette,dk,7800,leonard fournette,JAX,RB,00-0033856,auto_exact,high
Tarik Cohen,RB,CHI,4600,5564,RB,CHI@DAL,9.8,rotoguru_gid,Tarik Cohen,dk,4600,tarik cohen,CHI,RB,00-0033556,auto_exact,high
Ty Montgomery,RB,NYJ,4000,5392,RB,NYJ@MIA,1.616666666666667,rotoguru_gid,Ty Montgomery,dk,4000,ty montgomery,NYJ,RB,00-0032200,auto_fallback_name_only_position_mismatch,low
Dare Ogunbowale,RB,TB,3100,5697,RB,TB@IND,4.841666666666667,rotoguru_gid,Dare Ogunbowale,dk,3100,dare ogunbowale,TB,RB,00-0033854,auto_exact,high
Alexander Mattison,RB,MIN,4500,5720,RB,MIN@DET,5.083333333333333,rotoguru_gid,Alexander Mattison,dk,4500,alexander mattison,MIN,RB,00-0034972,auto_exact,high
Darwin Thompson,RB,KC,4000,5744,RB,KC@NE,1.9,rotoguru_gid,Darwin Thompson,dk,4000,darwin thompson,KC,RB,00-0035148,auto_exact,high
Malcolm Brown,RB,LA,4300,5441,RB,LA@SEA,4.09,rotoguru_gid,Malcolm Brown,dk,4300,malcolm brown,LA,RB,00-0031806,auto_exact,high
Bo Scarbrough,RB,DET,4500,5791,RB,DET@MIN,9.533333333333331,rotoguru_gid,Bo Scarbrough,dk,4500,bo scarbrough,DET,RB,00-0034432,auto_exact,high
David Montgomery,RB,CHI,5100,5713,RB,CHI@DAL,11.475,rotoguru_gid,David Montgomery,dk,5100,david montgomery,CHI,RB,00-0035685,auto_exact,high
Alvin Kamara,RB,NO,7000,5562,RB,NO@SF,17.962,rotoguru_gid,Alvin Kamara,dk,7000,alvin kamara,NO,RB,00-0033906,auto_exact,high
Peyton Barber,RB,TB,4200,5507,RB,TB@IND,8.200000000000001,rotoguru_gid,Peyton Barber,dk,4200,peyton barber,TB,RB,00-0032741,auto_exact,high
Brandon Bolden,RB,NE,3100,2874,RB,NE@KC,3.9909090909090903,rotoguru_gid,Brandon Bolden,dk,3100,brandon bolden,NE,RB,00-0029239,auto_exact,high
Matt Breida,RB,SF,4600,5567,RB,SF@NO,11.022222222222222,rotoguru_gid,Matt Breida,dk,4600,matt breida,SF,RB,00-0033308,auto_exact,high
Khari Blasingame,RB,TEN,3000,5800,RB,TEN@LV,,rotoguru_gid,Khari Blasingame,dk,3000,khari blasingame,TEN,RB,00-0035099,auto_exact,high
Giovani Bernard,RB,CIN,4000,2889,RB,CIN@CLE,4.433333333333334,rotoguru_gid,Giovani Bernard,dk,4000,giovani bernard,CIN,RB,00-0030456,auto_exact,high
Jalen Richard,RB,LV,3900,5490,RB,LV@TEN,4.65,rotoguru_gid,Jalen Richard,dk,3900,jalen richard,LV,RB,00-0033025,auto_exact,high
Derek Watt,RB,LAC,3000,5504,RB,LAC@JAX,0.5666666666666667,rotoguru_gid,Derek Watt,dk,3000,derek watt,LAC,RB,00-0032897,auto_exact,high
Kerrith Whyte,RB,PIT,3000,5794,RB,PIT@ARI,2.65,rotoguru_gid,Kerrith Whyte,dk,3000,kerrith whyte,PIT,RB,00-0035596,auto_exact,high
J.D. McKissic,RB,DET,3600,5586,RB,DET@MIN,6.141666666666667,rotoguru_gid,J.D. McKissic,dk,3600,jd mckissic,DET,RB,00-0032602,auto_exact,high
Nyheim Hines,RB,IND,4300,5623,RB,IND@TB,7.333333333333333,rotoguru_gid,Nyheim Hines,dk,4300,nyheim hines,IND,RB,00-0034367,auto_exact,high
Jaylen Samuels,RB,PIT,5000,5688,RB,PIT@ARI,8.91,rotoguru_gid,Jaylen Samuels,dk,5000,jaylen samuels,PIT,RB,00-0034331,auto_exact,high
LeSean McCoy,RB,KC,4400,2707,RB,KC@NE,10.336363636363636,rotoguru_gid,LeSean McCoy,dk,4400,lesean mccoy,KC,RB,00-0027029,auto_exact,high
Kyle Juszczyk,RB,SF,3000,2908,RB,SF@NO,3.4375,rotoguru_gid,Kyle Juszczyk,dk,3000,kyle juszczyk,SF,RB,00-0029892,auto_exact,high
Devontae Booker,RB,DEN,3000,5468,RB,DEN@HOU,0.2333333333333333,rotoguru_gid,Devontae Booker,dk,3000,devontae booker,DEN,RB,00-0032972,auto_exact,high
Derrius Guice,RB,WAS,4900,5616,RB,WAS@GB,14.05,rotoguru_gid,Derrius Guice,dk,4900,derrius guice,WAS,RB,00-0034358,auto_exact,high
Dion Lewis,RB,TEN,3500,2816,RB,TEN@LV,3.641666666666667,rotoguru_gid,Dion Lewis,dk,3500,dion lewis,TEN,RB,00-0028087,auto_exact,high
C.J. Ham,RB,MIN,3000,5581,RB,MIN@DET,2.225,rotoguru_gid,C.J. Ham,dk,3000,cj ham,MIN,RB,00-0032918,auto_exact,high
Benny Snell,RB,PIT,6100,5740,RB,PIT@ARI,4.355555555555556,rotoguru_gid,Benny Snell,dk,6100,benny snell,PIT,RB,00-0035217,auto_exact,high
Rashaad Penny,RB,SEA,4500,5618,RB,SEA@LA,8.522222222222222,rotoguru_gid,Rashaad Penny,dk,4500,rashaad penny,SEA,RB,00-0034750,auto_exact,high
Justin Jackson,RB,LAC,3000,5682,RB,LAC@JAX,5.975,rotoguru_gid,Justin Jackson,dk,3000,justin jackson,LAC,RB,00-0034440,auto_exact,high
Jamaal Williams,RB,GB,4800,5541,RB,GB@WAS,12.30909090909091,rotoguru_gid,Jamaal Williams,dk,4800,jamaal williams,GB,RB,00-0033948,auto_exact,high
Myles Gaskin,RB,MIA,3300,5789,RB,MIA@NYJ,1.825,rotoguru_gid,Myles Gaskin,dk,3300,myles gaskin,MIA,RB,00-0035311,auto_exact,high
Gus Edwards,RB,BAL,4300,5681,RB,BAL@BUF,5.8,rotoguru_gid,Gus Edwards,dk,4300,gus edwards,BAL,RB,00-0034184,auto_exact,high
Ty Johnson,RB,DET,3200,5742,RB,DET@MIN,3.808333333333333,rotoguru_gid,Ty Johnson,dk,3200,ty johnson,DET,RB,00-0035537,auto_exact,high
Sony Michel,RB,NE,5600,5615,RB,NE@KC,9.675,rotoguru_gid,Sony Michel,dk,5600,sony michel,NE,RB,00-0034845,auto_exact,high
Trey Edmunds,RB,PIT,3000,5573,RB,PIT@ARI,3.0500000000000003,rotoguru_gid,Trey Edmunds,dk,3000,trey edmunds,PIT,RB,00-0033838,auto_exact,high
Rex Burkhead,RB,NE,3400,2890,RB,NE@KC,6.844444444444445,rotoguru_gid,Rex Burkhead,dk,3400,rex burkhead,NE,RB,00-0030288,auto_exact,high
Mike Boone,RB,MIN,3000,5662,RB,MIN@DET,0.2333333333333333,rotoguru_gid,Mike Boone,dk,3000,mike boone,MIN,RB,00-0034208,auto_exact,high
Ameer Abdullah,RB,MIN,3000,2995,RB,MIN@DET,1.5166666666666668,rotoguru_gid,Ameer Abdullah,dk,3000,ameer abdullah,MIN,RB,00-0032104,auto_exact,high
Chase Edmonds,RB,ARI,3900,5619,RB,ARI@PIT,9.444444444444445,rotoguru_gid,Chase Edmonds,dk,3900,chase edmonds,ARI,RB,00-0034681,auto_exact,high
Justice Hill,RB,BAL,3000,5719,RB,BAL@BUF,1.7666666666666666,rotoguru_gid,Justice Hill,dk,3000,justice hill,BAL,RB,00-0034975,auto_exact,high
Ryquell Armstead,RB,JAX,4300,5745,RB,JAX@LAC,2.558333333333333,rotoguru_gid,Ryquell Armstead,dk,4300,ryquell armstead,JAX,RB,00-0035268,auto_exact,high
Reggie Bonnafon,RB,CAR,4000,5735,RB,CAR@ATL,1.775,rotoguru_gid,Reggie Bonnafon,dk,4000,reggie bonnafon,CAR,RB,00-0034578,auto_exact,high
Tevin Coleman,RB,SF,5100,2994,RB,SF@NO,12.77,rotoguru_gid,Tevin Coleman,dk,5100,tevin coleman,SF,RB,00-0032058,auto_exact,high
Qadree Ollison,RB,ATL,3000,5722,RB,ATL@CAR,4.199999999999999,rotoguru_gid,Qadree Ollison,dk,3000,qadree ollison,ATL,RB,00-0035273,auto_exact,high
Frank Gore,RB,BUF,3800,2467,RB,BUF@BAL,7.383333333333333,rotoguru_gid,Frank Gore,dk,3800,frank gore,BUF,RB,00-0023500,auto_exact,high
Jay Ajayi,RB,PHI,3000,2998,RB,PHI@NYG,1.25,rotoguru_gid,Jay Ajayi,dk,3000,jay ajayi,PHI,RB,00-0031590,auto_exact,high
Wendell Smallwood,RB,WAS,3000,5473,RB,WAS@GB,2.0545454545454542,rotoguru_gid,Wendell Smallwood,dk,3000,wendell smallwood,WAS,RB,00-0032782,auto_exact,high
C.J. Prosise,RB,SEA,3000,5448,RB,SEA@LA,4.116666666666666,rotoguru_gid,C.J. Prosise,dk,3000,cj prosise,SEA,RB,00-0032393,auto_exact,high
Jordan Wilkins,RB,IND,3700,5625,RB,IND@TB,2.8,rotoguru_gid,Jordan Wilkins,dk,3700,jordan wilkins,IND,RB,00-0034400,auto_exact,high
De'Lance Turner,RB,MIA,3000,5669,RB,MIA@NYJ,0.0,rotoguru_gid,De'Lance Turner,dk,3000,delance turner,MIA,RB,00-0034201,auto_exact,high
Dwayne Washington,RB,NO,3000,5483,RB,NO@SF,0.45,rotoguru_gid,Dwayne Washington,dk,3000,dwayne washington,NO,RB,00-0032450,auto_exact,high
Michael Burton,RB,WAS,3000,5415,RB,WAS@GB,0.0,rotoguru_gid,Michael Burton,dk,3000,michael burton,WAS,RB,00-0031595,auto_exact,high
Troymaine Pope,RB,LAC,3000,5510,RB,LAC@JAX,1.04,rotoguru_gid,Troymaine Pope,dk,3000,troymaine pope,LAC,RB,00-0033164,auto_exact,high
Mike Davis,RB,CAR,3000,5320,RB,CAR@ATL,1.4625,rotoguru_gid,Mike Davis,dk,3000,mike davis,CAR,RB,00-0032063,auto_exact,high
Cullen Gillaspia,RB,HOU,3000,5762,RB,HOU@DEN,0.0,rotoguru_gid,Cullen Gillaspia,dk,3000,cullen gillaspia,HOU,RB,00-0035304,auto_exact,high
Chandler Cox,RB,MIA,3000,5737,RB,MIA@NYJ,0.0,rotoguru_gid,Chandler Cox,dk,3000,chandler cox,MIA,RB,00-0035310,manual_override,high
Elijhaa Penny,RB,NYG,3000,5588,RB,NYG@PHI,0.5833333333333334,rotoguru_gid,Elijhaa Penny,dk,3000,elijhaa penny,NYG,RB,00-0032813,auto_exact,high
