Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,MVP 1.5x Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 15,Unnamed: 16,Roster Position,roster_role,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
133105-93150,WR,Jake,Jake Bobo,Bobo,1.9000000272478377,7,2600,3900,NE@SEA,SEA,NE,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jake Bobo,fd,2600,jake bobo,SEA,WR,showdown,00-0038752,auto_exact,high
133105-134837,WR,Tory,Tory Horton,Horton,7.324999809265137,8,2400,3600,NE@SEA,SEA,NE,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Tory Horton,fd,2400,tory horton,SEA,WR,showdown,00-0040648,auto_exact,high
133105-166780,RB,Jam,Jam Miller,Miller,,0,2000,3000,NE@SEA,NE,SEA,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jam Miller,fd,2000,jam miller,NE,RB,showdown,00-0041129,auto_exact,high
133105-176734,TE,Eli,Eli Raridon,Raridon,,0,1600,2400,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Eli Raridon,fd,1600,eli raridon,NE,TE,showdown,00-0041395,auto_exact,high
133105-79980,TE,Eric,Eric Saubert,Saubert,1.0142857006617956,7,1600,2400,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Eric Saubert,fd,1600,eric saubert,SEA,TE,showdown,00-0033576,auto_exact,high
133105-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.8399999618530274,5,1400,2100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Velus Jones Jr.,fd,1400,velus jones,SEA,WR,showdown,00-0037745,auto_exact,high
133105-174263,WR,Emmanuel,Emmanuel Henderson Jr.,Henderson Jr.,,0,1400,2100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Emmanuel Henderson Jr.,fd,1400,emmanuel henderson,SEA,WR,showdown,00-0040895,auto_exact,high
133105-131835,WR,Efton,Efton Chism III,Chism III,1.75,10,1400,2100,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Efton Chism III,fd,1400,efton chism,NE,WR,showdown,00-0040563,auto_exact,high
133105-152754,RB,Myles,Myles Montgomery,Montgomery,,0,1200,1800,NE@SEA,NE,SEA,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Myles Montgomery,fd,1200,myles montgomery,NE,RB,showdown,00-0041323,auto_exact,high
133105-111300,RB,Jacardia,Jacardia Wright,Wright,2.0,1,1200,1800,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jacardia Wright,fd,1200,jacardia wright,SEA,RB,showdown,00-0040067,auto_exact,high
133105-114787,RB,Terrell,Terrell Jennings,Jennings,2.449999968210856,6,1200,1800,NE@SEA,NE,SEA,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Terrell Jennings,fd,1200,terrell jennings,NE,RB,showdown,00-0039757,auto_exact,high
133105-92166,WR,Marcus,Marcus Jones,Jones,0.6666666666666666,21,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Marcus Jones,fd,1000,marcus jones,NE,WR,showdown,00-0037253,auto_fallback_name_only_position_mismatch,low
133105-174355,WR,Jeremiah,Jeremiah Webb,Webb,,0,1000,1500,NE@SEA,NE,SEA,IR,Arm,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jeremiah Webb,fd,1000,jeremiah webb,NE,WR,showdown,00-0040570,auto_exact,high
133105-177296,RB,TJ,TJ Harden,Harden,,0,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,TJ Harden,fd,1000,tj harden,SEA,RB,showdown,,,
133105-64403,WR,Irvin,Irvin Charles,Charles,0.0,1,1000,1500,NE@SEA,SEA,NE,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Irvin Charles,fd,1000,irvin charles,SEA,WR,showdown,00-0037156,auto_exact,high
133105-167707,WR,Rashad,Rashad Rochelle,Rochelle,,0,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Rashad Rochelle,fd,1000,rashad rochelle,SEA,WR,showdown,00-0041476,auto_exact,high
133105-70426,RB,Reggie,Reggie Gilliam,Gilliam,0.6333333253860474,6,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Reggie Gilliam,fd,1000,reggie gilliam,NE,RB,showdown,00-0036187,auto_fallback_team_mismatch,medium
133105-87844,TE,Brady,Brady Russell,Russell,0.0,8,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Brady Russell,fd,1000,brady russell,SEA,TE,showdown,00-0038488,auto_fallback_name_only_position_mismatch,low
133105-151726,TE,Robbie,Robbie Ouzts,Ouzts,0.0,2,1000,1500,NE@SEA,SEA,NE,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Robbie Ouzts,fd,1000,robbie ouzts,SEA,TE,showdown,00-0040649,auto_fallback_name_only_position_mismatch,low
133105-243759,WR,Jimmy,Jimmy Kibble,Kibble,,0,1000,1500,NE@SEA,NE,SEA,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jimmy Kibble,fd,1000,jimmy kibble,NE,WR,showdown,00-0041322,auto_exact,high
133105-243760,WR,Kyle,Kyle Dixon,Dixon,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Kyle Dixon,fd,1000,kyle dixon,NE,WR,showdown,00-0041318,auto_exact,high
133105-131266,RB,Lan,Lan Larison,Larison,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Lan Larison,fd,1000,lan larison,NE,RB,showdown,00-0040568,auto_exact,high
133105-136010,WR,Nick,Nick DeGennaro,DeGennaro,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Nick DeGennaro,fd,1000,nick degennaro,NE,WR,showdown,00-0041317,auto_exact,high
133105-103506,TE,Nick,Nick Kallerup,Kallerup,0.0,3,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Nick Kallerup,fd,1000,nick kallerup,SEA,TE,showdown,00-0040058,auto_exact,high
133105-154462,QB,Jalen,Jalen Milroe,Milroe,-0.5333333412806193,3,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Jalen Milroe,fd,1000,jalen milroe,SEA,QB,showdown,00-0040673,auto_exact,high
133105-231015,WR,Cameron,Cameron Dorner,Dorner,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Cameron Dorner,fd,1000,cameron dorner,NE,WR,showdown,00-0041319,auto_exact,high
133105-138220,WR,Montorie,Montorie Foster Jr.,Foster Jr.,,0,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Montorie Foster Jr.,fd,1000,montorie foster,SEA,WR,showdown,00-0040621,auto_exact,high
133105-138221,WR,Ricky,Ricky White III,White III,,0,1000,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Ricky White III,fd,1000,ricky white,SEA,WR,showdown,00-0040653,auto_exact,high
133105-185850,TE,Julian,Julian Hill,Hill,2.136363636363636,11,1000,1500,NE@SEA,NE,SEA,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Julian Hill,fd,1000,julian hill,NE,TE,showdown,00-0038720,auto_fallback_team_mismatch,medium
133105-157051,TE,Tanner,Tanner Arkin,Arkin,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Tanner Arkin,fd,1000,tanner arkin,NE,TE,showdown,00-0041314,auto_exact,high
133105-129147,WR,John,John Saunders Jr.,Saunders Jr.,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,John Saunders Jr.,fd,1000,john saunders,NE,WR,showdown,00-0040310,auto_fallback_name_only_position_mismatch,low
133105-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Tejhaun Palmer,fd,1000,tejhaun palmer,NE,WR,showdown,00-0039397,auto_exact,high
133105-152061,QB,Behren,Behren Morton,Morton,,0,1000,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,FLEX,Behren Morton,fd,1000,behren morton,NE,QB,showdown,00-0041123,auto_exact,high
133105-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,18.53999938964844,20,19500,19500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jaxon Smith-Njigba,fd,19500,jaxon smith njigba,SEA,WR,showdown,00-0038543,auto_exact,high
133105-152316,QB,Drake,Drake Maye,Maye,20.54190499441964,21,18600,18600,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Drake Maye,fd,18600,drake maye,NE,QB,showdown,00-0039851,auto_exact,high
133105-63589,QB,Sam,Sam Darnold,Darnold,15.335000610351562,20,17400,17400,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Sam Darnold,fd,17400,sam darnold,SEA,QB,showdown,00-0034869,auto_exact,high
133105-72846,WR,A.J.,A.J. Brown,Brown,12.518750190734863,16,16200,16200,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,A.J. Brown,fd,16200,aj brown,NE,WR,showdown,00-0035676,auto_fallback_team_mismatch,medium
133105-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,11.783333672417534,18,15000,15000,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Rhamondre Stevenson,fd,15000,rhamondre stevenson,NE,RB,showdown,00-0036875,auto_exact,high
133105-103376,RB,Zach,Zach Charbonnet,Charbonnet,10.376470229204964,17,14400,14400,NE@SEA,SEA,NE,,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX,MVP,Zach Charbonnet,fd,14400,zach charbonnet,SEA,RB,showdown,00-0039165,auto_exact,high
133105-169381,RB,Jadarian,Jadarian Price,Price,,0,13800,13800,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jadarian Price,fd,13800,jadarian price,SEA,RB,showdown,00-0041512,auto_exact,high
133105-152647,RB,TreVeyon,TreVeyon Henderson,Henderson,9.909524100167411,21,12900,12900,NE@SEA,NE,SEA,Q,Ankle,,,,MVP - 1.5X Points/AnyFLEX,MVP,TreVeyon Henderson,fd,12900,treveyon henderson,NE,RB,showdown,00-0040734,auto_exact,high
133105-94370,WR,Romeo,Romeo Doubs,Doubs,9.60588253245634,17,12300,12300,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Romeo Doubs,fd,12300,romeo doubs,NE,WR,showdown,00-0037816,auto_fallback_team_mismatch,medium
133105-94748,QB,Tommy,Tommy DeVito,DeVito,6.739999771118164,2,12000,12000,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Tommy DeVito,fd,12000,tommy devito,NE,QB,showdown,00-0038476,auto_exact,high
133105-64051,QB,Drew,Drew Lock,Lock,0.0333333338300387,3,12000,12000,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Drew Lock,fd,12000,drew lock,SEA,QB,showdown,00-0035704,auto_exact,high
133105-40845,TE,Hunter,Hunter Henry,Henry,8.261904761904763,21,11400,11400,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Hunter Henry,fd,11400,hunter henry,NE,TE,showdown,00-0033090,auto_exact,high
133105-170287,WR,Rashid,Rashid Shaheed,Shaheed,7.02857171921503,21,10800,10800,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Rashid Shaheed,fd,10800,rashid shaheed,SEA,WR,showdown,00-0037545,auto_exact,high
133105-12550,D,Seattle,Seattle Seahawks,Seahawks,11.4,20,10200,10200,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Seattle Seahawks,fd,10200,seattle seahawks,SEA,D,showdown,DST_SEA,team_defense,high
133105-12541,D,New England,New England Patriots,Patriots,8.380952380952381,21,9900,9900,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,New England Patriots,fd,9900,new england patriots,NE,D,showdown,DST_NE,team_defense,high
133105-60745,K,Jason,Jason Myers,Myers,11.95,20,9600,9600,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jason Myers,fd,9600,jason myers,SEA,K,showdown,00-0031492,auto_exact,high
133105-152260,K,Andy,Andy Borregales,Borregales,8.0,21,9300,9300,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Andy Borregales,fd,9300,andy borregales,NE,K,showdown,00-0040200,auto_exact,high
133105-25267,WR,Mack,Mack Hollins,Hollins,7.206250190734863,16,8700,8700,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Mack Hollins,fd,8700,mack hollins,NE,WR,showdown,00-0033555,auto_exact,high
133105-79970,WR,Cooper,Cooper Kupp,Kupp,6.473684210526316,19,8100,8100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Cooper Kupp,fd,8100,cooper kupp,SEA,WR,showdown,00-0033908,auto_exact,high
133105-114231,RB,George,George Holani,Holani,1.8363637057217683,11,7500,7500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,George Holani,fd,7500,george holani,SEA,RB,showdown,00-0039299,auto_exact,high
133105-137953,TE,AJ,AJ Barner,Barner,6.8599998474121096,20,7200,7200,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,AJ Barner,fd,7200,aj barner,SEA,TE,showdown,00-0039793,auto_exact,high
133105-185861,RB,Emanuel,Emanuel Wilson,Wilson,5.016666836208767,18,6300,6300,NE@SEA,SEA,NE,Q,Hamstring,,,,MVP - 1.5X Points/AnyFLEX,MVP,Emanuel Wilson,fd,6300,emanuel wilson,SEA,RB,showdown,00-0038797,auto_fallback_team_mismatch,medium
133105-111876,WR,DeMario,DeMario Douglas,Douglas,5.084999847412109,20,5700,5700,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,DeMario Douglas,fd,5700,demario douglas,NE,WR,showdown,00-0038621,auto_exact,high
133105-152258,TE,Elijah,Elijah Arroyo,Arroyo,2.2615384321946363,13,5100,5100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Elijah Arroyo,fd,5100,elijah arroyo,SEA,TE,showdown,00-0040739,auto_exact,high
133105-136538,WR,Kyle,Kyle Williams,Williams,2.7411763808306526,17,4500,4500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Kyle Williams,fd,4500,kyle williams,NE,WR,showdown,00-0040131,auto_exact,high
133105-93150,WR,Jake,Jake Bobo,Bobo,1.9000000272478377,7,3900,3900,NE@SEA,SEA,NE,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jake Bobo,fd,3900,jake bobo,SEA,WR,showdown,00-0038752,auto_exact,high
133105-134837,WR,Tory,Tory Horton,Horton,7.324999809265137,8,3600,3600,NE@SEA,SEA,NE,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Tory Horton,fd,3600,tory horton,SEA,WR,showdown,00-0040648,auto_exact,high
133105-166780,RB,Jam,Jam Miller,Miller,,0,3000,3000,NE@SEA,NE,SEA,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jam Miller,fd,3000,jam miller,NE,RB,showdown,00-0041129,auto_exact,high
133105-176734,TE,Eli,Eli Raridon,Raridon,,0,2400,2400,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Eli Raridon,fd,2400,eli raridon,NE,TE,showdown,00-0041395,auto_exact,high
133105-79980,TE,Eric,Eric Saubert,Saubert,1.0142857006617956,7,2400,2400,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Eric Saubert,fd,2400,eric saubert,SEA,TE,showdown,00-0033576,auto_exact,high
133105-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.8399999618530274,5,2100,2100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Velus Jones Jr.,fd,2100,velus jones,SEA,WR,showdown,00-0037745,auto_exact,high
133105-174263,WR,Emmanuel,Emmanuel Henderson Jr.,Henderson Jr.,,0,2100,2100,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Emmanuel Henderson Jr.,fd,2100,emmanuel henderson,SEA,WR,showdown,00-0040895,auto_exact,high
133105-131835,WR,Efton,Efton Chism III,Chism III,1.75,10,2100,2100,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Efton Chism III,fd,2100,efton chism,NE,WR,showdown,00-0040563,auto_exact,high
133105-152754,RB,Myles,Myles Montgomery,Montgomery,,0,1800,1800,NE@SEA,NE,SEA,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Myles Montgomery,fd,1800,myles montgomery,NE,RB,showdown,00-0041323,auto_exact,high
133105-111300,RB,Jacardia,Jacardia Wright,Wright,2.0,1,1800,1800,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jacardia Wright,fd,1800,jacardia wright,SEA,RB,showdown,00-0040067,auto_exact,high
133105-114787,RB,Terrell,Terrell Jennings,Jennings,2.449999968210856,6,1800,1800,NE@SEA,NE,SEA,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Terrell Jennings,fd,1800,terrell jennings,NE,RB,showdown,00-0039757,auto_exact,high
133105-92166,WR,Marcus,Marcus Jones,Jones,0.6666666666666666,21,1500,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Marcus Jones,fd,1500,marcus jones,NE,WR,showdown,00-0037253,auto_fallback_name_only_position_mismatch,low
133105-174355,WR,Jeremiah,Jeremiah Webb,Webb,,0,1500,1500,NE@SEA,NE,SEA,IR,Arm,,,,MVP - 1.5X Points/AnyFLEX,MVP,Jeremiah Webb,fd,1500,jeremiah webb,NE,WR,showdown,00-0040570,auto_exact,high
133105-177296,RB,TJ,TJ Harden,Harden,,0,1500,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,TJ Harden,fd,1500,tj harden,SEA,RB,showdown,,,
133105-64403,WR,Irvin,Irvin Charles,Charles,0.0,1,1500,1500,NE@SEA,SEA,NE,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX,MVP,Irvin Charles,fd,1500,irvin charles,SEA,WR,showdown,00-0037156,auto_exact,high
133105-167707,WR,Rashad,Rashad Rochelle,Rochelle,,0,1500,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Rashad Rochelle,fd,1500,rashad rochelle,SEA,WR,showdown,00-0041476,auto_exact,high
133105-70426,RB,Reggie,Reggie Gilliam,Gilliam,0.6333333253860474,6,1500,1500,NE@SEA,NE,SEA,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Reggie Gilliam,fd,1500,reggie gilliam,NE,RB,showdown,00-0036187,auto_fallback_team_mismatch,medium
133105-87844,TE,Brady,Brady Russell,Russell,0.0,8,1500,1500,NE@SEA,SEA,NE,,,,,,MVP - 1.5X Points/AnyFLEX,MVP,Brady Russell,fd,1500,brady russell,SEA,TE,showdown,00-0038488,auto_fallback_name_only_position_mismatch,low
133105-151726,TE,Robbie,Robbie Ouzts,Ouzts,0.0,2,1500,1500,NE@SEA,SEA,NE,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX,MVP,Robbie Ouzts,fd,1500,robbie ouzts,SEA,TE,showdown,00-0040649,auto_fallback_name_only_position_mismatch,low
