Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,BUF,8800,1529,Josh Allen,Josh,Allen,NO,24.044,rotoguru_gid,Josh Allen,fd,8800,josh allen,BUF,QB,00-0034857,auto_exact,high
QB,GB,7900,1252,Aaron Rodgers,Aaron,Rodgers,LA,20.254,rotoguru_gid,Aaron Rodgers,fd,7900,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,DAL,8200,1501,Dak Prescott,Dak,Prescott,LV,20.486666666666665,rotoguru_gid,Dak Prescott,fd,8200,dak prescott,DAL,QB,00-0033077,auto_exact,high
QB,LA,7700,1340,Matthew Stafford,Matthew,Stafford,GB,21.436,rotoguru_gid,Matthew Stafford,fd,7700,matthew stafford,LA,QB,00-0026498,auto_exact,high
QB,IND,7300,1514,Carson Wentz,Carson,Wentz,TB,16.741818181818182,rotoguru_gid,Carson Wentz,fd,7300,carson wentz,IND,QB,00-0032950,auto_exact,high
QB,LAC,7800,1552,Justin Herbert,Justin,Herbert,DEN,23.378,rotoguru_gid,Justin Herbert,fd,7800,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,NE,6800,1572,Mac Jones,Mac,Jones,TEN,14.149090909090908,rotoguru_gid,Mac Jones,fd,6800,mac jones,NE,QB,00-0036972,auto_exact,high
QB,LV,7400,1441,Derek Carr,Derek,Carr,DAL,17.784,rotoguru_gid,Derek Carr,fd,7400,derek carr,LV,QB,00-0031280,auto_exact,high
QB,SEA,7500,1412,Russell Wilson,Russell,Wilson,WAS,16.537142857142857,rotoguru_gid,Russell Wilson,fd,7500,russell wilson,SEA,QB,00-0029263,auto_exact,high
QB,JAX,6700,1565,Trevor Lawrence,Trevor,Lawrence,ATL,13.384,rotoguru_gid,Trevor Lawrence,fd,6700,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,PIT,18.43,rotoguru_gid,Joe Burrow,fd,7100,joe burrow,CIN,QB,00-0036442,auto_exact,high
QB,CHI,7200,1403,Andy Dalton,Andy,Dalton,DET,7.91,rotoguru_gid,Andy Dalton,fd,7200,andy dalton,CHI,QB,00-0027973,auto_exact,high
QB,MIN,7500,1415,Kirk Cousins,Kirk,Cousins,SF,20.39,rotoguru_gid,Kirk Cousins,fd,7500,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,HOU,7400,1400,Tyrod Taylor,Tyrod,Taylor,NYJ,17.03,rotoguru_gid,Tyrod Taylor,fd,7400,tyrod taylor,HOU,QB,00-0028118,auto_exact,high
QB,DEN,7100,1439,Teddy Bridgewater,Teddy,Bridgewater,LAC,15.946000000000002,rotoguru_gid,Teddy Bridgewater,fd,7100,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
QB,NYG,7000,1539,Daniel Jones,Daniel,Jones,PHI,15.894,rotoguru_gid,Daniel Jones,fd,7000,daniel jones,NYG,QB,00-0035710,auto_exact,high
QB,BAL,8500,1527,Lamar Jackson,Lamar,Jackson,CLE,24.42,rotoguru_gid,Lamar Jackson,fd,8500,lamar jackson,BAL,QB,00-0034796,auto_exact,high
QB,MIA,6900,1551,Tua Tagovailoa,Tua,Tagovailoa,CAR,16.52,rotoguru_gid,Tua Tagovailoa,fd,6900,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
QB,DET,6700,1490,Jared Goff,Jared,Goff,CHI,13.106666666666667,rotoguru_gid,Jared Goff,fd,6700,jared goff,DET,QB,00-0033106,auto_exact,high
QB,CLE,6600,1528,Baker Mayfield,Baker,Mayfield,BAL,13.663999999999998,rotoguru_gid,Baker Mayfield,fd,6600,baker mayfield,CLE,QB,00-0034855,auto_exact,high
QB,TB,8200,1131,Tom Brady,Tom,Brady,IND,24.218,rotoguru_gid,Tom Brady,fd,8200,tom brady,TB,QB,00-0019596,auto_exact,high
QB,WAS,7300,1487,Taylor Heinicke,Taylor,Heinicke,SEA,17.85,rotoguru_gid,Taylor Heinicke,fd,7300,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
QB,SF,6500,1452,Jimmy Garoppolo,Jimmy,Garoppolo,MIN,16.16444444444444,rotoguru_gid,Jimmy Garoppolo,fd,6500,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
QB,ATL,7100,1301,Matt Ryan,Matt,Ryan,JAX,15.478,rotoguru_gid,Matt Ryan,fd,7100,matt ryan,ATL,QB,00-0026143,auto_exact,high
QB,NYJ,6200,1566,Zach Wilson,Zach,Wilson,HOU,9.986666666666666,rotoguru_gid,Zach Wilson,fd,6200,zach wilson,NYJ,QB,00-0037013,auto_exact,high
QB,PIT,6600,1232,Ben Roethlisberger,Ben,Roethlisberger,CIN,14.773333333333332,rotoguru_gid,Ben Roethlisberger,fd,6600,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,PHI,8400,1554,Jalen Hurts,Jalen,Hurts,NYG,22.985454545454544,rotoguru_gid,Jalen Hurts,fd,8400,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,NO,7000,1488,Trevor Siemian,Trevor,Siemian,BUF,18.15,rotoguru_gid,Trevor Siemian,fd,7000,trevor siemian,NO,QB,00-0032156,auto_exact,high
QB,TEN,7200,1410,Ryan Tannehill,Ryan,Tannehill,NE,17.312727272727273,rotoguru_gid,Ryan Tannehill,fd,7200,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
QB,CAR,8000,1378,Cam Newton,Cam,Newton,MIA,18.94,rotoguru_gid,Cam Newton,fd,8000,cam newton,CAR,QB,00-0027939,auto_exact,high
QB,LV,6100,1466,Marcus Mariota,Marcus,Mariota,DAL,1.025,rotoguru_gid,Marcus Mariota,fd,6100,marcus mariota,LV,QB,00-0032268,auto_exact,high
QB,CAR,6100,1558,P.J. Walker,P.J.,Walker,MIA,2.2,rotoguru_gid,P.J. Walker,fd,6100,pj walker,CAR,QB,00-0033275,auto_exact,high
QB,NYJ,6100,1320,Josh Johnson,Josh,Johnson,HOU,13.08,rotoguru_gid,Josh Johnson,fd,6100,josh johnson,NYJ,QB,00-0026300,auto_fallback_team_mismatch,medium
QB,DEN,6100,1547,Drew Lock,Drew,Lock,LAC,3.52,rotoguru_gid,Drew Lock,fd,6100,drew lock,DEN,QB,00-0035704,auto_exact,high
QB,ATL,6000,1575,Feleipe Franks,Feleipe,Franks,JAX,-0.08,rotoguru_gid,Feleipe Franks,fd,6000,feleipe franks,ATL,QB,00-0036825,auto_fallback_name_only_position_mismatch,low
QB,BUF,6100,1519,Mitchell Trubisky,Mitchell,Trubisky,NO,2.205,rotoguru_gid,Mitchell Trubisky,fd,6100,mitchell trubisky,BUF,QB,00-0033869,auto_exact,high
QB,NE,6100,1336,Brian Hoyer,Brian,Hoyer,TEN,3.2533333333333334,rotoguru_gid,Brian Hoyer,fd,6100,brian hoyer,NE,QB,00-0026625,auto_exact,high
QB,CIN,6100,1504,Brandon Allen,Brandon,Allen,PIT,1.4066666666666665,rotoguru_gid,Brandon Allen,fd,6100,brandon allen,CIN,QB,00-0032434,auto_exact,high
RB,TB,7100,5534,Leonard Fournette,Leonard,Fournette,IND,13.03,rotoguru_gid,Leonard Fournette,fd,7100,leonard fournette,TB,RB,00-0033856,auto_exact,high
RB,CIN,8000,5535,Joe Mixon,Joe,Mixon,PIT,17.23,rotoguru_gid,Joe Mixon,fd,8000,joe mixon,CIN,RB,00-0033897,auto_exact,high
RB,ATL,7800,5208,Cordarrelle Patterson,Cordarrelle,Patterson,JAX,15.455555555555556,rotoguru_gid,Cordarrelle Patterson,fd,7800,cordarrelle patterson,ATL,RB,00-0030578,auto_exact,high
RB,SF,6800,5947,Elijah Mitchell,Elijah,Mitchell,MIN,12.257142857142856,rotoguru_gid,Elijah Mitchell,fd,6800,elijah mitchell,SF,RB,00-0036567,auto_exact,high
RB,WAS,6600,5827,Antonio Gibson,Antonio,Gibson,SEA,11.54,rotoguru_gid,Antonio Gibson,fd,6600,antonio gibson,WAS,RB,00-0036328,auto_exact,high
RB,WAS,5300,5586,J.D. McKissic,J.D.,McKissic,SEA,8.629999999999999,rotoguru_gid,J.D. McKissic,fd,5300,jd mckissic,WAS,RB,00-0032602,auto_exact,high
RB,LAC,8400,5575,Austin Ekeler,Austin,Ekeler,DEN,19.83,rotoguru_gid,Austin Ekeler,fd,8400,austin ekeler,LAC,RB,00-0033699,auto_exact,high
RB,DEN,5700,5905,Javonte Williams,Javonte,Williams,LAC,8.7,rotoguru_gid,Javonte Williams,fd,5700,javonte williams,DEN,RB,00-0036997,auto_exact,high
RB,MIA,6200,5789,Myles Gaskin,Myles,Gaskin,CAR,10.245454545454544,rotoguru_gid,Myles Gaskin,fd,6200,myles gaskin,MIA,RB,00-0035311,auto_exact,high
RB,LV,6700,5712,Josh Jacobs,Josh,Jacobs,DAL,11.825,rotoguru_gid,Josh Jacobs,fd,6700,josh jacobs,LV,RB,00-0035700,auto_exact,high
RB,TEN,5500,5683,Dontrell Hilliard,Dontrell,Hilliard,NE,6.1,rotoguru_gid,Dontrell Hilliard,fd,5500,dontrell hilliard,TEN,RB,00-0034253,auto_exact,high
RB,IND,9800,5820,Jonathan Taylor,Jonathan,Taylor,TB,22.581818181818186,rotoguru_gid,Jonathan Taylor,fd,9800,jonathan taylor,IND,RB,00-0036223,auto_exact,high
