Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Patrick Mahomes II,QB,KC,7100,1523,QB,KC@CIN,29.51666666666667,rotoguru_gid,Patrick Mahomes II,dk,7100,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Mitchell Trubisky,QB,CHI,5600,1519,QB,CHI@NE,23.368,rotoguru_gid,Mitchell Trubisky,dk,5600,mitchell trubisky,CHI,QB,00-0033869,auto_exact,high
Jameis Winston,QB,TB,6300,1465,QB,TB@CLE,22.2,rotoguru_gid,Jameis Winston,dk,6300,jameis winston,TB,QB,00-0031503,auto_exact,high
Cam Newton,QB,CAR,5900,1378,QB,CAR@PHI,24.424,rotoguru_gid,Cam Newton,dk,5900,cam newton,CAR,QB,00-0027939,auto_exact,high
Eli Manning,QB,NYG,5200,1225,QB,NYG@ATL,15.446666666666664,rotoguru_gid,Eli Manning,dk,5200,eli manning,NYG,QB,00-0022803,auto_exact,high
Philip Rivers,QB,LAC,5700,1231,QB,LAC@TEN,22.51333333333333,rotoguru_gid,Philip Rivers,dk,5700,philip rivers,LAC,QB,00-0022942,auto_exact,high
Andrew Luck,QB,IND,6200,1409,QB,IND@BUF,24.44666666666667,rotoguru_gid,Andrew Luck,dk,6200,andrew luck,IND,QB,00-0029668,auto_exact,high
Carson Wentz,QB,PHI,6000,1514,QB,PHI@CAR,21.87,rotoguru_gid,Carson Wentz,dk,6000,carson wentz,PHI,QB,00-0032950,auto_exact,high
Tom Brady,QB,NE,6100,1131,QB,NE@CHI,21.24333333333333,rotoguru_gid,Tom Brady,dk,6100,tom brady,NE,QB,00-0019596,auto_exact,high
Matt Ryan,QB,ATL,6500,1301,QB,ATL@NYG,27.13333333333333,rotoguru_gid,Matt Ryan,dk,6500,matt ryan,ATL,QB,00-0026143,auto_exact,high
Dak Prescott,QB,DAL,5300,1501,QB,DAL@WAS,16.176666666666666,rotoguru_gid,Dak Prescott,dk,5300,dak prescott,DAL,QB,00-0033077,auto_exact,high
Baker Mayfield,QB,CLE,5800,1528,QB,CLE@TB,15.735,rotoguru_gid,Baker Mayfield,dk,5800,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Joe Flacco,QB,BAL,5400,1302,QB,BAL@NO,18.536666666666665,rotoguru_gid,Joe Flacco,dk,5400,joe flacco,BAL,QB,00-0026158,auto_exact,high
Brock Osweiler,QB,MIA,4700,1414,QB,MIA@DET,18.55,rotoguru_gid,Brock Osweiler,dk,4700,brock osweiler,MIA,QB,00-0029682,auto_exact,high
Matthew Stafford,QB,DET,5800,1340,QB,DET@MIA,19.64,rotoguru_gid,Matthew Stafford,dk,5800,matthew stafford,DET,QB,00-0026498,auto_exact,high
Kirk Cousins,QB,MIN,6400,1415,QB,MIN@NYJ,24.05666666666667,rotoguru_gid,Kirk Cousins,dk,6400,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Drew Brees,QB,NO,5700,1151,QB,NO@BAL,27.004,rotoguru_gid,Drew Brees,dk,5700,drew brees,NO,QB,00-0020531,auto_exact,high
Jared Goff,QB,LA,6600,1490,QB,LA@SF,23.203333333333333,rotoguru_gid,Jared Goff,dk,6600,jared goff,LA,QB,00-0033106,auto_exact,high
Marcus Mariota,QB,TEN,4900,1466,QB,TEN@LAC,11.884,rotoguru_gid,Marcus Mariota,dk,4900,marcus mariota,TEN,QB,00-0032268,auto_exact,high
Sam Darnold,QB,NYJ,4900,1524,QB,NYJ@MIN,14.656666666666666,rotoguru_gid,Sam Darnold,dk,4900,sam darnold,NYJ,QB,00-0034869,auto_exact,high
Alex Smith,QB,WAS,5100,1254,QB,WAS@DAL,16.4,rotoguru_gid,Alex Smith,dk,5100,alex smith,WAS,QB,00-0023436,auto_exact,high
Deshaun Watson,QB,HOU,5500,1518,QB,HOU@JAX,22.87,rotoguru_gid,Deshaun Watson,dk,5500,deshaun watson,HOU,QB,00-0033537,auto_exact,high
Cody Kessler,QB,JAX,4400,1492,QB,JAX@HOU,,rotoguru_gid,Cody Kessler,dk,4400,cody kessler,JAX,QB,00-0033104,auto_exact,high
Case Keenum,QB,DEN,5200,1435,QB,DEN@ARI,17.44666666666667,rotoguru_gid,Case Keenum,dk,5200,case keenum,DEN,QB,00-0028986,auto_exact,high
C.J. Beathard,QB,SF,4800,1520,QB,SF@LA,16.595,rotoguru_gid,C.J. Beathard,dk,4800,cj beathard,SF,QB,00-0033936,auto_exact,high
Andy Dalton,QB,CIN,6400,1403,QB,CIN@KC,20.843333333333334,rotoguru_gid,Andy Dalton,dk,6400,andy dalton,CIN,QB,00-0027973,auto_exact,high
Josh Rosen,QB,ARI,4700,1525,QB,ARI@DEN,8.31,rotoguru_gid,Josh Rosen,dk,4700,josh rosen,ARI,QB,00-0034343,auto_exact,high
Lamar Jackson,QB,BAL,4500,1527,QB,BAL@NO,1.7266666666666666,rotoguru_gid,Lamar Jackson,dk,4500,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Blake Bortles,QB,JAX,5200,1442,QB,JAX@HOU,21.3,rotoguru_gid,Blake Bortles,dk,5200,blake bortles,JAX,QB,00-0031407,auto_exact,high
Derek Anderson,QB,BUF,4300,1239,QB,BUF@IND,,rotoguru_gid,Derek Anderson,dk,4300,derek anderson,BUF,QB,00-0023645,auto_exact,high
Taysom Hill,QB,NO,4000,1530,QB,NO@BAL,3.2,rotoguru_gid,Taysom Hill,dk,4000,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
Jeff Driskel,QB,CIN,4200,1494,QB,CIN@KC,,rotoguru_gid,Jeff Driskel,dk,4200,jeff driskel,CIN,QB,00-0032436,auto_exact,high
Sean Mannion,QB,LA,4400,1484,QB,LA@SF,,rotoguru_gid,Sean Mannion,dk,4400,sean mannion,LA,QB,00-0032245,auto_exact,high
Joe Webb,QB,HOU,4000,5071,QB,HOU@JAX,0.0,rotoguru_gid,Joe Webb,dk,4000,joe webb,HOU,QB,00-0027796,auto_exact,high
Chase Daniel,QB,CHI,4500,1334,QB,CHI@NE,-0.2,rotoguru_gid,Chase Daniel,dk,4500,chase daniel,CHI,QB,00-0026544,auto_exact,high
Jacoby Brissett,QB,IND,4500,1496,QB,IND@BUF,0.0,rotoguru_gid,Jacoby Brissett,dk,4500,jacoby brissett,IND,QB,00-0033119,auto_exact,high
Kareem Hunt,RB,KC,6800,5560,RB,KC@CIN,19.116666666666664,rotoguru_gid,Kareem Hunt,dk,6800,kareem hunt,KC,RB,00-0033923,auto_exact,high
Marlon Mack,RB,IND,4400,5548,RB,IND@BUF,4.966666666666667,rotoguru_gid,Marlon Mack,dk,4400,marlon mack,IND,RB,00-0033951,auto_exact,high
Todd Gurley,RB,LA,9800,2992,RB,LA@SF,31.0,rotoguru_gid,Todd Gurley,dk,9800,todd gurley,LA,RB,00-0032241,auto_exact,high
James White,RB,NE,6900,2954,RB,NE@CHI,19.03333333333333,rotoguru_gid,James White,dk,6900,james white,NE,RB,00-0031062,auto_exact,high
Saquon Barkley,RB,NYG,8900,5614,RB,NYG@ATL,27.183333333333334,rotoguru_gid,Saquon Barkley,dk,8900,saquon barkley,NYG,RB,00-0034844,auto_exact,high
Kerryon Johnson,RB,DET,4500,5621,RB,DET@MIA,11.48,rotoguru_gid,Kerryon Johnson,dk,4500,kerryon johnson,DET,RB,00-0034349,auto_exact,high
Latavius Murray,RB,MIN,5000,2899,RB,MIN@NYJ,8.9,rotoguru_gid,Latavius Murray,dk,5000,latavius murray,MIN,RB,00-0030513,auto_exact,high
Tarik Cohen,RB,CHI,5100,5564,RB,CHI@NE,15.580000000000002,rotoguru_gid,Tarik Cohen,dk,5100,tarik cohen,CHI,RB,00-0033556,auto_exact,high
Dion Lewis,RB,TEN,4400,2816,RB,TEN@LAC,10.016666666666667,rotoguru_gid,Dion Lewis,dk,4400,dion lewis,TEN,RB,00-0028087,auto_exact,high
Lamar Miller,RB,HOU,4200,2859,RB,HOU@JAX,10.0,rotoguru_gid,Lamar Miller,dk,4200,lamar miller,HOU,RB,00-0029615,auto_exact,high
Kenyan Drake,RB,MIA,4900,5446,RB,MIA@DET,11.25,rotoguru_gid,Kenyan Drake,dk,4900,kenyan drake,MIA,RB,00-0033118,auto_exact,high
T.J. Yeldon,RB,JAX,6400,2993,RB,JAX@HOU,16.7,rotoguru_gid,T.J. Yeldon,dk,6400,tj yeldon,JAX,RB,00-0032209,auto_exact,high
Phillip Lindsay,RB,DEN,4600,5630,RB,DEN@ARI,12.483333333333334,rotoguru_gid,Phillip Lindsay,dk,4600,phillip lindsay,DEN,RB,00-0034109,auto_exact,high
Tevin Coleman,RB,ATL,5100,2994,RB,ATL@NYG,11.75,rotoguru_gid,Tevin Coleman,dk,5100,tevin coleman,ATL,RB,00-0032058,auto_exact,high
Kapri Bibbs,RB,WAS,3100,2963,RB,WAS@DAL,3.3000000000000003,rotoguru_gid,Kapri Bibbs,dk,3100,kapri bibbs,WAS,RB,00-0031102,auto_fallback_team_mismatch,medium
Alvin Kamara,RB,NO,8500,5562,RB,NO@BAL,30.4,rotoguru_gid,Alvin Kamara,dk,8500,alvin kamara,NO,RB,00-0033906,auto_exact,high
Derrick Henry,RB,TEN,4000,5445,RB,TEN@LAC,5.003333333333333,rotoguru_gid,Derrick Henry,dk,4000,derrick henry,TEN,RB,00-0032764,auto_exact,high
Christian McCaffrey,RB,CAR,7700,5536,RB,CAR@PHI,20.74,rotoguru_gid,Christian McCaffrey,dk,7700,christian mccaffrey,CAR,RB,00-0033280,auto_exact,high
Nick Chubb,RB,CLE,3600,5622,RB,CLE@TB,5.383333333333334,rotoguru_gid,Nick Chubb,dk,3600,nick chubb,CLE,RB,00-0034791,auto_exact,high
Chris Ivory,RB,BUF,3800,2741,RB,BUF@IND,5.716666666666666,rotoguru_gid,Chris Ivory,dk,3800,chris ivory,BUF,RB,00-0027531,auto_exact,high
Marcus Murphy,RB,BUF,3000,5396,RB,BUF@IND,3.266666666666667,rotoguru_gid,Marcus Murphy,dk,3000,marcus murphy,BUF,RB,00-0031959,auto_exact,high
Spencer Ware,RB,KC,3500,2914,RB,KC@CIN,2.766666666666667,rotoguru_gid,Spencer Ware,dk,3500,spencer ware,KC,RB,00-0030414,auto_exact,high
Raheem Mostert,RB,SF,3300,5414,RB,SF@LA,1.9,rotoguru_gid,Raheem Mostert,dk,3300,raheem mostert,SF,RB,00-0031687,auto_exact,high
Jordan Howard,RB,CHI,5500,5447,RB,CHI@NE,10.0,rotoguru_gid,Jordan Howard,dk,5500,jordan howard,CHI,RB,00-0032780,auto_exact,high
Austin Ekeler,RB,LAC,4100,5575,RB,LAC@TEN,13.0,rotoguru_gid,Austin Ekeler,dk,4100,austin ekeler,LAC,RB,00-0033699,auto_exact,high
Adrian Peterson,RB,WAS,4600,2553,RB,WAS@DAL,14.9,rotoguru_gid,Adrian Peterson,dk,4600,adrian peterson,WAS,RB,00-0025394,auto_exact,high
Trenton Cannon,RB,NYJ,3000,5657,RB,NYJ@MIN,0.5166666666666667,rotoguru_gid,Trenton Cannon,dk,3000,trenton cannon,NYJ,RB,00-0034164,auto_exact,high
LeGarrette Blount,RB,DET,3700,2721,RB,DET@MIA,5.619999999999999,rotoguru_gid,LeGarrette Blount,dk,3700,legarrette blount,DET,RB,00-0027325,auto_exact,high
David Johnson,RB,ARI,6700,5395,RB,ARI@DEN,15.7,rotoguru_gid,David Johnson,dk,6700,david johnson,ARI,RB,00-0032187,auto_exact,high
Ronald Jones,RB,TB,3900,5617,RB,TB@CLE,4.35,rotoguru_gid,Ronald Jones,dk,3900,ronald jones,TB,RB,00-0034816,auto_exact,high
Royce Freeman,RB,DEN,3800,5620,RB,DEN@ARI,8.549999999999999,rotoguru_gid,Royce Freeman,dk,3800,royce freeman,DEN,RB,00-0034838,auto_exact,high
Malcolm Brown,RB,LA,4300,5441,RB,LA@SF,2.9166666666666665,rotoguru_gid,Malcolm Brown,dk,4300,malcolm brown,LA,RB,00-0031806,auto_exact,high
Joe Mixon,RB,CIN,7600,5535,RB,CIN@KC,18.625,rotoguru_gid,Joe Mixon,dk,7600,joe mixon,CIN,RB,00-0033897,auto_exact,high
Alex Collins,RB,BAL,4800,5450,RB,BAL@NO,11.966666666666669,rotoguru_gid,Alex Collins,dk,4800,alex collins,BAL,RB,00-0032426,auto_exact,high
Ito Smith,RB,ATL,3800,5658,RB,ATL@NYG,8.959999999999999,rotoguru_gid,Ito Smith,dk,3800,ito smith,ATL,RB,00-0034378,auto_exact,high
Jordan Wilkins,RB,IND,3400,5625,RB,IND@BUF,4.816666666666666,rotoguru_gid,Jordan Wilkins,dk,3400,jordan wilkins,IND,RB,00-0034400,auto_exact,high
Ezekiel Elliott,RB,DAL,8100,5444,RB,DAL@WAS,21.7,rotoguru_gid,Ezekiel Elliott,dk,8100,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
Mark Ingram,RB,NO,5900,2793,RB,NO@BAL,21.3,rotoguru_gid,Mark Ingram,dk,5900,mark ingram,NO,RB,00-0027966,auto_exact,high
Isaiah Crowell,RB,NYJ,4400,2969,RB,NYJ@MIN,15.3,rotoguru_gid,Isaiah Crowell,dk,4400,isaiah crowell,NYJ,RB,00-0030656,auto_exact,high
Duke Johnson,RB,CLE,4000,2997,RB,CLE@TB,7.583333333333333,rotoguru_gid,Duke Johnson,dk,4000,duke johnson,CLE,RB,00-0032257,auto_exact,high
Wendell Smallwood,RB,PHI,4100,5473,RB,PHI@CAR,8.950000000000001,rotoguru_gid,Wendell Smallwood,dk,4100,wendell smallwood,PHI,RB,00-0032782,auto_exact,high
Javorius Allen,RB,BAL,4500,5370,RB,BAL@NO,11.933333333333335,rotoguru_gid,Javorius Allen,dk,4500,javorius allen,BAL,RB,00-0031577,auto_exact,high
Nyheim Hines,RB,IND,4300,5623,RB,IND@BUF,13.133333333333333,rotoguru_gid,Nyheim Hines,dk,4300,nyheim hines,IND,RB,00-0034367,auto_exact,high
Chase Edmonds,RB,ARI,4300,5619,RB,ARI@DEN,2.8666666666666667,rotoguru_gid,Chase Edmonds,dk,4300,chase edmonds,ARI,RB,00-0034681,auto_exact,high
Frank Gore,RB,MIA,3800,2467,RB,MIA@DET,8.1,rotoguru_gid,Frank Gore,dk,3800,frank gore,MIA,RB,00-0023500,auto_exact,high
Corey Clement,RB,PHI,4700,5583,RB,PHI@CAR,12.125,rotoguru_gid,Corey Clement,dk,4700,corey clement,PHI,RB,00-0033725,auto_exact,high
Kenjon Barner,RB,NE,3000,2887,RB,NE@CHI,1.35,rotoguru_gid,Kenjon Barner,dk,3000,kenjon barner,NE,RB,00-0030465,auto_fallback_team_mismatch,medium
Bilal Powell,RB,NYJ,4200,2819,RB,NYJ@MIN,9.633333333333333,rotoguru_gid,Bilal Powell,dk,4200,bilal powell,NYJ,RB,00-0028064,auto_exact,high
Sony Michel,RB,NE,5500,5615,RB,NE@CHI,14.96,rotoguru_gid,Sony Michel,dk,5500,sony michel,NE,RB,00-0034845,auto_exact,high
Kyle Juszczyk,RB,SF,3900,2908,RB,SF@LA,7.649999999999999,rotoguru_gid,Kyle Juszczyk,dk,3900,kyle juszczyk,SF,RB,00-0029892,auto_exact,high
Peyton Barber,RB,TB,3800,5507,RB,TB@CLE,7.74,rotoguru_gid,Peyton Barber,dk,3800,peyton barber,TB,RB,00-0032741,auto_exact,high
Jacquizz Rodgers,RB,TB,3000,2818,RB,TB@CLE,2.32,rotoguru_gid,Jacquizz Rodgers,dk,3000,jacquizz rodgers,TB,RB,00-0028083,auto_exact,high
Tyler Ervin,RB,HOU,3000,5470,RB,HOU@JAX,0.3666666666666667,rotoguru_gid,Tyler Ervin,dk,3000,tyler ervin,HOU,RB,00-0032404,auto_exact,high
Alfred Blue,RB,HOU,3700,2960,RB,HOU@JAX,7.533333333333332,rotoguru_gid,Alfred Blue,dk,3700,alfred blue,HOU,RB,00-0031075,auto_exact,high
Ricky Ortiz,RB,ATL,3000,5676,RB,ATL@NYG,0.0,rotoguru_gid,Ricky Ortiz,dk,3000,ricky ortiz,ATL,RB,00-0033374,auto_exact,high
Alfred Morris,RB,SF,4600,2871,RB,SF@LA,6.733333333333333,rotoguru_gid,Alfred Morris,dk,4600,alfred morris,SF,RB,00-0029141,auto_exact,high
Justin Jackson,RB,LAC,3000,5682,RB,LAC@TEN,2.2,rotoguru_gid,Justin Jackson,dk,3000,justin jackson,LAC,RB,00-0034440,auto_exact,high
