Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134251-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,25.200000762939453,1,9000,SEA@ARI,SEA,ARI,,,,,,WR/FLEX,Jaxon Smith-Njigba,fd,9000,jaxon smith njigba,SEA,WR,classic,00-0038543,auto_exact,high
134251-55050,RB,Christian,Christian McCaffrey,McCaffrey,11.300000190734863,1,9000,MIA@SF,SF,MIA,,,,,,RB/FLEX,Christian McCaffrey,fd,9000,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
134251-136855,RB,Bijan,Bijan Robinson,Robinson,27.299999237060547,1,8900,CAR@ATL,ATL,CAR,,,,,,RB/FLEX,Bijan Robinson,fd,8900,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
134251-63115,QB,Lamar,Lamar Jackson,Jackson,27.959999084472656,1,8800,NO@BAL,BAL,NO,,,,,,QB,Lamar Jackson,fd,8800,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
134251-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,2.200000047683716,1,8800,CIN@HOU,CIN,HOU,,,,,,WR/FLEX,Ja'Marr Chase,fd,8800,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
134251-39280,RB,Derrick,Derrick Henry,Henry,37.79999923706055,1,8700,NO@BAL,BAL,NO,,,,,,RB/FLEX,Derrick Henry,fd,8700,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
134251-85671,WR,Justin,Justin Jefferson,Jefferson,27.200000762939453,1,8600,MIN@CHI,MIN,CHI,,,,,,WR/FLEX,Justin Jefferson,fd,8600,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
134251-69531,QB,Jalen,Jalen Hurts,Hurts,24.71999931335449,1,8600,PHI@TEN,PHI,TEN,,,,,,QB,Jalen Hurts,fd,8600,jalen hurts,PHI,QB,classic,00-0036389,auto_exact,high
134251-86631,WR,CeeDee,CeeDee Lamb,Lamb,12.899999618530272,1,8500,WAS@DAL,DAL,WAS,,,,,,WR/FLEX,CeeDee Lamb,fd,8500,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
134251-152113,QB,Caleb,Caleb Williams,Williams,37.2599983215332,1,8400,MIN@CHI,CHI,MIN,,,,,,QB,Caleb Williams,fd,8400,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
134251-64401,RB,Saquon,Saquon Barkley,Barkley,8.5,1,8300,PHI@TEN,PHI,TEN,,,,,,RB/FLEX,Saquon Barkley,fd,8300,saquon barkley,PHI,RB,classic,00-0034844,auto_exact,high
134251-138820,RB,De'Von,De'Von Achane,Achane,8.600000381469727,1,8200,MIA@SF,MIA,SF,,,,,,RB/FLEX,De'Von Achane,fd,8200,devon achane,MIA,RB,classic,00-0039040,auto_exact,high
134251-32384,WR,Mike,Mike Evans,Evans,13.899999618530272,1,8200,MIA@SF,SF,MIA,,,,,,WR/FLEX,Mike Evans,fd,8200,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
134251-63336,QB,Joe,Joe Burrow,Burrow,15.15999984741211,1,8200,CIN@HOU,CIN,HOU,Q,Back,,,,QB,Joe Burrow,fd,8200,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
134251-85607,QB,Brock,Brock Purdy,Purdy,22.100000381469727,1,8100,MIA@SF,SF,MIA,,,,,,QB,Brock Purdy,fd,8100,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
134251-110246,WR,George,George Pickens,Pickens,4.300000190734863,1,8000,WAS@DAL,DAL,WAS,,,,,,WR/FLEX,George Pickens,fd,8000,george pickens,DAL,WR,classic,00-0037247,auto_exact,high
134251-31716,QB,Dak,Dak Prescott,Prescott,15.399999618530272,1,8000,WAS@DAL,DAL,WAS,,,,,,QB,Dak Prescott,fd,8000,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
134251-152664,RB,Bucky,Bucky Irving,Irving,16.799999237060547,1,7900,CLE@TB,TB,CLE,,,,,,RB/FLEX,Bucky Irving,fd,7900,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
134251-102785,QB,Jayden,Jayden Daniels,Daniels,17.65999984741211,1,7900,WAS@DAL,WAS,DAL,,,,,,QB,Jayden Daniels,fd,7900,jayden daniels,WAS,QB,classic,00-0039910,auto_exact,high
