Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Kyler Murray,QB,ARI,8200,1537,QB,ARI@MIN,34.56,rotoguru_gid,Kyler Murray,dk,8200,kyler murray,ARI,QB,00-0035228,auto_exact,high
Lamar Jackson,QB,BAL,8000,1527,QB,BAL@KC,20.0,rotoguru_gid,Lamar Jackson,dk,8000,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Tom Brady,QB,TB,6900,1131,QB,TB@ATL,32.16,rotoguru_gid,Tom Brady,dk,6900,tom brady,TB,QB,00-0019596,auto_exact,high
Daniel Jones,QB,NYG,5300,1539,QB,NYG@WAS,22.38,rotoguru_gid,Daniel Jones,dk,5300,daniel jones,NYG,QB,00-0035710,auto_exact,high
Patrick Mahomes II,QB,KC,8300,1523,QB,KC@BAL,36.28,rotoguru_gid,Patrick Mahomes II,dk,8300,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Derek Carr,QB,LV,5300,1441,QB,LV@PIT,28.0,rotoguru_gid,Derek Carr,dk,5300,derek carr,LV,QB,00-0031280,auto_exact,high
Aaron Rodgers,QB,GB,6600,1252,QB,GB@DET,3.32,rotoguru_gid,Aaron Rodgers,dk,6600,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Russell Wilson,QB,SEA,7500,1412,QB,SEA@TEN,27.06,rotoguru_gid,Russell Wilson,dk,7500,russell wilson,SEA,QB,00-0029263,auto_exact,high
Kirk Cousins,QB,MIN,6200,1415,QB,MIN@ARI,25.04,rotoguru_gid,Kirk Cousins,dk,6200,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Teddy Bridgewater,QB,DEN,5400,1439,QB,DEN@JAX,20.46,rotoguru_gid,Teddy Bridgewater,dk,5400,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
Taylor Heinicke,QB,WAS,5600,1487,QB,WAS@NYG,10.58,rotoguru_gid,Taylor Heinicke,dk,5600,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
Sam Darnold,QB,CAR,5200,1524,QB,CAR@NO,20.06,rotoguru_gid,Sam Darnold,dk,5200,sam darnold,CAR,QB,00-0034869,auto_exact,high
Matt Ryan,QB,ATL,5600,1301,QB,ATL@TB,7.36,rotoguru_gid,Matt Ryan,dk,5600,matt ryan,ATL,QB,00-0026143,auto_exact,high
Jalen Hurts,QB,PHI,6500,1554,QB,PHI@SF,28.76,rotoguru_gid,Jalen Hurts,dk,6500,jalen hurts,PHI,QB,00-0036389,auto_exact,high
Jared Goff,QB,DET,5400,1490,QB,DET@GB,32.92,rotoguru_gid,Jared Goff,dk,5400,jared goff,DET,QB,00-0033106,auto_exact,high
Justin Herbert,QB,LAC,6700,1552,QB,LAC@DAL,18.38,rotoguru_gid,Justin Herbert,dk,6700,justin herbert,LAC,QB,00-0036355,auto_exact,high
Jimmy Garoppolo,QB,SF,5700,1452,QB,SF@PHI,18.76,rotoguru_gid,Jimmy Garoppolo,dk,5700,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Ryan Tannehill,QB,TEN,6300,1410,QB,TEN@SEA,17.18,rotoguru_gid,Ryan Tannehill,dk,6300,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
Carson Wentz,QB,IND,5200,1514,QB,IND@LA,19.34,rotoguru_gid,Carson Wentz,dk,5200,carson wentz,IND,QB,00-0032950,auto_exact,high
Baker Mayfield,QB,CLE,6000,1528,QB,CLE@HOU,16.64,rotoguru_gid,Baker Mayfield,dk,6000,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Matthew Stafford,QB,LA,6400,1340,QB,LA@IND,27.34,rotoguru_gid,Matthew Stafford,dk,6400,matthew stafford,LA,QB,00-0026498,auto_exact,high
Josh Allen,QB,BUF,7200,1529,QB,BUF@MIA,18.2,rotoguru_gid,Josh Allen,dk,7200,josh allen,BUF,QB,00-0034857,auto_exact,high
Tyrod Taylor,QB,HOU,5500,1400,QB,HOU@CLE,23.64,rotoguru_gid,Tyrod Taylor,dk,5500,tyrod taylor,HOU,QB,00-0028118,auto_exact,high
Ben Roethlisberger,QB,PIT,5900,1232,QB,PIT@LV,12.02,rotoguru_gid,Ben Roethlisberger,dk,5900,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Joe Burrow,QB,CIN,5800,1550,QB,CIN@CHI,18.64,rotoguru_gid,Joe Burrow,dk,5800,joe burrow,CIN,QB,00-0036442,auto_exact,high
Jameis Winston,QB,NO,6100,1465,QB,NO@CAR,29.62,rotoguru_gid,Jameis Winston,dk,6100,jameis winston,NO,QB,00-0031503,auto_exact,high
Trevor Lawrence,QB,JAX,6000,1565,QB,JAX@DEN,25.08,rotoguru_gid,Trevor Lawrence,dk,6000,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
Andy Dalton,QB,CHI,5200,1403,QB,CHI@CIN,7.54,rotoguru_gid,Andy Dalton,dk,5200,andy dalton,CHI,QB,00-0027973,auto_exact,high
Dak Prescott,QB,DAL,6800,1501,QB,DAL@LAC,31.42,rotoguru_gid,Dak Prescott,dk,6800,dak prescott,DAL,QB,00-0033077,auto_exact,high
Mac Jones,QB,NE,5400,1572,QB,NE@NYJ,15.24,rotoguru_gid,Mac Jones,dk,5400,mac jones,NE,QB,00-0036972,auto_exact,high
Davis Mills,QB,HOU,4000,1574,QB,HOU@CLE,,rotoguru_gid,Davis Mills,dk,4000,davis mills,HOU,QB,00-0036898,auto_exact,high
Jacoby Brissett,QB,MIA,4000,1496,QB,MIA@BUF,0.4,rotoguru_gid,Jacoby Brissett,dk,4000,jacoby brissett,MIA,QB,00-0033119,auto_exact,high
Zach Wilson,QB,NYJ,5100,1566,QB,NYJ@NE,19.32,rotoguru_gid,Zach Wilson,dk,5100,zach wilson,NYJ,QB,00-0037013,auto_exact,high
Justin Fields,QB,CHI,5000,1567,QB,CHI@CIN,6.7,rotoguru_gid,Justin Fields,dk,5000,justin fields,CHI,QB,00-0036945,auto_exact,high
Taysom Hill,QB,NO,4700,1530,QB,NO@CAR,0.22,rotoguru_gid,Taysom Hill,dk,4700,taysom hill,NO,QB,00-0033357,auto_fallback_name_only_position_mismatch,low
Tua Tagovailoa,QB,MIA,5500,1551,QB,MIA@BUF,17.18,rotoguru_gid,Tua Tagovailoa,dk,5500,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
P.J. Walker,QB,CAR,4000,1558,QB,CAR@NO,,rotoguru_gid,P.J. Walker,dk,4000,pj walker,CAR,QB,00-0033275,auto_exact,high
Jacob Eason,QB,IND,4000,1568,QB,IND@LA,,rotoguru_gid,Jacob Eason,dk,4000,jacob eason,IND,QB,00-0036226,auto_exact,high
Josh Rosen,QB,ATL,4100,1525,QB,ATL@TB,0.0,rotoguru_gid,Josh Rosen,dk,4100,josh rosen,ATL,QB,00-0034343,auto_exact,high
Mitchell Trubisky,QB,BUF,5000,1519,QB,BUF@MIA,,rotoguru_gid,Mitchell Trubisky,dk,5000,mitchell trubisky,BUF,QB,00-0033869,auto_exact,high
Blaine Gabbert,QB,TB,4100,1381,QB,TB@ATL,,rotoguru_gid,Blaine Gabbert,dk,4100,blaine gabbert,TB,QB,00-0027948,auto_exact,high
Jordan Love,QB,GB,4700,1571,QB,GB@DET,1.72,rotoguru_gid,Jordan Love,dk,4700,jordan love,GB,QB,00-0036264,auto_exact,high
Derrick Henry,RB,TEN,8300,5445,RB,TEN@SEA,10.7,rotoguru_gid,Derrick Henry,dk,8300,derrick henry,TEN,RB,00-0032764,auto_exact,high
Aaron Jones,RB,GB,6800,5543,RB,GB@DET,4.2,rotoguru_gid,Aaron Jones,dk,6800,aaron jones,GB,RB,00-0033293,auto_exact,high
Tony Pollard,RB,DAL,5300,5718,RB,DAL@LAC,8.3,rotoguru_gid,Tony Pollard,dk,5300,tony pollard,DAL,RB,00-0035261,auto_exact,high
Christian McCaffrey,RB,CAR,9900,5536,RB,CAR@NO,27.7,rotoguru_gid,Christian McCaffrey,dk,9900,christian mccaffrey,CAR,RB,00-0033280,auto_exact,high
Cordarrelle Patterson,RB,ATL,3800,5208,RB,ATL@TB,8.7,rotoguru_gid,Cordarrelle Patterson,dk,3800,cordarrelle patterson,ATL,RB,00-0030578,auto_exact,high
Austin Ekeler,RB,LAC,7300,5575,RB,LAC@DAL,11.7,rotoguru_gid,Austin Ekeler,dk,7300,austin ekeler,LAC,RB,00-0033699,auto_exact,high
J.D. McKissic,RB,WAS,4800,5586,RB,WAS@NYG,0.8,rotoguru_gid,J.D. McKissic,dk,4800,jd mckissic,WAS,RB,00-0032602,auto_exact,high
Dalvin Cook,RB,MIN,9100,5559,RB,MIN@ARI,21.4,rotoguru_gid,Dalvin Cook,dk,9100,dalvin cook,MIN,RB,00-0033893,auto_exact,high
Najee Harris,RB,PIT,6300,5904,RB,PIT@LV,5.9,rotoguru_gid,Najee Harris,dk,6300,najee harris,PIT,RB,00-0036893,auto_exact,high
James White,RB,NE,4600,2954,RB,NE@NYJ,12.1,rotoguru_gid,James White,dk,4600,james white,NE,RB,00-0031062,auto_exact,high
Ezekiel Elliott,RB,DAL,6200,5444,RB,DAL@LAC,5.9,rotoguru_gid,Ezekiel Elliott,dk,6200,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
Darrell Henderson,RB,LA,5700,5716,RB,LA@IND,15.7,rotoguru_gid,Darrell Henderson,dk,5700,darrell henderson,LA,RB,00-0035664,auto_exact,high
Devin Singletary,RB,BUF,4900,5717,RB,BUF@MIA,11.0,rotoguru_gid,Devin Singletary,dk,4900,devin singletary,BUF,RB,00-0035250,auto_exact,high
Nick Chubb,RB,CLE,7800,5622,RB,CLE@HOU,23.1,rotoguru_gid,Nick Chubb,dk,7800,nick chubb,CLE,RB,00-0034791,auto_exact,high
Zack Moss,RB,BUF,4500,5824,RB,BUF@MIA,,rotoguru_gid,Zack Moss,dk,4500,zack moss,BUF,RB,00-0036251,auto_exact,high
Chris Carson,RB,SEA,6100,5565,RB,SEA@TEN,13.7,rotoguru_gid,Chris Carson,dk,6100,chris carson,SEA,RB,00-0033594,auto_exact,high
