Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Joe Burrow,QB,CIN,5900,1550,QB,CIN@BAL,19.235714285714288,rotoguru_gid,Joe Burrow,dk,5900,joe burrow,CIN,QB,00-0036442,auto_exact,high
Dak Prescott,QB,DAL,6500,1501,QB,DAL@WAS,20.10923076923077,rotoguru_gid,Dak Prescott,dk,6500,dak prescott,DAL,QB,00-0033077,auto_exact,high
Josh Allen,QB,BUF,7500,1529,QB,BUF@NE,25.704285714285717,rotoguru_gid,Josh Allen,dk,7500,josh allen,BUF,QB,00-0034857,auto_exact,high
Zach Wilson,QB,NYJ,5300,1566,QB,NYJ@JAX,11.744,rotoguru_gid,Zach Wilson,dk,5300,zach wilson,NYJ,QB,00-0037013,auto_exact,high
Josh Johnson,QB,BAL,4000,1320,QB,BAL@CIN,10.386666666666668,rotoguru_gid,Josh Johnson,dk,4000,josh johnson,BAL,QB,00-0026300,auto_exact,high
Patrick Mahomes II,QB,KC,7700,1523,QB,KC@PIT,23.162857142857145,rotoguru_gid,Patrick Mahomes II,dk,7700,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Justin Herbert,QB,LAC,7200,1552,QB,LAC@HOU,25.19428571428572,rotoguru_gid,Justin Herbert,dk,7200,justin herbert,LAC,QB,00-0036355,auto_exact,high
Kyler Murray,QB,ARI,7200,1537,QB,ARI@IND,23.41454545454545,rotoguru_gid,Kyler Murray,dk,7200,kyler murray,ARI,QB,00-0035228,auto_exact,high
Kirk Cousins,QB,MIN,6200,1415,QB,MIN@LA,20.367142857142856,rotoguru_gid,Kirk Cousins,dk,6200,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Aaron Rodgers,QB,GB,7400,1252,QB,GB@CLE,22.67538461538462,rotoguru_gid,Aaron Rodgers,dk,7400,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Jimmy Garoppolo,QB,SF,5500,1452,QB,SF@TEN,17.044615384615387,rotoguru_gid,Jimmy Garoppolo,dk,5500,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Davis Mills,QB,HOU,5500,1574,QB,HOU@LAC,12.174,rotoguru_gid,Davis Mills,dk,5500,davis mills,HOU,QB,00-0036898,auto_exact,high
Carson Wentz,QB,IND,5400,1514,QB,IND@ARI,16.757142857142856,rotoguru_gid,Carson Wentz,dk,5400,carson wentz,IND,QB,00-0032950,auto_exact,high
Nick Foles,QB,CHI,4000,1413,QB,CHI@SEA,,rotoguru_gid,Nick Foles,dk,4000,nick foles,CHI,QB,00-0029567,auto_exact,high
Jalen Hurts,QB,PHI,6400,1554,QB,PHI@NYG,23.02615384615385,rotoguru_gid,Jalen Hurts,dk,6400,jalen hurts,PHI,QB,00-0036389,auto_exact,high
Russell Wilson,QB,SEA,6100,1412,QB,SEA@CHI,16.583636363636362,rotoguru_gid,Russell Wilson,dk,6100,russell wilson,SEA,QB,00-0029263,auto_exact,high
Ryan Tannehill,QB,TEN,5700,1410,QB,TEN@SF,16.93,rotoguru_gid,Ryan Tannehill,dk,5700,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
Tom Brady,QB,TB,7400,1131,QB,TB@CAR,24.56571428571429,rotoguru_gid,Tom Brady,dk,7400,tom brady,TB,QB,00-0019596,auto_exact,high
Baker Mayfield,QB,CLE,5300,1528,QB,CLE@GB,14.493333333333334,rotoguru_gid,Baker Mayfield,dk,5300,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Trevor Lawrence,QB,JAX,5000,1565,QB,JAX@NYJ,13.157142857142857,rotoguru_gid,Trevor Lawrence,dk,5000,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
