Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Aaron Rodgers,QB,GB,6900,1252,QB,GB@LA,20.904000000000003,rotoguru_gid,Aaron Rodgers,dk,6900,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Josh Allen,QB,BUF,7800,1529,QB,BUF@NO,25.444,rotoguru_gid,Josh Allen,dk,7800,josh allen,BUF,QB,00-0034857,auto_exact,high
Dak Prescott,QB,DAL,6900,1501,QB,DAL@LV,21.93111111111111,rotoguru_gid,Dak Prescott,dk,6900,dak prescott,DAL,QB,00-0033077,auto_exact,high
Matthew Stafford,QB,LA,7100,1340,QB,LA@GB,22.936,rotoguru_gid,Matthew Stafford,dk,7100,matthew stafford,LA,QB,00-0026498,auto_exact,high
Carson Wentz,QB,IND,5800,1514,QB,IND@TB,17.287272727272725,rotoguru_gid,Carson Wentz,dk,5800,carson wentz,IND,QB,00-0032950,auto_exact,high
Justin Herbert,QB,LAC,6600,1552,QB,LAC@DEN,24.978,rotoguru_gid,Justin Herbert,dk,6600,justin herbert,LAC,QB,00-0036355,auto_exact,high
Mac Jones,QB,NE,5400,1572,QB,NE@TEN,14.603636363636364,rotoguru_gid,Mac Jones,dk,5400,mac jones,NE,QB,00-0036972,auto_exact,high
Derek Carr,QB,LV,5900,1441,QB,LV@DAL,19.484,rotoguru_gid,Derek Carr,dk,5900,derek carr,LV,QB,00-0031280,auto_exact,high
Andy Dalton,QB,CHI,5500,1403,QB,CHI@DET,8.16,rotoguru_gid,Andy Dalton,dk,5500,andy dalton,CHI,QB,00-0027973,auto_exact,high
Russell Wilson,QB,SEA,6200,1412,QB,SEA@WAS,16.965714285714284,rotoguru_gid,Russell Wilson,dk,6200,russell wilson,SEA,QB,00-0029263,auto_exact,high
Trevor Lawrence,QB,JAX,5400,1565,QB,JAX@ATL,14.384,rotoguru_gid,Trevor Lawrence,dk,5400,trevor lawrence,JAX,QB,00-0036971,auto_exact,high
Joe Burrow,QB,CIN,6200,1550,QB,CIN@PIT,19.130000000000003,rotoguru_gid,Joe Burrow,dk,6200,joe burrow,CIN,QB,00-0036442,auto_exact,high
Kirk Cousins,QB,MIN,6300,1415,QB,MIN@SF,21.69,rotoguru_gid,Kirk Cousins,dk,6300,kirk cousins,MIN,QB,00-0029604,auto_exact,high
Tyrod Taylor,QB,HOU,5300,1400,QB,HOU@NYJ,17.03,rotoguru_gid,Tyrod Taylor,dk,5300,tyrod taylor,HOU,QB,00-0028118,auto_exact,high
Teddy Bridgewater,QB,DEN,5300,1439,QB,DEN@LAC,16.646,rotoguru_gid,Teddy Bridgewater,dk,5300,teddy bridgewater,DEN,QB,00-0031237,auto_exact,high
Daniel Jones,QB,NYG,5600,1539,QB,NYG@PHI,16.544,rotoguru_gid,Daniel Jones,dk,5600,daniel jones,NYG,QB,00-0035710,auto_exact,high
Jared Goff,QB,DET,5100,1490,QB,DET@CHI,13.884444444444446,rotoguru_gid,Jared Goff,dk,5100,jared goff,DET,QB,00-0033106,auto_exact,high
Lamar Jackson,QB,BAL,7900,1527,QB,BAL@CLE,26.086666666666662,rotoguru_gid,Lamar Jackson,dk,7900,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Baker Mayfield,QB,CLE,5100,1528,QB,CLE@BAL,14.464,rotoguru_gid,Baker Mayfield,dk,5100,baker mayfield,CLE,QB,00-0034855,auto_exact,high
Tua Tagovailoa,QB,MIA,5500,1551,QB,MIA@CAR,16.94857142857143,rotoguru_gid,Tua Tagovailoa,dk,5500,tua tagovailoa,MIA,QB,00-0036212,auto_exact,high
Tom Brady,QB,TB,7600,1131,QB,TB@IND,25.918,rotoguru_gid,Tom Brady,dk,7600,tom brady,TB,QB,00-0019596,auto_exact,high
Taylor Heinicke,QB,WAS,5400,1487,QB,WAS@SEA,18.3,rotoguru_gid,Taylor Heinicke,dk,5400,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
Jimmy Garoppolo,QB,SF,5700,1452,QB,SF@MIN,17.497777777777777,rotoguru_gid,Jimmy Garoppolo,dk,5700,jimmy garoppolo,SF,QB,00-0031345,auto_exact,high
Ben Roethlisberger,QB,PIT,5200,1232,QB,PIT@CIN,15.44,rotoguru_gid,Ben Roethlisberger,dk,5200,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
Matt Ryan,QB,ATL,5500,1301,QB,ATL@JAX,16.878,rotoguru_gid,Matt Ryan,dk,5500,matt ryan,ATL,QB,00-0026143,auto_exact,high
Zach Wilson,QB,NYJ,5100,1566,QB,NYJ@HOU,9.986666666666666,rotoguru_gid,Zach Wilson,dk,5100,zach wilson,NYJ,QB,00-0037013,auto_exact,high
Jalen Hurts,QB,PHI,7300,1554,QB,PHI@NYG,23.621818181818185,rotoguru_gid,Jalen Hurts,dk,7300,jalen hurts,PHI,QB,00-0036389,auto_exact,high
Trevor Siemian,QB,NO,5600,1488,QB,NO@BUF,18.4,rotoguru_gid,Trevor Siemian,dk,5600,trevor siemian,NO,QB,00-0032156,auto_exact,high
Ryan Tannehill,QB,TEN,6100,1410,QB,TEN@NE,18.13090909090909,rotoguru_gid,Ryan Tannehill,dk,6100,ryan tannehill,TEN,QB,00-0029701,auto_exact,high
Cam Newton,QB,CAR,5600,1378,QB,CAR@MIA,18.94,rotoguru_gid,Cam Newton,dk,5600,cam newton,CAR,QB,00-0027939,auto_exact,high
Marcus Mariota,QB,LV,5000,1466,QB,LV@DAL,1.025,rotoguru_gid,Marcus Mariota,dk,5000,marcus mariota,LV,QB,00-0032268,auto_exact,high
P.J. Walker,QB,CAR,4800,1558,QB,CAR@MIA,2.45,rotoguru_gid,P.J. Walker,dk,4800,pj walker,CAR,QB,00-0033275,auto_exact,high
Josh Johnson,QB,NYJ,4700,1320,QB,NYJ@HOU,14.58,rotoguru_gid,Josh Johnson,dk,4700,josh johnson,NYJ,QB,00-0026300,auto_fallback_team_mismatch,medium
Drew Lock,QB,DEN,4500,1547,QB,DEN@LAC,3.52,rotoguru_gid,Drew Lock,dk,4500,drew lock,DEN,QB,00-0035704,auto_exact,high
Feleipe Franks,QB,ATL,4000,1575,QB,ATL@JAX,-0.08,rotoguru_gid,Feleipe Franks,dk,4000,feleipe franks,ATL,QB,00-0036825,auto_fallback_name_only_position_mismatch,low
Mitchell Trubisky,QB,BUF,4000,1519,QB,BUF@NO,2.205,rotoguru_gid,Mitchell Trubisky,dk,4000,mitchell trubisky,BUF,QB,00-0033869,auto_exact,high
Brian Hoyer,QB,NE,4000,1336,QB,NE@TEN,3.2533333333333334,rotoguru_gid,Brian Hoyer,dk,4000,brian hoyer,NE,QB,00-0026625,auto_exact,high
Brandon Allen,QB,CIN,4000,1504,QB,CIN@PIT,1.4066666666666665,rotoguru_gid,Brandon Allen,dk,4000,brandon allen,CIN,QB,00-0032434,auto_exact,high
Leonard Fournette,RB,TB,6800,5534,RB,TB@IND,15.23,rotoguru_gid,Leonard Fournette,dk,6800,leonard fournette,TB,RB,00-0033856,auto_exact,high
Joe Mixon,RB,CIN,7500,5535,RB,CIN@PIT,18.93,rotoguru_gid,Joe Mixon,dk,7500,joe mixon,CIN,RB,00-0033897,auto_exact,high
Elijah Mitchell,RB,SF,5400,5947,RB,SF@MIN,14.185714285714283,rotoguru_gid,Elijah Mitchell,dk,5400,elijah mitchell,SF,RB,00-0036567,auto_exact,high
Cordarrelle Patterson,RB,ATL,6500,5208,RB,ATL@JAX,17.955555555555556,rotoguru_gid,Cordarrelle Patterson,dk,6500,cordarrelle patterson,ATL,RB,00-0030578,auto_exact,high
Antonio Gibson,RB,WAS,5700,5827,RB,WAS@SEA,12.79,rotoguru_gid,Antonio Gibson,dk,5700,antonio gibson,WAS,RB,00-0036328,auto_exact,high
J.D. McKissic,RB,WAS,4900,5586,RB,WAS@SEA,10.53,rotoguru_gid,J.D. McKissic,dk,4900,jd mckissic,WAS,RB,00-0032602,auto_exact,high
Dontrell Hilliard,RB,TEN,4600,5683,RB,TEN@NE,16.2,rotoguru_gid,Dontrell Hilliard,dk,4600,dontrell hilliard,TEN,RB,00-0034253,auto_exact,high
Austin Ekeler,RB,LAC,8400,5575,RB,LAC@DEN,22.48,rotoguru_gid,Austin Ekeler,dk,8400,austin ekeler,LAC,RB,00-0033699,auto_exact,high
Javonte Williams,RB,DEN,5200,5905,RB,DEN@LAC,10.3,rotoguru_gid,Javonte Williams,dk,5200,javonte williams,DEN,RB,00-0036997,auto_exact,high
AJ Dillon,RB,GB,5900,5825,RB,GB@LA,10.036363636363635,rotoguru_gid,AJ Dillon,dk,5900,aj dillon,GB,RB,00-0036265,auto_exact,high
Jonathan Taylor,RB,IND,9100,5820,RB,IND@TB,26.036363636363635,rotoguru_gid,Jonathan Taylor,dk,9100,jonathan taylor,IND,RB,00-0036223,auto_exact,high
Myles Gaskin,RB,MIA,5600,5789,RB,MIA@CAR,12.2,rotoguru_gid,Myles Gaskin,dk,5600,myles gaskin,MIA,RB,00-0035311,auto_exact,high
Josh Jacobs,RB,LV,5900,5712,RB,LV@DAL,13.575,rotoguru_gid,Josh Jacobs,dk,5900,josh jacobs,LV,RB,00-0035700,auto_exact,high
Darrell Henderson,RB,LA,5800,5716,RB,LA@GB,15.52222222222222,rotoguru_gid,Darrell Henderson,dk,5800,darrell henderson,LA,RB,00-0035664,auto_exact,high
Ezekiel Elliott,RB,DAL,8000,5444,RB,DAL@LV,17.906,rotoguru_gid,Ezekiel Elliott,dk,8000,ezekiel elliott,DAL,RB,00-0033045,auto_exact,high
Tony Pollard,RB,DAL,5600,5718,RB,DAL@LV,10.59,rotoguru_gid,Tony Pollard,dk,5600,tony pollard,DAL,RB,00-0035261,auto_exact,high
Dalvin Cook,RB,MIN,8100,5559,RB,MIN@SF,17.775,rotoguru_gid,Dalvin Cook,dk,8100,dalvin cook,MIN,RB,00-0033893,auto_exact,high
Boston Scott,RB,PHI,4000,5624,RB,PHI@NYG,4.6090909090909085,rotoguru_gid,Boston Scott,dk,4000,boston scott,PHI,RB,00-0034414,auto_exact,high
D'Onta Foreman,RB,TEN,4800,5539,RB,TEN@NE,5.900000000000001,rotoguru_gid,D'Onta Foreman,dk,4800,donta foreman,TEN,RB,00-0033925,auto_exact,high
Matt Breida,RB,BUF,4800,5567,RB,BUF@NO,6.775,rotoguru_gid,Matt Breida,dk,4800,matt breida,BUF,RB,00-0033308,auto_exact,high
James Robinson,RB,JAX,6200,5849,RB,JAX@ATL,15.855555555555554,rotoguru_gid,James Robinson,dk,6200,james robinson,JAX,RB,00-0035831,auto_exact,high
Jamaal Williams,RB,DET,4000,5541,RB,DET@CHI,8.775,rotoguru_gid,Jamaal Williams,dk,4000,jamaal williams,DET,RB,00-0033948,auto_exact,high
Damien Harris,RB,NE,6100,5715,RB,NE@TEN,12.85,rotoguru_gid,Damien Harris,dk,6100,damien harris,NE,RB,00-0035657,auto_exact,high
Alexander Mattison,RB,MIN,4700,5720,RB,MIN@SF,7.359999999999999,rotoguru_gid,Alexander Mattison,dk,4700,alexander mattison,MIN,RB,00-0034972,auto_exact,high
David Montgomery,RB,CHI,6000,5713,RB,CHI@DET,11.928571428571429,rotoguru_gid,David Montgomery,dk,6000,david montgomery,CHI,RB,00-0035685,auto_exact,high
Austin Walter,RB,NYJ,4000,5887,RB,NYJ@HOU,,rotoguru_gid,Austin Walter,dk,4000,austin walter,NYJ,RB,00-0035187,auto_exact,high
Melvin Gordon,RB,DEN,5300,2991,RB,DEN@LAC,13.24,rotoguru_gid,Melvin Gordon,dk,5300,melvin gordon,DEN,RB,00-0032144,auto_exact,high
Ronald Jones,RB,TB,4800,5617,RB,TB@IND,4.0600000000000005,rotoguru_gid,Ronald Jones,dk,4800,ronald jones,TB,RB,00-0034816,auto_exact,high
Brandon Bolden,RB,NE,4000,2874,RB,NE@TEN,6.4818181818181815,rotoguru_gid,Brandon Bolden,dk,4000,brandon bolden,NE,RB,00-0029239,auto_exact,high
Saquon Barkley,RB,NYG,6300,5614,RB,NYG@PHI,10.87142857142857,rotoguru_gid,Saquon Barkley,dk,6300,saquon barkley,NYG,RB,00-0034844,auto_exact,high
Tevin Coleman,RB,NYJ,4000,2994,RB,NYJ@HOU,3.183333333333333,rotoguru_gid,Tevin Coleman,dk,4000,tevin coleman,NYJ,RB,00-0032058,auto_exact,high
Rex Burkhead,RB,HOU,4200,2890,RB,HOU@NYJ,2.4111111111111114,rotoguru_gid,Rex Burkhead,dk,4200,rex burkhead,HOU,RB,00-0030288,auto_exact,high
DeeJay Dallas,RB,SEA,4900,5873,RB,SEA@WAS,2.82,rotoguru_gid,DeeJay Dallas,dk,4900,deejay dallas,SEA,RB,00-0036425,auto_exact,high
David Johnson,RB,HOU,4500,5395,RB,HOU@NYJ,6.45,rotoguru_gid,David Johnson,dk,4500,david johnson,HOU,RB,00-0032187,auto_exact,high
Miles Sanders,RB,PHI,5100,5714,RB,PHI@NYG,8.9,rotoguru_gid,Miles Sanders,dk,5100,miles sanders,PHI,RB,00-0035243,auto_exact,high
Mike Davis,RB,ATL,4900,5320,RB,ATL@JAX,8.05,rotoguru_gid,Mike Davis,dk,4900,mike davis,ATL,RB,00-0032063,auto_exact,high
Devonta Freeman,RB,BAL,5200,2930,RB,BAL@CLE,8.877777777777778,rotoguru_gid,Devonta Freeman,dk,5200,devonta freeman,BAL,RB,00-0031285,auto_exact,high
Kene Nwangwu,RB,MIN,4000,5968,RB,MIN@SF,2.3000000000000003,rotoguru_gid,Kene Nwangwu,dk,4000,kene nwangwu,MIN,RB,00-0036842,auto_exact,high
Najee Harris,RB,PIT,8200,5904,RB,PIT@CIN,20.22,rotoguru_gid,Najee Harris,dk,8200,najee harris,PIT,RB,00-0036893,auto_exact,high
Kenny Gainwell,RB,PHI,4200,5910,RB,PHI@NYG,7.779999999999999,rotoguru_gid,Kenny Gainwell,dk,4200,kenny gainwell,PHI,RB,00-0036919,auto_exact,high
Nick Chubb,RB,CLE,8000,5622,RB,CLE@BAL,19.55,rotoguru_gid,Nick Chubb,dk,8000,nick chubb,CLE,RB,00-0034791,auto_exact,high
