Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
134516-39280,RB,Derrick,Derrick Henry,Henry,27.0,2,9000,BAL@DAL,BAL,DAL,,,,,,RB/FLEX,Derrick Henry,fd,9000,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
134516-55050,RB,Christian,Christian McCaffrey,McCaffrey,15.949999809265137,2,8900,ARI@SF,SF,ARI,,,,,,RB/FLEX,Christian McCaffrey,fd,8900,christian mccaffrey,SF,RB,classic,00-0033280,auto_exact,high
134516-86631,WR,CeeDee,CeeDee Lamb,Lamb,23.600000381469727,2,8600,BAL@DAL,DAL,BAL,,,,,,WR/FLEX,CeeDee Lamb,fd,8600,ceedee lamb,DAL,WR,classic,00-0036358,auto_exact,high
134516-63115,QB,Lamar,Lamar Jackson,Jackson,21.8799991607666,2,8600,BAL@DAL,BAL,DAL,,,,,,QB,Lamar Jackson,fd,8600,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
134516-85671,WR,Justin,Justin Jefferson,Jefferson,17.100000381469727,2,8400,MIN@TB,MIN,TB,,,,,,WR/FLEX,Justin Jefferson,fd,8400,justin jefferson,MIN,WR,classic,00-0036322,auto_exact,high
134516-31716,QB,Dak,Dak Prescott,Prescott,22.57999992370605,2,8300,BAL@DAL,DAL,BAL,,,,,,QB,Dak Prescott,fd,8300,dak prescott,DAL,QB,classic,00-0033077,auto_exact,high
134516-85607,QB,Brock,Brock Purdy,Purdy,25.290000915527344,2,8200,ARI@SF,SF,ARI,,,,,,QB,Brock Purdy,fd,8200,brock purdy,SF,QB,classic,00-0037834,auto_exact,high
134516-87770,WR,Chris,Chris Olave,Olave,22.399999618530277,2,8100,LV@NO,NO,LV,,,,,,WR/FLEX,Chris Olave,fd,8100,chris olave,NO,WR,classic,00-0037239,auto_exact,high
134516-167031,RB,Ashton,Ashton Jeanty,Jeanty,20.5,2,7800,LV@NO,LV,NO,,,,,,RB/FLEX,Ashton Jeanty,fd,7800,ashton jeanty,LV,RB,classic,00-0040122,auto_exact,high
134516-32384,WR,Mike,Mike Evans,Evans,10.399999618530272,2,7800,ARI@SF,SF,ARI,Q,Hip,,,,WR/FLEX,Mike Evans,fd,7800,mike evans,SF,WR,classic,00-0031408,auto_fallback_team_mismatch,medium
134516-110246,WR,George,George Pickens,Pickens,5.650000095367432,2,7700,BAL@DAL,DAL,BAL,,,,,,WR/FLEX,George Pickens,fd,7700,george pickens,DAL,WR,classic,00-0037247,auto_exact,high
134516-152664,RB,Bucky,Bucky Irving,Irving,13.899999618530272,2,7600,MIN@TB,TB,MIN,,,,,,RB/FLEX,Bucky Irving,fd,7600,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
134516-88431,QB,Tyler,Tyler Shough,Shough,25.290000915527344,2,7600,LV@NO,NO,LV,,,,,,QB,Tyler Shough,fd,7600,tyler shough,NO,QB,classic,00-0040743,auto_exact,high
