Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
QB,LAC,7700,1552,Justin Herbert,Justin,Herbert,PIT,22.05555555555556,rotoguru_gid,Justin Herbert,fd,7700,justin herbert,LAC,QB,00-0036355,auto_exact,high
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,MIN,18.78222222222222,rotoguru_gid,Aaron Rodgers,fd,7700,aaron rodgers,GB,QB,00-0023459,auto_exact,high
QB,PHI,7700,1554,Jalen Hurts,Jalen,Hurts,NO,22.206,rotoguru_gid,Jalen Hurts,fd,7700,jalen hurts,PHI,QB,00-0036389,auto_exact,high
QB,NO,7000,1488,Trevor Siemian,Trevor,Siemian,PHI,15.480000000000002,rotoguru_gid,Trevor Siemian,fd,7000,trevor siemian,NO,QB,00-0032156,auto_exact,high
QB,CAR,7500,1378,Cam Newton,Cam,Newton,WAS,11.72,rotoguru_gid,Cam Newton,fd,7500,cam newton,CAR,QB,00-0027939,auto_exact,high
QB,MIN,7400,1415,Kirk Cousins,Kirk,Cousins,GB,19.85111111111111,rotoguru_gid,Kirk Cousins,fd,7400,kirk cousins,MIN,QB,00-0029604,auto_exact,high
QB,WAS,6700,1487,Taylor Heinicke,Taylor,Heinicke,CAR,17.26222222222222,rotoguru_gid,Taylor Heinicke,fd,6700,taylor heinicke,WAS,QB,00-0031800,auto_exact,high
QB,PIT,6600,1232,Ben Roethlisberger,Ben,Roethlisberger,LAC,13.755,rotoguru_gid,Ben Roethlisberger,fd,6600,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
QB,ARI,6300,1361,Colt McCoy,Colt,McCoy,SEA,3.3680000000000008,rotoguru_gid,Colt McCoy,fd,6300,colt mccoy,ARI,QB,00-0027688,auto_exact,high
QB,TB,8000,1131,Tom Brady,Tom,Brady,NYG,24.655555555555555,rotoguru_gid,Tom Brady,fd,8000,tom brady,TB,QB,00-0019596,auto_exact,high
QB,HOU,6600,1400,Tyrod Taylor,Tyrod,Taylor,TEN,16.346666666666668,rotoguru_gid,Tyrod Taylor,fd,6600,tyrod taylor,HOU,QB,00-0028118,auto_exact,high
