Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Dak Prescott,QB,DAL,5600,1501,QB,DAL@PHI,17.925,rotoguru_gid,Dak Prescott,dk,5600,dak prescott,DAL,QB,00-0033077,auto_exact,high
Tom Brady,QB,NE,5800,1131,QB,NE@MIA,19.37333333333333,rotoguru_gid,Tom Brady,dk,5800,tom brady,NE,QB,00-0019596,auto_exact,high
Andrew Luck,QB,IND,5900,1409,QB,IND@HOU,23.166666666666668,rotoguru_gid,Andrew Luck,dk,5900,andrew luck,IND,QB,00-0029668,auto_exact,high
Josh Johnson,QB,WAS,0,1320,QB,WAS@NYG,,rotoguru_gid,Josh Johnson,dk,0,josh johnson,WAS,QB,00-0026300,auto_exact,high
Patrick Mahomes II,QB,KC,7000,1523,QB,KC@BAL,30.97666666666667,rotoguru_gid,Patrick Mahomes II,dk,7000,patrick mahomes,KC,QB,00-0033873,auto_exact,high
Josh Allen,QB,BUF,5500,1529,QB,BUF@NYJ,16.1025,rotoguru_gid,Josh Allen,dk,5500,josh allen,BUF,QB,00-0034857,auto_exact,high
Ryan Tannehill,QB,MIA,4800,1410,QB,MIA@NE,15.074285714285711,rotoguru_gid,Ryan Tannehill,dk,4800,ryan tannehill,MIA,QB,00-0029701,auto_exact,high
Derek Carr,QB,LV,5000,1441,QB,LV@PIT,16.548333333333336,rotoguru_gid,Derek Carr,dk,5000,derek carr,LV,QB,00-0031280,auto_exact,high
Nick Mullens,QB,SF,4600,1534,QB,SF@DEN,17.92,rotoguru_gid,Nick Mullens,dk,4600,nick mullens,SF,QB,00-0033319,auto_exact,high
Matt Ryan,QB,ATL,5600,1301,QB,ATL@GB,24.218333333333334,rotoguru_gid,Matt Ryan,dk,5600,matt ryan,ATL,QB,00-0026143,auto_exact,high
Aaron Rodgers,QB,GB,6000,1252,QB,GB@ATL,20.66333333333333,rotoguru_gid,Aaron Rodgers,dk,6000,aaron rodgers,GB,QB,00-0023459,auto_exact,high
Jameis Winston,QB,TB,6200,1465,QB,TB@NO,21.22,rotoguru_gid,Jameis Winston,dk,6200,jameis winston,TB,QB,00-0031503,auto_exact,high
Lamar Jackson,QB,BAL,5700,1527,QB,BAL@KC,7.233333333333333,rotoguru_gid,Lamar Jackson,dk,5700,lamar jackson,BAL,QB,00-0034796,auto_exact,high
Eli Manning,QB,NYG,5100,1225,QB,NYG@WAS,16.276666666666667,rotoguru_gid,Eli Manning,dk,5100,eli manning,NYG,QB,00-0022803,auto_exact,high
Carson Wentz,QB,PHI,5400,1514,QB,PHI@DAL,20.184,rotoguru_gid,Carson Wentz,dk,5400,carson wentz,PHI,QB,00-0032950,auto_exact,high
Ben Roethlisberger,QB,PIT,6800,1232,QB,PIT@LV,25.175,rotoguru_gid,Ben Roethlisberger,dk,6800,ben roethlisberger,PIT,QB,00-0022924,auto_exact,high
