lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,stack_target
1,QB,00-0036355,Justin Herbert,QB,LAC,6100,27.31948023551965,PIT,team:LAC
1,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,team:LAC
1,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,team:LAC
1,RB2,00-0040730,RJ Harvey,RB,DEN,3300,13.447883657339016,LV,team:LAC
1,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,team:LAC
1,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,team:LAC
1,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,team:LAC
1,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,team:LAC
1,FLEX,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,team:LAC
2,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,team:BAL
2,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,team:BAL
2,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,team:BAL
2,RB2,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,team:BAL
2,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,team:BAL
2,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,team:BAL
2,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,team:BAL
2,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,team:BAL
2,FLEX,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,team:BAL
3,QB,00-0036972,Mac Jones,QB,SF,5000,12.379998733330115,LA,team:SF
3,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,team:SF
3,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,team:SF
3,RB2,00-0040730,RJ Harvey,RB,DEN,3300,13.447883657339016,LV,team:SF
3,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,team:SF
3,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,team:SF
3,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,team:SF
3,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,team:SF
3,FLEX,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,team:SF
4,QB,00-0036945,Justin Fields,QB,NYJ,5700,12.413456889804596,CLE,team:NYJ
4,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,team:NYJ
4,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,team:NYJ
4,RB2,00-0040730,RJ Harvey,RB,DEN,3300,13.447883657339016,LV,team:NYJ
4,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,team:NYJ
4,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,team:NYJ
4,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,team:NYJ
4,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,team:NYJ
4,FLEX,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,team:NYJ
5,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,team:DEN
5,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,team:DEN
5,RB1,00-0040730,RJ Harvey,RB,DEN,3300,13.447883657339016,LV,team:DEN
5,RB2,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,team:DEN
5,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,team:DEN
5,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,team:DEN
5,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,team:DEN
5,TE,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,team:DEN
5,FLEX,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,team:DEN
6,QB,00-0037012,Trey Lance,QB,LAC,5000,0.0,BYE_OR_UNKNOWN,team:LAC
6,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,team:LAC
6,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,team:LAC
6,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,team:LAC
6,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,team:LAC
6,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,team:LAC
6,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,team:LAC
6,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,team:LAC
6,FLEX,00-0040727,Tre' Harris,WR,LAC,3000,5.854971555143573,PIT,team:LAC
7,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,team:BAL
7,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,team:BAL
7,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,team:BAL
7,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,team:BAL
7,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,team:BAL
7,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,team:BAL
7,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,team:BAL
7,TE,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,team:BAL
7,FLEX,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,team:BAL
8,QB,00-0037834,Brock Purdy,QB,SF,5400,0.0,BYE_OR_UNKNOWN,team:SF
8,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,team:SF
8,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,team:SF
