lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,site_player_id,stack_target
6,QB,90000086,Jalen Coleman,QB,CIN,4900,10.5,BAL,90000086,team:CIN
6,DST,90000145,Rams,DST,LAR,4200,7.28,SEA,90000145,team:CIN
6,RB1,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:CIN
6,RB2,90000220,Levi Bishop,RB,NO,6300,15.24,ATL,90000220,team:CIN
6,WR1,90000019,Ryan Blackwell,WR,KC,7700,22.44,BUF,90000019,team:CIN
6,WR2,90000176,Levi Halsey,WR,PIT,8000,22.01,JAX,90000176,team:CIN
6,WR3,90000200,Emmanuel Ellison,WR,DEN,5400,13.26,LAC,90000200,team:CIN
6,TE,90000096,Malik Estrada,TE,CIN,3400,4.02,BAL,90000096,team:CIN
6,FLEX,90000078,Grant Estrada,RB,BAL,2600,1.04,CIN,90000078,team:CIN
7,QB,90000098,Emmanuel Whitfield,QB,GB,7000,19.31,DET,90000098,team:GB
7,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:GB
7,RB1,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:GB
7,RB2,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:GB
7,WR1,90000043,Chris Pruitt,WR,PHI,8100,22.33,DAL,90000043,team:GB
7,WR2,90000068,Antonio Nakamura,WR,SF,6800,18.29,MIA,90000068,team:GB
7,WR3,90000021,Julian Boykin,WR,KC,5600,13.58,BUF,90000021,team:GB
7,TE,90000108,Tyler Winslow,TE,GB,2700,1.3,DET,90000108,team:GB
7,FLEX,90000114,Corey Bishop,RB,DET,2900,2.01,GB,90000114,team:GB
8,QB,90000003,Isaiah Rivers,QB,BUF,2500,0.89,KC,90000003,team:BUF
8,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:BUF
8,RB1,90000232,Deshawn Fontaine,RB,ATL,8500,25.67,NO,90000232,team:BUF
8,RB2,90000040,Devon Manning,RB,PHI,6700,17.34,DAL,90000040,team:BUF
8,WR1,90000211,Tyler Delgado,WR,LAC,7600,21.09,DEN,90000211,team:BUF
8,WR2,90000007,Brandon Hargrove,WR,BUF,7100,18.53,KC,90000007,team:BUF
8,WR3,90000200,Emmanuel Ellison,WR,DEN,5400,13.26,LAC,90000200,team:BUF
8,TE,90000035,Elijah Ellison,TE,DAL,5300,11.52,PHI,90000035,team:BUF
8,FLEX,90000022,Isaiah Fields,WR,KC,3000,2.82,BUF,90000022,team:BUF
9,QB,90000014,Julian Marshall,QB,KC,8600,24.0,BUF,90000014,team:KC
9,DST,90000241,Falcons,DST,ATL,4400,7.88,NO,90000241,team:KC
9,RB1,90000208,Levi Osei,RB,LAC,7100,17.94,DEN,90000208,team:KC
9,RB2,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:KC
9,WR1,90000008,Malik Pace,WR,BUF,6200,15.58,KC,90000008,team:KC
9,WR2,90000020,Jordan Hargrove,WR,KC,6100,13.91,BUF,90000020,team:KC
9,WR3,90000082,Julian Booker,WR,BAL,3700,5.26,CIN,90000082,team:KC
9,TE,90000167,Devon Marshall,TE,MIN,5800,13.08,HOU,90000167,team:KC
9,FLEX,90000142,Deshawn Larkin,WR,LAR,2600,1.33,SEA,90000142,team:KC
10,QB,90000015,Trevor Manning,QB,KC,2500,0.9,BUF,90000015,team:KC
10,DST,90000097,Bengals,DST,CIN,4300,7.59,BAL,90000097,team:KC
10,RB1,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:KC
10,RB2,90000089,DeAndre Whitfield,RB,CIN,5300,12.45,BAL,90000089,team:KC
10,WR1,90000103,Nate Monroe,WR,GB,8300,24.0,DET,90000103,team:KC
10,WR2,90000007,Brandon Hargrove,WR,BUF,7100,18.53,KC,90000007,team:KC
10,WR3,90000152,Cole Ashworth,WR,HOU,5600,13.01,MIN,90000152,team:KC
10,TE,90000023,Chris Fontaine,TE,KC,6800,17.31,BUF,90000023,team:KC
10,FLEX,90000070,Antonio Odom,WR,SF,2600,1.22,MIA,90000070,team:KC
11,QB,90000015,Trevor Manning,QB,KC,2500,0.9,BUF,90000015,team:KC
11,DST,90000241,Falcons,DST,ATL,4400,7.88,NO,90000241,team:KC
11,RB1,90000232,Deshawn Fontaine,RB,ATL,8500,25.67,NO,90000232,team:KC
11,RB2,90000089,DeAndre Whitfield,RB,CIN,5300,12.45,BAL,90000089,team:KC
11,WR1,90000187,Elijah Vance,WR,JAX,6800,18.09,PIT,90000187,team:KC
11,WR2,90000008,Malik Pace,WR,BUF,6200,15.58,KC,90000008,team:KC
11,WR3,90000021,Julian Boykin,WR,KC,5600,13.58,BUF,90000021,team:KC
11,TE,90000179,Ryan Bishop,TE,PIT,6100,13.31,JAX,90000179,team:KC
11,FLEX,90000185,Zach Fontaine,RB,JAX,4600,8.2,PIT,90000185,team:KC
12,QB,90000015,Trevor Manning,QB,KC,2500,0.9,BUF,90000015,team:KC
12,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:KC
12,RB1,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:KC
12,RB2,90000065,Nate Winslow,RB,SF,6300,15.09,MIA,90000065,team:KC
12,WR1,90000019,Ryan Blackwell,WR,KC,7700,22.44,BUF,90000019,team:KC
12,WR2,90000116,Levi Truman,WR,DET,7300,19.34,GB,90000116,team:KC
12,WR3,90000152,Cole Ashworth,WR,HOU,5600,13.01,MIN,90000152,team:KC
12,TE,90000083,Nate Fields,TE,BAL,6000,14.53,CIN,90000083,team:KC
12,FLEX,90000010,Reggie Larkin,WR,BUF,3200,3.35,KC,90000010,team:KC
13,QB,90000098,Emmanuel Whitfield,QB,GB,7000,19.31,DET,90000098,team:GB
13,DST,90000205,Broncos,DST,DEN,4800,9.34,LAC,90000205,team:GB
13,RB1,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:GB
13,RB2,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:GB
13,WR1,90000031,Zach Ellison,WR,DAL,7700,21.04,PHI,90000031,team:GB
13,WR2,90000008,Malik Pace,WR,BUF,6200,15.58,KC,90000008,team:GB
13,WR3,90000106,Xavier Monroe,WR,GB,3300,3.69,DET,90000106,team:GB
13,TE,90000204,Nate Bishop,TE,DEN,2500,0.74,LAC,90000204,team:GB
13,FLEX,90000113,Zach Blackwell,RB,DET,5500,12.72,GB,90000113,team:GB
14,QB,90000015,Trevor Manning,QB,KC,2500,0.9,BUF,90000015,team:KC
14,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:KC
14,RB1,90000004,Reggie Marshall,RB,BUF,8600,24.92,KC,90000004,team:KC
14,RB2,90000160,Cameron Pruitt,RB,MIN,7300,19.49,HOU,90000160,team:KC
14,WR1,90000019,Ryan Blackwell,WR,KC,7700,22.44,BUF,90000019,team:KC
14,WR2,90000225,Grant Brooks,WR,NO,5400,11.43,ATL,90000225,team:KC
14,WR3,90000129,Antonio Winslow,WR,SEA,3800,5.75,LAR,90000129,team:KC
14,TE,90000035,Elijah Ellison,TE,DAL,5300,11.52,PHI,90000035,team:KC
14,FLEX,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:KC
15,QB,90000074,Antonio Monroe,QB,BAL,8300,23.75,CIN,90000074,team:BAL
15,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:BAL
15,RB1,90000004,Reggie Marshall,RB,BUF,8600,24.92,KC,90000004,team:BAL
15,RB2,90000089,DeAndre Whitfield,RB,CIN,5300,12.45,BAL,90000089,team:BAL
15,WR1,90000079,Ryan Rivers,WR,BAL,8000,24.1,CIN,90000079,team:BAL
15,WR2,90000200,Emmanuel Ellison,WR,DEN,5400,13.26,LAC,90000200,team:BAL
15,WR3,90000225,Grant Brooks,WR,NO,5400,11.43,ATL,90000225,team:BAL
15,TE,90000204,Nate Bishop,TE,DEN,2500,0.74,LAC,90000204,team:BAL
15,FLEX,90000202,Julian Odom,WR,DEN,2600,1.28,LAC,90000202,team:BAL
16,QB,90000098,Emmanuel Whitfield,QB,GB,7000,19.31,DET,90000098,team:GB
16,DST,90000049,Eagles,DST,PHI,3900,6.5,DAL,90000049,team:GB
16,RB1,90000172,Preston Nakamura,RB,PIT,7700,23.65,JAX,90000172,team:GB
16,RB2,90000112,Zach Pruitt,RB,DET,7000,18.71,GB,90000112,team:GB
16,WR1,90000200,Emmanuel Ellison,WR,DEN,5400,13.26,LAC,90000200,team:GB
16,WR2,90000213,Isaiah Sanders,WR,LAC,4500,8.97,DEN,90000213,team:GB
16,WR3,90000106,Xavier Monroe,WR,GB,3300,3.69,DET,90000106,team:GB
16,TE,90000095,Xavier Okafor,TE,CIN,5700,13.03,BAL,90000095,team:GB
16,FLEX,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:GB
17,QB,90000074,Antonio Monroe,QB,BAL,8300,23.75,CIN,90000074,team:BAL
17,DST,90000133,Seahawks,DST,SEA,3900,5.57,LAR,90000133,team:BAL
17,RB1,90000172,Preston Nakamura,RB,PIT,7700,23.65,JAX,90000172,team:BAL
17,RB2,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:BAL
17,WR1,90000213,Isaiah Sanders,WR,LAC,4500,8.97,DEN,90000213,team:BAL
17,WR2,90000093,Brandon Fields,WR,CIN,4600,8.53,BAL,90000093,team:BAL
17,WR3,90000082,Julian Booker,WR,BAL,3700,5.26,CIN,90000082,team:BAL
17,TE,90000095,Xavier Okafor,TE,CIN,5700,13.03,BAL,90000095,team:BAL
17,FLEX,90000052,Cameron Fontaine,RB,MIA,6100,13.67,SF,90000052,team:BAL
18,QB,90000075,Ryan Delgado,QB,BAL,2600,1.17,CIN,90000075,team:BAL
18,DST,90000169,Vikings,DST,MIN,3100,2.77,HOU,90000169,team:BAL
18,RB1,90000088,Chris Pace,RB,CIN,8200,23.74,BAL,90000088,team:BAL
18,RB2,90000172,Preston Nakamura,RB,PIT,7700,23.65,JAX,90000172,team:BAL
18,WR1,90000019,Ryan Blackwell,WR,KC,7700,22.44,BUF,90000019,team:BAL
18,WR2,90000056,Omar Blackwell,WR,MIA,5500,13.08,SF,90000056,team:BAL
18,WR3,90000093,Brandon Fields,WR,CIN,4600,8.53,BAL,90000093,team:BAL
18,TE,90000084,Dominic Marshall,TE,BAL,3100,2.83,CIN,90000084,team:BAL
18,FLEX,90000136,Dominic Rourke,RB,LAR,7500,22.72,SEA,90000136,team:BAL
19,QB,90000111,Dominic Pace,QB,DET,2500,0.59,GB,90000111,team:DET
19,DST,90000037,Cowboys,DST,DAL,4600,8.12,PHI,90000037,team:DET
19,RB1,90000232,Deshawn Fontaine,RB,ATL,8500,25.67,NO,90000232,team:DET
19,RB2,90000173,Jalen Monroe,RB,PIT,5500,14.34,JAX,90000173,team:DET
19,WR1,90000176,Levi Halsey,WR,PIT,8000,22.01,JAX,90000176,team:DET
19,WR2,90000116,Levi Truman,WR,DET,7300,19.34,GB,90000116,team:DET
19,WR3,90000200,Emmanuel Ellison,WR,DEN,5400,13.26,LAC,90000200,team:DET
19,TE,90000108,Tyler Winslow,TE,GB,2700,1.3,DET,90000108,team:DET
19,FLEX,90000056,Omar Blackwell,WR,MIA,5500,13.08,SF,90000056,team:DET
20,QB,90000075,Ryan Delgado,QB,BAL,2600,1.17,CIN,90000075,team:BAL
20,DST,90000145,Rams,DST,LAR,4200,7.28,SEA,90000145,team:BAL
20,RB1,90000160,Cameron Pruitt,RB,MIN,7300,19.49,HOU,90000160,team:BAL
20,RB2,90000220,Levi Bishop,RB,NO,6300,15.24,ATL,90000220,team:BAL
20,WR1,90000079,Ryan Rivers,WR,BAL,8000,24.1,CIN,90000079,team:BAL
20,WR2,90000139,DeAndre Nakamura,WR,LAR,7700,21.35,SEA,90000139,team:BAL
20,WR3,90000056,Omar Blackwell,WR,MIA,5500,13.08,SF,90000056,team:BAL
20,TE,90000024,Preston Monroe,TE,KC,3100,3.11,BUF,90000024,team:BAL
20,FLEX,90000089,DeAndre Whitfield,RB,CIN,5300,12.45,BAL,90000089,team:BAL
