Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Drew Brees,QB,NO,8400,1151,QB,NO@CHI,22.10153846153846,rotoguru_gid
Matt Ryan,QB,ATL,6600,1301,QB,ATL@PIT,20.275384615384613,rotoguru_gid
Eli Manning,QB,NYG,6400,1225,QB,NYG@WAS,17.46153846153846,rotoguru_gid
Alex Smith,QB,KC,5500,1254,QB,KC@LV,15.029230769230768,rotoguru_gid
Tony Romo,QB,DAL,7300,1233,QB,DAL@PHI,17.776666666666667,rotoguru_gid
Ryan Tannehill,QB,MIA,6500,1410,QB,MIA@NE,17.835384615384616,rotoguru_gid
Teddy Bridgewater,QB,MIN,5400,1439,QB,MIN@DET,14.824000000000002,rotoguru_gid
Tom Brady,QB,NE,8100,1131,QB,NE@MIA,20.72307692307692,rotoguru_gid
Ben Roethlisberger,QB,PIT,7900,1232,QB,PIT@ATL,22.73846153846154,rotoguru_gid
Robert Griffin III,QB,WAS,5600,1408,QB,WAS@NYG,8.18,rotoguru_gid
Jay Cutler,QB,CHI,7500,1263,QB,CHI@NO,20.364615384615384,rotoguru_gid
Derek Anderson,QB,CAR,5000,1239,QB,CAR@TB,6.792,rotoguru_gid
Andrew Luck,QB,IND,9300,1409,QB,IND@HOU,28.4,rotoguru_gid
Josh McCown,QB,TB,5600,1175,QB,TB@CAR,15.325000000000001,rotoguru_gid
Joe Flacco,QB,BAL,6900,1302,QB,BAL@JAX,18.37846153846154,rotoguru_gid
Peyton Manning,QB,DEN,8900,1081,QB,DEN@SDG,23.753846153846155,rotoguru_gid
Geno Smith,QB,NYJ,5100,1426,QB,NYJ@TEN,10.692727272727273,rotoguru_gid
Russell Wilson,QB,SEA,8000,1412,QB,SEA@SF,22.273846153846154,rotoguru_gid
Derek Carr,QB,LV,5200,1441,QB,LV@KC,13.318461538461538,rotoguru_gid
Philip Rivers,QB,SDG,6200,1231,QB,SDG@DEN,19.013846153846153,rotoguru_gid
Matthew Stafford,QB,DET,7800,1340,QB,DET@MIN,18.25846153846154,rotoguru_gid
Colin Kaepernick,QB,SF,5600,1404,QB,SF@SEA,15.961538461538462,rotoguru_gid
Charlie Whitehurst,QB,TEN,5000,1272,QB,TEN@NYJ,13.39,rotoguru_gid
Shaun Hill,QB,LA,5600,1213,QB,LA@ARI,10.450000000000001,rotoguru_gid
Aaron Rodgers,QB,GB,9200,1252,QB,GB@BUF,25.68307692307692,rotoguru_gid
Mark Sanchez,QB,PHI,6500,1339,QB,PHI@DAL,18.383333333333333,rotoguru_gid
Blake Bortles,QB,JAX,5200,1442,QB,JAX@BAL,14.29090909090909,rotoguru_gid
Kyle Orton,QB,BUF,5500,1250,QB,BUF@GB,17.477777777777778,rotoguru_gid
Drew Stanton,QB,ARI,5400,1290,QB,ARI@LA,12.260000000000002,rotoguru_gid
Andy Dalton,QB,CIN,6100,1403,QB,CIN@CLE,16.74923076923077,rotoguru_gid
Colt McCoy,QB,WAS,5600,1361,QB,WAS@NYG,16.48,rotoguru_gid
Jake Locker,QB,TEN,5400,1382,QB,TEN@NYJ,11.49,rotoguru_gid
Ryan Fitzpatrick,QB,HOU,5800,1242,QB,HOU@IND,17.21090909090909,rotoguru_gid
Tom Savage,QB,HOU,5000,1443,QB,HOU@IND,-0.2,rotoguru_gid
Johnny Manziel,QB,CLE,5900,1438,QB,CLE@CIN,2.455,rotoguru_gid
Ryan Lindley,QB,ARI,5000,1416,QB,ARI@LA,,rotoguru_gid
Luke McCown,QB,NO,5000,1227,QB,NO@CHI,0.0,rotoguru_gid
Jimmy Garoppolo,QB,NE,5000,1452,QB,NE@MIA,1.7449999999999999,rotoguru_gid
Brock Osweiler,QB,DEN,5000,1414,QB,DEN@SDG,0.36,rotoguru_gid
Chase Daniel,QB,KC,5000,1334,QB,KC@LV,0.0,rotoguru_gid
Jeremy Hill,RB,CIN,4300,2928,RB,CIN@CLE,12.153846153846153,rotoguru_gid
Le'Veon Bell,RB,PIT,9600,2888,RB,PIT@ATL,25.107692307692307,rotoguru_gid
Matt Asiata,RB,MIN,4000,2873,RB,MIN@DET,11.341666666666667,rotoguru_gid
DeMarco Murray,RB,DAL,9500,2831,RB,DAL@PHI,25.753846153846155,rotoguru_gid
Knile Davis,RB,KC,3000,2891,RB,KC@LV,7.961538461538462,rotoguru_gid
Eddie Lacy,RB,GB,7500,2896,RB,GB@BUF,17.907692307692308,rotoguru_gid
Marshawn Lynch,RB,SEA,7300,2552,RB,SEA@SF,19.892307692307693,rotoguru_gid
Arian Foster,RB,HOU,9100,2696,RB,HOU@IND,25.44,rotoguru_gid
Pierre Thomas,RB,NO,3800,2598,RB,NO@CHI,11.577777777777778,rotoguru_gid
Joique Bell,RB,DET,5900,2719,RB,DET@MIN,13.516666666666666,rotoguru_gid
Giovani Bernard,RB,CIN,4400,2889,RB,CIN@CLE,13.91,rotoguru_gid
Fred Jackson,RB,BUF,5200,2520,RB,BUF@GB,13.572727272727274,rotoguru_gid
Chris Polk,RB,PHI,3000,2879,RB,PHI@DAL,2.5818181818181816,rotoguru_gid
Matt Forte,RB,CHI,9000,2613,RB,CHI@NO,23.984615384615385,rotoguru_gid
Mark Ingram,RB,NO,6000,2793,RB,NO@CHI,16.44,rotoguru_gid
C.J. Anderson,RB,DEN,7800,2924,RB,DEN@SDG,12.266666666666667,rotoguru_gid
Branden Oliver,RB,SDG,3000,2982,RB,SDG@DEN,10.336363636363636,rotoguru_gid
Charles Sims,RB,TB,3000,2931,RB,TB@CAR,6.04,rotoguru_gid
Doug Martin,RB,TB,3400,2858,RB,TB@CAR,7.175,rotoguru_gid
Kerwynn Williams,RB,ARI,3500,2918,RB,ARI@LA,13.0,rotoguru_gid
LeGarrette Blount,RB,NE,4400,2721,RB,NE@MIA,6.107142857142857,rotoguru_gid
Bruce Miller,RB,SF,3000,2834,RB,SF@SEA,1.9153846153846152,rotoguru_gid
Donald Brown,RB,SDG,3000,2705,RB,SDG@DEN,5.45,rotoguru_gid
Latavius Murray,RB,LV,4000,2899,RB,LV@KC,4.3,rotoguru_gid
Chris Ivory,RB,NYJ,4200,2741,RB,NYJ@TEN,10.284615384615384,rotoguru_gid
Silas Redd,RB,WAS,3000,2939,RB,WAS@NYG,2.0454545454545454,rotoguru_gid
Darren Sproles,RB,PHI,4200,2484,RB,PHI@DAL,11.15,rotoguru_gid
Dan Herron,RB,IND,4900,2855,RB,IND@HOU,6.45,rotoguru_gid
De'Anthony Thomas,RB,KC,3000,2958,RB,KC@LV,3.922222222222222,rotoguru_gid
Frank Gore,RB,SF,4000,2467,RB,SF@SEA,9.161538461538461,rotoguru_gid
Shane Vereen,RB,NE,4200,2830,RB,NE@MIA,11.353846153846153,rotoguru_gid
Toby Gerhart,RB,JAX,3000,2736,RB,JAX@BAL,5.463636363636364,rotoguru_gid
Jonas Gray,RB,NE,3400,2953,RB,NE@MIA,10.216666666666665,rotoguru_gid
John Conner,RB,NYJ,3000,2726,RB,NYJ@TEN,0.1875,rotoguru_gid
Jonathan Stewart,RB,CAR,5000,2612,RB,CAR@TB,11.209999999999999,rotoguru_gid
LeSean McCoy,RB,PHI,6600,2707,RB,PHI@DAL,13.453846153846154,rotoguru_gid
Rex Burkhead,RB,CIN,3000,2890,RB,CIN@CLE,2.1999999999999997,rotoguru_gid
Ka'Deem Carey,RB,CHI,3000,2972,RB,CHI@NO,1.4769230769230768,rotoguru_gid
Shonn Greene,RB,TEN,3000,2709,RB,TEN@NYJ,3.2700000000000005,rotoguru_gid
Bryce Brown,RB,BUF,3000,2851,RB,BUF@GB,6.366666666666667,rotoguru_gid
Lamar Miller,RB,MIA,5000,2859,RB,MIA@NE,13.3,rotoguru_gid
Steven Jackson,RB,ATL,3800,2418,RB,ATL@PIT,10.346153846153847,rotoguru_gid
Andre Williams,RB,NYG,5500,2934,RB,NYG@WAS,8.884615384615385,rotoguru_gid
Jamaal Charles,RB,KC,8700,2629,RB,KC@LV,19.316666666666666,rotoguru_gid
Trent Richardson,RB,IND,3200,2865,RB,IND@HOU,8.9,rotoguru_gid
Stepfan Taylor,RB,ARI,3600,2903,RB,ARI@LA,4.6000000000000005,rotoguru_gid
Justin Forsett,RB,BAL,7400,2642,RB,BAL@JAX,17.723076923076924,rotoguru_gid
Benny Cunningham,RB,LA,3000,2911,RB,LA@ARI,8.123076923076923,rotoguru_gid
Carlos Hyde,RB,SF,3000,2933,RB,SF@SEA,5.3538461538461535,rotoguru_gid
Chris Johnson,RB,NYJ,3600,2645,RB,NYJ@TEN,8.223076923076924,rotoguru_gid
Alfred Morris,RB,WAS,5000,2871,RB,WAS@NYG,12.576923076923077,rotoguru_gid
Isaiah Crowell,RB,CLE,4900,2969,RB,CLE@CIN,8.538461538461538,rotoguru_gid
Daniel Thomas,RB,MIA,3000,2794,RB,MIA@NE,4.32,rotoguru_gid
Dexter McCluster,RB,TEN,3000,3953,RB,TEN@NYJ,4.576923076923077,rotoguru_gid
Anthony Dixon,RB,BUF,3000,2730,RB,BUF@GB,4.061538461538461,rotoguru_gid
Khiry Robinson,RB,NO,3000,2920,RB,NO@CHI,8.1,rotoguru_gid
Devonta Freeman,RB,ATL,3000,2930,RB,ATL@PIT,4.869230769230769,rotoguru_gid
James Starks,RB,GB,3000,2777,RB,GB@BUF,4.946153846153846,rotoguru_gid
Lance Dunbar,RB,DAL,3000,2880,RB,DAL@PHI,3.230769230769231,rotoguru_gid
Bilal Powell,RB,NYJ,3000,2819,RB,NYJ@TEN,2.591666666666667,rotoguru_gid
Bernard Pierce,RB,BAL,3000,2861,RB,BAL@JAX,4.63,rotoguru_gid
Bishop Sankey,RB,TEN,3600,2927,RB,TEN@NYJ,6.753846153846154,rotoguru_gid
Jordan Todman,RB,JAX,3000,2840,RB,JAX@BAL,2.723076923076923,rotoguru_gid
Robert Turbin,RB,SEA,3000,2867,RB,SEA@SF,4.7615384615384615,rotoguru_gid
Damien Williams,RB,MIA,3000,2957,RB,MIA@NE,2.4615384615384617,rotoguru_gid
Will Ta'ufo'ou,RB,JAX,3000,2654,RB,JAX@BAL,0.9384615384615385,rotoguru_gid
Reggie Bush,RB,DET,4000,2495,RB,DET@MIN,9.425,rotoguru_gid
Alfred Blue,RB,HOU,3000,2960,RB,HOU@IND,5.946153846153846,rotoguru_gid
Jacquizz Rodgers,RB,ATL,3000,2818,RB,ATL@PIT,4.923076923076923,rotoguru_gid
Terrance West,RB,CLE,3000,2929,RB,CLE@CIN,7.983333333333333,rotoguru_gid
Tre Mason,RB,LA,5400,2932,RB,LA@ARI,12.88888888888889,rotoguru_gid
Storm Johnson,RB,JAX,3000,2936,RB,JAX@BAL,6.333333333333333,rotoguru_gid
Jeremy Stewart,RB,DEN,3000,2883,RB,DEN@SDG,0.05,rotoguru_gid
Darrel Young,RB,WAS,3000,2791,RB,WAS@NYG,2.646153846153846,rotoguru_gid
Juwan Thompson,RB,DEN,3000,2965,RB,DEN@SDG,3.8538461538461535,rotoguru_gid
Joseph Randle,RB,DAL,3000,2900,RB,DAL@PHI,2.8230769230769233,rotoguru_gid
Darren McFadden,RB,LV,3000,2603,RB,LV@KC,8.461538461538462,rotoguru_gid
Fozzy Whittaker,RB,CAR,3000,2916,RB,CAR@TB,5.266666666666667,rotoguru_gid
Anthony Sherman,RB,KC,3000,2822,RB,KC@LV,1.7538461538461536,rotoguru_gid
Ronnie Brown,RB,SDG,3000,2456,RB,SDG@DEN,1.5999999999999999,rotoguru_gid
Ben Tate,RB,MIN,3000,2779,RB,MIN@DET,7.82,rotoguru_gid
Alfonso Smith,RB,SF,3000,2773,RB,SF@SEA,0.0,rotoguru_gid
Maurice Jones-Drew,RB,LV,3000,2502,RB,LV@KC,2.463636363636364,rotoguru_gid
Theo Riddick,RB,DET,3000,2907,RB,DET@MIN,6.990909090909091,rotoguru_gid
Mike Tolbert,RB,CAR,3000,2647,RB,CAR@TB,5.12,rotoguru_gid
Kyle Juszczyk,RB,BAL,3000,2908,RB,BAL@JAX,3.1384615384615384,rotoguru_gid
Rashad Jennings,RB,NYG,5900,2658,RB,NYG@WAS,14.866666666666667,rotoguru_gid
Leon Washington,RB,TEN,3000,2507,RB,TEN@NYJ,2.6076923076923078,rotoguru_gid
Henry Hynoski,RB,NYG,3000,2837,RB,NYG@WAS,0.08461538461538462,rotoguru_gid
Joe Banyard,RB,MIN,3000,2905,RB,MIN@DET,1.3181818181818181,rotoguru_gid
Christine Michael,RB,SEA,3000,2898,RB,SEA@SF,2.3714285714285714,rotoguru_gid
Erik Lorig,RB,NO,3000,4523,RB,NO@CHI,2.4285714285714284,rotoguru_gid
Will Tukuafu,RB,SEA,3000,2986,RB,SEA@SF,0.35,rotoguru_gid
James Develin,RB,NE,3000,2825,RB,NE@MIA,0.8307692307692308,rotoguru_gid
John Kuhn,RB,GB,3000,2549,RB,GB@BUF,1.3846153846153846,rotoguru_gid
Travaris Cadet,RB,NO,3000,2869,RB,NO@CHI,5.5307692307692315,rotoguru_gid
Marcel Reece,RB,LV,4000,2665,RB,LV@KC,5.491666666666667,rotoguru_gid
Marion Grice,RB,ARI,3500,2943,RB,ARI@LA,2.4833333333333334,rotoguru_gid
Jed Collins,RB,DET,3000,4436,RB,DET@MIN,1.2166666666666668,rotoguru_gid
Ray Agnew,RB,CLE,3000,2973,RB,CLE@CIN,0.5222222222222223,rotoguru_gid
Orleans Darkwa,RB,NYG,3000,2976,RB,NYG@WAS,1.05,rotoguru_gid
Will Johnson,RB,PIT,3000,2877,RB,PIT@ATL,0.6153846153846154,rotoguru_gid
Trey Watts,RB,LA,3000,2941,RB,LA@ARI,0.7090909090909091,rotoguru_gid
Chase Reynolds,RB,LA,3000,2919,RB,LA@ARI,0.0,rotoguru_gid
Senorise Perry,RB,CHI,3000,2974,RB,CHI@NO,0.075,rotoguru_gid
Charcandrick West,RB,KC,3000,2987,RB,KC@LV,0.0,rotoguru_gid
Brandon Bolden,RB,NE,3000,2874,RB,NE@MIA,1.0,rotoguru_gid
Bobby Rainey,RB,TB,3000,2863,RB,TB@CAR,9.758333333333333,rotoguru_gid
DuJuan Harris,RB,GB,3000,2802,RB,GB@BUF,0.6538461538461539,rotoguru_gid
George Winn,RB,DET,3000,2984,RB,DET@MIN,0.7555555555555555,rotoguru_gid
Jerome Felton,RB,MIN,3000,2624,RB,MIN@DET,0.1846153846153846,rotoguru_gid
Jackie Battle,RB,TEN,3000,2601,RB,TEN@NYJ,1.1307692307692307,rotoguru_gid
George Atkinson,RB,LV,3000,2949,RB,LV@KC,0.0,rotoguru_gid
Shaun Draughn,RB,CLE,3000,2875,RB,CLE@CIN,0.31666666666666665,rotoguru_gid
Robert Hughes,RB,ARI,3000,2882,RB,ARI@LA,1.5846153846153845,rotoguru_gid
Zurlon Tipton,RB,IND,3000,2988,RB,IND@HOU,0.0,rotoguru_gid
Patrick DiMarco,RB,ATL,3000,2805,RB,ATL@PIT,1.5307692307692307,rotoguru_gid
Cedric Peerman,RB,CIN,3000,2692,RB,CIN@CLE,0.7692307692307693,rotoguru_gid
Tyler Clutts,RB,DAL,3000,2824,RB,DAL@PHI,0.08461538461538462,rotoguru_gid
Josh Harris,RB,PIT,3000,2989,RB,PIT@ATL,0.9,rotoguru_gid
Jonathan Grimes,RB,HOU,3000,2881,RB,HOU@IND,1.6076923076923075,rotoguru_gid
Jamize Olawale,RB,LV,3000,2913,RB,LV@KC,0.3538461538461538,rotoguru_gid
Mike James,RB,TB,3000,2895,RB,TB@CAR,0.42000000000000004,rotoguru_gid
Jay Prosch,RB,HOU,3000,2980,RB,HOU@IND,0.2833333333333333,rotoguru_gid
Odell Beckham Jr.,WR,NYG,8400,5323,WR,NYG@WAS,21.488888888888887,rotoguru_gid
Dez Bryant,WR,DAL,7900,3891,WR,DAL@PHI,18.876923076923077,rotoguru_gid
Demaryius Thomas,WR,DEN,8300,3997,WR,DEN@SDG,23.04615384615385,rotoguru_gid
Harry Douglas,WR,ATL,4200,3731,WR,ATL@PIT,9.333333333333334,rotoguru_gid
Antonio Brown,WR,PIT,8700,3474,WR,PIT@ATL,25.584615384615386,rotoguru_gid
Mike Wallace,WR,MIA,5100,3809,WR,MIA@NE,13.046153846153846,rotoguru_gid
Julian Edelman,WR,NE,6500,3826,WR,NE@MIA,16.092307692307692,rotoguru_gid
Kelvin Benjamin,WR,CAR,6200,5257,WR,CAR@TB,15.600000000000001,rotoguru_gid
Eric Decker,WR,NYJ,5100,3902,WR,NYJ@TEN,11.75,rotoguru_gid
James Jones,WR,LV,3500,3679,WR,LV@KC,11.3,rotoguru_gid
Devin Hester,WR,ATL,3000,3593,WR,ATL@PIT,6.446153846153846,rotoguru_gid
Nate Washington,WR,TEN,4300,3581,WR,TEN@NYJ,7.438461538461539,rotoguru_gid
Roddy White,WR,ATL,5800,3571,WR,ATL@PIT,15.30909090909091,rotoguru_gid
Randall Cobb,WR,GB,7300,5125,WR,GB@BUF,18.584615384615383,rotoguru_gid
Jarvis Landry,WR,MIA,5500,5335,WR,MIA@NE,11.3,rotoguru_gid
Alshon Jeffery,WR,CHI,8200,5153,WR,CHI@NO,17.553846153846152,rotoguru_gid
Marques Colston,WR,NO,4600,3602,WR,NO@CHI,10.738461538461538,rotoguru_gid
Golden Tate,WR,DET,6300,3995,WR,DET@MIN,18.315384615384616,rotoguru_gid
Jerricho Cotchery,WR,CAR,3000,3497,WR,CAR@TB,6.933333333333334,rotoguru_gid
Jeremy Maclin,WR,PHI,6100,3830,WR,PHI@DAL,19.76153846153846,rotoguru_gid
Stedman Bailey,WR,LA,4300,5200,WR,LA@ARI,6.92,rotoguru_gid
Cecil Shorts,WR,JAX,3500,5103,WR,JAX@BAL,9.290000000000001,rotoguru_gid
Greg Jennings,WR,MIN,4200,3587,WR,MIN@DET,10.292307692307693,rotoguru_gid
Allen Hurns,WR,JAX,4000,5341,WR,JAX@BAL,10.661538461538461,rotoguru_gid
Vincent Jackson,WR,TB,5400,3550,WR,TB@CAR,12.776923076923076,rotoguru_gid
Jermaine Kearse,WR,SEA,3300,5186,WR,SEA@SF,6.5600000000000005,rotoguru_gid
DeAndre Hopkins,WR,HOU,6100,5206,WR,HOU@IND,16.923076923076923,rotoguru_gid
Brandon LaFell,WR,NE,5600,3946,WR,NE@MIA,13.792307692307691,rotoguru_gid
Hakeem Nicks,WR,IND,3000,3867,WR,IND@HOU,5.1,rotoguru_gid
Charles Johnson,WR,MIN,5000,3103,WR,MIN@DET,9.0375,rotoguru_gid
Andre Holmes,WR,LV,3000,5177,WR,LV@KC,9.076923076923077,rotoguru_gid
