Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,BAL,6400,1562,Tyler Huntley,Tyler,Huntley,GB,7.405,rotoguru_gid
QB,KC,8300,1523,Patrick Mahomes II,Patrick,Mahomes II,LAC,21.12923076923077,rotoguru_gid
QB,PHI,7800,1554,Jalen Hurts,Jalen,Hurts,WAS,21.891666666666666,rotoguru_gid
QB,CAR,6900,1378,Cam Newton,Cam,Newton,BUF,15.219999999999999,rotoguru_gid
QB,LAC,8200,1552,Justin Herbert,Justin,Herbert,KC,23.590769230769233,rotoguru_gid
QB,GB,7600,1252,Aaron Rodgers,Aaron,Rodgers,BAL,21.538333333333338,rotoguru_gid
QB,BUF,8700,1529,Josh Allen,Josh,Allen,CAR,24.38923076923077,rotoguru_gid
QB,DET,6400,1490,Jared Goff,Jared,Goff,ARI,13.695,rotoguru_gid
QB,NE,7000,1572,Mac Jones,Mac,Jones,IND,13.661538461538461,rotoguru_gid
QB,CHI,6800,1567,Justin Fields,Justin,Fields,MIN,10.9,rotoguru_gid
QB,LA,7700,1340,Matthew Stafford,Matthew,Stafford,SEA,21.909230769230767,rotoguru_gid
QB,MIA,7400,1551,Tua Tagovailoa,Tua,Tagovailoa,NYJ,16.299999999999997,rotoguru_gid
QB,HOU,6800,1574,Davis Mills,Davis,Mills,JAX,10.686666666666667,rotoguru_gid
QB,SF,6700,1452,Jimmy Garoppolo,Jimmy,Garoppolo,ATL,16.315,rotoguru_gid
QB,ARI,8800,1537,Kyler Murray,Kyler,Murray,DET,23.498,rotoguru_gid
QB,ATL,6500,1301,Matt Ryan,Matt,Ryan,SF,14.612307692307693,rotoguru_gid
QB,CIN,7300,1550,Joe Burrow,Joe,Burrow,DEN,18.655384615384616,rotoguru_gid
QB,NYJ,6500,1566,Zach Wilson,Zach,Wilson,MIA,11.604444444444445,rotoguru_gid
QB,PIT,6600,1232,Ben Roethlisberger,Ben,Roethlisberger,TEN,15.719999999999999,rotoguru_gid
QB,MIN,7300,1415,Kirk Cousins,Kirk,Cousins,CHI,19.74307692307692,rotoguru_gid
QB,LV,7500,1441,Derek Carr,Derek,Carr,CLE,17.133846153846154,rotoguru_gid
QB,TEN,7000,1410,Ryan Tannehill,Ryan,Tannehill,PIT,16.623076923076923,rotoguru_gid
QB,DAL,7500,1501,Dak Prescott,Dak,Prescott,NYG,19.486666666666668,rotoguru_gid
QB,JAX,6500,1565,Trevor Lawrence,Trevor,Lawrence,HOU,12.592307692307692,rotoguru_gid
QB,CLE,6000,1534,Nick Mullens,Nick,Mullens,LV,,rotoguru_gid
QB,NO,7400,1530,Taysom Hill,Taysom,Hill,TB,9.755555555555555,rotoguru_gid
QB,WAS,6000,1446,Garrett Gilbert,Garrett,Gilbert,PHI,,rotoguru_gid
QB,IND,7800,1514,Carson Wentz,Carson,Wentz,NE,16.740000000000002,rotoguru_gid
QB,TB,8500,1131,Tom Brady,Tom,Brady,NO,24.166153846153847,rotoguru_gid
QB,DEN,6100,1547,Drew Lock,Drew,Lock,CIN,1.78,rotoguru_gid
QB,SEA,7200,1412,Russell Wilson,Russell,Wilson,LA,17.418,rotoguru_gid
QB,DEN,6600,1439,Teddy Bridgewater,Teddy,Bridgewater,CIN,15.75076923076923,rotoguru_gid
QB,NYG,6100,1578,Jake Fromm,Jake,Fromm,DAL,,rotoguru_gid
QB,ARI,6100,1361,Colt McCoy,Colt,McCoy,DET,6.626666666666668,rotoguru_gid
QB,NYG,6700,1420,Mike Glennon,Mike,Glennon,DAL,11.953333333333333,rotoguru_gid
QB,LV,6200,1466,Marcus Mariota,Marcus,Mariota,CLE,1.5,rotoguru_gid
QB,MIA,6100,1496,Jacoby Brissett,Jacoby,Brissett,NYJ,9.515,rotoguru_gid
QB,HOU,6000,1494,Jeff Driskel,Jeff,Driskel,JAX,,rotoguru_gid
QB,ATL,6000,1575,Feleipe Franks,Feleipe,Franks,SF,-0.05714285714285715,rotoguru_gid
QB,DET,6000,1544,Tim Boyle,Tim,Boyle,ARI,1.08,rotoguru_gid
RB,MIA,4500,2997,Duke Johnson,Duke,Johnson,NYJ,1.8,rotoguru_gid
RB,IND,10200,5820,Jonathan Taylor,Jonathan,Taylor,NE,22.338461538461537,rotoguru_gid
RB,SF,5800,5703,Jeff Wilson Jr.,Jeff,Wilson Jr.,ATL,3.1799999999999997,rotoguru_gid
RB,JAX,6300,5849,James Robinson,James,Robinson,HOU,11.758333333333333,rotoguru_gid
RB,LAC,8900,5575,Austin Ekeler,Austin,Ekeler,KC,19.03846153846154,rotoguru_gid
RB,BUF,5400,5717,Devin Singletary,Devin,Singletary,CAR,7.553846153846154,rotoguru_gid
RB,CLE,8000,5622,Nick Chubb,Nick,Chubb,LV,15.13,rotoguru_gid
RB,PHI,6500,5714,Miles Sanders,Miles,Sanders,WAS,8.33,rotoguru_gid
RB,WAS,6900,5827,Antonio Gibson,Antonio,Gibson,PHI,12.169230769230769,rotoguru_gid
RB,DAL,6700,5444,Ezekiel Elliott,Ezekiel,Elliott,NYG,14.166153846153845,rotoguru_gid
RB,TEN,5800,5539,D'Onta Foreman,D'Onta,Foreman,PIT,7.82,rotoguru_gid
RB,GB,7500,5543,Aaron Jones,Aaron,Jones,BAL,13.725000000000001,rotoguru_gid
RB,CAR,4900,2995,Ameer Abdullah,Ameer,Abdullah,BUF,2.891666666666666,rotoguru_gid
RB,SEA,4700,5873,DeeJay Dallas,DeeJay,Dallas,LA,2.376923076923077,rotoguru_gid
RB,LA,6800,5615,Sony Michel,Sony,Michel,SEA,6.1923076923076925,rotoguru_gid
RB,DET,5300,5899,Craig Reynolds,Craig,Reynolds,ARI,10.9,rotoguru_gid
RB,LV,7200,5712,Josh Jacobs,Josh,Jacobs,CLE,12.70909090909091,rotoguru_gid
