Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Justin Jefferson (44096027),Justin Jefferson,44096027,WR/FLEX,7300,GB@MIN 09/13/2026 04:25PM ET,MIN,12.4,
RB,De'Von Achane (44095929),De'Von Achane,44095929,RB/FLEX,7000,MIA@LV 09/13/2026 04:25PM ET,MIA,20.9,
RB,Saquon Barkley (44095931),Saquon Barkley,44095931,RB/FLEX,6900,WAS@PHI 09/13/2026 04:25PM ET,PHI,15.4,
TE,Brock Bowers (44096175),Brock Bowers,44096175,TE/FLEX,6900,MIA@LV 09/13/2026 04:25PM ET,LV,15.2,D
RB,Omarion Hampton (44095933),Omarion Hampton,44095933,RB/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,LAC,13.9,
TE,Trey McBride (44096177),Trey McBride,44096177,TE/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,ARI,19.1,
QB,Jalen Hurts (44095902),Jalen Hurts,44095902,QB,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,19.1,
RB,Ashton Jeanty (44095935),Ashton Jeanty,44095935,RB/FLEX,6600,MIA@LV 09/13/2026 04:25PM ET,LV,14.8,
WR,DeVonta Smith (44096029),DeVonta Smith,44096029,WR/FLEX,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,12.4,
QB,Jayden Daniels (44095903),Jayden Daniels,44095903,QB,6500,WAS@PHI 09/13/2026 04:25PM ET,WAS,17,
RB,Jeremiyah Love (44095937),Jeremiyah Love,44095937,RB/FLEX,6400,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,Q
RB,Josh Jacobs (44095939),Josh Jacobs,44095939,RB/FLEX,6300,GB@MIN 09/13/2026 04:25PM ET,GB,15.4,OUT
QB,Justin Herbert (44095904),Justin Herbert,44095904,QB,6100,ARI@LAC 09/13/2026 04:25PM ET,LAC,19.1,
WR,Ladd McConkey (44096031),Ladd McConkey,44096031,WR/FLEX,5900,ARI@LAC 09/13/2026 04:25PM ET,LAC,11.4,
WR,Christian Watson (44096033),Christian Watson,44096033,WR/FLEX,5900,GB@MIN 09/13/2026 04:25PM ET,GB,13.5,
WR,Jordan Addison (44096035),Jordan Addison,44096035,WR/FLEX,5800,GB@MIN 09/13/2026 04:25PM ET,MIN,10.1,
QB,Jordan Love (44095905),Jordan Love,44095905,QB,5700,GB@MIN 09/13/2026 04:25PM ET,GB,17.6,
WR,Terry McLaurin (44096037),Terry McLaurin,44096037,WR/FLEX,5700,WAS@PHI 09/13/2026 04:25PM ET,WAS,11.4,
QB,Kyler Murray (44095906),Kyler Murray,44095906,QB,5500,GB@MIN 09/13/2026 04:25PM ET,MIN,16.4,
RB,Jordan Mason (44095941),Jordan Mason,44095941,RB/FLEX,5400,GB@MIN 09/13/2026 04:25PM ET,MIN,8.3,
QB,Malik Willis (44095907),Malik Willis,44095907,QB,5300,MIA@LV 09/13/2026 04:25PM ET,MIA,13,
RB,Jacory Croskey-Merritt (44095943),Jacory Croskey-Merritt,44095943,RB/FLEX,5300,WAS@PHI 09/13/2026 04:25PM ET,WAS,8.7,Q
RB,Aaron Jones Sr. (44095945),Aaron Jones Sr.,44095945,RB/FLEX,5300,GB@MIN 09/13/2026 04:25PM ET,MIN,10,
WR,Michael Wilson (44096039),Michael Wilson,44096039,WR/FLEX,5300,ARI@LAC 09/13/2026 04:25PM ET,ARI,13.5,
RB,Rachaad White (44095947),Rachaad White,44095947,RB/FLEX,5200,WAS@PHI 09/13/2026 04:25PM ET,WAS,8.4,
WR,Stefon Diggs (44096041),Stefon Diggs,44096041,WR/FLEX,5200,WAS@PHI 09/13/2026 04:25PM ET,WAS,12.2,
QB,Jacoby Brissett (44095908),Jacoby Brissett,44095908,QB,5100,ARI@LAC 09/13/2026 04:25PM ET,ARI,18,
WR,Makai Lemon (44096043),Makai Lemon,44096043,WR/FLEX,5100,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
QB,Kirk Cousins (44095909),Kirk Cousins,44095909,QB,5000,MIA@LV 09/13/2026 04:25PM ET,LV,11.3,
QB,Fernando Mendoza (44095910),Fernando Mendoza,44095910,QB,5000,MIA@LV 09/13/2026 04:25PM ET,LV,0,
WR,Marvin Harrison Jr. (44096045),Marvin Harrison Jr.,44096045,WR/FLEX,5000,ARI@LAC 09/13/2026 04:25PM ET,ARI,10.7,
RB,Tyler Allgeier (44095949),Tyler Allgeier,44095949,RB/FLEX,4900,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.2,
RB,Tank Bigsby (44095951),Tank Bigsby,44095951,RB/FLEX,4900,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.3,
WR,Jayden Reed (44096047),Jayden Reed,44096047,WR/FLEX,4900,GB@MIN 09/13/2026 04:25PM ET,GB,8,
RB,Keaton Mitchell (44095953),Keaton Mitchell,44095953,RB/FLEX,4800,ARI@LAC 09/13/2026 04:25PM ET,LAC,4.3,Q
RB,Kimani Vidal (44095955),Kimani Vidal,44095955,RB/FLEX,4800,ARI@LAC 09/13/2026 04:25PM ET,LAC,9.6,
RB,MarShawn Lloyd (44095957),MarShawn Lloyd,44095957,RB/FLEX,4800,GB@MIN 09/13/2026 04:25PM ET,GB,0,
WR,Quentin Johnston (44096049),Quentin Johnston,44096049,WR/FLEX,4700,ARI@LAC 09/13/2026 04:25PM ET,LAC,12,
WR,Matthew Golden (44096051),Matthew Golden,44096051,WR/FLEX,4700,GB@MIN 09/13/2026 04:25PM ET,GB,5.9,
RB,Mike Washington Jr. (44095959),Mike Washington Jr.,44095959,RB/FLEX,4600,MIA@LV 09/13/2026 04:25PM ET,LV,0,
RB,Kaytron Allen (44095961),Kaytron Allen,44095961,RB/FLEX,4600,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
QB,Marcus Mariota (44095911),Marcus Mariota,44095911,QB,4500,WAS@PHI 09/13/2026 04:25PM ET,WAS,12.3,
QB,J.J. McCarthy (44095912),J.J. McCarthy,44095912,QB,4500,GB@MIN 09/13/2026 04:25PM ET,MIN,13.9,
RB,Jaylen Wright (44095963),Jaylen Wright,44095963,RB/FLEX,4500,MIA@LV 09/13/2026 04:25PM ET,MIA,5.2,
RB,Ollie Gordon II (44095965),Ollie Gordon II,44095965,RB/FLEX,4500,MIA@LV 09/13/2026 04:25PM ET,MIA,3.2,
RB,Chris Brooks (44095967),Chris Brooks,44095967,RB/FLEX,4500,GB@MIN 09/13/2026 04:25PM ET,GB,2,
TE,Tucker Kraft (44096179),Tucker Kraft,44096179,TE/FLEX,4500,GB@MIN 09/13/2026 04:25PM ET,GB,15.4,
