Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Bijan Robinson (44225918),Bijan Robinson,44225918,CPT,17700,ATL@GB 09/24/2026 08:15PM ET,ATL,21.2,
QB,Jordan Love (44225919),Jordan Love,44225919,CPT,15000,ATL@GB 09/24/2026 08:15PM ET,GB,19.1,
WR,Christian Watson (44225920),Christian Watson,44225920,CPT,14700,ATL@GB 09/24/2026 08:15PM ET,GB,24.9,
QB,Michael Penix Jr. (44225921),Michael Penix Jr.,44225921,CPT,13500,ATL@GB 09/24/2026 08:15PM ET,ATL,0,
WR,Drake London (44225922),Drake London,44225922,CPT,13200,ATL@GB 09/24/2026 08:15PM ET,ATL,7.2,
QB,Tua Tagovailoa (44225923),Tua Tagovailoa,44225923,CPT,12900,ATL@GB 09/24/2026 08:15PM ET,ATL,0,
RB,Josh Jacobs (44225924),Josh Jacobs,44225924,CPT,12600,ATL@GB 09/24/2026 08:15PM ET,GB,0,OUT
QB,Jack Strand (44225925),Jack Strand,44225925,CPT,12300,ATL@GB 09/24/2026 08:15PM ET,ATL,2,
QB,Cooper Rush (44225926),Cooper Rush,44225926,CPT,12000,ATL@GB 09/24/2026 08:15PM ET,ATL,5.1,
RB,Bijan Robinson (44225865),Bijan Robinson,44225865,FLEX,11800,ATL@GB 09/24/2026 08:15PM ET,ATL,21.2,
WR,Matthew Golden (44225927),Matthew Golden,44225927,CPT,11700,ATL@GB 09/24/2026 08:15PM ET,GB,12.7,
RB,MarShawn Lloyd (44225928),MarShawn Lloyd,44225928,CPT,11100,ATL@GB 09/24/2026 08:15PM ET,GB,6.7,
TE,Tucker Kraft (44225929),Tucker Kraft,44225929,CPT,10500,ATL@GB 09/24/2026 08:15PM ET,GB,6.5,
QB,Jordan Love (44225866),Jordan Love,44225866,FLEX,10000,ATL@GB 09/24/2026 08:15PM ET,GB,19.1,
TE,Kyle Pitts Sr. (44225930),Kyle Pitts Sr.,44225930,CPT,9900,ATL@GB 09/24/2026 08:15PM ET,ATL,1.3,
WR,Christian Watson (44225867),Christian Watson,44225867,FLEX,9800,ATL@GB 09/24/2026 08:15PM ET,GB,24.9,
WR,Jayden Reed (44225931),Jayden Reed,44225931,CPT,9300,ATL@GB 09/24/2026 08:15PM ET,GB,3.2,D
QB,Michael Penix Jr. (44225868),Michael Penix Jr.,44225868,FLEX,9000,ATL@GB 09/24/2026 08:15PM ET,ATL,0,
QB,Tyrod Taylor (44225932),Tyrod Taylor,44225932,CPT,9000,ATL@GB 09/24/2026 08:15PM ET,GB,0,
QB,Kedon Slovis (44225933),Kedon Slovis,44225933,CPT,9000,ATL@GB 09/24/2026 08:15PM ET,GB,0,
WR,Drake London (44225869),Drake London,44225869,FLEX,8800,ATL@GB 09/24/2026 08:15PM ET,ATL,7.2,
QB,Tua Tagovailoa (44225870),Tua Tagovailoa,44225870,FLEX,8600,ATL@GB 09/24/2026 08:15PM ET,ATL,0,
RB,Josh Jacobs (44225871),Josh Jacobs,44225871,FLEX,8400,ATL@GB 09/24/2026 08:15PM ET,GB,0,OUT
QB,Jack Strand (44225872),Jack Strand,44225872,FLEX,8200,ATL@GB 09/24/2026 08:15PM ET,ATL,2,
RB,Chris Brooks (44225934),Chris Brooks,44225934,CPT,8100,ATL@GB 09/24/2026 08:15PM ET,GB,3.3,
QB,Cooper Rush (44225873),Cooper Rush,44225873,FLEX,8000,ATL@GB 09/24/2026 08:15PM ET,ATL,5.1,
WR,Matthew Golden (44225874),Matthew Golden,44225874,FLEX,7800,ATL@GB 09/24/2026 08:15PM ET,GB,12.7,
K,Trey Smack (44225935),Trey Smack,44225935,CPT,7800,ATL@GB 09/24/2026 08:15PM ET,GB,10.5,
K,Lenny Krieg (44225936),Lenny Krieg,44225936,CPT,7800,ATL@GB 09/24/2026 08:15PM ET,GB,0,
DST,Packers (44225937),Packers,44225937,CPT,7500,ATL@GB 09/24/2026 08:15PM ET,GB,3,
RB,MarShawn Lloyd (44225875),MarShawn Lloyd,44225875,FLEX,7400,ATL@GB 09/24/2026 08:15PM ET,GB,6.7,
K,Nick Folk (44225938),Nick Folk,44225938,CPT,7200,ATL@GB 09/24/2026 08:15PM ET,ATL,7,
TE,Tucker Kraft (44225876),Tucker Kraft,44225876,FLEX,7000,ATL@GB 09/24/2026 08:15PM ET,GB,6.5,
