Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,CIN,7700,1550,Joe Burrow,Joe,Burrow,KC,19.56,rotoguru_gid
QB,SEA,7300,1412,Russell Wilson,Russell,Wilson,DET,16.33,rotoguru_gid
QB,TB,8300,1131,Tom Brady,Tom,Brady,NYJ,22.28666666666667,rotoguru_gid
QB,BUF,8800,1529,Josh Allen,Josh,Allen,ATL,24.654666666666667,rotoguru_gid
QB,DAL,7400,1501,Dak Prescott,Dak,Prescott,ARI,19.694285714285716,rotoguru_gid
QB,ARI,8200,1537,Kyler Murray,Kyler,Murray,DAL,22.538333333333338,rotoguru_gid
QB,NE,6800,1572,Mac Jones,Mac,Jones,JAX,13.590666666666667,rotoguru_gid
QB,KC,8500,1523,Patrick Mahomes II,Patrick,Mahomes II,CIN,21.84,rotoguru_gid
QB,GB,8300,1252,Aaron Rodgers,Aaron,Rodgers,MIN,21.59,rotoguru_gid
QB,SF,6400,1569,Trey Lance,Trey,Lance,HOU,9.372,rotoguru_gid
QB,DET,6200,1544,Tim Boyle,Tim,Boyle,SEA,3.8533333333333335,rotoguru_gid
QB,LAC,8200,1552,Justin Herbert,Justin,Herbert,DEN,23.31066666666667,rotoguru_gid
QB,NO,7700,1530,Taysom Hill,Taysom,Hill,CAR,9.726,rotoguru_gid
QB,LA,7600,1340,Matthew Stafford,Matthew,Stafford,BAL,20.730666666666664,rotoguru_gid
QB,DEN,6500,1547,Drew Lock,Drew,Lock,LAC,4.0,rotoguru_gid
QB,CLE,6700,1528,Baker Mayfield,Baker,Mayfield,PIT,13.761538461538462,rotoguru_gid
QB,TEN,7300,1410,Ryan Tannehill,Ryan,Tannehill,MIA,16.105333333333334,rotoguru_gid
QB,NYJ,6500,1566,Zach Wilson,Zach,Wilson,TB,12.692727272727273,rotoguru_gid
QB,MIN,6000,1484,Sean Mannion,Sean,Mannion,GB,,rotoguru_gid
QB,PHI,7900,1554,Jalen Hurts,Jalen,Hurts,WAS,22.0,rotoguru_gid
QB,BAL,7500,1562,Tyler Huntley,Tyler,Huntley,LA,13.104,rotoguru_gid
QB,LV,6900,1441,Derek Carr,Derek,Carr,IND,16.227999999999998,rotoguru_gid
QB,CHI,6300,1403,Andy Dalton,Andy,Dalton,NYG,10.696666666666667,rotoguru_gid
QB,IND,7000,1514,Carson Wentz,Carson,Wentz,LV,16.133333333333333,rotoguru_gid
