Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Jahmyr Gibbs (44138478),Jahmyr Gibbs,44138478,CPT,18000,DET@BUF 09/17/2026 08:15PM ET,DET,37.6,
QB,Josh Allen (44138479),Josh Allen,44138479,CPT,17100,DET@BUF 09/17/2026 08:15PM ET,BUF,38.7,
WR,Amon-Ra St. Brown (44138480),Amon-Ra St. Brown,44138480,CPT,15600,DET@BUF 09/17/2026 08:15PM ET,DET,28.7,
QB,Jared Goff (44138481),Jared Goff,44138481,CPT,14400,DET@BUF 09/17/2026 08:15PM ET,DET,16.4,
RB,James Cook III (44138482),James Cook III,44138482,CPT,14100,DET@BUF 09/17/2026 08:15PM ET,BUF,9.9,
RB,Jahmyr Gibbs (44138432),Jahmyr Gibbs,44138432,FLEX,12000,DET@BUF 09/17/2026 08:15PM ET,DET,37.6,
WR,DJ Moore (44138483),DJ Moore,44138483,CPT,11700,DET@BUF 09/17/2026 08:15PM ET,BUF,24,
QB,Josh Allen (44138433),Josh Allen,44138433,FLEX,11400,DET@BUF 09/17/2026 08:15PM ET,BUF,38.7,
WR,Jameson Williams (44138484),Jameson Williams,44138484,CPT,11100,DET@BUF 09/17/2026 08:15PM ET,DET,8.5,
WR,Amon-Ra St. Brown (44138434),Amon-Ra St. Brown,44138434,FLEX,10400,DET@BUF 09/17/2026 08:15PM ET,DET,28.7,
TE,Dalton Kincaid (44138485),Dalton Kincaid,44138485,CPT,10200,DET@BUF 09/17/2026 08:15PM ET,BUF,21,
QB,Jared Goff (44138435),Jared Goff,44138435,FLEX,9600,DET@BUF 09/17/2026 08:15PM ET,DET,16.4,
WR,Khalil Shakir (44138486),Khalil Shakir,44138486,CPT,9600,DET@BUF 09/17/2026 08:15PM ET,BUF,9,
RB,James Cook III (44138436),James Cook III,44138436,FLEX,9400,DET@BUF 09/17/2026 08:15PM ET,BUF,9.9,
QB,Shane Buechele (44138487),Shane Buechele,44138487,CPT,9000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
QB,Kyle Allen (44138488),Kyle Allen,44138488,CPT,9000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
QB,Luke Altmyer (44138489),Luke Altmyer,44138489,CPT,9000,DET@BUF 09/17/2026 08:15PM ET,DET,0,
QB,Joshua Dobbs (44138490),Joshua Dobbs,44138490,CPT,9000,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Sam LaPorta (44138491),Sam LaPorta,44138491,CPT,8100,DET@BUF 09/17/2026 08:15PM ET,DET,9.8,
WR,DJ Moore (44138437),DJ Moore,44138437,FLEX,7800,DET@BUF 09/17/2026 08:15PM ET,BUF,24,
K,Tyler Bass (44138492),Tyler Bass,44138492,CPT,7500,DET@BUF 09/17/2026 08:15PM ET,BUF,13,
WR,Jameson Williams (44138438),Jameson Williams,44138438,FLEX,7400,DET@BUF 09/17/2026 08:15PM ET,DET,8.5,
K,Jake Bates (44138493),Jake Bates,44138493,CPT,7200,DET@BUF 09/17/2026 08:15PM ET,DET,7,
TE,Dalton Kincaid (44138439),Dalton Kincaid,44138439,FLEX,6800,DET@BUF 09/17/2026 08:15PM ET,BUF,21,
WR,Khalil Shakir (44138440),Khalil Shakir,44138440,FLEX,6400,DET@BUF 09/17/2026 08:15PM ET,BUF,9,
QB,Shane Buechele (44138441),Shane Buechele,44138441,FLEX,6000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
QB,Kyle Allen (44138442),Kyle Allen,44138442,FLEX,6000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
QB,Luke Altmyer (44138443),Luke Altmyer,44138443,FLEX,6000,DET@BUF 09/17/2026 08:15PM ET,DET,0,
QB,Joshua Dobbs (44138444),Joshua Dobbs,44138444,FLEX,6000,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Keon Coleman (44138494),Keon Coleman,44138494,CPT,6000,DET@BUF 09/17/2026 08:15PM ET,BUF,1.1,
WR,Isaac TeSlaa (44138495),Isaac TeSlaa,44138495,CPT,5700,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Sam LaPorta (44138445),Sam LaPorta,44138445,FLEX,5400,DET@BUF 09/17/2026 08:15PM ET,DET,9.8,
DST,Bills (44138496),Bills,44138496,CPT,5400,DET@BUF 09/17/2026 08:15PM ET,BUF,6,
DST,Lions (44138497),Lions,44138497,CPT,5100,DET@BUF 09/17/2026 08:15PM ET,DET,10,
K,Tyler Bass (44138446),Tyler Bass,44138446,FLEX,5000,DET@BUF 09/17/2026 08:15PM ET,BUF,13,
K,Jake Bates (44138447),Jake Bates,44138447,FLEX,4800,DET@BUF 09/17/2026 08:15PM ET,DET,7,
WR,Joshua Palmer (44138498),Joshua Palmer,44138498,CPT,4800,DET@BUF 09/17/2026 08:15PM ET,BUF,10.4,
RB,Sione Vaki (44138499),Sione Vaki,44138499,CPT,4500,DET@BUF 09/17/2026 08:15PM ET,DET,2.8,
TE,Dawson Knox (44138500),Dawson Knox,44138500,CPT,4200,DET@BUF 09/17/2026 08:15PM ET,BUF,1.7,
WR,Keon Coleman (44138448),Keon Coleman,44138448,FLEX,4000,DET@BUF 09/17/2026 08:15PM ET,BUF,1.1,
WR,Isaac TeSlaa (44138449),Isaac TeSlaa,44138449,FLEX,3800,DET@BUF 09/17/2026 08:15PM ET,DET,0,
DST,Bills (44138450),Bills,44138450,FLEX,3600,DET@BUF 09/17/2026 08:15PM ET,BUF,6,
RB,Ray Davis (44138501),Ray Davis,44138501,CPT,3600,DET@BUF 09/17/2026 08:15PM ET,BUF,0.3,
DST,Lions (44138451),Lions,44138451,FLEX,3400,DET@BUF 09/17/2026 08:15PM ET,DET,10,
WR,Joshua Palmer (44138452),Joshua Palmer,44138452,FLEX,3200,DET@BUF 09/17/2026 08:15PM ET,BUF,10.4,
RB,Sione Vaki (44138453),Sione Vaki,44138453,FLEX,3000,DET@BUF 09/17/2026 08:15PM ET,DET,2.8,
RB,Ty Johnson (44138502),Ty Johnson,44138502,CPT,3000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,Q
TE,Dawson Knox (44138454),Dawson Knox,44138454,FLEX,2800,DET@BUF 09/17/2026 08:15PM ET,BUF,1.7,
TE,Brock Wright (44138503),Brock Wright,44138503,CPT,2700,DET@BUF 09/17/2026 08:15PM ET,DET,1.5,
RB,Ray Davis (44138455),Ray Davis,44138455,FLEX,2400,DET@BUF 09/17/2026 08:15PM ET,BUF,0.3,
TE,Tyler Conklin (44138504),Tyler Conklin,44138504,CPT,2400,DET@BUF 09/17/2026 08:15PM ET,DET,0,
RB,Jacob Saylors (44138505),Jacob Saylors,44138505,CPT,2100,DET@BUF 09/17/2026 08:15PM ET,DET,0,
RB,Ty Johnson (44138456),Ty Johnson,44138456,FLEX,2000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,Q
TE,Brock Wright (44138457),Brock Wright,44138457,FLEX,1800,DET@BUF 09/17/2026 08:15PM ET,DET,1.5,
WR,Tom Kennedy (44138506),Tom Kennedy,44138506,CPT,1800,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Tyler Conklin (44138458),Tyler Conklin,44138458,FLEX,1600,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Greg Dortch (44138507),Greg Dortch,44138507,CPT,1500,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
RB,Jacob Saylors (44138459),Jacob Saylors,44138459,FLEX,1400,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Tom Kennedy (44138460),Tom Kennedy,44138460,FLEX,1200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Tay Martin (44138508),Tay Martin,44138508,CPT,1200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Greg Dortch (44138461),Greg Dortch,44138461,FLEX,1000,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
TE,Jackson Hawes (44138509),Jackson Hawes,44138509,CPT,900,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Tay Martin (44138462),Tay Martin,44138462,FLEX,800,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Jackson Hawes (44138463),Jackson Hawes,44138463,FLEX,600,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
RB,Frank Gore Jr. (44138510),Frank Gore Jr.,44138510,CPT,600,DET@BUF 09/17/2026 08:15PM ET,BUF,0.3,
RB,Frank Gore Jr. (44138464),Frank Gore Jr.,44138464,FLEX,400,DET@BUF 09/17/2026 08:15PM ET,BUF,0.3,
RB,Isiah Pacheco (44138511),Isiah Pacheco,44138511,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,IR
RB,Jabari Small (44138512),Jabari Small,44138512,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Skyler Bell (44138513),Skyler Bell,44138513,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Kendrick Law (44138514),Kendrick Law,44138514,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,IR
WR,Ja'Mori Maclin (44138515),Ja'Mori Maclin,44138515,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Trent Sherfield Sr. (44138516),Trent Sherfield Sr.,44138516,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Stephen Gosnell (44138517),Stephen Gosnell,44138517,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Lucky Jackson (44138518),Lucky Jackson,44138518,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Dominic Lovett (44138519),Dominic Lovett,44138519,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Jackson Meeks (44138520),Jackson Meeks,44138520,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Keleki Latu (44138521),Keleki Latu,44138521,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
TE,Thomas Gordon (44138522),Thomas Gordon,44138522,CPT,300,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Tyrell Shavers (44138523),Tyrell Shavers,44138523,CPT,300,DET@BUF 09/17/2026 08:15PM ET,BUF,0,OUT
RB,Isiah Pacheco (44138465),Isiah Pacheco,44138465,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,IR
RB,Jabari Small (44138466),Jabari Small,44138466,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Skyler Bell (44138467),Skyler Bell,44138467,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Kendrick Law (44138468),Kendrick Law,44138468,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,IR
WR,Ja'Mori Maclin (44138469),Ja'Mori Maclin,44138469,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Trent Sherfield Sr. (44138470),Trent Sherfield Sr.,44138470,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Stephen Gosnell (44138471),Stephen Gosnell,44138471,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
WR,Lucky Jackson (44138472),Lucky Jackson,44138472,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Dominic Lovett (44138473),Dominic Lovett,44138473,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Jackson Meeks (44138474),Jackson Meeks,44138474,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
TE,Keleki Latu (44138475),Keleki Latu,44138475,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,
TE,Thomas Gordon (44138476),Thomas Gordon,44138476,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,DET,0,
WR,Tyrell Shavers (44138477),Tyrell Shavers,44138477,FLEX,200,DET@BUF 09/17/2026 08:15PM ET,BUF,0,OUT
