Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,MIA,7100,1551,Tua Tagovailoa,Tua,Tagovailoa,ATL,13.353333333333333,rotoguru_gid
QB,CIN,7200,1550,Joe Burrow,Joe,Burrow,BAL,19.5,rotoguru_gid
QB,LA,8100,1340,Matthew Stafford,Matthew,Stafford,DET,22.686666666666667,rotoguru_gid
QB,GB,7900,1252,Aaron Rodgers,Aaron,Rodgers,WAS,19.540000000000003,rotoguru_gid
QB,TB,8000,1131,Tom Brady,Tom,Brady,CHI,25.876666666666665,rotoguru_gid
QB,PHI,8300,1554,Jalen Hurts,Jalen,Hurts,LV,25.2,rotoguru_gid
QB,BAL,8400,1527,Lamar Jackson,Lamar,Jackson,CIN,24.606666666666666,rotoguru_gid
QB,ARI,8700,1537,Kyler Murray,Kyler,Murray,HOU,25.206666666666667,rotoguru_gid
QB,NE,6800,1572,Mac Jones,Mac,Jones,NYJ,13.913333333333334,rotoguru_gid
QB,WAS,6900,1487,Taylor Heinicke,Taylor,Heinicke,GB,17.433333333333334,rotoguru_gid
QB,TEN,7600,1410,Ryan Tannehill,Ryan,Tannehill,KC,16.663333333333334,rotoguru_gid
QB,IND,6700,1514,Carson Wentz,Carson,Wentz,SF,17.033333333333335,rotoguru_gid
QB,LV,7400,1441,Derek Carr,Derek,Carr,PHI,19.44,rotoguru_gid
QB,ATL,7300,1301,Matt Ryan,Matt,Ryan,MIA,18.576,rotoguru_gid
QB,NYG,7000,1539,Daniel Jones,Daniel,Jones,CAR,17.843333333333334,rotoguru_gid
QB,NO,7500,1465,Jameis Winston,Jameis,Winston,SEA,18.656,rotoguru_gid
QB,DEN,7200,1439,Teddy Bridgewater,Teddy,Bridgewater,CLE,16.86,rotoguru_gid
QB,DET,6700,1490,Jared Goff,Jared,Goff,LA,15.25,rotoguru_gid
QB,CLE,6000,1435,Case Keenum,Case,Keenum,DEN,0.12,rotoguru_gid
QB,SEA,6800,1426,Geno Smith,Geno,Smith,NO,6.933333333333333,rotoguru_gid
QB,NYJ,0,1576,Mike White,Mike,White,NE,,rotoguru_gid
QB,KC,8800,1523,Patrick Mahomes II,Patrick,Mahomes II,TEN,26.98,rotoguru_gid
QB,SF,7200,1452,Jimmy Garoppolo,Jimmy,Garoppolo,IND,14.899999999999999,rotoguru_gid
QB,CHI,6500,1567,Justin Fields,Justin,Fields,TB,7.746666666666666,rotoguru_gid
QB,KC,6000,1309,Chad Henne,Chad,Henne,TEN,,rotoguru_gid
QB,CAR,7700,1524,Sam Darnold,Sam,Darnold,NYG,20.486666666666665,rotoguru_gid
