Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Jaxon Smith-Njigba (44174012),Jaxon Smith-Njigba,44174012,WR/FLEX,8100,SEA@ARI 09/20/2026 04:25PM ET,SEA,29.2,
RB,Christian McCaffrey (44173888),Christian McCaffrey,44173888,RB/FLEX,8000,MIA@SF 09/20/2026 04:25PM ET,SF,13.8,
WR,CeeDee Lamb (44174014),CeeDee Lamb,44174014,WR/FLEX,7300,WAS@DAL 09/20/2026 04:25PM ET,DAL,15.4,
TE,Trey McBride (44174200),Trey McBride,44174200,TE/FLEX,6900,SEA@ARI 09/20/2026 04:25PM ET,ARI,24.5,
RB,Ashton Jeanty (44173890),Ashton Jeanty,44173890,RB/FLEX,6800,LV@LAC 09/20/2026 04:05PM ET,LV,35.7,
RB,De'Von Achane (44173892),De'Von Achane,44173892,RB/FLEX,6700,MIA@SF 09/20/2026 04:25PM ET,MIA,10.6,
RB,Omarion Hampton (44173894),Omarion Hampton,44173894,RB/FLEX,6600,LV@LAC 09/20/2026 04:05PM ET,LAC,9.3,
WR,Mike Evans (44174016),Mike Evans,44174016,WR/FLEX,6600,MIA@SF 09/20/2026 04:25PM ET,SF,16.9,
TE,Brock Bowers (44174202),Brock Bowers,44174202,TE/FLEX,6600,LV@LAC 09/20/2026 04:05PM ET,LV,0,Q
WR,Jaylen Waddle (44174018),Jaylen Waddle,44174018,WR/FLEX,6500,JAX@DEN 09/20/2026 04:05PM ET,DEN,1.2,
QB,Dak Prescott (44173856),Dak Prescott,44173856,QB,6400,WAS@DAL 09/20/2026 04:25PM ET,DAL,15.4,
RB,Javonte Williams (44173896),Javonte Williams,44173896,RB/FLEX,6400,WAS@DAL 09/20/2026 04:25PM ET,DAL,24.2,
QB,Jayden Daniels (44173857),Jayden Daniels,44173857,QB,6300,WAS@DAL 09/20/2026 04:25PM ET,WAS,17.7,
WR,George Pickens (44174020),George Pickens,44174020,WR/FLEX,6300,WAS@DAL 09/20/2026 04:25PM ET,DAL,5.8,
QB,Brock Purdy (44173858),Brock Purdy,44173858,QB,6200,MIA@SF 09/20/2026 04:25PM ET,SF,22.1,
WR,Ladd McConkey (44174022),Ladd McConkey,44174022,WR/FLEX,6200,LV@LAC 09/20/2026 04:05PM ET,LAC,19.2,Q
QB,Justin Herbert (44173859),Justin Herbert,44173859,QB,6000,LV@LAC 09/20/2026 04:05PM ET,LAC,14.3,
RB,Jeremiyah Love (44173898),Jeremiyah Love,44173898,RB/FLEX,5900,SEA@ARI 09/20/2026 04:25PM ET,ARI,13,
WR,Parker Washington (44174024),Parker Washington,44174024,WR/FLEX,5900,JAX@DEN 09/20/2026 04:05PM ET,JAX,19.3,
