Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,BAL,18.235714285714288,rotoguru_gid
QB,DAL,7400,1501,Dak Prescott,Dak,Prescott,WAS,18.801538461538463,rotoguru_gid
QB,BUF,8500,1529,Josh Allen,Josh,Allen,NE,24.204285714285714,rotoguru_gid
QB,NYJ,6600,1566,Zach Wilson,Zach,Wilson,JAX,11.644,rotoguru_gid
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,PIT,21.805714285714288,rotoguru_gid
QB,ARI,8700,1537,Kyler Murray,Kyler,Murray,IND,22.596363636363638,rotoguru_gid
QB,BAL,6100,1320,Josh Johnson,Josh,Johnson,CIN,9.386666666666667,rotoguru_gid
QB,GB,8300,1252,Aaron Rodgers,Aaron,Rodgers,CLE,21.713846153846156,rotoguru_gid
QB,LAC,8400,1552,Justin Herbert,Justin,Herbert,HOU,23.622857142857146,rotoguru_gid
QB,HOU,6600,1574,Davis Mills,Davis,Mills,LAC,11.174,rotoguru_gid
QB,IND,7200,1514,Carson Wentz,Carson,Wentz,ARI,16.04285714285714,rotoguru_gid
QB,MIN,7300,1415,Kirk Cousins,Kirk,Cousins,LA,19.15285714285714,rotoguru_gid
QB,CHI,6100,1413,Nick Foles,Nick,Foles,SEA,,rotoguru_gid
QB,PHI,7700,1554,Jalen Hurts,Jalen,Hurts,NYG,22.410769230769233,rotoguru_gid
QB,SEA,7500,1412,Russell Wilson,Russell,Wilson,CHI,16.31090909090909,rotoguru_gid
QB,SF,6900,1452,Jimmy Garoppolo,Jimmy,Garoppolo,TEN,16.121538461538464,rotoguru_gid
QB,TEN,7100,1410,Ryan Tannehill,Ryan,Tannehill,SF,16.215714285714288,rotoguru_gid
QB,TB,8400,1131,Tom Brady,Tom,Brady,CAR,22.851428571428574,rotoguru_gid
QB,CLE,6700,1528,Baker Mayfield,Baker,Mayfield,GB,13.743333333333334,rotoguru_gid
QB,ATL,6800,1301,Matt Ryan,Matt,Ryan,DET,14.528571428571428,rotoguru_gid
QB,JAX,6500,1565,Trevor Lawrence,Trevor,Lawrence,NYJ,12.442857142857141,rotoguru_gid
QB,MIA,6800,1551,Tua Tagovailoa,Tua,Tagovailoa,NO,16.244,rotoguru_gid
QB,DET,6000,1544,Tim Boyle,Tim,Boyle,ATL,0.54,rotoguru_gid
QB,LA,7900,1340,Matthew Stafford,Matthew,Stafford,MIN,21.52,rotoguru_gid
QB,LV,7000,1441,Derek Carr,Derek,Carr,DEN,16.705714285714286,rotoguru_gid
QB,CAR,6200,1524,Sam Darnold,Sam,Darnold,TB,15.877777777777778,rotoguru_gid
QB,NYG,6400,1420,Mike Glennon,Mike,Glennon,PHI,9.205,rotoguru_gid
QB,PIT,6800,1232,Ben Roethlisberger,Ben,Roethlisberger,KC,15.427692307692308,rotoguru_gid
QB,DEN,6600,1547,Drew Lock,Drew,Lock,LV,2.9600000000000004,rotoguru_gid
