Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Josh McCown,QB,CLE,5100,1175,QB,CLE@BAL,17.713333333333335,rotoguru_gid
Eli Manning,QB,NYG,6800,1225,QB,NYG@SF,16.985,rotoguru_gid
Blake Bortles,QB,JAX,5100,1442,QB,JAX@TB,17.485,rotoguru_gid
Andy Dalton,QB,CIN,5700,1403,QB,CIN@SEA,24.294999999999998,rotoguru_gid
Tom Brady,QB,NE,7800,1131,QB,NE@DAL,28.52666666666667,rotoguru_gid
Philip Rivers,QB,SDG,6200,1231,QB,SDG@PIT,20.54,rotoguru_gid
Joe Flacco,QB,BAL,5600,1302,QB,BAL@CLE,15.57,rotoguru_gid
Brian Hoyer,QB,HOU,5000,1336,QB,HOU@IND,14.36,rotoguru_gid
Tyrod Taylor,QB,BUF,5800,1400,QB,BUF@TEN,21.155,rotoguru_gid
Sam Bradford,QB,PHI,6000,1344,QB,PHI@NO,15.504999999999999,rotoguru_gid
Drew Brees,QB,NO,7200,1151,QB,NO@PHI,19.653333333333332,rotoguru_gid
Colin Kaepernick,QB,SF,5200,1404,QB,SF@NYG,15.395,rotoguru_gid
Jay Cutler,QB,CHI,5300,1263,QB,CHI@KC,14.513333333333334,rotoguru_gid
Aaron Rodgers,QB,GB,7900,1252,QB,GB@LA,24.875,rotoguru_gid
Carson Palmer,QB,ARI,6600,1207,QB,ARI@DET,23.35,rotoguru_gid
Matt Hasselbeck,QB,IND,5000,1060,QB,IND@HOU,15.38,rotoguru_gid
Jameis Winston,QB,TB,5100,1465,QB,TB@JAX,16.475,rotoguru_gid
Russell Wilson,QB,SEA,6900,1412,QB,SEA@CIN,18.215,rotoguru_gid
Michael Vick,QB,PIT,5100,1155,QB,PIT@SDG,4.426666666666667,rotoguru_gid
Alex Smith,QB,KC,5500,1254,QB,KC@CHI,17.8,rotoguru_gid
Derek Carr,QB,LV,5500,1441,QB,LV@DEN,17.97,rotoguru_gid
Marcus Mariota,QB,TEN,6000,1466,QB,TEN@BUF,22.27333333333333,rotoguru_gid
Kirk Cousins,QB,WAS,5300,1415,QB,WAS@ATL,15.8,rotoguru_gid
Dan Orlovsky,QB,DET,5000,1249,QB,DET@ARI,0.0,rotoguru_gid
Matt Ryan,QB,ATL,6700,1301,QB,ATL@WAS,19.32,rotoguru_gid
Matthew Stafford,QB,DET,5400,1340,QB,DET@ARI,14.22,rotoguru_gid
Peyton Manning,QB,DEN,7000,1081,QB,DEN@LV,15.079999999999998,rotoguru_gid
Brandon Weeden,QB,DAL,5100,1411,QB,DAL@NE,10.08,rotoguru_gid
Nick Foles,QB,LA,5200,1413,QB,LA@GB,14.425,rotoguru_gid
Ryan Mallett,QB,HOU,5000,1401,QB,HOU@IND,11.725,rotoguru_gid
Drew Stanton,QB,ARI,5000,1290,QB,ARI@DET,-0.3,rotoguru_gid
E.J. Manuel,QB,BUF,5000,1421,QB,BUF@TEN,-0.2,rotoguru_gid
B.J. Daniels,QB,SEA,3000,1468,QB,SEA@CIN,2.2,rotoguru_gid
Luke McCown,QB,NO,5000,1227,QB,NO@PHI,3.6,rotoguru_gid
Jimmy Garoppolo,QB,NE,5000,1452,QB,NE@DAL,-0.2,rotoguru_gid
Doug Martin,RB,TB,4700,2858,RB,TB@JAX,12.525,rotoguru_gid
