Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Bijan Robinson (44157285),Bijan Robinson,44157285,RB/FLEX,8200,CAR@ATL 09/20/2026 01:00PM ET,ATL,31.3,
WR,Justin Jefferson (44157465),Justin Jefferson,44157465,WR/FLEX,7800,MIN@CHI 09/20/2026 01:00PM ET,MIN,31.2,
WR,Ja'Marr Chase (44157467),Ja'Marr Chase,44157467,WR/FLEX,7600,CIN@HOU 09/20/2026 01:00PM ET,CIN,3.2,
QB,Lamar Jackson (44157228),Lamar Jackson,44157228,QB,7300,NO@BAL 09/20/2026 01:00PM ET,BAL,29,
RB,Derrick Henry (44157287),Derrick Henry,44157287,RB/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,BAL,38.3,
WR,Chris Olave (44157469),Chris Olave,44157469,WR/FLEX,7200,NO@BAL 09/20/2026 01:00PM ET,NO,31.2,
RB,Saquon Barkley (44157289),Saquon Barkley,44157289,RB/FLEX,7000,PHI@TEN 09/20/2026 01:00PM ET,PHI,9,
WR,Nico Collins (44157471),Nico Collins,44157471,WR/FLEX,7000,CIN@HOU 09/20/2026 01:00PM ET,HOU,21.2,Q
RB,Chase Brown (44157291),Chase Brown,44157291,RB/FLEX,6900,CIN@HOU 09/20/2026 01:00PM ET,CIN,18.8,
QB,Caleb Williams (44157229),Caleb Williams,44157229,QB,6800,MIN@CHI 09/20/2026 01:00PM ET,CHI,37.3,
WR,DeVonta Smith (44157473),DeVonta Smith,44157473,WR/FLEX,6800,PHI@TEN 09/20/2026 01:00PM ET,PHI,8.3,
QB,Jalen Hurts (44157230),Jalen Hurts,44157230,QB,6700,PHI@TEN 09/20/2026 01:00PM ET,PHI,24.7,
WR,Zay Flowers (44157475),Zay Flowers,44157475,WR/FLEX,6700,NO@BAL 09/20/2026 01:00PM ET,BAL,29,Q
QB,Joe Burrow (44157231),Joe Burrow,44157231,QB,6600,CIN@HOU 09/20/2026 01:00PM ET,CIN,15.2,Q
RB,David Montgomery (44157293),David Montgomery,44157293,RB/FLEX,6500,CIN@HOU 09/20/2026 01:00PM ET,HOU,28.9,
WR,Emeka Egbuka (44157477),Emeka Egbuka,44157477,WR/FLEX,6400,CLE@TB 09/20/2026 01:00PM ET,TB,11.3,
RB,D'Andre Swift (44157295),D'Andre Swift,44157295,RB/FLEX,6300,MIN@CHI 09/20/2026 01:00PM ET,CHI,35.4,Q
RB,Josh Jacobs (44157297),Josh Jacobs,44157297,RB/FLEX,6300,GB@NYJ 09/20/2026 01:00PM ET,GB,0,OUT
RB,Breece Hall (44157299),Breece Hall,44157299,RB/FLEX,6200,GB@NYJ 09/20/2026 01:00PM ET,NYJ,22.8,
